date,geography,geography code,Provision of unpaid care: Provides 10 to 19 hours unpaid care a week,Provision of unpaid care: Provides 19 hours or less unpaid care a week,Provision of unpaid care: Provides 20 to 34 hours unpaid care a week,Provision of unpaid care: Provides 20 to 49 hours unpaid care a week,Provision of unpaid care: Provides 35 to 49 hours unpaid care a week,Provision of unpaid care: Provides 50 or more hours unpaid care a week,Provision of unpaid care: Provides 9 hours or less unpaid care a week,Provision of unpaid care: Provides no unpaid care,Provision of unpaid care: Total: All usual residents aged 5 and over
2021,Kingston upon Thames 002D,E01002956,16,62,12,23,11,21,46,1243,1349
2021,Kingston upon Thames 003E,E01002957,11,35,11,28,17,29,24,1407,1499
2021,Kingston upon Thames 008C,E01002958,16,65,8,19,11,36,49,1491,1611
2021,Kingston upon Thames 002E,E01002959,14,76,10,13,3,31,62,1220,1340
2021,Kingston upon Thames 006B,E01002960,22,72,10,19,9,25,50,1394,1510
2021,Kingston upon Thames 008D,E01002961,15,82,11,24,13,31,67,1523,1660
2021,Kingston upon Thames 006C,E01002962,14,66,14,27,13,38,52,1399,1530
2021,Kingston upon Thames 007D,E01002963,7,61,13,23,10,33,54,1596,1713
2021,Kingston upon Thames 005A,E01002964,12,64,16,33,17,28,52,2265,2390
2021,Kingston upon Thames 009A,E01002965,25,86,7,14,7,29,61,2251,2380
2021,Kingston upon Thames 010C,E01002966,13,67,11,17,6,26,54,1735,1845
2021,Kingston upon Thames 009B,E01002967,8,71,7,16,9,18,63,1639,1744
2021,Kingston upon Thames 009C,E01002968,11,82,15,32,17,23,71,2658,2795
2021,Kingston upon Thames 005B,E01002969,15,37,17,40,23,42,22,1618,1737
2021,Kingston upon Thames 006D,E01002970,18,55,21,36,15,43,37,1557,1691
2021,Kingston upon Thames 005C,E01002971,11,54,17,32,15,38,43,1568,1692
2021,Kingston upon Thames 005D,E01002972,20,57,12,26,14,25,37,1781,1889
2021,Kingston upon Thames 006E,E01002973,15,45,15,34,19,42,30,1373,1494
2021,Kingston upon Thames 005E,E01002974,20,93,15,20,5,29,73,1796,1938
2021,Kingston upon Thames 012A,E01002975,10,42,10,26,16,35,32,1320,1423
2021,Kingston upon Thames 015A,E01002976,20,71,11,22,11,28,51,1463,1584
2021,Kingston upon Thames 012B,E01002977,18,64,17,34,17,47,46,1449,1594
2021,Kingston upon Thames 015B,E01002978,20,103,5,16,11,27,83,1599,1745
2021,Kingston upon Thames 015C,E01002979,11,60,13,21,8,35,49,1342,1458
2021,Kingston upon Thames 012C,E01002980,16,52,15,26,11,31,36,1247,1356
2021,Kingston upon Thames 012D,E01002981,28,91,19,33,14,35,63,1385,1544
2021,Kingston upon Thames 015D,E01002982,11,44,20,31,11,39,33,1331,1445
2021,Kingston upon Thames 015E,E01002983,28,77,12,26,14,30,49,1441,1574
2021,Kingston upon Thames 012E,E01002984,18,61,11,21,10,25,43,1255,1362
2021,Kingston upon Thames 007E,E01002985,10,34,10,24,14,31,24,1524,1613
2021,Kingston upon Thames 008E,E01002986,20,73,12,27,15,40,53,1168,1308
2021,Kingston upon Thames 011B,E01002987,5,42,10,22,12,24,37,1721,1809
2021,Kingston upon Thames 011C,E01002988,13,57,8,17,9,19,44,1500,1593
2021,Kingston upon Thames 011D,E01002989,12,65,7,13,6,22,53,1668,1768
2021,Kingston upon Thames 009D,E01002990,6,56,7,15,8,18,50,1509,1598
2021,Kingston upon Thames 009E,E01002991,15,57,7,14,7,17,42,1384,1472
2021,Kingston upon Thames 010D,E01002992,9,44,3,17,14,13,35,1425,1499
2021,Kingston upon Thames 013C,E01002993,11,61,12,25,13,24,50,1358,1468
2021,Kingston upon Thames 016A,E01002994,17,64,7,19,12,29,47,1289,1401
2021,Kingston upon Thames 013D,E01002995,13,62,11,17,6,57,49,1388,1524
2021,Kingston upon Thames 016B,E01002996,13,69,14,19,5,24,56,1332,1444
2021,Kingston upon Thames 016C,E01002997,16,77,11,20,9,25,61,1313,1435
2021,Kingston upon Thames 016D,E01002998,7,42,11,29,18,27,35,1360,1458
2021,Kingston upon Thames 013E,E01002999,11,53,7,15,8,17,42,1341,1426
2021,Kingston upon Thames 017C,E01003000,18,56,13,27,14,40,38,1615,1738
2021,Kingston upon Thames 017D,E01003001,24,89,16,30,14,32,65,1660,1811
2021,Kingston upon Thames 016E,E01003002,16,73,5,21,16,36,57,1660,1790
2021,Kingston upon Thames 017E,E01003003,28,85,13,24,11,32,57,1492,1633
2021,Kingston upon Thames 018D,E01003004,19,67,10,28,18,38,48,1404,1537
2021,Kingston upon Thames 018E,E01003005,15,62,16,27,11,26,47,1357,1472
2021,Kingston upon Thames 001A,E01003006,12,56,6,24,18,23,44,1354,1457
2021,Kingston upon Thames 001B,E01003007,13,63,13,19,6,30,50,1448,1560
2021,Kingston upon Thames 001C,E01003008,10,59,14,17,3,25,49,1283,1384
2021,Kingston upon Thames 001D,E01003009,19,62,8,18,10,32,43,1839,1951
2021,Kingston upon Thames 001E,E01003010,16,84,6,12,6,18,68,1267,1381
2021,Kingston upon Thames 004E,E01003011,14,67,8,17,9,24,53,1507,1615
2021,Lambeth 036A,E01003013,9,53,3,6,3,3,44,1853,1915
2021,Lambeth 036B,E01003014,16,49,3,11,8,22,33,1370,1452
2021,Lambeth 002A,E01003015,25,74,13,35,22,29,49,1508,1646
2021,Lambeth 036C,E01003016,16,65,13,27,14,19,49,1065,1176
2021,Lambeth 036D,E01003017,15,65,19,34,15,30,50,1450,1579
2021,Lambeth 020A,E01003018,4,61,4,12,8,15,57,1869,1957
2021,Lambeth 015A,E01003019,10,48,6,16,10,20,38,1884,1968
2021,Lambeth 016A,E01003020,10,51,11,27,16,22,41,1653,1753
2021,Lambeth 021A,E01003021,26,75,9,31,22,43,49,1944,2093
2021,Lambeth 021B,E01003022,18,57,14,22,8,30,39,1440,1549
2021,Lambeth 021C,E01003023,15,55,8,16,8,33,40,2352,2456
2021,Lambeth 021D,E01003024,16,39,10,22,12,15,23,1649,1725
2021,Lambeth 021E,E01003025,17,62,16,25,9,35,45,1826,1948
2021,Lambeth 019A,E01003026,8,34,3,9,6,13,26,1360,1416
2021,Lambeth 019B,E01003027,6,32,5,11,6,12,26,1258,1313
2021,Lambeth 019C,E01003028,6,38,5,15,10,22,32,1312,1387
2021,Lambeth 017A,E01003029,14,50,7,20,13,20,36,1664,1754
2021,Lambeth 019D,E01003030,9,41,12,21,9,9,32,1595,1666
2021,Lambeth 023A,E01003031,11,33,7,17,10,20,22,1434,1504
2021,Lambeth 017B,E01003032,16,61,24,33,9,23,45,1546,1663
2021,Lambeth 019E,E01003033,7,54,16,23,7,20,47,1423,1520
2021,Lambeth 012A,E01003034,8,43,3,18,15,22,35,1485,1568
2021,Lambeth 012B,E01003035,16,51,9,22,13,20,35,1538,1631
2021,Lambeth 012C,E01003036,15,55,8,20,12,21,40,1601,1697
2021,Lambeth 013A,E01003037,17,58,13,21,8,27,41,1286,1392
2021,Lambeth 013B,E01003038,8,47,3,11,8,6,39,1561,1625
2021,Lambeth 013C,E01003039,6,56,5,12,7,17,50,1867,1952
2021,Lambeth 013D,E01003040,5,37,7,10,3,15,32,1137,1199
2021,Lambeth 017C,E01003041,11,40,10,27,17,31,29,1369,1467
2021,Lambeth 013E,E01003042,7,25,3,12,9,13,18,1021,1071
2021,Lambeth 018A,E01003043,9,53,14,30,16,20,44,1459,1562
2021,Lambeth 018B,E01003044,15,39,10,35,25,26,24,1233,1333
2021,Lambeth 011A,E01003045,29,74,17,48,31,50,45,1724,1896
2021,Lambeth 009A,E01003046,10,58,12,31,19,20,48,1501,1610
2021,Lambeth 011B,E01003047,14,47,7,22,15,31,33,1625,1725
2021,Lambeth 009B,E01003048,30,71,12,25,13,28,41,1674,1798
2021,Lambeth 011C,E01003049,20,75,9,19,10,26,55,1570,1690
2021,Lambeth 016B,E01003050,11,56,13,29,16,11,45,1437,1533
2021,Lambeth 018C,E01003051,14,51,9,26,17,28,37,1923,2028
2021,Lambeth 016C,E01003052,18,72,16,44,28,55,54,1919,2090
2021,Lambeth 015B,E01003053,13,46,18,28,10,22,33,1544,1640
2021,Lambeth 015C,E01003054,8,42,5,12,7,23,34,2066,2143
2021,Lambeth 016D,E01003055,10,42,6,20,14,15,32,1462,1539
2021,Lambeth 015D,E01003056,16,54,7,21,14,13,38,1585,1673
2021,Lambeth 017D,E01003057,11,59,15,31,16,25,48,1511,1626
2021,Lambeth 015E,E01003058,12,47,4,17,13,12,35,1844,1920
2021,Lambeth 011D,E01003059,12,31,15,29,14,43,19,2027,2130
2021,Lambeth 011E,E01003060,13,53,8,21,13,23,40,1534,1631
2021,Lambeth 011F,E01003061,6,29,6,16,10,14,23,1237,1296
2021,Lambeth 033A,E01003062,14,51,4,15,11,28,37,1645,1739
2021,Lambeth 033B,E01003063,33,70,10,22,12,23,37,1164,1279
2021,Lambeth 028A,E01003064,13,57,9,16,7,19,44,1275,1367
2021,Lambeth 031A,E01003065,14,82,17,35,18,29,68,1387,1533
2021,Lambeth 028B,E01003066,12,58,20,44,24,57,46,1597,1756
2021,Lambeth 033C,E01003067,16,72,8,14,6,21,56,1321,1428
2021,Lambeth 031B,E01003068,13,55,12,27,15,17,42,1370,1469
2021,Lambeth 033D,E01003069,22,65,20,35,15,27,43,1162,1289
2021,Lambeth 033E,E01003070,27,64,13,31,18,55,37,1299,1449
2021,Lambeth 018D,E01003071,20,96,10,30,20,26,76,2063,2215
2021,Lambeth 014A,E01003072,13,79,11,18,7,25,66,1535,1657
2021,Lambeth 014B,E01003073,15,45,17,29,12,34,30,1402,1510
2021,Lambeth 018E,E01003074,14,84,13,24,11,15,70,2122,2245
2021,Lambeth 009C,E01003075,20,51,18,33,15,21,31,1517,1622
2021,Lambeth 014C,E01003076,17,56,15,27,12,22,39,2458,2563
2021,Lambeth 014D,E01003077,16,68,24,37,13,35,52,1634,1774
2021,Lambeth 014E,E01003078,10,61,12,16,4,19,51,1440,1536
2021,Lambeth 027A,E01003079,14,47,10,22,12,19,33,1491,1579
2021,Lambeth 027B,E01003080,19,80,7,20,13,23,61,1442,1565
2021,Lambeth 028C,E01003081,10,54,8,25,17,22,44,1637,1738
2021,Lambeth 031C,E01003082,15,59,10,22,12,29,44,1175,1285
2021,Lambeth 030A,E01003083,15,56,10,18,8,30,41,1350,1454
2021,Lambeth 030B,E01003084,17,55,11,17,6,17,38,1315,1404
2021,Lambeth 030C,E01003085,18,60,21,27,6,34,42,1527,1648
2021,Lambeth 031D,E01003086,7,43,24,40,16,42,36,1346,1471
2021,Lambeth 031E,E01003087,18,56,15,32,17,30,38,1422,1540
2021,Lambeth 010A,E01003088,14,47,13,22,9,17,33,1403,1489
2021,Lambeth 008A,E01003089,10,51,14,39,25,33,41,1728,1851
2021,Lambeth 012D,E01003090,22,69,33,48,15,25,47,2175,2317
2021,Lambeth 008B,E01003091,14,51,6,14,8,9,37,1559,1633
2021,Lambeth 008C,E01003092,14,51,11,32,21,38,37,2085,2206
2021,Lambeth 010B,E01003093,32,74,22,41,19,49,42,2029,2193
2021,Lambeth 010C,E01003094,24,60,6,24,18,17,36,1324,1425
2021,Lambeth 012E,E01003095,15,55,10,21,11,11,40,1489,1576
2021,Lambeth 010D,E01003096,11,52,7,21,14,12,41,1954,2039
2021,Lambeth 006A,E01003097,19,52,11,31,20,36,33,1378,1497
2021,Lambeth 005A,E01003098,17,67,6,11,5,13,50,1310,1401
2021,Lambeth 005B,E01003099,15,47,6,20,14,22,32,1537,1626
2021,Lambeth 005C,E01003100,11,43,3,9,6,10,32,1899,1961
2021,Lambeth 003A,E01003101,15,56,3,15,12,17,41,1290,1378
2021,Lambeth 004A,E01003102,11,54,10,16,6,23,43,1558,1651
2021,Lambeth 004C,E01003104,20,60,6,21,15,22,40,1565,1668
2021,Lambeth 003B,E01003105,13,52,19,41,22,33,39,1500,1626
2021,Lambeth 003C,E01003106,17,91,10,23,13,30,74,1901,2045
2021,Lambeth 003D,E01003107,12,81,10,20,10,16,69,1675,1792
2021,Lambeth 002B,E01003108,18,54,11,24,13,47,36,1349,1474
2021,Lambeth 002C,E01003110,18,88,12,24,12,38,70,1829,1979
2021,Lambeth 002D,E01003111,20,51,41,58,17,49,31,1677,1835
2021,Lambeth 002E,E01003112,14,65,12,29,17,34,51,1574,1702
2021,Lambeth 032A,E01003113,12,46,11,17,6,21,34,1609,1693
2021,Lambeth 032B,E01003114,19,68,17,42,25,33,49,2115,2258
2021,Lambeth 034A,E01003115,6,26,2,11,9,25,20,1439,1501
2021,Lambeth 029A,E01003116,10,68,14,29,15,42,58,1546,1685
2021,Lambeth 029B,E01003117,23,57,17,27,10,39,34,1637,1760
2021,Lambeth 029C,E01003118,20,68,7,14,7,19,48,1649,1750
2021,Lambeth 032C,E01003119,10,53,14,28,14,15,43,1873,1969
2021,Lambeth 032D,E01003120,15,76,11,22,11,27,61,2154,2279
2021,Lambeth 006B,E01003121,15,35,16,42,26,35,20,1397,1509
2021,Lambeth 004D,E01003122,10,54,12,38,26,22,44,1721,1835
2021,Lambeth 006C,E01003123,26,72,9,19,10,26,46,1427,1544
2021,Lambeth 006D,E01003124,20,52,6,11,5,22,32,1225,1310
2021,Lambeth 006E,E01003125,10,51,15,41,26,23,41,1597,1712
2021,Lambeth 008D,E01003126,16,43,11,19,8,30,27,1502,1594
2021,Lambeth 010E,E01003127,15,56,16,46,30,23,41,1864,1989
2021,Lambeth 008E,E01003128,15,35,25,37,12,21,20,1477,1570
2021,Lambeth 004E,E01003129,12,30,9,17,8,23,18,1655,1725
2021,Lambeth 026A,E01003130,18,64,8,13,5,37,46,1643,1757
2021,Lambeth 026B,E01003131,9,58,10,21,11,12,49,1960,2051
2021,Lambeth 024A,E01003132,17,53,13,27,14,41,36,1264,1385
2021,Lambeth 027C,E01003133,7,48,5,12,7,18,41,1489,1567
2021,Lambeth 027D,E01003134,14,79,7,17,10,30,65,1394,1520
2021,Lambeth 026C,E01003135,16,79,13,29,16,23,63,1724,1855
2021,Lambeth 022A,E01003136,13,45,15,26,11,20,32,1490,1581
2021,Lambeth 022B,E01003137,8,39,14,23,9,19,31,1431,1512
2021,Lambeth 026D,E01003138,6,46,7,17,10,11,40,1306,1380
2021,Lambeth 035A,E01003139,14,45,13,32,19,22,31,1339,1438
2021,Lambeth 035B,E01003140,13,45,11,22,11,33,32,1312,1412
2021,Lambeth 034B,E01003141,11,43,10,32,22,37,32,1591,1703
2021,Lambeth 035C,E01003142,10,32,10,24,14,23,22,1219,1298
2021,Lambeth 035D,E01003143,20,60,13,29,16,26,40,1317,1432
2021,Lambeth 034C,E01003144,13,68,5,33,28,32,55,1346,1479
2021,Lambeth 034D,E01003145,12,59,8,13,5,17,47,1478,1567
2021,Lambeth 035E,E01003146,10,47,15,30,15,32,37,1432,1541
2021,Lambeth 034E,E01003147,14,56,12,34,22,23,42,1825,1938
2021,Lambeth 032E,E01003148,19,62,11,23,12,14,43,1627,1726
2021,Lambeth 030D,E01003149,17,73,12,22,10,17,56,1546,1658
2021,Lambeth 032F,E01003150,8,40,14,27,13,17,32,1746,1830
2021,Lambeth 026E,E01003151,14,60,26,46,20,26,46,1727,1859
2021,Lambeth 027E,E01003152,12,68,10,25,15,17,56,1656,1766
2021,Lambeth 029D,E01003153,10,30,13,24,11,29,20,2003,2086
2021,Lambeth 030E,E01003154,21,73,14,31,17,33,52,1712,1849
2021,Lambeth 029E,E01003155,13,68,14,19,5,25,55,1631,1743
2021,Lambeth 023B,E01003156,12,39,4,14,10,23,27,1422,1498
2021,Lambeth 023C,E01003157,10,47,9,21,12,12,37,1373,1453
2021,Lambeth 023D,E01003158,8,58,4,9,5,16,50,1422,1505
2021,Lambeth 022C,E01003159,8,50,13,28,15,27,42,1609,1714
2021,Lambeth 022D,E01003160,15,39,15,25,10,24,24,1316,1404
2021,Lambeth 023E,E01003161,11,31,8,14,6,17,20,1185,1247
2021,Lambeth 022E,E01003162,11,35,15,29,14,41,24,1661,1766
2021,Lambeth 023F,E01003163,18,55,12,26,14,20,37,1430,1531
2021,Lambeth 025A,E01003164,19,73,5,16,11,35,54,2015,2139
2021,Lambeth 025B,E01003165,15,64,9,29,20,32,49,1419,1544
2021,Lambeth 028D,E01003166,17,65,11,27,16,23,48,2316,2431
2021,Lambeth 028E,E01003167,13,73,8,17,9,24,60,1522,1636
2021,Lambeth 025C,E01003168,27,59,17,42,25,41,32,1459,1601
2021,Lambeth 025D,E01003169,20,75,14,31,17,29,55,2071,2206
2021,Lambeth 025E,E01003170,19,84,9,46,37,27,65,1628,1785
2021,Lambeth 020B,E01003171,18,49,3,17,14,15,31,1480,1561
2021,Lambeth 024B,E01003172,13,52,16,29,13,36,39,1714,1831
2021,Lambeth 020C,E01003173,12,65,9,15,6,13,53,1460,1553
2021,Lambeth 024C,E01003174,20,52,24,46,22,32,32,1803,1933
2021,Lambeth 024D,E01003175,21,79,19,28,9,34,58,1351,1492
2021,Lambeth 016E,E01003176,11,49,16,39,23,29,38,1728,1845
2021,Lambeth 020D,E01003177,10,48,12,20,8,16,38,1437,1521
2021,Lambeth 020E,E01003178,5,44,8,19,11,16,39,1367,1446
2021,Lambeth 024E,E01003179,15,37,17,28,11,16,22,1435,1516
2021,Lambeth 005D,E01003180,14,62,9,17,8,19,48,1434,1532
2021,Lambeth 007A,E01003181,12,48,11,19,8,18,36,1379,1464
2021,Lambeth 009D,E01003182,23,62,11,18,7,29,39,1596,1705
2021,Lambeth 005E,E01003183,25,64,11,33,22,32,39,1402,1531
2021,Lambeth 007B,E01003184,6,28,12,29,17,21,22,1264,1342
2021,Lambeth 007C,E01003185,11,46,11,26,15,23,35,1747,1842
2021,Lambeth 007D,E01003186,19,90,11,25,14,25,71,2226,2366
2021,Lambeth 007E,E01003187,19,70,11,39,28,47,51,2045,2201
2021,Lambeth 009E,E01003188,20,51,15,28,13,26,31,1107,1212
2021,Lewisham 034A,E01003189,15,56,20,39,19,54,41,1525,1674
2021,Lewisham 034B,E01003190,26,74,16,47,31,42,48,1973,2136
2021,Lewisham 034C,E01003191,26,69,24,46,22,42,43,1380,1537
2021,Lewisham 034D,E01003192,19,56,22,52,30,41,37,1528,1677
2021,Lewisham 029A,E01003193,22,71,14,31,17,42,49,1461,1605
2021,Lewisham 029B,E01003194,16,53,14,32,18,34,37,1529,1648
2021,Lewisham 029C,E01003195,5,48,12,23,11,30,43,1289,1390
2021,Lewisham 029D,E01003196,20,60,11,36,25,47,40,1518,1661
2021,Lewisham 029E,E01003197,22,61,16,43,27,45,39,1433,1582
2021,Lewisham 009A,E01003198,18,48,11,18,7,24,30,1315,1405
2021,Lewisham 007A,E01003199,14,82,4,10,6,22,68,1744,1858
2021,Lewisham 009B,E01003200,9,53,10,17,7,19,44,1307,1396
2021,Lewisham 007B,E01003201,23,88,19,41,22,22,65,1450,1601
2021,Lewisham 009C,E01003202,11,82,5,11,6,16,71,1376,1485
2021,Lewisham 009D,E01003203,21,72,11,31,20,23,51,1704,1830
2021,Lewisham 007C,E01003204,16,64,12,22,10,29,48,1415,1530
2021,Lewisham 007D,E01003205,9,38,9,23,14,23,29,1227,1311
2021,Lewisham 007E,E01003206,20,69,9,16,7,25,49,1229,1339
2021,Lewisham 005A,E01003207,19,66,13,41,28,57,47,2068,2232
2021,Lewisham 005B,E01003209,11,57,8,24,16,30,46,1690,1801
2021,Lewisham 005C,E01003210,13,56,17,34,17,16,43,1556,1662
2021,Lewisham 008B,E01003211,7,40,9,20,11,11,33,1403,1474
2021,Lewisham 005D,E01003212,22,60,10,21,11,24,38,1799,1904
2021,Lewisham 008C,E01003213,9,75,8,20,12,12,66,1723,1830
2021,Lewisham 008D,E01003214,22,82,9,23,14,23,60,1556,1684
2021,Lewisham 005E,E01003215,7,41,4,13,9,7,34,1763,1824
2021,Lewisham 025A,E01003216,11,64,14,25,11,19,53,1461,1569
2021,Lewisham 022A,E01003217,16,74,13,25,12,29,58,1667,1795
2021,Lewisham 022B,E01003218,13,61,8,27,19,30,48,1335,1453
2021,Lewisham 025B,E01003219,19,79,13,26,13,35,60,1479,1619
2021,Lewisham 022C,E01003220,5,58,15,30,15,26,53,1435,1549
2021,Lewisham 025C,E01003221,20,87,17,34,17,46,67,1814,1981
2021,Lewisham 022D,E01003222,11,69,10,22,12,33,58,1327,1451
2021,Lewisham 025D,E01003223,22,80,14,32,18,33,58,1439,1584
2021,Lewisham 022E,E01003224,30,77,11,27,16,21,47,1461,1586
2021,Lewisham 015A,E01003225,19,58,17,23,6,39,39,1344,1464
2021,Lewisham 019A,E01003226,13,52,10,26,16,26,39,1585,1689
2021,Lewisham 019B,E01003227,22,74,4,12,8,17,52,1422,1525
2021,Lewisham 019C,E01003228,9,54,9,17,8,24,45,1355,1450
2021,Lewisham 019D,E01003229,22,63,10,23,13,30,41,1450,1566
2021,Lewisham 019E,E01003230,16,56,16,29,13,23,40,1714,1822
2021,Lewisham 015B,E01003231,14,54,5,15,10,20,40,1360,1449
2021,Lewisham 015C,E01003232,14,48,8,20,12,31,34,1479,1578
2021,Lewisham 015D,E01003233,21,54,13,26,13,31,33,1602,1713
2021,Lewisham 038A,E01003235,17,56,6,13,7,36,39,1222,1327
2021,Lewisham 037A,E01003236,14,65,10,26,16,56,51,1453,1600
2021,Lewisham 037B,E01003237,22,46,21,43,22,37,24,1445,1571
2021,Lewisham 037C,E01003238,15,44,12,35,23,43,29,1278,1400
2021,Lewisham 037D,E01003239,14,54,10,36,26,41,40,1369,1500
2021,Lewisham 038B,E01003240,23,69,24,51,27,65,46,1730,1915
2021,Lewisham 038C,E01003241,18,47,18,47,29,55,29,1378,1527
2021,Lewisham 038D,E01003243,11,63,18,34,16,37,52,1280,1414
2021,Lewisham 001A,E01003244,14,45,16,31,15,33,31,1684,1793
2021,Lewisham 001B,E01003245,24,69,9,38,29,48,45,1747,1902
2021,Lewisham 002A,E01003246,15,59,20,42,22,45,44,2133,2279
2021,Lewisham 001C,E01003247,13,73,11,26,15,30,60,1880,2009
2021,Lewisham 002B,E01003248,9,32,14,32,18,35,23,1465,1564
2021,Lewisham 001D,E01003249,35,92,18,34,16,32,57,1795,1953
2021,Lewisham 002C,E01003251,19,38,16,41,25,23,19,1528,1630
2021,Lewisham 002D,E01003252,19,51,26,50,24,32,32,1348,1481
2021,Lewisham 002E,E01003253,10,33,15,22,7,23,23,1272,1350
2021,Lewisham 021A,E01003254,11,58,5,14,9,11,47,1281,1364
2021,Lewisham 021B,E01003255,15,71,10,25,15,25,56,1745,1866
2021,Lewisham 028A,E01003256,22,80,21,41,20,26,58,1834,1981
2021,Lewisham 028B,E01003257,15,66,9,15,6,18,51,1407,1506
2021,Lewisham 028C,E01003258,15,40,17,36,19,33,25,1354,1463
2021,Lewisham 028D,E01003259,8,41,7,18,11,22,33,1524,1605
2021,Lewisham 021C,E01003260,13,61,11,27,16,29,48,1434,1551
2021,Lewisham 021D,E01003261,11,48,11,21,10,20,37,1348,1437
2021,Lewisham 021E,E01003262,13,41,12,28,16,15,28,1356,1440
2021,Lewisham 023A,E01003263,17,56,14,38,24,28,39,1546,1668
2021,Lewisham 031A,E01003264,11,61,10,30,20,35,50,1417,1543
2021,Lewisham 031B,E01003265,12,43,13,30,17,32,31,1408,1513
2021,Lewisham 031C,E01003266,22,60,9,35,26,48,38,1479,1622
2021,Lewisham 031D,E01003267,20,50,18,40,22,47,30,1520,1657
2021,Lewisham 023B,E01003268,21,64,20,33,13,32,43,1596,1725
2021,Lewisham 023C,E01003269,13,55,10,27,17,43,42,1369,1494
2021,Lewisham 023D,E01003270,17,70,11,28,17,22,53,1432,1552
2021,Lewisham 023E,E01003271,18,71,11,24,13,31,53,1399,1525
2021,Lewisham 014A,E01003272,20,72,20,32,12,32,52,1737,1873
2021,Lewisham 011A,E01003273,12,44,12,33,21,21,32,1324,1422
2021,Lewisham 014B,E01003274,22,68,8,21,13,25,46,1376,1490
2021,Lewisham 014C,E01003275,21,57,15,30,15,35,36,1471,1593
2021,Lewisham 014D,E01003276,18,87,8,22,14,43,69,1613,1765
2021,Lewisham 011B,E01003277,19,76,16,25,9,16,57,1476,1593
2021,Lewisham 011C,E01003278,18,74,7,18,11,31,56,1848,1971
2021,Lewisham 011D,E01003279,16,50,9,17,8,19,34,1341,1427
2021,Lewisham 016A,E01003280,21,68,13,25,12,35,47,1381,1509
2021,Lewisham 016B,E01003281,14,69,19,33,14,27,55,1238,1367
2021,Lewisham 013A,E01003282,16,73,10,24,14,24,57,2159,2280
2021,Lewisham 013B,E01003283,12,70,13,21,8,26,58,1842,1959
2021,Lewisham 013C,E01003284,16,55,10,21,11,31,39,1636,1743
2021,Lewisham 016C,E01003285,12,70,11,22,11,19,58,1515,1626
2021,Lewisham 013D,E01003286,12,46,16,38,22,62,34,1484,1630
2021,Lewisham 016D,E01003287,22,71,15,28,13,24,49,1666,1789
2021,Lewisham 041A,E01003288,21,60,20,37,17,24,39,1900,2021
2021,Lewisham 041E,E01003290,14,49,11,28,17,34,35,1689,1800
2021,Lewisham 041D,E01003291,10,42,15,32,17,23,32,1356,1453
2021,Lewisham 017A,E01003292,8,39,7,15,8,18,31,1570,1642
2021,Lewisham 017B,E01003293,15,64,6,14,8,25,49,1345,1448
2021,Lewisham 017D,E01003295,12,61,9,20,11,45,49,1522,1648
2021,Lewisham 003A,E01003297,7,27,5,13,8,17,20,1520,1577
2021,Lewisham 039A,E01003298,10,27,12,29,17,21,17,1137,1214
2021,Lewisham 003B,E01003299,13,46,7,15,8,18,33,1605,1684
2021,Lewisham 039B,E01003300,26,59,9,27,18,31,33,1296,1413
2021,Lewisham 003C,E01003301,45,114,22,39,17,25,69,2345,2523
2021,Lewisham 003D,E01003302,14,43,10,27,17,21,29,1673,1764
2021,Lewisham 039C,E01003303,14,75,9,25,16,30,61,1495,1625
2021,Lewisham 039D,E01003304,20,71,13,26,13,30,51,2025,2152
2021,Lewisham 003E,E01003305,31,77,22,36,14,47,46,1967,2127
2021,Lewisham 024A,E01003307,8,44,8,19,11,29,36,1407,1499
2021,Lewisham 024B,E01003308,18,66,10,21,11,18,48,1564,1669
2021,Lewisham 027A,E01003309,23,74,14,24,10,27,51,1380,1505
2021,Lewisham 027B,E01003310,17,52,15,28,13,16,35,1408,1504
2021,Lewisham 027C,E01003311,16,63,11,27,16,32,47,1366,1488
2021,Lewisham 027D,E01003312,14,59,12,27,15,27,45,1515,1628
2021,Lewisham 027E,E01003313,9,45,14,28,14,40,36,1323,1436
2021,Lewisham 024C,E01003314,7,52,14,21,7,18,45,1392,1483
2021,Lewisham 024D,E01003315,12,38,8,18,10,20,26,1155,1231
2021,Lewisham 024E,E01003316,17,67,10,15,5,25,50,1260,1367
2021,Lewisham 020B,E01003318,25,69,10,46,36,28,44,1799,1942
2021,Lewisham 018A,E01003319,10,39,18,44,26,41,29,1549,1673
2021,Lewisham 018B,E01003320,15,53,8,33,25,32,38,1370,1488
2021,Lewisham 020C,E01003321,11,52,10,24,14,37,41,1514,1627
2021,Lewisham 020D,E01003322,8,52,7,18,11,32,44,1422,1524
2021,Lewisham 018C,E01003323,10,59,10,25,15,20,49,1305,1409
2021,Lewisham 020E,E01003324,11,42,11,38,27,30,31,1427,1537
2021,Lewisham 018D,E01003325,28,64,14,35,21,16,36,1545,1660
2021,Lewisham 035A,E01003326,18,48,15,24,9,27,30,1534,1633
2021,Lewisham 035B,E01003327,20,60,3,14,11,24,40,1438,1536
2021,Lewisham 035C,E01003328,15,46,13,19,6,28,31,1589,1682
2021,Lewisham 033A,E01003329,12,68,23,37,14,22,56,1404,1531
2021,Lewisham 033B,E01003330,9,40,13,28,15,32,31,1374,1474
2021,Lewisham 033C,E01003331,20,65,14,25,11,30,45,1333,1453
2021,Lewisham 033D,E01003332,16,58,13,27,14,23,42,1383,1491
