date,geography,geography code,Marital and civil partnership status: Divorced or civil partnership dissolved,Marital and civil partnership status: Divorced or civil partnership dissolved: Divorced,Marital and civil partnership status: Divorced or civil partnership dissolved: Formerly in a civil partnership now legally dissolved,Marital and civil partnership status: Married or in a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: In a registered civil partnership: Same sex,Marital and civil partnership status: Married or in a registered civil partnership: Married,Marital and civil partnership status: Married or in a registered civil partnership: Married: Opposite sex,Marital and civil partnership status: Married or in a registered civil partnership: Married: Same sex,Marital and civil partnership status: Never married and never registered a civil partnership,"Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still in a registered civil partnership","Marital and civil partnership status: Separated, but still legally married or still legally in a civil partnership: Separated, but still married",Marital and civil partnership status: Total: All usual residents aged 16 and over,Marital and civil partnership status: Widowed or surviving civil partnership partner,Marital and civil partnership status: Widowed or surviving civil partnership partner: Surviving partner from civil partnership,Marital and civil partnership status: Widowed or surviving civil partnership partner: Widowed
2021,Southwark 006B,E01003940,120,119,1,335,0,0,0,335,329,6,782,38,0,38,1304,29,1,28
2021,Southwark 006C,E01003941,134,130,4,424,20,6,14,404,373,31,1102,45,1,44,1732,27,0,27
2021,Southwark 006D,E01003942,140,138,2,357,7,0,7,350,335,15,893,45,2,43,1471,36,0,36
2021,Southwark 009C,E01003943,92,90,2,302,0,0,0,302,298,4,764,45,0,45,1239,36,0,36
2021,Southwark 033A,E01003945,111,111,0,592,10,0,10,582,576,6,566,39,1,38,1364,56,0,56
2021,Southwark 033B,E01003946,117,115,2,661,1,0,1,660,653,7,588,42,0,42,1478,70,0,70
2021,Southwark 033C,E01003947,137,137,0,278,2,2,0,276,272,4,657,51,0,51,1156,33,0,33
2021,Southwark 033D,E01003948,111,111,0,450,4,0,4,446,436,10,774,34,0,34,1414,45,0,45
2021,Southwark 032A,E01003949,107,106,1,553,4,1,3,549,541,8,798,41,2,39,1539,40,0,40
2021,Southwark 032B,E01003950,142,142,0,437,6,4,2,431,429,2,902,71,2,69,1605,53,1,52
2021,Southwark 033E,E01003951,66,66,0,551,2,2,0,549,541,8,505,28,0,28,1200,50,1,49
2021,Southwark 030A,E01003952,74,72,2,491,14,2,12,477,467,10,692,30,1,29,1334,47,0,47
2021,Southwark 028A,E01003953,110,109,1,482,11,1,10,471,455,16,1048,38,0,38,1730,52,0,52
2021,Southwark 030B,E01003954,64,64,0,496,9,3,6,487,480,7,623,26,1,25,1249,40,0,40
2021,Southwark 028B,E01003955,105,104,1,578,6,0,6,572,552,20,782,25,0,25,1544,54,0,54
2021,Southwark 030C,E01003956,88,88,0,592,6,2,4,586,575,11,729,22,0,22,1466,35,0,35
2021,Southwark 032C,E01003957,89,88,1,575,14,2,12,561,556,5,692,17,0,17,1419,46,1,45
2021,Southwark 032D,E01003958,89,86,3,575,5,0,5,570,562,8,802,67,0,67,1576,43,0,43
2021,Southwark 012A,E01003960,107,105,2,337,14,0,14,323,312,11,1048,32,1,31,1564,40,0,40
2021,Southwark 012B,E01003961,160,157,3,445,2,2,0,443,436,7,931,77,1,76,1694,81,0,81
2021,Southwark 016A,E01003963,114,110,4,285,3,0,3,282,277,5,889,51,0,51,1385,46,2,44
2021,Southwark 015B,E01003966,155,151,4,443,5,1,4,438,433,5,1086,72,1,71,1817,61,0,61
2021,Southwark 017B,E01003969,140,138,2,483,19,3,16,464,439,25,1398,62,2,60,2138,55,1,54
2021,Southwark 015D,E01003971,73,72,1,174,4,0,4,170,164,6,746,26,1,25,1068,49,0,49
2021,Southwark 016D,E01003972,87,87,0,255,6,0,6,249,240,9,732,52,1,51,1151,25,0,25
2021,Southwark 016E,E01003973,131,128,3,323,2,2,0,321,321,0,827,47,1,46,1366,38,0,38
2021,Southwark 004A,E01003975,102,101,1,346,4,2,2,342,332,10,911,42,0,42,1431,30,0,30
2021,Southwark 036D,E01003976,142,141,1,430,10,2,8,420,405,15,1338,50,0,50,2002,42,1,41
2021,Southwark 010A,E01003977,127,126,1,429,8,4,4,421,407,14,923,40,3,37,1575,56,0,56
2021,Southwark 006E,E01003979,140,137,3,384,5,0,5,379,361,18,1107,39,0,39,1748,78,0,78
2021,Southwark 013A,E01003980,126,123,3,361,6,0,6,355,355,0,1126,55,1,54,1731,63,0,63
2021,Southwark 006F,E01003981,111,109,2,226,2,0,2,224,213,11,934,26,0,26,1329,32,0,32
2021,Southwark 018A,E01003983,106,106,0,316,5,2,3,311,306,5,840,60,1,59,1365,43,0,43
2021,Southwark 023A,E01003984,179,178,1,464,6,2,4,458,449,9,1185,52,0,52,1947,67,0,67
2021,Southwark 011A,E01003986,122,119,3,290,8,2,6,282,275,7,744,77,0,77,1287,54,0,54
2021,Southwark 011B,E01003987,139,139,0,384,4,2,2,380,375,5,831,85,0,85,1511,72,0,72
2021,Southwark 018B,E01003988,195,195,0,426,4,2,2,422,406,16,952,76,3,73,1729,80,0,80
2021,Southwark 018C,E01003989,148,148,0,459,2,2,0,457,447,10,1059,78,2,76,1780,36,0,36
2021,Southwark 018D,E01003990,137,137,0,511,2,2,0,509,506,3,1104,62,1,61,1879,65,0,65
2021,Southwark 017C,E01003991,153,151,2,231,4,0,4,227,222,5,607,29,1,28,1089,69,0,69
2021,Southwark 014A,E01003992,115,114,1,271,4,2,2,267,261,6,750,49,0,49,1235,50,0,50
2021,Southwark 017D,E01003993,168,165,3,355,3,2,1,352,347,5,945,76,2,74,1591,47,0,47
2021,Southwark 012E,E01003994,112,111,1,349,8,0,8,341,328,13,1066,41,0,41,1624,56,0,56
2021,Southwark 014B,E01003995,109,107,2,260,4,2,2,256,251,5,733,25,1,24,1165,38,0,38
2021,Southwark 017E,E01003997,72,71,1,210,4,0,4,206,199,7,717,32,0,32,1056,25,0,25
2021,Southwark 014D,E01003998,93,90,3,300,15,2,13,285,269,16,795,26,1,25,1248,34,0,34
2021,Southwark 014E,E01003999,90,89,1,279,5,0,5,274,256,18,786,40,0,40,1230,35,0,35
2021,Southwark 026A,E01004000,122,119,3,464,8,4,4,456,442,14,946,46,1,45,1621,43,0,43
2021,Southwark 026B,E01004001,138,138,0,352,5,2,3,347,343,4,829,49,2,47,1470,102,0,102
2021,Southwark 029A,E01004002,79,79,0,542,11,6,5,531,519,12,617,27,0,27,1317,52,0,52
2021,Southwark 023B,E01004003,136,136,0,356,8,4,4,348,342,6,889,77,0,77,1505,47,0,47
2021,Southwark 023C,E01004004,126,123,3,569,13,4,9,556,543,13,1340,52,0,52,2164,77,0,77
2021,Southwark 023D,E01004005,174,172,2,384,4,2,2,380,371,9,1158,89,2,87,1896,91,0,91
2021,Southwark 023E,E01004006,118,118,0,410,6,4,2,404,384,20,916,44,3,41,1561,73,0,73
2021,Southwark 018E,E01004007,101,101,0,263,2,0,2,261,259,2,640,63,0,63,1115,48,0,48
2021,Southwark 022B,E01004008,164,162,2,374,5,3,2,369,360,9,1020,71,0,71,1684,55,0,55
2021,Southwark 022D,E01004010,108,108,0,317,4,0,4,313,308,5,723,52,0,52,1240,40,0,40
2021,Southwark 019B,E01004011,145,145,0,414,4,2,2,410,396,14,1010,86,1,85,1722,67,0,67
2021,Southwark 019C,E01004012,159,155,4,459,13,2,11,446,442,4,1256,71,0,71,1984,39,0,39
2021,Southwark 019D,E01004013,120,118,2,420,2,0,2,418,417,1,832,27,0,27,1451,52,0,52
2021,Southwark 019E,E01004014,117,116,1,477,2,0,2,475,465,10,905,75,0,75,1622,48,0,48
2021,Southwark 028C,E01004015,80,80,0,439,2,2,0,437,433,4,894,36,0,36,1479,30,0,30
2021,Southwark 029B,E01004016,127,126,1,727,12,4,8,715,698,17,1037,33,0,33,1980,56,1,55
2021,Southwark 029C,E01004017,84,83,1,544,6,4,2,538,527,11,610,27,0,27,1297,32,0,32
2021,Southwark 032E,E01004018,85,84,1,621,18,2,16,603,589,14,724,17,0,17,1493,46,0,46
2021,Southwark 026C,E01004019,123,122,1,541,2,2,0,539,532,7,978,40,0,40,1721,39,1,38
2021,Southwark 029D,E01004020,105,102,3,357,14,2,12,343,337,6,787,49,1,48,1345,47,0,47
2021,Southwark 028D,E01004021,101,100,1,464,9,0,9,455,439,16,1161,32,0,32,1790,32,0,32
2021,Southwark 004D,E01004023,109,109,0,322,10,6,4,312,307,5,852,40,0,40,1386,63,1,62
2021,Southwark 011C,E01004024,173,168,5,367,3,2,1,364,361,3,986,48,1,47,1631,57,0,57
2021,Southwark 004E,E01004028,170,168,2,484,14,0,14,470,461,9,1257,49,2,47,2008,48,0,48
2021,Southwark 001A,E01004029,98,96,2,459,18,4,14,441,421,20,1128,33,0,33,1737,19,0,19
2021,Southwark 007A,E01004030,148,146,2,324,12,0,12,312,305,7,748,28,3,25,1280,32,0,32
2021,Southwark 007B,E01004031,117,116,1,489,7,2,5,482,474,8,1566,41,1,40,2266,53,0,53
2021,Southwark 001B,E01004032,55,53,2,469,6,0,6,463,460,3,759,14,0,14,1320,23,0,23
2021,Southwark 007C,E01004033,161,158,3,493,11,6,5,482,465,17,1272,48,1,47,2023,49,0,49
2021,Southwark 007D,E01004034,76,74,2,320,7,2,5,313,303,10,805,50,0,50,1295,44,1,43
2021,Southwark 011D,E01004035,118,117,1,293,2,2,0,291,288,3,665,36,0,36,1168,56,0,56
2021,Southwark 007E,E01004036,174,174,0,395,10,4,6,385,381,4,983,64,1,63,1661,45,0,45
2021,Southwark 010B,E01004037,106,106,0,466,2,0,2,464,453,11,955,56,1,55,1606,23,0,23
2021,Southwark 010C,E01004038,142,140,2,560,7,4,3,553,537,16,1172,50,2,48,1958,34,0,34
2021,Southwark 013B,E01004039,89,88,1,340,8,1,7,332,322,10,816,39,1,38,1309,25,0,25
2021,Southwark 013C,E01004040,168,167,1,359,1,0,1,358,352,6,819,62,0,62,1468,60,0,60
2021,Southwark 013D,E01004041,132,131,1,396,4,0,4,392,386,6,690,46,2,44,1302,38,0,38
2021,Southwark 010D,E01004042,136,136,0,366,6,0,6,360,358,2,1029,35,0,35,1631,65,0,65
2021,Southwark 010E,E01004043,75,75,0,353,10,0,10,343,331,12,670,25,1,24,1183,60,0,60
2021,Southwark 013E,E01004044,104,104,0,303,10,4,6,293,293,0,655,41,0,41,1138,35,0,35
2021,Southwark 027A,E01004045,100,98,2,298,0,0,0,298,296,2,723,67,1,66,1217,29,2,27
2021,Southwark 028E,E01004046,88,69,19,458,12,10,2,446,441,5,665,21,0,21,1260,28,1,27
2021,Southwark 027B,E01004047,158,158,0,400,0,0,0,400,397,3,686,53,0,53,1345,48,0,48
2021,Southwark 027C,E01004048,96,95,1,434,2,2,0,432,427,5,652,42,0,42,1262,38,0,38
2021,Southwark 027D,E01004049,84,83,1,309,8,8,0,301,299,2,585,35,4,31,1034,21,0,21
2021,Southwark 024D,E01004050,77,73,4,370,7,2,5,363,358,5,716,19,0,19,1214,32,0,32
2021,Southwark 027E,E01004051,68,67,1,370,12,2,10,358,341,17,606,11,1,10,1091,36,1,35
2021,Southwark 024E,E01004052,107,105,2,421,12,4,8,409,400,9,859,32,0,32,1468,49,1,48
2021,Southwark 001C,E01004053,88,86,2,572,12,4,8,560,549,11,935,27,4,23,1651,29,0,29
2021,Southwark 001D,E01004054,92,90,2,457,5,0,5,452,430,22,752,30,0,30,1360,29,1,28
2021,Southwark 001E,E01004055,83,83,0,321,3,1,2,318,314,4,584,35,0,35,1095,72,0,72
2021,Southwark 008A,E01004056,135,133,2,662,6,1,5,656,644,12,1075,58,0,58,1985,55,2,53
2021,Southwark 008B,E01004057,106,105,1,670,8,5,3,662,658,4,970,42,1,41,1824,36,0,36
2021,Southwark 008C,E01004058,98,95,3,428,13,4,9,415,399,16,989,32,0,32,1558,11,0,11
2021,Southwark 008D,E01004059,70,69,1,440,25,8,17,415,402,13,1238,32,2,30,1797,17,0,17
2021,Southwark 008E,E01004060,136,135,1,410,7,2,5,403,391,12,1040,47,1,46,1702,69,0,69
2021,Southwark 025A,E01004061,82,79,3,409,16,4,12,393,387,6,872,26,2,24,1426,37,0,37
2021,Southwark 025B,E01004062,129,129,0,418,7,3,4,411,396,15,1171,59,0,59,1823,46,1,45
2021,Southwark 025C,E01004063,99,99,0,430,6,0,6,424,410,14,985,31,0,31,1606,61,0,61
2021,Southwark 026D,E01004064,128,128,0,386,4,1,3,382,373,9,966,56,0,56,1595,59,0,59
2021,Southwark 025D,E01004065,79,77,2,422,16,8,8,406,390,16,715,23,1,22,1269,30,3,27
2021,Southwark 025E,E01004066,132,123,9,461,22,5,17,439,436,3,961,54,0,54,1669,61,0,61
2021,Southwark 022E,E01004067,151,150,1,489,9,8,1,480,478,2,1058,71,0,71,1824,55,1,54
2021,Southwark 026E,E01004068,128,127,1,357,6,4,2,351,346,5,958,67,1,66,1614,104,1,103
2021,Southwark 031A,E01004069,55,54,1,635,5,2,3,630,628,2,265,6,0,6,1009,48,0,48
2021,Southwark 031B,E01004070,93,92,1,683,8,4,4,675,664,11,636,35,1,34,1506,59,0,59
2021,Southwark 030D,E01004071,93,91,2,432,12,8,4,420,415,5,635,22,0,22,1233,51,0,51
2021,Southwark 030E,E01004072,70,70,0,675,7,6,1,668,663,5,539,20,0,20,1340,36,0,36
2021,Southwark 031C,E01004073,96,96,0,666,16,7,9,650,640,10,588,23,0,23,1423,50,0,50
2021,Southwark 031D,E01004074,61,60,1,714,0,0,0,714,709,5,492,18,0,18,1343,58,0,58
2021,Southwark 031E,E01004075,68,68,0,805,7,2,5,798,794,4,366,17,0,17,1309,53,0,53
2021,Sutton 011A,E01004076,114,114,0,573,4,2,2,569,566,3,485,28,0,28,1282,82,0,82
2021,Sutton 011B,E01004077,105,104,1,645,5,1,4,640,640,0,452,41,0,41,1311,68,0,68
2021,Sutton 011C,E01004078,114,114,0,585,4,4,0,581,577,4,568,33,0,33,1350,50,0,50
2021,Sutton 011D,E01004079,54,54,0,686,0,0,0,686,686,0,339,15,0,15,1151,57,0,57
2021,Sutton 011E,E01004080,81,81,0,620,0,0,0,620,618,2,357,18,0,18,1154,78,1,77
2021,Sutton 011F,E01004081,93,93,0,598,6,2,4,592,590,2,484,25,0,25,1259,59,0,59
2021,Sutton 011G,E01004082,62,62,0,633,1,0,1,632,632,0,372,10,0,10,1149,72,0,72
2021,Sutton 019A,E01004083,135,135,0,369,3,0,3,366,364,2,598,36,0,36,1196,58,0,58
2021,Sutton 024A,E01004084,48,48,0,759,7,0,7,752,752,0,316,19,0,19,1227,85,0,85
2021,Sutton 024B,E01004085,70,70,0,780,3,0,3,777,777,0,386,21,0,21,1329,72,0,72
2021,Sutton 019B,E01004086,84,84,0,798,0,0,0,798,794,4,534,36,1,35,1523,71,0,71
2021,Sutton 017A,E01004087,65,65,0,799,0,0,0,799,798,1,351,9,0,9,1295,71,0,71
2021,Sutton 019C,E01004088,150,150,0,428,4,4,0,424,421,3,780,56,1,55,1464,50,0,50
2021,Sutton 019D,E01004089,106,106,0,342,2,2,0,340,340,0,473,25,0,25,998,52,0,52
2021,Sutton 021A,E01004090,127,127,0,364,2,0,2,362,359,3,445,37,0,37,1015,42,0,42
2021,Sutton 022A,E01004091,47,47,0,688,2,0,2,686,684,2,257,11,0,11,1070,67,0,67
2021,Sutton 022B,E01004092,74,74,0,736,0,0,0,736,735,1,367,23,0,23,1259,59,0,59
2021,Sutton 025A,E01004093,78,78,0,769,0,0,0,769,765,4,346,16,0,16,1278,69,0,69
2021,Sutton 025B,E01004094,147,147,0,677,0,0,0,677,675,2,521,29,0,29,1447,73,0,73
2021,Sutton 025C,E01004095,84,84,0,714,2,0,2,712,712,0,375,23,0,23,1279,83,0,83
2021,Sutton 021B,E01004096,133,133,0,472,0,0,0,472,469,3,579,40,0,40,1267,43,0,43
2021,Sutton 015A,E01004097,87,87,0,700,4,2,2,696,694,2,422,14,0,14,1297,74,0,74
2021,Sutton 015B,E01004098,81,81,0,550,6,0,6,544,540,4,350,17,1,16,1047,49,0,49
2021,Sutton 015C,E01004099,151,150,1,471,1,0,1,470,466,4,591,28,0,28,1303,62,0,62
2021,Sutton 015D,E01004100,67,66,1,668,0,0,0,668,666,2,366,16,0,16,1179,62,0,62
2021,Sutton 013A,E01004101,69,68,1,642,2,2,0,640,638,2,323,18,0,18,1133,81,0,81
2021,Sutton 015E,E01004102,87,87,0,628,0,0,0,628,626,2,397,24,0,24,1195,59,0,59
2021,Sutton 013B,E01004103,122,121,1,628,2,1,1,626,624,2,555,27,0,27,1406,74,0,74
2021,Sutton 020A,E01004104,59,59,0,745,1,0,1,744,734,10,344,14,0,14,1239,77,0,77
2021,Sutton 022C,E01004105,82,82,0,883,0,0,0,883,883,0,382,26,0,26,1437,64,0,64
2021,Sutton 022D,E01004106,41,41,0,916,1,0,1,915,910,5,295,5,0,5,1344,87,0,87
2021,Sutton 020B,E01004107,106,106,0,589,2,2,0,587,583,4,474,36,0,36,1264,59,0,59
2021,Sutton 024C,E01004108,102,100,2,890,4,2,2,886,879,7,456,27,0,27,1556,81,0,81
2021,Sutton 024D,E01004109,114,114,0,622,2,2,0,620,619,1,494,37,0,37,1344,77,0,77
2021,Sutton 016A,E01004110,153,152,1,735,2,0,2,733,731,2,642,27,1,26,1652,95,0,95
2021,Sutton 016B,E01004111,116,116,0,680,2,2,0,678,678,0,422,27,0,27,1353,108,0,108
2021,Sutton 016C,E01004112,78,78,0,831,0,0,0,831,828,3,336,17,0,17,1360,98,0,98
2021,Sutton 025D,E01004114,52,52,0,978,0,0,0,978,972,6,371,15,0,15,1516,100,0,100
2021,Sutton 009A,E01004115,102,102,0,717,9,6,3,708,706,2,502,26,0,26,1439,92,0,92
2021,Sutton 008A,E01004116,100,100,0,716,0,0,0,716,714,2,354,16,0,16,1322,136,1,135
2021,Sutton 006A,E01004117,65,65,0,652,4,0,4,648,644,4,363,18,0,18,1160,62,0,62
2021,Sutton 009B,E01004118,116,116,0,669,2,2,0,667,665,2,517,29,1,28,1425,94,0,94
2021,Sutton 009C,E01004119,84,84,0,612,0,0,0,612,611,1,358,11,0,11,1121,56,0,56
2021,Sutton 016D,E01004120,58,58,0,741,6,4,2,735,733,2,329,18,0,18,1229,83,0,83
2021,Sutton 006B,E01004121,75,75,0,679,2,0,2,677,670,7,379,27,0,27,1236,76,0,76
2021,Sutton 008B,E01004122,63,63,0,670,4,2,2,666,661,5,311,15,0,15,1128,69,0,69
2021,Sutton 002A,E01004123,161,161,0,778,2,0,2,776,770,6,723,39,0,39,1756,55,0,55
2021,Sutton 002B,E01004124,133,133,0,688,0,0,0,688,683,5,609,40,0,40,1530,60,0,60
2021,Sutton 001A,E01004125,111,111,0,520,0,0,0,520,518,2,504,42,0,42,1243,66,0,66
2021,Sutton 002C,E01004126,117,117,0,480,4,4,0,476,473,3,526,39,2,37,1218,56,0,56
2021,Sutton 005A,E01004127,97,97,0,619,2,0,2,617,612,5,592,28,2,26,1411,75,0,75
2021,Sutton 002D,E01004128,95,95,0,445,0,0,0,445,445,0,549,30,0,30,1166,47,0,47
2021,Sutton 002E,E01004129,130,130,0,572,5,4,1,567,567,0,629,60,0,60,1478,87,0,87
2021,Sutton 003A,E01004130,95,93,2,710,0,0,0,710,710,0,501,25,1,24,1429,98,0,98
2021,Sutton 003B,E01004131,106,106,0,752,1,0,1,751,748,3,518,28,0,28,1472,68,0,68
2021,Sutton 009D,E01004132,81,81,0,640,0,0,0,640,636,4,381,13,0,13,1175,60,0,60
2021,Sutton 009E,E01004133,70,70,0,730,0,0,0,730,728,2,355,14,0,14,1226,57,0,57
2021,Sutton 003C,E01004134,71,71,0,688,2,1,1,686,684,2,425,28,0,28,1306,94,0,94
2021,Sutton 003D,E01004135,65,65,0,677,2,0,2,675,673,2,328,14,0,14,1168,84,0,84
2021,Sutton 003E,E01004136,88,88,0,712,0,0,0,712,712,0,420,15,0,15,1297,62,0,62
2021,Sutton 012A,E01004137,188,187,1,900,12,3,9,888,884,4,848,47,0,47,2036,53,0,53
2021,Sutton 013C,E01004138,132,132,0,597,4,2,2,593,590,3,598,25,0,25,1388,36,0,36
2021,Sutton 013D,E01004139,116,115,1,551,6,2,4,545,536,9,477,22,1,21,1218,52,0,52
2021,Sutton 012B,E01004140,161,161,0,554,6,4,2,548,546,2,647,32,0,32,1451,57,0,57
2021,Sutton 012C,E01004141,140,140,0,486,2,2,0,484,484,0,624,36,0,36,1371,85,0,85
2021,Sutton 014A,E01004143,112,111,1,576,0,0,0,576,576,0,433,37,0,37,1212,54,0,54
2021,Sutton 007A,E01004144,87,87,0,815,0,0,0,815,815,0,432,23,0,23,1436,79,0,79
2021,Sutton 007B,E01004145,105,105,0,929,8,6,2,921,919,2,589,34,0,34,1751,94,1,93
2021,Sutton 007C,E01004146,130,129,1,760,2,0,2,758,753,5,565,21,0,21,1558,82,0,82
2021,Sutton 007D,E01004147,94,94,0,661,2,0,2,659,657,2,434,14,0,14,1312,109,0,109
2021,Sutton 014B,E01004148,145,144,1,608,8,7,1,600,597,3,471,37,0,37,1325,64,0,64
2021,Sutton 012E,E01004149,127,125,2,705,0,0,0,705,705,0,519,35,0,35,1489,103,0,103
2021,Sutton 021C,E01004150,192,192,0,580,12,4,8,568,561,7,700,54,0,54,1647,121,0,121
2021,Sutton 021D,E01004151,159,157,2,644,4,0,4,640,634,6,654,44,1,43,1582,81,0,81
2021,Sutton 018A,E01004152,179,179,0,548,2,2,0,546,546,0,575,35,0,35,1442,105,0,105
2021,Sutton 021E,E01004153,145,145,0,664,3,3,0,661,660,1,584,37,0,37,1500,70,0,70
2021,Sutton 022E,E01004154,56,56,0,730,5,2,3,725,720,5,319,20,0,20,1192,67,0,67
2021,Sutton 018B,E01004155,150,149,1,617,3,0,3,614,610,4,612,41,0,41,1505,85,0,85
2021,Sutton 018C,E01004156,156,156,0,708,2,0,2,706,704,2,622,50,0,50,1629,93,0,93
2021,Sutton 016E,E01004157,33,33,0,664,4,0,4,660,658,2,264,9,0,9,1032,62,0,62
2021,Sutton 018D,E01004158,125,125,0,567,2,2,0,565,561,4,523,33,0,33,1350,102,0,102
2021,Sutton 014C,E01004159,100,100,0,636,0,0,0,636,634,2,462,28,0,28,1284,58,0,58
2021,Sutton 014D,E01004160,115,114,1,651,3,3,0,648,646,2,462,22,0,22,1299,49,0,49
2021,Sutton 014E,E01004161,100,100,0,582,4,0,4,578,576,2,416,30,1,29,1196,68,0,68
2021,Sutton 018E,E01004162,101,101,0,591,3,1,2,588,580,8,555,47,0,47,1352,58,0,58
2021,Sutton 005B,E01004163,94,94,0,700,0,0,0,700,695,5,464,32,0,32,1373,83,0,83
2021,Sutton 004A,E01004164,95,95,0,573,6,0,6,567,559,8,435,18,0,18,1194,73,0,73
2021,Sutton 005C,E01004165,113,113,0,570,2,0,2,568,564,4,635,27,0,27,1406,61,0,61
2021,Sutton 004B,E01004166,104,104,0,611,0,0,0,611,599,12,455,23,0,23,1264,71,0,71
2021,Sutton 005D,E01004167,122,122,0,481,2,2,0,479,477,2,530,32,0,32,1235,70,0,70
2021,Sutton 013E,E01004168,78,78,0,701,1,0,1,700,696,4,395,30,0,30,1281,77,0,77
2021,Sutton 004C,E01004169,99,99,0,550,2,0,2,548,541,7,569,29,1,28,1280,33,0,33
2021,Sutton 017B,E01004170,127,127,0,862,8,6,2,854,845,9,616,44,1,43,1713,64,0,64
2021,Sutton 010A,E01004171,105,105,0,646,2,0,2,644,638,6,405,21,0,21,1254,77,0,77
2021,Sutton 010B,E01004172,132,131,1,609,2,2,0,607,606,1,601,47,0,47,1446,57,0,57
2021,Sutton 010C,E01004173,88,88,0,549,0,0,0,549,547,2,406,21,1,20,1136,72,0,72
2021,Sutton 017C,E01004174,109,109,0,543,0,0,0,543,537,6,518,38,1,37,1261,53,0,53
2021,Sutton 010D,E01004175,103,102,1,645,1,1,0,644,642,2,556,29,0,29,1400,67,0,67
2021,Sutton 010E,E01004176,114,114,0,545,6,0,6,539,535,4,462,32,1,31,1201,48,0,48
2021,Sutton 020C,E01004177,185,185,0,516,8,4,4,508,504,4,524,45,0,45,1461,191,0,191
2021,Sutton 017D,E01004178,180,180,0,745,8,0,8,737,731,6,758,49,0,49,1823,91,0,91
2021,Sutton 017E,E01004179,73,73,0,769,4,4,0,765,764,1,361,21,0,21,1300,76,0,76
2021,Sutton 020D,E01004180,76,76,0,869,0,0,0,869,862,7,417,24,0,24,1468,82,0,82
2021,Sutton 020E,E01004181,140,140,0,591,1,0,1,590,589,1,528,33,0,33,1400,108,0,108
2021,Sutton 019E,E01004182,115,115,0,547,4,4,0,543,543,0,549,51,0,51,1319,57,0,57
2021,Sutton 001B,E01004183,125,125,0,547,1,0,1,546,542,4,609,32,0,32,1377,64,0,64
2021,Sutton 001C,E01004184,102,102,0,516,0,0,0,516,516,0,511,51,0,51,1227,47,0,47
2021,Sutton 001D,E01004185,135,134,1,587,4,2,2,583,580,3,796,39,2,37,1588,31,0,31
2021,Sutton 004D,E01004186,91,91,0,550,2,2,0,548,542,6,632,36,2,34,1352,43,0,43
2021,Sutton 005E,E01004187,99,99,0,603,0,0,0,603,595,8,520,42,1,41,1331,67,0,67
2021,Sutton 001E,E01004189,155,154,1,711,8,5,3,703,701,2,664,37,0,37,1631,64,0,64
2021,Sutton 008C,E01004190,57,57,0,686,0,0,0,686,684,2,324,15,0,15,1141,59,0,59
2021,Sutton 008D,E01004191,93,93,0,744,5,0,5,739,734,5,519,29,0,29,1477,92,0,92
2021,Sutton 006C,E01004192,105,105,0,688,2,2,0,686,680,6,578,23,0,23,1464,70,0,70
2021,Sutton 006D,E01004193,157,157,0,1023,2,2,0,1021,1015,6,795,52,0,52,2101,74,1,73
2021,Sutton 008E,E01004194,107,107,0,533,5,2,3,528,524,4,507,32,0,32,1258,79,0,79
2021,Sutton 006E,E01004195,125,125,0,624,6,6,0,618,615,3,501,21,0,21,1349,78,0,78
2021,Sutton 008F,E01004196,85,85,0,695,1,0,1,694,694,0,386,10,0,10,1256,80,0,80
2021,Tower Hamlets 002B,E01004198,113,112,1,339,1,0,1,338,332,6,675,18,0,18,1216,71,0,71
2021,Tower Hamlets 002C,E01004199,58,57,1,439,2,0,2,437,435,2,744,43,1,42,1332,48,0,48
2021,Tower Hamlets 005A,E01004200,52,48,4,272,4,2,2,268,262,6,1003,16,1,15,1363,20,0,20
2021,Tower Hamlets 002D,E01004201,86,86,0,364,7,2,5,357,350,7,859,35,0,35,1388,44,0,44
2021,Tower Hamlets 005B,E01004202,70,67,3,506,13,6,7,493,481,12,1030,17,0,17,1650,27,0,27
2021,Tower Hamlets 005C,E01004203,73,71,2,391,7,0,7,384,381,3,1013,24,0,24,1548,47,0,47
2021,Tower Hamlets 005D,E01004204,101,99,2,483,13,10,3,470,461,9,838,37,1,36,1547,88,1,87
2021,Tower Hamlets 013A,E01004205,87,85,2,639,5,2,3,634,623,11,898,38,1,37,1708,46,3,43
2021,Tower Hamlets 013B,E01004206,65,65,0,420,2,0,2,418,414,4,633,23,0,23,1187,46,0,46
2021,Tower Hamlets 011A,E01004207,77,76,1,380,7,4,3,373,369,4,646,17,0,17,1150,30,0,30
2021,Tower Hamlets 013C,E01004208,64,64,0,401,5,4,1,396,385,11,1220,23,0,23,1736,28,1,27
2021,Tower Hamlets 011B,E01004209,59,59,0,399,0,0,0,399,395,4,501,25,0,25,1024,40,0,40
2021,Tower Hamlets 013D,E01004211,52,52,0,352,9,2,7,343,336,7,947,26,0,26,1405,28,0,28
2021,Tower Hamlets 011D,E01004212,67,66,1,514,12,2,10,502,490,12,1203,27,0,27,1853,42,2,40
