date,geography,geography code,Accommodation type: A caravan or other mobile or temporary structure,Accommodation type: Detached,"Accommodation type: In a commercial building, for example, in an office building, hotel or over a shop",Accommodation type: In a purpose-built block of flats or tenement,"Accommodation type: Part of a converted or shared house, including bedsits","Accommodation type: Part of another converted building, for example, former school, church or warehouse",Accommodation type: Semi-detached,Accommodation type: Terraced,Accommodation type: Total
2021,Lewisham 026D,E01003354,0,17,5,381,33,0,124,263,823
2021,Merton 009A,E01003355,0,12,31,369,130,20,59,198,819
2021,Merton 009B,E01003356,0,17,22,92,71,19,79,401,701
2021,Merton 012A,E01003357,1,9,4,541,16,1,31,119,722
2021,Merton 009C,E01003358,0,17,13,335,132,33,93,170,793
2021,Merton 006A,E01003359,1,26,31,189,85,9,99,357,797
2021,Merton 006B,E01003360,0,8,30,94,123,6,51,434,746
2021,Merton 015A,E01003361,0,11,22,154,52,4,152,217,612
2021,Merton 021A,E01003362,0,9,3,8,2,0,146,335,503
2021,Merton 021B,E01003363,1,17,1,3,7,2,160,403,594
2021,Merton 021C,E01003364,0,3,1,52,6,0,246,355,663
2021,Merton 021D,E01003365,0,24,0,4,2,1,275,191,497
2021,Merton 016A,E01003366,0,22,8,197,36,3,192,191,649
2021,Merton 008A,E01003368,0,18,0,78,65,4,120,298,583
2021,Merton 005B,E01003369,0,14,4,221,307,7,28,165,746
2021,Merton 005C,E01003370,2,22,23,371,264,12,76,109,879
2021,Merton 005D,E01003371,0,39,0,63,191,1,258,77,629
2021,Merton 008B,E01003372,2,22,9,222,112,3,95,176,641
2021,Merton 018A,E01003373,0,20,3,254,8,0,66,194,545
2021,Merton 022A,E01003374,0,29,23,428,42,9,75,61,667
2021,Merton 022B,E01003375,2,28,13,173,89,18,157,243,723
2021,Merton 012B,E01003376,0,29,1,115,23,0,131,293,592
2021,Merton 012C,E01003377,0,17,1,326,6,1,42,159,552
2021,Merton 018B,E01003378,0,45,4,174,33,8,153,354,771
2021,Merton 018C,E01003379,0,26,18,419,58,1,70,149,741
2021,Merton 011A,E01003380,0,8,10,81,123,2,127,318,669
2021,Merton 016B,E01003381,1,14,43,72,93,8,55,425,711
2021,Merton 011B,E01003382,0,20,3,67,105,11,89,430,725
2021,Merton 009D,E01003383,0,10,13,163,117,2,109,259,673
2021,Merton 009E,E01003384,0,42,8,175,158,9,102,187,681
2021,Merton 011C,E01003385,0,38,0,83,95,1,213,155,585
2021,Merton 013A,E01003386,0,44,3,275,63,2,108,267,762
2021,Merton 014A,E01003387,1,30,1,469,26,2,91,163,783
2021,Merton 013B,E01003388,2,29,3,191,21,3,117,253,619
2021,Merton 013C,E01003389,2,39,26,121,80,4,103,266,641
2021,Merton 018D,E01003390,1,5,35,552,17,5,6,20,641
2021,Merton 014B,E01003391,0,31,1,239,11,0,79,122,483
2021,Merton 013D,E01003392,2,27,1,132,44,4,89,218,517
2021,Merton 008C,E01003393,2,11,28,300,236,5,16,92,690
2021,Merton 007A,E01003394,0,48,12,75,66,2,103,365,671
2021,Merton 007B,E01003395,1,62,0,28,44,0,94,307,536
2021,Merton 007C,E01003396,0,23,2,24,46,5,47,381,528
2021,Merton 007D,E01003397,0,17,1,63,65,2,72,328,548
2021,Merton 007E,E01003398,0,44,6,83,85,4,88,346,656
2021,Merton 011D,E01003399,1,25,4,256,155,1,93,97,632
2021,Merton 003A,E01003400,0,9,4,127,263,6,146,75,630
2021,Merton 004A,E01003401,0,50,12,373,49,10,83,46,623
2021,Merton 004B,E01003402,0,85,8,364,52,6,72,89,676
2021,Merton 004C,E01003403,0,93,14,237,77,4,134,121,680
2021,Merton 004D,E01003404,0,31,4,656,137,8,38,40,914
2021,Merton 018E,E01003405,0,52,1,247,42,3,139,352,836
2021,Merton 008D,E01003406,1,39,1,96,4,3,136,288,568
2021,Merton 008E,E01003407,1,26,2,420,32,0,91,213,785
2021,Merton 012D,E01003408,0,16,2,491,63,0,81,215,868
2021,Merton 013E,E01003409,0,33,7,57,25,0,197,259,578
2021,Merton 012E,E01003410,1,24,3,235,41,0,146,176,626
2021,Merton 014C,E01003411,0,23,7,232,71,0,83,322,738
2021,Merton 014D,E01003412,0,30,0,131,26,1,142,294,624
2021,Merton 017A,E01003413,0,35,7,218,47,4,142,276,729
2021,Merton 017B,E01003414,2,33,12,16,21,1,145,336,566
2021,Merton 017C,E01003415,1,29,3,64,15,14,148,515,789
2021,Merton 017D,E01003416,0,30,3,19,14,0,176,296,538
2021,Merton 025A,E01003417,1,13,5,69,28,1,145,342,604
2021,Merton 025B,E01003418,0,5,0,1,0,0,93,429,528
2021,Merton 025C,E01003419,0,14,2,134,20,2,187,305,664
2021,Merton 025D,E01003420,0,23,0,42,4,0,110,328,507
2021,Merton 021E,E01003421,0,9,7,267,23,0,84,221,611
2021,Merton 025E,E01003422,0,4,12,82,24,1,162,243,528
2021,Merton 011E,E01003423,0,8,13,186,107,10,69,262,655
2021,Merton 015B,E01003424,0,47,0,35,10,11,338,131,572
2021,Merton 015C,E01003425,0,15,0,2,2,0,286,212,517
2021,Merton 015D,E01003426,0,32,0,39,9,0,262,260,602
2021,Merton 023A,E01003427,0,17,36,336,25,5,110,201,730
2021,Merton 015E,E01003428,0,97,2,239,87,12,113,78,628
2021,Merton 019A,E01003429,0,22,2,15,8,0,121,361,529
2021,Merton 019B,E01003430,1,25,8,257,13,1,53,221,579
2021,Merton 019C,E01003431,0,26,1,111,8,0,139,287,572
2021,Merton 019D,E01003432,0,23,0,97,3,1,222,182,528
2021,Merton 019E,E01003433,0,33,2,144,44,2,101,249,575
2021,Merton 017E,E01003434,0,29,1,25,20,0,157,267,499
2021,Merton 014E,E01003435,0,21,1,273,24,1,158,263,741
2021,Merton 023B,E01003436,0,48,0,55,26,0,167,311,607
2021,Merton 022C,E01003437,0,130,2,231,38,4,284,82,771
2021,Merton 024A,E01003438,0,26,1,28,30,0,141,429,655
2021,Merton 023C,E01003439,0,21,41,110,27,2,125,249,575
2021,Merton 022D,E01003440,0,22,2,280,44,10,146,127,631
2021,Merton 022E,E01003441,0,21,1,212,17,12,141,242,646
2021,Merton 010A,E01003442,0,108,0,249,101,10,142,61,671
2021,Merton 010B,E01003443,0,113,3,66,29,0,129,294,634
2021,Merton 010C,E01003444,0,67,1,293,56,3,188,62,670
2021,Merton 010D,E01003445,0,90,3,63,85,4,380,27,652
2021,Merton 016C,E01003446,0,23,50,498,99,12,132,88,902
2021,Merton 016D,E01003447,0,11,1,466,38,4,60,100,680
2021,Merton 023D,E01003448,0,15,1,294,29,2,112,430,883
2021,Merton 024B,E01003449,0,12,1,194,12,3,184,251,657
2021,Merton 024C,E01003450,1,21,2,42,16,0,147,384,613
2021,Merton 024D,E01003451,0,10,7,95,7,1,210,333,663
2021,Merton 024E,E01003452,0,11,11,395,31,3,99,266,816
2021,Merton 023E,E01003453,0,30,10,102,21,1,136,362,662
2021,Merton 003B,E01003454,1,22,3,132,157,13,145,104,577
2021,Merton 005E,E01003455,0,10,0,355,69,0,37,275,746
2021,Merton 003C,E01003456,1,19,32,321,108,5,160,21,667
2021,Merton 006C,E01003457,0,14,1,52,57,0,109,380,613
2021,Merton 006D,E01003458,0,20,11,102,173,18,132,267,723
2021,Merton 006E,E01003459,0,21,11,403,166,9,58,291,959
2021,Merton 002A,E01003460,1,176,13,177,110,13,87,67,644
2021,Merton 004E,E01003461,1,115,38,169,126,7,100,119,675
2021,Merton 002B,E01003462,0,193,3,98,27,0,65,189,575
2021,Merton 010E,E01003463,2,263,5,107,2,11,156,4,550
2021,Merton 002C,E01003464,1,207,3,137,3,2,85,98,536
2021,Merton 002D,E01003465,1,292,5,14,44,1,72,36,465
2021,Merton 020A,E01003466,0,32,1,46,16,2,144,384,625
2021,Merton 020B,E01003467,0,11,0,108,15,2,218,312,666
2021,Merton 020C,E01003468,1,16,0,25,16,2,131,444,635
2021,Merton 020D,E01003469,1,19,1,174,66,4,84,228,577
2021,Merton 020E,E01003470,0,10,41,117,75,26,199,282,750
2021,Merton 016E,E01003471,0,50,2,142,45,2,183,210,634
2021,Merton 001A,E01003472,0,1,1,9,15,4,24,421,475
2021,Merton 001B,E01003473,0,12,25,88,97,8,60,270,560
2021,Merton 001C,E01003474,0,156,3,23,68,4,192,21,467
2021,Merton 003D,E01003476,0,10,12,196,51,3,109,109,490
2021,Merton 003E,E01003477,0,10,16,87,114,3,159,201,590
2021,Merton 001E,E01003478,0,9,12,100,64,2,48,430,665
2021,Newham 035A,E01003479,1,62,1,163,12,0,160,211,610
2021,Newham 033A,E01003480,1,56,0,155,9,3,155,206,585
2021,Newham 035B,E01003481,1,35,2,122,7,0,121,193,481
2021,Newham 032A,E01003483,0,36,1,213,6,0,157,189,602
2021,Newham 032B,E01003484,0,30,0,210,3,3,156,160,562
2021,Newham 035C,E01003485,1,116,3,126,9,0,159,156,570
2021,Newham 033C,E01003486,1,23,2,180,7,0,81,149,443
2021,Newham 033D,E01003487,0,23,2,142,8,0,59,178,412
2021,Newham 019A,E01003488,0,33,4,405,30,1,65,128,666
2021,Newham 019B,E01003489,2,47,11,675,51,3,40,133,962
2021,Newham 019C,E01003490,0,61,4,135,49,3,66,247,565
2021,Newham 022A,E01003491,0,48,17,197,103,1,58,203,627
2021,Newham 025A,E01003492,0,50,0,30,51,1,71,320,523
2021,Newham 025C,E01003494,1,46,1,19,23,1,93,427,611
2021,Newham 025D,E01003495,0,42,2,11,17,0,87,449,608
2021,Newham 027A,E01003496,0,13,4,399,22,5,31,80,554
2021,Newham 034A,E01003497,1,42,1,134,14,0,89,312,593
2021,Newham 027B,E01003498,1,32,10,386,25,3,57,168,682
2021,Newham 030A,E01003499,1,40,35,450,42,8,70,174,820
2021,Newham 027C,E01003500,0,46,1,222,15,4,185,247,720
2021,Newham 030B,E01003501,0,43,12,353,37,6,92,248,791
2021,Newham 030C,E01003502,1,40,40,448,41,5,45,191,811
2021,Newham 030D,E01003503,0,12,6,1022,11,0,30,75,1156
2021,Newham 034D,E01003506,1,30,4,236,5,0,69,136,481
2021,Newham 031A,E01003507,2,55,26,277,70,21,105,277,833
2021,Newham 031B,E01003508,0,32,14,588,36,5,70,218,963
2021,Newham 031C,E01003509,0,46,2,223,245,15,60,188,779
2021,Newham 036A,E01003511,0,29,0,449,3,1,59,127,668
2021,Newham 036B,E01003512,1,60,5,167,8,0,118,329,688
2021,Newham 035D,E01003513,1,88,0,80,16,0,176,184,545
2021,Newham 036C,E01003514,0,34,0,183,13,2,103,192,527
2021,Newham 036D,E01003515,1,15,8,573,18,6,53,140,814
2021,Newham 032C,E01003516,0,34,4,265,84,2,103,156,648
2021,Newham 036E,E01003517,0,58,0,226,13,0,98,237,632
2021,Newham 032D,E01003518,1,94,1,73,6,0,210,186,571
2021,Newham 032E,E01003519,0,42,0,59,82,1,81,230,495
2021,Newham 018A,E01003520,0,51,13,143,63,4,61,239,574
2021,Newham 018B,E01003521,0,43,70,134,88,6,62,246,649
2021,Newham 018C,E01003522,0,52,2,86,42,3,57,289,531
2021,Newham 024A,E01003523,0,39,6,274,29,5,102,257,712
2021,Newham 019D,E01003524,3,53,18,107,57,6,80,235,559
2021,Newham 018D,E01003525,0,40,36,93,43,3,55,263,533
2021,Newham 018E,E01003526,1,34,3,49,78,1,57,259,482
2021,Newham 024B,E01003527,0,39,3,31,16,3,73,392,557
2021,Newham 005A,E01003528,0,7,1,277,22,0,13,89,409
2021,Newham 010A,E01003529,1,53,48,73,55,3,52,341,626
2021,Newham 010B,E01003530,1,47,1,8,30,1,78,315,481
2021,Newham 010C,E01003531,0,52,25,127,60,3,60,226,553
2021,Newham 010D,E01003532,0,39,1,56,71,1,74,325,567
2021,Newham 011A,E01003533,1,38,3,122,66,3,78,260,571
2021,Newham 010E,E01003534,2,56,8,82,91,1,62,328,630
2021,Newham 023A,E01003535,0,32,4,297,21,3,65,145,567
2021,Newham 023B,E01003536,0,55,0,64,33,3,87,379,621
2021,Newham 024C,E01003537,1,45,10,74,14,1,88,411,644
2021,Newham 029A,E01003538,1,40,7,298,49,2,60,211,668
2021,Newham 029B,E01003539,1,52,3,140,25,3,85,394,703
2021,Newham 029C,E01003540,0,22,1,226,69,4,126,155,603
2021,Newham 029D,E01003541,0,46,2,58,9,0,116,327,558
2021,Newham 024D,E01003542,0,22,12,316,32,1,58,225,666
2021,Newham 001A,E01003543,0,34,16,249,146,6,103,284,838
2021,Newham 001B,E01003544,0,28,11,113,49,17,98,309,625
2021,Newham 006A,E01003545,1,33,3,208,38,23,92,236,634
2021,Newham 001C,E01003546,0,32,5,237,36,3,54,210,577
2021,Newham 007A,E01003547,0,31,5,44,157,0,96,338,671
2021,Newham 006B,E01003548,0,45,11,255,100,4,88,312,815
2021,Newham 006C,E01003549,1,22,6,527,33,3,43,142,777
2021,Newham 001D,E01003550,2,33,5,195,113,2,36,218,604
2021,Newham 009A,E01003551,0,13,5,274,115,5,38,169,619
2021,Newham 016A,E01003552,0,36,1,113,126,11,85,153,525
2021,Newham 009B,E01003553,2,28,4,515,50,2,49,82,732
2021,Newham 009C,E01003554,2,36,10,154,92,4,64,325,687
2021,Newham 007B,E01003555,1,57,4,35,116,1,106,160,480
2021,Newham 008A,E01003556,1,24,70,379,79,4,46,50,653
2021,Newham 006D,E01003557,2,41,2,238,211,5,112,41,652
2021,Newham 008B,E01003558,4,20,39,159,117,11,46,149,545
2021,Newham 009D,E01003559,0,43,3,351,71,45,64,324,901
2021,Newham 011B,E01003560,1,56,0,19,24,0,51,295,446
2021,Newham 007C,E01003561,0,41,17,68,39,1,54,244,464
2021,Newham 014A,E01003562,0,44,33,85,77,2,54,294,589
2021,Newham 011C,E01003563,1,61,4,54,73,2,105,285,585
2021,Newham 014B,E01003564,4,67,9,114,68,36,70,286,654
2021,Newham 014C,E01003565,0,51,10,72,87,5,58,232,515
2021,Newham 014D,E01003566,1,29,48,241,26,7,63,116,531
2021,Newham 007D,E01003567,1,38,21,126,94,3,47,176,506
2021,Newham 017A,E01003568,0,46,1,66,106,1,71,336,627
2021,Newham 017B,E01003569,0,33,39,120,90,5,72,232,591
2021,Newham 008C,E01003570,1,44,18,122,80,3,43,234,545
2021,Newham 008D,E01003571,1,52,20,82,60,2,86,279,582
2021,Newham 008E,E01003572,0,35,15,60,96,4,59,178,447
2021,Newham 017C,E01003573,1,63,11,64,68,1,77,292,577
2021,Newham 017D,E01003574,4,65,9,167,149,18,88,273,773
2021,Newham 005B,E01003575,0,41,5,89,46,0,57,233,471
2021,Newham 002A,E01003576,1,17,28,437,49,3,26,76,637
2021,Newham 005C,E01003577,0,15,4,582,4,1,60,90,756
2021,Newham 003A,E01003578,2,52,27,131,92,8,63,217,592
2021,Newham 004A,E01003579,0,43,7,91,48,2,61,242,494
2021,Newham 005D,E01003580,2,46,2,194,76,0,73,219,612
2021,Newham 002B,E01003581,1,39,2,31,79,3,56,260,471
2021,Newham 002C,E01003582,1,32,1,127,45,0,76,169,451
2021,Newham 002D,E01003583,2,36,3,62,73,3,76,274,529
2021,Newham 003B,E01003584,0,41,0,69,91,2,102,301,606
2021,Newham 004B,E01003585,0,34,0,28,65,0,52,230,409
2021,Newham 003C,E01003586,0,34,8,98,79,1,74,235,529
2021,Newham 004C,E01003587,3,25,16,433,44,10,45,230,806
2021,Newham 011D,E01003588,0,34,1,62,61,1,32,235,426
2021,Newham 011E,E01003589,0,35,22,52,56,1,64,279,509
2021,Newham 003D,E01003590,1,14,4,338,24,7,43,141,572
2021,Newham 004D,E01003591,0,17,74,328,54,8,36,166,683
2021,Newham 022B,E01003592,0,29,6,187,61,6,53,290,632
2021,Newham 027D,E01003593,0,36,3,208,21,6,64,198,536
2021,Newham 026A,E01003594,1,44,6,124,60,21,107,215,578
2021,Newham 026B,E01003595,0,24,8,369,49,8,55,153,666
2021,Newham 016B,E01003596,0,18,6,172,107,3,75,155,536
2021,Newham 016C,E01003597,1,58,0,76,141,2,79,176,533
2021,Newham 021A,E01003598,0,16,5,421,43,1,42,113,641
2021,Newham 022C,E01003599,0,21,0,211,42,0,41,159,474
2021,Newham 021B,E01003600,0,22,3,347,21,1,49,146,589
2021,Newham 028A,E01003601,0,39,13,189,25,7,125,317,715
2021,Newham 026C,E01003602,1,76,11,117,42,8,73,302,630
2021,Newham 028B,E01003603,2,46,1,43,28,1,67,421,609
2021,Newham 031D,E01003604,0,60,3,144,33,1,167,345,753
2021,Newham 028C,E01003605,0,38,9,229,73,2,60,275,686
2021,Newham 026D,E01003607,0,73,7,197,30,7,78,212,604
2021,Newham 028D,E01003608,0,77,1,47,12,48,72,419,676
2021,Newham 041C,E01003611,1,13,8,624,6,1,16,44,713
2021,Newham 039A,E01003615,0,44,11,183,82,1,67,230,618
2021,Newham 012A,E01003616,0,37,20,318,38,8,89,174,684
2021,Newham 012C,E01003618,1,45,7,174,39,5,70,491,832
2021,Newham 012D,E01003619,10,24,28,797,23,4,36,142,1064
2021,Newham 023C,E01003621,0,62,0,8,16,2,69,292,449
2021,Newham 023D,E01003622,2,39,19,219,34,5,58,159,535
2021,Newham 023E,E01003623,0,42,3,120,3,0,138,178,484
2021,Newham 024E,E01003624,0,35,0,103,14,2,85,254,493
2021,Newham 015A,E01003625,0,34,3,105,51,1,61,232,487
2021,Newham 015B,E01003626,1,51,1,24,38,6,69,272,462
2021,Newham 015C,E01003627,0,55,3,63,56,0,49,233,459
2021,Newham 015D,E01003628,0,35,3,11,19,1,92,267,428
2021,Newham 015E,E01003629,0,34,1,79,108,3,82,203,510
2021,Newham 021C,E01003630,0,22,15,400,38,0,49,159,683
2021,Newham 020A,E01003631,1,24,1,307,42,3,80,237,695
2021,Newham 020B,E01003632,0,60,2,131,38,46,96,420,793
2021,Newham 020C,E01003633,1,18,4,513,7,2,34,106,685
2021,Newham 020D,E01003634,1,26,4,269,20,1,82,188,591
2021,Newham 016D,E01003635,1,47,7,89,96,3,76,289,608
2021,Newham 020E,E01003636,1,26,7,464,22,4,48,123,695
2021,Newham 021D,E01003637,0,39,1,109,78,3,48,306,584
2021,Redbridge 017A,E01003638,0,23,5,169,37,10,144,273,661
2021,Redbridge 013A,E01003639,0,25,3,310,14,0,241,191,784
2021,Redbridge 013B,E01003640,1,33,0,136,9,0,113,329,621
2021,Redbridge 013C,E01003641,2,49,9,143,15,0,154,243,615
2021,Redbridge 013D,E01003642,0,26,3,90,8,0,288,141,556
2021,Redbridge 017B,E01003643,0,39,0,59,32,3,224,343,700
2021,Redbridge 017C,E01003644,0,31,5,1,13,1,97,356,504
2021,Redbridge 017D,E01003645,1,43,8,393,35,3,103,316,902
2021,Redbridge 012A,E01003646,1,20,34,122,37,3,181,202,600
2021,Redbridge 015A,E01003647,1,13,7,171,10,0,98,332,632
2021,Redbridge 012B,E01003648,1,32,0,74,1,0,264,143,515
2021,Redbridge 012C,E01003649,0,24,7,93,1,0,251,136,512
2021,Redbridge 015B,E01003650,0,43,6,187,19,2,167,166,590
2021,Redbridge 012D,E01003651,0,17,1,64,5,0,226,163,476
2021,Redbridge 015C,E01003652,0,31,0,13,9,0,134,294,481
2021,Redbridge 015D,E01003653,50,45,35,227,61,2,111,195,726
2021,Redbridge 004A,E01003654,0,23,1,101,33,1,343,93,595
2021,Redbridge 004B,E01003655,0,21,8,59,23,0,290,239,640
2021,Redbridge 005A,E01003656,0,14,9,222,16,9,245,136,651
2021,Redbridge 005B,E01003657,0,98,12,216,26,4,255,287,898
2021,Redbridge 004C,E01003658,1,19,14,329,12,4,110,198,687
2021,Redbridge 005C,E01003659,0,21,7,11,11,1,139,445,635
2021,Redbridge 004D,E01003660,0,10,3,49,20,1,218,370,671
2021,Redbridge 038A,E01003661,0,60,7,93,14,0,241,282,697
2021,Redbridge 038C,E01003662,1,27,30,332,29,3,98,243,763
2021,Redbridge 037A,E01003663,0,28,0,124,11,1,358,119,641
2021,Redbridge 037B,E01003664,0,16,2,65,9,1,208,265,566
2021,Redbridge 037E,E01003665,0,25,0,0,0,0,192,296,513
2021,Redbridge 038B,E01003666,0,33,7,595,16,2,110,304,1067
2021,Redbridge 007A,E01003668,0,57,23,365,133,8,143,73,802
2021,Redbridge 007B,E01003669,0,52,6,95,97,3,229,141,623
2021,Redbridge 007C,E01003670,0,26,12,160,27,0,278,78,581
2021,Redbridge 007D,E01003671,0,39,1,17,4,0,352,143,556
2021,Redbridge 007E,E01003672,1,23,27,575,38,4,61,20,749
2021,Redbridge 007F,E01003673,0,39,1,249,77,5,182,241,794
2021,Redbridge 007G,E01003674,1,20,32,718,66,5,143,80,1065
2021,Redbridge 036A,E01003675,1,25,16,92,16,2,231,117,500
2021,Redbridge 036B,E01003676,0,29,0,36,19,0,196,244,524
2021,Redbridge 036C,E01003677,1,54,1,12,5,2,358,94,527
2021,Redbridge 036D,E01003678,0,68,11,32,1,0,346,16,474
2021,Redbridge 036E,E01003679,0,69,1,1,0,1,376,47,495
2021,Redbridge 036F,E01003680,0,14,5,6,7,0,275,174,481
2021,Redbridge 036G,E01003681,1,28,4,286,36,0,162,162,679
2021,Redbridge 036H,E01003682,1,43,0,4,5,0,152,306,511
2021,Redbridge 040C,E01003683,0,60,4,20,32,1,100,352,569
2021,Redbridge 040E,E01003684,1,54,3,20,25,2,89,310,504
2021,Redbridge 040D,E01003685,1,53,12,56,43,0,106,276,547
2021,Redbridge 040A,E01003686,1,24,0,72,92,1,112,274,576
2021,Redbridge 040B,E01003688,2,26,0,67,161,0,104,164,524
2021,Redbridge 039C,E01003689,0,37,38,364,41,0,72,174,726
2021,Redbridge 035A,E01003690,1,36,43,362,38,8,165,95,748
2021,Redbridge 035B,E01003691,0,18,4,20,65,2,70,278,457
2021,Redbridge 035C,E01003692,0,20,1,46,79,2,92,238,478
2021,Redbridge 035D,E01003693,0,19,0,11,8,0,287,119,444
2021,Redbridge 035E,E01003694,0,12,1,37,29,0,162,206,447
2021,Redbridge 035F,E01003695,0,10,2,90,199,2,62,129,494
2021,Redbridge 035G,E01003696,1,34,1,83,10,2,107,284,522
2021,Redbridge 035H,E01003697,0,15,0,84,9,0,200,200,508
2021,Redbridge 006A,E01003698,0,17,0,46,12,1,331,115,522
