date,geography,geography code,Employment history: Not in employment: Never worked,Employment history: Not in employment: Not worked in the last 12 months,Employment history: Not in employment: Worked in the last 12 months,Employment history: Total: All usual residents aged 16 years and over not in employment the week before the census
2021,Merton 004B,E01003402,109,281,64,454
2021,Merton 004C,E01003403,99,323,53,475
2021,Merton 004D,E01003404,101,354,76,531
2021,Merton 018E,E01003405,292,292,111,695
2021,Merton 008D,E01003406,175,195,83,453
2021,Merton 008E,E01003407,122,199,107,428
2021,Merton 012D,E01003408,121,203,89,413
2021,Merton 013E,E01003409,237,252,72,561
2021,Merton 012E,E01003410,178,236,86,500
2021,Merton 014C,E01003411,176,277,99,552
2021,Merton 014D,E01003412,202,237,85,524
2021,Merton 017A,E01003413,186,262,90,538
2021,Merton 017B,E01003414,184,360,82,626
2021,Merton 017C,E01003415,265,291,104,660
2021,Merton 017D,E01003416,161,248,72,481
2021,Merton 025A,E01003417,111,283,63,457
2021,Merton 025B,E01003418,103,288,63,454
2021,Merton 025C,E01003419,146,304,82,532
2021,Merton 025D,E01003420,128,217,53,398
2021,Merton 021E,E01003421,109,294,83,486
2021,Merton 025E,E01003422,132,311,59,502
2021,Merton 011E,E01003423,90,300,80,470
2021,Merton 015B,E01003424,79,375,55,509
2021,Merton 015C,E01003425,76,303,50,429
2021,Merton 015D,E01003426,154,315,83,552
2021,Merton 023A,E01003427,204,258,100,562
2021,Merton 015E,E01003428,113,301,58,472
2021,Merton 019A,E01003429,149,230,78,457
2021,Merton 019B,E01003430,191,245,93,529
2021,Merton 019C,E01003431,196,260,94,550
2021,Merton 019D,E01003432,251,237,78,566
2021,Merton 019E,E01003433,181,280,86,547
2021,Merton 017E,E01003434,164,254,69,487
2021,Merton 014E,E01003435,197,299,115,611
2021,Merton 023B,E01003436,183,275,78,536
2021,Merton 022C,E01003437,201,372,81,654
2021,Merton 024A,E01003438,207,277,73,557
2021,Merton 023C,E01003439,141,230,76,447
2021,Merton 022D,E01003440,185,261,83,529
2021,Merton 022E,E01003441,237,278,114,629
2021,Merton 010A,E01003442,106,405,72,583
2021,Merton 010B,E01003443,87,322,51,460
2021,Merton 010C,E01003444,90,293,79,462
2021,Merton 010D,E01003445,145,288,76,509
2021,Merton 016C,E01003446,111,301,105,517
2021,Merton 016D,E01003447,131,252,87,470
2021,Merton 023D,E01003448,217,278,101,596
2021,Merton 024B,E01003449,242,274,79,595
2021,Merton 024C,E01003450,208,245,96,549
2021,Merton 024D,E01003451,177,371,89,637
2021,Merton 024E,E01003452,231,388,105,724
2021,Merton 023E,E01003453,248,235,80,563
2021,Merton 003B,E01003454,66,240,52,358
2021,Merton 005E,E01003455,66,149,64,279
2021,Merton 003C,E01003456,85,223,84,392
2021,Merton 006C,E01003457,62,210,70,342
2021,Merton 006D,E01003458,85,176,62,323
2021,Merton 006E,E01003459,140,292,95,527
2021,Merton 002A,E01003460,96,431,44,571
2021,Merton 004E,E01003461,80,293,72,445
2021,Merton 002B,E01003462,115,388,48,551
2021,Merton 010E,E01003463,123,313,65,501
2021,Merton 002C,E01003464,112,424,57,593
2021,Merton 002D,E01003465,121,367,49,537
2021,Merton 020A,E01003466,109,295,54,458
2021,Merton 020B,E01003467,139,326,49,514
2021,Merton 020C,E01003468,112,267,76,455
2021,Merton 020D,E01003469,163,201,64,428
2021,Merton 020E,E01003470,207,281,111,599
2021,Merton 016E,E01003471,127,274,79,480
2021,Merton 001A,E01003472,53,184,49,286
2021,Merton 001B,E01003473,77,201,66,344
2021,Merton 001C,E01003474,101,250,53,404
2021,Merton 003D,E01003476,93,190,64,347
2021,Merton 003E,E01003477,105,189,79,373
2021,Merton 001E,E01003478,88,213,76,377
2021,Newham 035A,E01003479,168,192,84,444
2021,Newham 033A,E01003480,322,308,230,860
2021,Newham 035B,E01003481,218,195,136,549
2021,Newham 032A,E01003483,270,228,85,583
2021,Newham 032B,E01003484,186,168,113,467
2021,Newham 035C,E01003485,179,206,92,477
2021,Newham 033C,E01003486,255,201,85,541
2021,Newham 033D,E01003487,292,180,63,535
2021,Newham 019A,E01003488,421,289,105,815
2021,Newham 019B,E01003489,574,314,161,1049
2021,Newham 019C,E01003490,383,228,97,708
2021,Newham 022A,E01003491,403,284,101,788
2021,Newham 025A,E01003492,348,212,109,669
2021,Newham 025C,E01003494,304,200,99,603
2021,Newham 025D,E01003495,304,226,86,616
2021,Newham 027A,E01003496,186,156,83,425
2021,Newham 034A,E01003497,266,255,116,637
2021,Newham 027B,E01003498,295,200,133,628
2021,Newham 030A,E01003499,458,317,132,907
2021,Newham 027C,E01003500,285,268,106,659
2021,Newham 030B,E01003501,378,296,125,799
2021,Newham 030C,E01003502,467,278,200,945
2021,Newham 030D,E01003503,323,291,153,767
2021,Newham 034D,E01003506,210,190,81,481
2021,Newham 031A,E01003507,340,288,160,788
2021,Newham 031B,E01003508,281,240,120,641
2021,Newham 031C,E01003509,266,264,105,635
2021,Newham 036A,E01003511,298,175,113,586
2021,Newham 036B,E01003512,299,218,103,620
2021,Newham 035D,E01003513,167,176,58,401
2021,Newham 036C,E01003514,273,199,96,568
2021,Newham 036D,E01003515,355,278,151,784
2021,Newham 032C,E01003516,329,241,86,656
2021,Newham 036E,E01003517,326,225,92,643
2021,Newham 032D,E01003518,177,170,95,442
2021,Newham 032E,E01003519,189,184,114,487
2021,Newham 018A,E01003520,386,236,132,754
2021,Newham 018B,E01003521,398,236,127,761
2021,Newham 018C,E01003522,359,236,104,699
2021,Newham 024A,E01003523,455,273,136,864
2021,Newham 019D,E01003524,396,232,78,706
2021,Newham 018D,E01003525,442,222,87,751
2021,Newham 018E,E01003526,379,224,81,684
2021,Newham 024B,E01003527,266,250,70,586
