date,geography,geography code,Method of travel to workplace: Bicycle,"Method of travel to workplace: Bus, minibus or coach",Method of travel to workplace: Driving a car or van,"Method of travel to workplace: Motorcycle, scooter or moped",Method of travel to workplace: On foot,Method of travel to workplace: Other method of travel to work,Method of travel to workplace: Passenger in a car or van,Method of travel to workplace: Taxi,Method of travel to workplace: Total: All usual residents aged 16 years and over in employment the week before the census,Method of travel to workplace: Train,"Method of travel to workplace: Underground, metro, light rail, tram",Method of travel to workplace: Work mainly at or from home
2021,Greenwich 029B,E01001654,16,84,234,6,34,2,26,5,675,56,31,181
2021,Greenwich 029C,E01001655,9,87,234,13,40,16,32,4,711,75,30,171
2021,Greenwich 034A,E01001656,23,41,93,5,24,5,12,1,603,51,15,333
2021,Greenwich 034B,E01001657,31,39,128,1,37,5,5,4,825,73,30,472
2021,Greenwich 034C,E01001658,22,96,178,5,35,8,9,5,796,72,45,321
2021,Greenwich 034D,E01001659,13,61,161,12,48,5,10,6,728,64,36,312
2021,Greenwich 029D,E01001660,9,70,210,4,27,8,17,3,676,71,29,228
2021,Greenwich 029E,E01001661,17,78,224,6,38,8,16,3,707,72,29,216
2021,Greenwich 037B,E01001664,48,57,145,3,65,8,25,1,1276,103,76,745
2021,Greenwich 037C,E01001665,31,77,130,8,60,14,10,2,1120,84,117,587
2021,Greenwich 041G,E01001666,23,95,126,6,63,15,11,3,1035,101,130,462
2021,Greenwich 033A,E01001669,16,175,300,8,38,10,30,5,1077,86,124,285
2021,Greenwich 033B,E01001671,18,101,233,2,39,9,21,5,787,46,62,251
2021,Greenwich 006A,E01001672,8,193,186,6,64,18,19,1,924,115,143,171
2021,Greenwich 006B,E01001673,7,251,205,3,56,10,18,7,969,122,113,177
2021,Greenwich 006C,E01001674,12,203,256,0,30,16,17,8,975,98,109,226
2021,Greenwich 006D,E01001675,13,297,222,4,135,13,17,3,1203,159,152,188
2021,Greenwich 033C,E01001676,18,148,198,4,35,17,17,4,812,79,91,201
2021,Greenwich 006E,E01001677,9,194,201,5,38,11,17,3,906,89,105,234
2021,Greenwich 017A,E01001678,7,91,281,10,35,12,19,5,842,71,58,253
2021,Greenwich 020A,E01001679,14,64,209,7,30,3,12,5,692,40,48,260
2021,Greenwich 020B,E01001680,23,37,183,9,31,3,17,8,766,36,62,357
2021,Greenwich 020C,E01001681,14,61,174,6,24,4,13,3,679,43,63,274
2021,Greenwich 020D,E01001682,12,66,179,8,19,9,13,5,642,32,45,254
2021,Greenwich 017B,E01001683,12,87,179,3,30,8,20,1,713,56,59,258
2021,Greenwich 017C,E01001684,10,87,212,5,31,15,30,4,670,38,45,193
2021,Greenwich 017D,E01001685,8,88,227,4,31,6,10,2,744,51,80,237
2021,Greenwich 020E,E01001686,19,97,193,3,43,13,8,5,917,77,126,333
2021,Greenwich 002A,E01001687,14,88,149,13,37,17,8,12,617,59,78,142
2021,Greenwich 002B,E01001688,14,181,329,8,45,24,14,9,1120,108,103,285
2021,Greenwich 001A,E01001690,25,168,214,4,22,12,20,12,794,98,74,145
2021,Greenwich 001B,E01001692,12,137,168,3,44,7,21,2,588,47,59,88
2021,Greenwich 001C,E01001693,7,139,165,3,32,7,9,3,611,75,66,105
2021,Greenwich 001D,E01001694,6,163,268,5,27,17,15,1,813,59,86,166
2021,Greenwich 011A,E01001695,17,116,186,3,75,12,13,5,769,119,98,125
2021,Greenwich 011B,E01001696,17,161,136,4,55,18,10,6,1404,133,221,643
2021,Greenwich 011C,E01001697,12,216,260,14,88,10,20,4,1296,129,187,356
2021,Greenwich 015A,E01001698,23,182,183,3,40,8,11,4,802,55,88,205
2021,Greenwich 015B,E01001699,14,80,107,2,124,6,10,5,760,44,83,285
2021,Greenwich 011D,E01001700,20,195,210,4,62,20,15,1,1063,105,153,278
2021,Greenwich 015C,E01001701,40,86,192,4,69,10,8,0,894,66,76,343
2021,Greenwich 015D,E01001702,3,103,160,4,46,7,17,1,584,74,59,110
2021,Greenwich 011E,E01001703,7,192,202,4,54,13,10,2,814,96,115,119
2021,Greenwich 011F,E01001704,12,94,158,1,37,9,15,2,781,59,86,308
2021,Greenwich 005A,E01001705,12,194,211,12,52,19,14,2,984,100,123,245
2021,Greenwich 005C,E01001708,20,84,159,6,60,12,9,5,839,48,85,351
2021,Greenwich 005D,E01001710,13,151,157,1,53,4,17,5,707,97,107,102
2021,Greenwich 042A,E01001712,13,184,194,6,61,10,13,6,978,99,132,260
2021,Hackney 002A,E01001714,64,132,108,5,45,13,4,15,1115,56,157,516
2021,Hackney 007A,E01001715,58,61,39,1,38,6,4,5,883,22,95,554
2021,Hackney 007B,E01001716,47,98,59,8,47,9,2,1,882,24,122,465
2021,Hackney 007C,E01001717,42,58,78,0,27,9,5,5,615,18,75,298
2021,Hackney 007D,E01001718,74,51,58,3,48,6,1,9,1183,26,162,745
2021,Hackney 007E,E01001719,59,106,77,6,43,5,3,5,884,31,67,482
2021,Hackney 007F,E01001720,96,40,59,2,48,5,1,7,1114,15,94,747
2021,Hackney 029A,E01001722,61,179,144,5,125,14,11,4,997,37,64,353
2021,Hackney 006A,E01001723,68,86,97,4,153,11,5,7,1011,25,74,481
2021,Hackney 006B,E01001724,123,161,91,10,208,15,6,16,1723,62,140,891
2021,Hackney 004A,E01001725,32,96,79,2,175,7,6,4,695,24,33,237
2021,Hackney 004B,E01001726,29,90,86,2,73,13,8,1,529,13,47,167
2021,Hackney 006C,E01001727,43,84,103,8,165,7,23,8,787,23,36,287
2021,Hackney 029B,E01001728,19,123,112,0,210,13,14,5,713,14,30,173
2021,Hackney 019A,E01001729,59,121,98,5,89,12,4,6,870,65,95,316
2021,Hackney 019B,E01001730,88,173,114,6,153,8,6,7,1214,139,127,393
2021,Hackney 017A,E01001731,105,175,128,4,132,19,5,8,1511,68,141,726
2021,Hackney 019C,E01001732,59,161,99,4,96,13,3,4,829,54,74,262
2021,Hackney 015A,E01001733,117,65,69,2,74,12,4,6,1085,53,114,569
2021,Hackney 017B,E01001734,99,134,88,5,84,7,3,5,1111,39,133,514
2021,Hackney 019D,E01001735,70,74,61,6,106,11,3,10,800,31,44,384
2021,Hackney 012A,E01001736,96,78,60,8,41,0,3,9,948,22,39,592
2021,Hackney 012B,E01001737,99,71,55,7,60,5,5,6,1035,20,53,654
2021,Hackney 012C,E01001738,72,105,67,7,64,6,4,6,1061,10,55,665
2021,Hackney 012D,E01001739,111,69,62,9,70,8,12,0,1235,19,64,811
2021,Hackney 014A,E01001740,50,144,88,4,53,5,2,4,738,38,62,288
2021,Hackney 009A,E01001741,65,51,57,6,49,8,2,7,844,15,22,562
2021,Hackney 008A,E01001742,80,109,74,3,59,19,7,2,973,20,53,547
2021,Hackney 031A,E01001744,107,87,73,4,62,16,3,6,1053,38,76,581
2021,Hackney 016A,E01001745,85,147,102,4,89,18,6,18,1073,62,76,466
2021,Hackney 016B,E01001746,49,148,91,5,59,4,7,4,671,60,75,169
2021,Hackney 014B,E01001747,131,128,63,5,79,14,0,10,1419,43,122,824
2021,Hackney 020B,E01001749,80,54,46,7,70,5,1,6,874,27,49,529
2021,Hackney 031D,E01001750,86,96,84,8,98,9,9,10,1222,29,91,702
2021,Hackney 031B,E01001751,75,33,45,4,71,7,2,7,940,16,36,644
2021,Hackney 025B,E01001753,42,120,102,3,64,13,9,2,658,31,43,229
2021,Hackney 025D,E01001755,60,108,84,3,74,11,6,3,832,27,62,394
2021,Hackney 030C,E01001756,125,78,71,9,72,11,4,12,1315,34,78,821
2021,Hackney 016C,E01001757,47,183,90,4,60,14,4,3,684,63,46,170
2021,Hackney 016D,E01001758,66,144,113,5,104,12,2,11,1255,100,115,583
2021,Hackney 016E,E01001759,85,85,73,4,51,8,4,9,913,39,68,487
2021,Hackney 017C,E01001760,91,123,77,7,83,7,4,4,1121,40,116,569
2021,Hackney 016F,E01001761,71,81,90,7,72,6,6,6,893,52,69,433
2021,Hackney 017D,E01001762,94,67,55,3,67,12,3,10,1083,40,85,647
2021,Hackney 020C,E01001763,77,120,72,4,84,11,4,6,959,43,54,484
2021,Hackney 010A,E01001764,83,99,125,5,70,13,6,4,903,55,79,364
2021,Hackney 010B,E01001765,36,126,113,6,64,11,20,5,744,52,42,269
2021,Hackney 010D,E01001767,86,66,75,3,62,11,3,3,847,38,57,443
2021,Hackney 006D,E01001768,116,75,84,5,65,11,2,5,1075,29,63,620
2021,Hackney 006E,E01001769,57,99,64,5,50,3,6,10,867,31,60,482
2021,Hackney 010E,E01001770,71,143,81,5,73,13,4,6,821,41,61,323
2021,Hackney 024A,E01001772,77,101,80,0,66,14,7,6,875,45,62,417
2021,Hackney 025E,E01001773,97,131,106,6,104,13,11,8,1459,52,84,847
2021,Hackney 024B,E01001774,70,113,78,1,122,12,3,6,1150,36,74,635
2021,Hackney 024C,E01001775,55,118,104,2,68,9,3,4,785,36,49,337
2021,Hackney 025F,E01001776,67,91,63,3,99,3,4,11,912,38,93,440
2021,Hackney 033A,E01001777,109,144,84,5,135,17,10,3,1577,61,123,886
2021,Hackney 032D,E01001780,47,113,89,20,105,10,3,6,974,41,116,424
2021,Hackney 026B,E01001781,49,136,72,4,118,7,8,2,747,20,65,266
2021,Hackney 026D,E01001783,37,120,78,4,91,11,5,2,714,43,70,253
2021,Hackney 032A,E01001784,49,120,78,0,111,6,3,4,876,33,73,399
2021,Hackney 015B,E01001785,75,51,82,3,53,6,16,5,782,38,68,385
2021,Hackney 013A,E01001786,56,152,142,4,78,7,12,12,1005,55,97,390
2021,Hackney 013B,E01001787,44,141,109,3,62,11,6,6,685,47,61,195
2021,Hackney 013C,E01001788,43,116,90,6,51,3,2,2,590,41,47,189
2021,Hackney 015C,E01001789,81,83,94,2,67,8,5,5,861,28,52,436
2021,Hackney 013D,E01001790,32,171,95,5,46,8,5,4,606,54,52,134
2021,Hackney 015D,E01001791,56,67,87,0,51,7,8,2,650,32,45,295
2021,Hackney 011A,E01001792,105,99,103,6,64,5,8,4,920,37,52,437
2021,Hackney 011B,E01001793,129,96,74,4,54,14,5,9,880,31,40,424
2021,Hackney 011C,E01001794,108,74,101,5,67,17,15,8,1048,29,64,560
2021,Hackney 011D,E01001795,77,71,53,0,51,11,3,8,748,26,51,397
2021,Hackney 011E,E01001796,87,73,61,10,68,17,9,3,907,32,78,469
2021,Hackney 028A,E01001798,62,157,141,2,98,14,5,0,966,65,78,344
2021,Hackney 003A,E01001799,27,40,71,4,183,7,18,4,613,15,20,224
2021,Hackney 004C,E01001800,27,115,65,3,203,8,7,6,648,10,45,159
2021,Hackney 008B,E01001801,44,51,73,5,109,9,10,18,595,22,49,205
2021,Hackney 003B,E01001802,32,81,88,2,108,1,6,3,600,22,54,203
2021,Hackney 008C,E01001803,97,79,66,5,100,6,9,7,1074,17,109,579
2021,Hackney 003C,E01001804,33,51,94,1,171,8,18,7,616,7,26,200
2021,Hackney 009B,E01001805,35,50,55,5,50,5,2,6,654,33,43,370
2021,Hackney 008D,E01001806,62,89,68,4,33,7,3,9,785,19,33,458
2021,Hackney 003D,E01001807,44,82,94,9,156,12,4,6,775,24,69,275
2021,Hackney 001A,E01001808,36,65,68,3,227,9,10,4,641,11,30,178
2021,Hackney 001B,E01001809,26,65,80,2,209,9,14,4,705,28,44,224
2021,Hackney 002D,E01001811,30,107,114,4,69,12,6,4,745,39,88,272
2021,Hackney 003E,E01001812,34,45,86,1,169,10,8,5,616,23,39,196
2021,Hackney 002E,E01001813,23,143,84,14,34,14,3,4,696,41,124,212
2021,Hackney 001C,E01001814,27,96,96,9,172,10,4,7,696,12,54,209
2021,Hackney 024D,E01001815,75,76,76,2,63,13,2,7,747,48,38,347
2021,Hackney 020D,E01001816,76,63,62,5,74,8,2,9,787,25,46,417
2021,Hackney 020E,E01001819,73,64,67,3,47,13,3,9,799,27,58,435
2021,Hackney 024E,E01001820,65,83,75,4,65,8,7,4,629,17,43,258
2021,Hackney 024F,E01001821,57,88,75,3,66,4,3,2,624,31,60,235
2021,Hackney 029C,E01001822,49,155,87,6,133,11,8,6,775,25,74,221
2021,Hackney 001D,E01001823,40,63,116,2,149,7,14,6,659,24,51,187
2021,Hackney 004D,E01001824,24,54,93,3,167,5,17,9,541,14,33,122
2021,Hackney 001E,E01001825,21,34,92,0,180,3,11,6,522,8,21,146
2021,Hackney 004E,E01001826,18,75,82,1,180,14,7,4,557,14,34,128
2021,Hackney 029D,E01001827,41,114,103,4,83,10,11,9,629,26,38,190
2021,Hackney 028B,E01001828,85,163,141,4,55,12,6,25,946,52,63,340
2021,Hackney 009C,E01001829,99,52,64,4,50,9,3,3,1033,24,37,688
2021,Hackney 014C,E01001830,86,124,74,4,96,6,5,7,1022,33,63,524
2021,Hackney 009D,E01001831,68,108,64,2,59,18,2,6,1065,25,65,648
2021,Hackney 009E,E01001832,91,66,83,6,71,4,3,7,919,32,63,493
2021,Hackney 014D,E01001833,104,99,91,12,76,14,5,11,1176,41,81,642
2021,Hackney 014E,E01001834,97,86,60,18,85,10,14,9,1183,30,82,692
2021,Hackney 014F,E01001835,72,60,53,5,37,5,1,4,790,21,57,475
2021,Hackney 022A,E01001836,80,108,72,11,80,10,3,18,1034,27,60,565
2021,Hackney 023B,E01001837,77,55,59,3,66,6,2,4,859,15,51,521
2021,Hackney 019E,E01001838,48,141,85,4,69,22,5,2,673,43,52,202
2021,Hackney 023C,E01001839,150,148,72,3,112,15,4,8,1534,42,123,857
2021,Hackney 022B,E01001840,57,101,88,4,54,16,2,2,723,33,67,299
2021,Hackney 022C,E01001841,30,53,84,2,41,9,8,5,622,20,54,316
2021,Hackney 023D,E01001842,56,124,66,2,65,9,6,5,793,26,47,387
2021,Hackney 023E,E01001843,48,60,53,6,58,8,5,1,613,23,35,316
2021,Hackney 022D,E01001844,97,67,83,4,90,2,6,9,997,35,75,529
2021,Hackney 022E,E01001845,37,97,100,6,65,10,5,1,688,42,77,248
2021,Hackney 018A,E01001846,50,77,70,3,29,10,6,4,530,31,55,195
2021,Hackney 018B,E01001847,63,76,73,4,37,4,12,10,734,30,58,367
2021,Hackney 018C,E01001848,64,95,115,5,72,14,8,8,859,54,72,352
2021,Hackney 018D,E01001849,118,98,132,8,77,16,7,13,1418,56,155,738
2021,Hackney 019F,E01001850,55,125,88,4,64,4,6,6,724,66,88,218
2021,Hammersmith and Fulham 010A,E01001851,34,29,22,5,59,4,2,5,784,12,77,535
2021,Hammersmith and Fulham 007A,E01001852,50,61,53,9,90,9,3,4,1051,19,124,629
2021,Hammersmith and Fulham 007B,E01001853,51,48,61,7,69,3,2,2,878,19,119,497
2021,Hammersmith and Fulham 007C,E01001854,53,101,42,0,118,11,4,5,1067,20,155,558
2021,Hammersmith and Fulham 010B,E01001855,46,48,48,10,88,5,3,5,1029,23,105,648
2021,Hammersmith and Fulham 010C,E01001856,42,73,60,3,91,5,3,1,859,15,97,469
2021,Hammersmith and Fulham 007D,E01001857,22,93,60,7,88,14,3,4,733,26,101,315
2021,Hammersmith and Fulham 006A,E01001858,51,104,67,6,90,13,3,4,889,21,87,443
2021,Hammersmith and Fulham 008A,E01001859,99,153,158,14,108,22,13,8,1444,32,166,671
2021,Hammersmith and Fulham 006B,E01001860,56,118,100,12,106,15,5,7,908,27,121,341
2021,Hammersmith and Fulham 006C,E01001861,49,87,80,10,68,5,3,1,715,17,78,317
2021,Hammersmith and Fulham 005A,E01001862,52,90,94,14,74,14,8,10,967,30,115,466
2021,Hammersmith and Fulham 006D,E01001863,44,64,60,9,71,7,10,5,829,15,85,459
2021,Hammersmith and Fulham 006E,E01001864,40,78,84,22,60,4,1,8,833,22,88,426
2021,Hammersmith and Fulham 008B,E01001865,65,38,72,7,62,8,9,3,875,11,93,507
2021,Hammersmith and Fulham 012A,E01001866,36,102,37,5,86,9,4,5,780,15,56,425
2021,Hammersmith and Fulham 012B,E01001867,19,42,30,3,44,9,2,1,541,16,65,310
2021,Hammersmith and Fulham 012C,E01001868,38,81,59,5,95,5,4,4,595,23,94,187
2021,Hammersmith and Fulham 010D,E01001869,29,22,37,3,49,9,5,2,661,4,58,443
2021,Hammersmith and Fulham 012D,E01001870,46,76,50,12,105,10,4,6,1015,29,141,536
2021,Hammersmith and Fulham 012E,E01001871,38,39,49,8,64,9,6,7,789,14,96,459
2021,Hammersmith and Fulham 012F,E01001872,43,42,51,7,59,9,3,0,830,9,96,511
2021,Hammersmith and Fulham 010E,E01001873,39,56,62,7,93,9,5,6,791,28,78,408
2021,Hammersmith and Fulham 001B,E01001875,44,105,116,10,84,9,7,5,791,43,151,217
2021,Hammersmith and Fulham 001C,E01001876,48,200,97,21,230,21,4,7,1037,47,129,233
2021,Hammersmith and Fulham 001D,E01001877,68,107,100,11,49,10,4,6,722,28,103,236
2021,Hammersmith and Fulham 001E,E01001878,18,81,133,9,61,6,9,6,716,39,150,204
2021,Hammersmith and Fulham 019A,E01001879,43,67,67,13,100,10,3,3,792,12,68,406
2021,Hammersmith and Fulham 017A,E01001880,43,59,65,13,83,7,6,7,866,17,105,461
2021,Hammersmith and Fulham 017B,E01001881,42,73,88,5,105,10,2,8,1149,21,133,662
2021,Hammersmith and Fulham 017C,E01001882,45,65,65,3,76,7,4,3,1022,13,100,641
2021,Hammersmith and Fulham 017D,E01001883,34,37,64,12,75,10,8,6,1027,15,156,610
2021,Hammersmith and Fulham 017E,E01001884,46,73,59,14,123,13,1,6,960,26,132,467
2021,Hammersmith and Fulham 015A,E01001885,31,106,59,11,106,5,3,5,545,17,69,133
2021,Hammersmith and Fulham 016A,E01001886,39,94,73,2,80,13,8,4,779,12,75,379
2021,Hammersmith and Fulham 016B,E01001887,41,78,76,12,99,10,2,3,725,17,78,309
2021,Hammersmith and Fulham 018A,E01001888,47,44,60,10,73,13,2,3,865,15,76,522
2021,Hammersmith and Fulham 014A,E01001889,34,34,56,11,69,4,4,6,836,15,97,506
2021,Hammersmith and Fulham 016C,E01001890,65,162,67,5,217,15,2,5,1047,18,121,370
2021,Hammersmith and Fulham 018B,E01001891,66,72,84,11,141,7,6,9,1502,14,171,921
2021,Hammersmith and Fulham 016D,E01001892,52,47,63,8,83,9,7,2,663,12,83,297
2021,Hammersmith and Fulham 013A,E01001893,38,70,62,4,106,17,1,5,741,29,100,309
2021,Hammersmith and Fulham 013B,E01001894,41,59,52,3,77,17,4,6,774,20,127,368
2021,Hammersmith and Fulham 009A,E01001895,56,41,65,7,63,5,2,3,812,20,93,457
2021,Hammersmith and Fulham 009B,E01001896,24,50,62,10,75,10,6,4,806,24,103,438
2021,Hammersmith and Fulham 009C,E01001897,41,29,53,5,54,5,3,6,684,16,64,408
2021,Hammersmith and Fulham 013C,E01001898,51,57,66,10,91,7,8,5,1176,23,177,681
2021,Hammersmith and Fulham 013D,E01001899,47,77,65,6,102,6,5,4,823,22,121,368
2021,Hammersmith and Fulham 013E,E01001900,24,90,61,8,112,11,0,4,808,20,118,360
2021,Hammersmith and Fulham 019B,E01001901,54,49,60,7,49,8,5,5,941,10,83,611
2021,Hammersmith and Fulham 019C,E01001902,60,72,72,12,90,11,6,8,1038,16,106,585
2021,Hammersmith and Fulham 019D,E01001903,43,80,62,2,87,9,2,1,757,14,67,390
2021,Hammersmith and Fulham 022A,E01001904,60,45,68,14,57,6,5,5,1005,9,85,651
2021,Hammersmith and Fulham 022B,E01001905,40,44,68,11,58,4,4,1,919,7,80,602
2021,Hammersmith and Fulham 022C,E01001906,42,44,70,11,60,4,4,7,882,12,90,538
2021,Hammersmith and Fulham 022D,E01001907,40,28,40,6,51,6,3,5,702,10,59,454
2021,Hammersmith and Fulham 015B,E01001908,55,37,49,6,67,4,4,7,925,18,171,507
2021,Hammersmith and Fulham 015C,E01001909,57,61,89,13,98,18,3,3,1035,24,126,543
2021,Hammersmith and Fulham 014B,E01001910,45,30,36,6,61,10,2,1,832,22,138,481
2021,Hammersmith and Fulham 015D,E01001911,32,86,90,11,103,13,3,5,739,27,114,255
2021,Hammersmith and Fulham 015E,E01001912,17,102,71,8,96,8,5,2,581,32,69,171
2021,Hammersmith and Fulham 014C,E01001913,54,26,39,2,63,5,1,0,966,11,124,641
2021,Hammersmith and Fulham 014D,E01001914,46,56,44,3,93,13,7,8,947,17,181,479
2021,Hammersmith and Fulham 024A,E01001915,32,32,62,9,45,6,3,7,741,14,69,462
2021,Hammersmith and Fulham 024B,E01001916,39,15,31,3,32,5,2,4,557,5,55,366
2021,Hammersmith and Fulham 018C,E01001917,41,45,64,11,62,9,2,6,733,16,48,429
2021,Hammersmith and Fulham 018D,E01001918,49,64,64,10,65,10,4,6,825,10,55,488
2021,Hammersmith and Fulham 018E,E01001919,68,33,58,9,47,5,9,6,769,7,65,462
2021,Hammersmith and Fulham 020A,E01001920,35,55,50,11,93,12,6,4,733,26,89,352
2021,Hammersmith and Fulham 020B,E01001921,31,34,51,13,68,4,5,7,781,10,75,483
2021,Hammersmith and Fulham 020C,E01001922,28,22,50,9,70,8,5,11,848,10,89,546
2021,Hammersmith and Fulham 020D,E01001923,41,44,48,9,63,12,1,5,845,21,83,518
2021,Hammersmith and Fulham 020E,E01001924,30,27,46,6,48,5,5,9,858,12,84,586
2021,Hammersmith and Fulham 025A,E01001925,29,23,49,7,51,6,5,10,776,19,69,508
2021,Hammersmith and Fulham 024C,E01001926,32,21,48,10,37,6,2,5,778,9,91,517
2021,Hammersmith and Fulham 008C,E01001927,44,14,51,7,38,12,3,5,636,4,57,401
2021,Hammersmith and Fulham 011A,E01001928,45,47,64,2,68,9,5,2,846,20,93,491
2021,Hammersmith and Fulham 009D,E01001929,34,20,36,8,45,6,0,2,726,9,81,485
2021,Hammersmith and Fulham 008D,E01001930,46,28,74,5,70,13,7,4,810,19,106,438
2021,Hammersmith and Fulham 011B,E01001931,41,55,42,4,53,7,1,3,771,14,104,447
2021,Hammersmith and Fulham 011C,E01001932,51,46,64,6,85,6,6,3,933,15,155,496
2021,Hammersmith and Fulham 011D,E01001933,30,42,58,8,52,6,3,1,778,12,89,477
2021,Hammersmith and Fulham 025B,E01001934,54,64,109,13,112,18,11,7,940,29,79,444
2021,Hammersmith and Fulham 023A,E01001935,58,44,86,18,122,5,2,9,1159,24,109,682
2021,Hammersmith and Fulham 025C,E01001937,48,45,73,10,81,12,6,11,980,14,80,600
2021,Hammersmith and Fulham 025D,E01001938,40,114,80,11,83,6,3,4,806,29,57,379
2021,Hammersmith and Fulham 005B,E01001940,37,66,69,18,97,11,3,5,783,22,94,361
2021,Hammersmith and Fulham 005C,E01001941,69,98,62,11,112,7,3,5,1031,27,154,483
2021,Hammersmith and Fulham 005D,E01001942,60,115,76,17,98,20,5,5,1113,31,151,535
2021,Hammersmith and Fulham 004A,E01001943,47,110,84,13,132,27,8,7,1224,38,180,578
2021,Hammersmith and Fulham 004B,E01001944,25,107,83,5,83,11,4,3,655,32,83,219
2021,Hammersmith and Fulham 004C,E01001945,61,49,77,13,92,23,5,3,954,23,116,492
2021,Hammersmith and Fulham 004D,E01001946,57,68,77,8,91,18,6,6,1097,43,160,563
2021,Hammersmith and Fulham 021A,E01001947,23,93,62,7,104,6,5,3,616,27,77,209
2021,Hammersmith and Fulham 021B,E01001948,38,35,66,11,85,6,4,7,1078,18,127,681
2021,Hammersmith and Fulham 021C,E01001949,30,35,56,6,45,3,1,5,891,11,81,618
2021,Hammersmith and Fulham 021D,E01001950,43,19,52,8,48,3,2,6,836,11,79,565
2021,Hammersmith and Fulham 021E,E01001951,29,42,54,9,70,7,5,1,881,15,100,549
2021,Hammersmith and Fulham 024D,E01001952,52,95,69,10,100,14,2,4,1107,20,126,615
2021,Hammersmith and Fulham 021F,E01001953,29,81,61,4,109,4,4,6,854,25,98,433
2021,Hammersmith and Fulham 003A,E01001954,41,65,84,6,88,2,6,6,731,20,80,333
2021,Hammersmith and Fulham 002A,E01001955,50,124,127,13,127,12,6,4,967,35,108,361
2021,Hammersmith and Fulham 003B,E01001956,46,87,85,6,78,7,6,6,732,18,90,303
2021,Hammersmith and Fulham 002B,E01001957,29,98,82,6,91,5,10,2,619,32,112,152
2021,Hammersmith and Fulham 002C,E01001958,26,145,114,7,120,12,1,8,751,40,107,171
2021,Hammersmith and Fulham 003C,E01001959,43,90,118,9,72,15,12,4,780,28,122,267
2021,Hammersmith and Fulham 003D,E01001960,68,78,93,11,122,4,3,15,1092,39,123,536
2021,Hammersmith and Fulham 002D,E01001961,18,105,92,6,99,10,7,4,605,47,92,125
2021,Haringey 004A,E01001962,28,46,118,1,28,7,10,3,820,14,84,481
2021,Haringey 009A,E01001963,25,32,113,3,40,4,11,0,923,8,65,622
2021,Haringey 009B,E01001964,28,45,101,5,37,3,7,2,835,27,95,485
2021,Haringey 009C,E01001965,34,28,97,5,37,7,7,4,830,22,54,535
2021,Haringey 009D,E01001966,27,20,90,5,24,2,6,1,706,15,46,470
2021,Haringey 014A,E01001967,23,28,85,3,35,8,4,7,755,14,47,501
2021,Haringey 014B,E01001968,23,58,126,7,47,5,3,6,908,8,101,524
2021,Haringey 001A,E01001969,42,107,153,7,44,20,12,3,996,58,186,364
2021,Haringey 004B,E01001970,20,94,196,11,46,17,19,9,1009,48,234,315
2021,Haringey 001B,E01001971,23,125,153,5,65,15,13,8,855,46,154,248
2021,Haringey 004C,E01001972,24,97,133,1,50,10,15,4,821,30,121,336
2021,Haringey 004D,E01001973,29,99,257,9,52,13,16,6,1246,35,206,524
2021,Haringey 001C,E01001974,36,111,178,7,54,9,11,5,1293,55,283,544
2021,Haringey 001D,E01001975,36,123,169,3,43,23,10,8,1038,39,224,360
2021,Haringey 011A,E01001976,21,150,172,10,58,14,26,6,907,57,154,239
2021,Haringey 011B,E01001977,27,127,135,12,47,12,9,6,741,44,134,188
2021,Haringey 011C,E01001978,30,194,139,6,63,10,11,9,906,47,228,169
2021,Haringey 011D,E01001979,35,215,150,13,75,13,11,2,1098,66,228,290
2021,Haringey 018A,E01001980,38,139,172,6,52,9,16,2,950,32,169,315
2021,Haringey 018B,E01001981,45,184,141,11,39,15,30,4,999,48,242,240
2021,Haringey 018C,E01001982,44,119,118,8,50,12,12,6,913,40,206,298
2021,Haringey 018D,E01001983,44,110,123,14,54,10,12,6,878,35,152,318
2021,Haringey 033A,E01001984,39,51,113,3,54,6,6,4,1005,18,91,620
2021,Haringey 033B,E01001985,28,33,94,6,31,3,4,3,903,9,82,610
2021,Haringey 034A,E01001986,36,36,85,4,36,9,4,3,860,18,79,550
2021,Haringey 033C,E01001987,44,22,67,6,36,8,7,4,973,11,94,674
2021,Haringey 034B,E01001988,46,45,93,5,48,7,0,6,1001,11,122,618
2021,Haringey 033D,E01001989,26,31,84,9,56,4,1,7,932,15,60,639
2021,Haringey 034C,E01001990,49,95,112,11,106,15,4,4,1303,19,146,742
2021,Haringey 017A,E01001991,42,51,90,3,63,3,6,1,914,14,87,554
2021,Haringey 017B,E01001992,31,31,93,4,34,5,5,4,858,8,96,547
2021,Haringey 017C,E01001993,30,18,77,5,22,3,7,4,799,7,54,572
2021,Haringey 030A,E01001994,19,41,132,8,34,12,13,5,949,10,129,546
2021,Haringey 017D,E01001995,26,111,281,14,59,21,20,15,1263,20,132,564
2021,Haringey 014C,E01001996,25,63,105,3,48,6,3,2,774,3,64,452
2021,Haringey 014D,E01001997,25,84,112,6,47,15,7,2,987,9,126,554
2021,Haringey 023A,E01001998,49,114,101,9,66,9,7,5,1185,27,224,574
2021,Haringey 023B,E01001999,56,215,105,6,78,13,11,7,1338,39,213,595
2021,Haringey 031A,E01002000,73,103,100,10,39,14,9,2,1076,54,135,537
2021,Haringey 031B,E01002001,59,78,76,11,39,19,1,3,1036,38,128,584
2021,Haringey 031C,E01002002,65,98,79,11,54,13,8,4,1009,46,161,470
2021,Haringey 023C,E01002003,53,201,150,11,81,12,32,0,1414,73,323,478
