date,geography,geography code,Method of travel to workplace: Bicycle,"Method of travel to workplace: Bus, minibus or coach",Method of travel to workplace: Driving a car or van,"Method of travel to workplace: Motorcycle, scooter or moped",Method of travel to workplace: On foot,Method of travel to workplace: Other method of travel to work,Method of travel to workplace: Passenger in a car or van,Method of travel to workplace: Taxi,Method of travel to workplace: Total: All usual residents aged 16 years and over in employment the week before the census,Method of travel to workplace: Train,"Method of travel to workplace: Underground, metro, light rail, tram",Method of travel to workplace: Work mainly at or from home
2021,Kensington and Chelsea 006C,E01002884,28,29,24,13,57,5,8,9,734,10,112,439
2021,Kensington and Chelsea 006D,E01002885,29,43,37,4,67,12,6,3,845,8,103,533
2021,Kensington and Chelsea 006E,E01002886,19,30,34,5,47,10,7,15,690,5,62,456
2021,Kensington and Chelsea 010A,E01002887,12,17,24,1,41,5,2,16,579,6,62,393
2021,Kensington and Chelsea 013E,E01002888,26,18,38,5,63,13,5,14,752,6,81,483
2021,Kensington and Chelsea 010B,E01002889,15,19,55,17,50,6,10,7,671,14,39,439
2021,Kensington and Chelsea 010C,E01002890,20,16,37,7,44,5,3,16,581,4,45,384
2021,Kensington and Chelsea 010D,E01002891,18,15,42,3,60,7,5,17,587,5,47,368
2021,Kensington and Chelsea 010E,E01002892,20,15,32,3,62,9,4,11,633,3,57,417
2021,Kensington and Chelsea 017C,E01002893,28,38,35,7,114,16,4,9,871,10,94,516
2021,Kensington and Chelsea 017D,E01002894,20,17,26,4,46,8,4,5,697,12,79,476
2021,Kensington and Chelsea 020C,E01002896,43,26,44,10,63,8,2,9,892,11,72,604
2021,Kensington and Chelsea 020D,E01002897,25,35,58,7,76,19,11,6,856,11,69,539
2021,Kensington and Chelsea 017E,E01002898,22,13,48,18,46,12,3,8,731,15,51,495
2021,Kensington and Chelsea 018A,E01002899,19,39,37,0,70,10,6,6,550,8,36,319
2021,Kensington and Chelsea 018B,E01002900,52,66,84,3,83,7,5,25,1023,2,54,642
2021,Kensington and Chelsea 018C,E01002901,13,9,27,3,42,12,2,5,418,3,32,270
2021,Kensington and Chelsea 018D,E01002902,13,18,42,4,78,7,7,17,640,7,66,381
2021,Kensington and Chelsea 018E,E01002903,15,23,39,1,37,6,3,15,626,8,36,443
2021,Kensington and Chelsea 002A,E01002904,22,77,94,6,69,7,9,4,463,17,35,123
2021,Kensington and Chelsea 002B,E01002905,18,79,120,9,65,8,13,12,646,14,71,237
2021,Kensington and Chelsea 002C,E01002906,38,108,99,5,104,13,6,8,779,16,62,320
2021,Kensington and Chelsea 002D,E01002907,10,83,83,5,55,4,10,5,410,12,31,112
2021,Kensington and Chelsea 003D,E01002908,29,61,88,11,58,5,7,3,692,15,78,337
2021,Kensington and Chelsea 003E,E01002909,40,82,119,8,124,24,16,16,1190,35,111,615
2021,Kensington and Chelsea 019C,E01002910,25,22,36,6,58,12,3,9,638,4,47,416
2021,Kensington and Chelsea 019D,E01002911,13,15,46,6,66,10,10,13,678,10,50,439
2021,Kensington and Chelsea 020E,E01002912,17,54,41,13,169,8,3,7,813,9,56,436
2021,Kensington and Chelsea 021E,E01002913,20,55,65,13,83,9,5,6,873,10,61,546
2021,Kensington and Chelsea 019E,E01002914,7,25,43,4,49,11,8,18,548,3,32,348
2021,Kingston upon Thames 014A,E01002915,12,31,262,8,24,8,12,1,632,33,10,231
2021,Kingston upon Thames 014B,E01002916,19,28,201,8,26,6,11,1,677,45,17,315
2021,Kingston upon Thames 014C,E01002917,28,29,235,5,27,6,13,1,692,23,10,315
2021,Kingston upon Thames 017A,E01002918,23,85,404,7,58,12,26,5,948,66,14,248
2021,Kingston upon Thames 017B,E01002919,22,158,331,10,63,14,32,3,974,60,16,265
2021,Kingston upon Thames 014D,E01002920,30,29,209,6,30,8,15,2,789,33,6,421
2021,Kingston upon Thames 011A,E01002921,39,95,183,6,73,20,16,1,1075,106,32,504
2021,Kingston upon Thames 010A,E01002922,28,32,164,2,34,6,11,2,829,38,6,506
2021,Kingston upon Thames 013A,E01002923,19,90,177,6,96,11,13,4,776,67,16,277
2021,Kingston upon Thames 014E,E01002924,21,18,133,3,41,5,11,0,720,27,8,453
2021,Kingston upon Thames 013B,E01002925,35,51,203,8,78,5,15,3,1005,66,10,531
2021,Kingston upon Thames 010B,E01002926,29,45,186,6,38,6,15,0,822,56,3,438
2021,Kingston upon Thames 008A,E01002927,26,56,220,10,39,5,16,1,803,33,21,376
2021,Kingston upon Thames 008B,E01002928,23,96,212,8,92,13,13,0,921,61,26,377
2021,Kingston upon Thames 007A,E01002929,26,19,138,4,41,5,10,2,797,51,21,480
2021,Kingston upon Thames 007B,E01002930,34,87,199,14,69,16,14,3,1049,99,33,481
2021,Kingston upon Thames 007C,E01002931,17,54,189,1,65,8,10,0,978,68,23,543
2021,Kingston upon Thames 006A,E01002932,27,113,278,10,71,12,24,8,839,32,20,244
2021,Kingston upon Thames 004A,E01002933,35,61,172,2,91,7,16,2,967,53,14,514
2021,Kingston upon Thames 004B,E01002934,58,19,155,7,73,5,6,0,955,63,15,554
2021,Kingston upon Thames 003A,E01002935,47,76,163,13,146,13,11,3,1050,70,15,493
2021,Kingston upon Thames 004D,E01002937,33,30,120,9,75,12,8,1,950,48,10,604
2021,Kingston upon Thames 003B,E01002938,40,42,164,8,70,6,11,0,1001,46,13,601
2021,Kingston upon Thames 018A,E01002939,20,73,320,18,76,9,16,2,838,39,9,256
2021,Kingston upon Thames 020A,E01002940,13,68,331,7,50,10,34,4,808,44,10,237
2021,Kingston upon Thames 018B,E01002941,15,44,340,12,51,9,26,4,838,43,9,285
2021,Kingston upon Thames 018C,E01002942,17,37,284,5,51,6,12,1,684,32,7,232
2021,Kingston upon Thames 020B,E01002943,14,54,329,7,56,11,38,3,759,22,7,218
2021,Kingston upon Thames 019A,E01002944,17,51,282,7,43,3,21,6,696,34,9,223
2021,Kingston upon Thames 019B,E01002945,18,61,373,13,42,9,17,1,895,57,7,297
2021,Kingston upon Thames 019C,E01002946,15,41,340,5,33,7,16,0,821,42,16,306
2021,Kingston upon Thames 019D,E01002947,12,42,404,10,58,6,25,0,884,36,6,285
2021,Kingston upon Thames 020C,E01002948,23,76,488,14,67,15,33,2,1144,45,6,375
2021,Kingston upon Thames 020D,E01002949,20,58,408,8,44,8,29,8,957,44,12,318
2021,Kingston upon Thames 020E,E01002950,17,48,360,4,62,10,24,2,830,42,4,257
2021,Kingston upon Thames 003C,E01002951,23,34,116,9,78,8,4,2,735,22,11,428
2021,Kingston upon Thames 002A,E01002952,4,11,110,5,17,7,4,0,563,17,16,372
2021,Kingston upon Thames 002B,E01002953,12,30,135,9,22,2,9,0,594,34,17,324
2021,Kingston upon Thames 003D,E01002954,15,64,116,7,180,8,6,0,662,41,15,210
2021,Kingston upon Thames 002C,E01002955,22,85,186,12,13,10,11,1,716,12,34,330
2021,Kingston upon Thames 002D,E01002956,11,47,154,5,22,8,9,2,529,18,9,244
2021,Kingston upon Thames 003E,E01002957,30,102,181,18,112,4,17,4,761,34,25,234
2021,Kingston upon Thames 008C,E01002958,27,34,174,5,33,4,17,0,919,84,25,516
2021,Kingston upon Thames 002E,E01002959,17,10,136,3,21,2,4,0,615,31,11,380
2021,Kingston upon Thames 006B,E01002960,25,39,206,4,82,6,12,0,802,35,10,383
2021,Kingston upon Thames 008D,E01002961,21,35,173,4,44,8,6,1,839,35,20,492
2021,Kingston upon Thames 006C,E01002962,28,71,244,5,80,10,14,1,767,37,19,258
2021,Kingston upon Thames 007D,E01002963,25,66,180,10,82,5,10,2,962,117,28,437
2021,Kingston upon Thames 005A,E01002964,42,113,188,12,188,8,11,3,1127,62,18,482
2021,Kingston upon Thames 009A,E01002965,24,91,183,4,154,13,11,3,1207,82,24,618
2021,Kingston upon Thames 010C,E01002966,43,32,189,9,99,8,4,1,1057,45,20,607
2021,Kingston upon Thames 009B,E01002967,21,44,140,8,84,7,5,0,1105,82,17,697
2021,Kingston upon Thames 009C,E01002968,45,144,202,8,217,17,10,9,1495,108,31,704
2021,Kingston upon Thames 005B,E01002969,18,114,204,10,100,10,4,8,643,41,10,124
2021,Kingston upon Thames 006D,E01002970,39,113,232,10,138,8,18,1,895,46,13,277
2021,Kingston upon Thames 005C,E01002971,41,69,163,2,99,6,12,3,965,42,18,510
2021,Kingston upon Thames 005D,E01002972,26,107,161,11,173,8,9,4,1036,72,23,442
2021,Kingston upon Thames 006E,E01002973,36,97,238,9,78,7,22,6,692,34,11,154
2021,Kingston upon Thames 005E,E01002974,28,84,163,6,95,9,12,4,963,52,20,490
2021,Kingston upon Thames 012A,E01002975,8,47,237,3,28,10,27,0,672,40,12,260
2021,Kingston upon Thames 015A,E01002976,15,33,286,4,36,13,25,4,889,70,18,385
2021,Kingston upon Thames 012B,E01002977,19,50,277,3,48,11,16,4,750,54,16,252
2021,Kingston upon Thames 015B,E01002978,17,37,261,4,34,10,13,5,904,80,25,418
2021,Kingston upon Thames 015C,E01002979,16,28,202,5,19,10,20,3,729,60,11,355
2021,Kingston upon Thames 012C,E01002980,7,36,241,2,28,9,13,2,658,40,10,270
2021,Kingston upon Thames 012D,E01002981,14,45,254,3,30,13,17,3,756,31,17,329
2021,Kingston upon Thames 015D,E01002982,10,42,252,4,35,8,18,2,694,39,21,263
2021,Kingston upon Thames 015E,E01002983,11,23,251,6,32,9,17,2,814,52,17,394
2021,Kingston upon Thames 012E,E01002984,12,51,155,5,37,9,11,2,610,47,9,272
2021,Kingston upon Thames 007E,E01002985,23,80,255,9,78,6,20,5,854,65,29,284
2021,Kingston upon Thames 008E,E01002986,15,29,188,1,24,6,5,0,577,24,7,278
2021,Kingston upon Thames 011B,E01002987,36,79,173,14,96,16,11,2,1185,109,20,629
2021,Kingston upon Thames 011C,E01002988,17,39,113,6,56,4,7,1,820,58,7,512
2021,Kingston upon Thames 011D,E01002989,41,32,143,11,62,7,9,2,1244,111,18,808
2021,Kingston upon Thames 009D,E01002990,26,67,197,3,89,2,10,0,1127,90,17,626
2021,Kingston upon Thames 009E,E01002991,25,40,132,7,82,7,11,1,912,72,7,528
2021,Kingston upon Thames 010D,E01002992,16,47,122,3,59,9,17,2,657,48,9,325
2021,Kingston upon Thames 013C,E01002993,37,65,173,10,45,5,14,1,938,70,14,504
2021,Kingston upon Thames 016A,E01002994,9,42,151,1,34,8,8,4,709,30,10,412
2021,Kingston upon Thames 013D,E01002995,17,21,132,2,29,4,6,0,820,64,3,542
2021,Kingston upon Thames 016B,E01002996,23,51,184,13,52,5,9,1,810,45,7,420
2021,Kingston upon Thames 016C,E01002997,25,34,143,5,38,7,9,2,847,49,6,529
2021,Kingston upon Thames 016D,E01002998,24,66,198,8,59,4,16,6,789,45,10,353
2021,Kingston upon Thames 013E,E01002999,22,76,171,5,64,8,9,1,914,76,16,466
2021,Kingston upon Thames 017C,E01003000,13,60,313,7,62,9,23,5,920,49,17,362
2021,Kingston upon Thames 017D,E01003001,17,84,372,7,71,8,26,3,991,63,10,330
2021,Kingston upon Thames 016E,E01003002,29,91,298,8,70,8,20,1,972,43,18,386
2021,Kingston upon Thames 017E,E01003003,27,99,256,14,72,9,20,0,868,58,15,298
2021,Kingston upon Thames 018D,E01003004,26,53,311,14,68,9,27,4,871,38,11,310
2021,Kingston upon Thames 018E,E01003005,18,44,380,12,42,6,20,2,817,28,11,254
2021,Kingston upon Thames 001A,E01003006,34,24,145,2,29,10,9,2,708,15,15,423
2021,Kingston upon Thames 001B,E01003007,29,31,154,6,37,6,7,2,740,22,13,433
2021,Kingston upon Thames 001C,E01003008,24,19,116,9,35,9,10,1,682,29,12,418
2021,Kingston upon Thames 001D,E01003009,59,46,216,12,66,4,14,3,964,22,13,509
2021,Kingston upon Thames 001E,E01003010,42,22,104,7,56,8,4,1,738,30,12,452
2021,Kingston upon Thames 004E,E01003011,29,24,103,5,71,5,7,3,794,32,11,504
2021,Lambeth 036A,E01003013,39,60,27,4,117,10,3,8,934,32,83,551
2021,Lambeth 036B,E01003014,34,100,58,9,82,9,3,2,720,27,75,321
2021,Lambeth 002A,E01003015,50,150,67,7,105,14,2,8,886,24,70,389
2021,Lambeth 036C,E01003016,25,34,31,2,77,8,6,5,527,19,49,271
2021,Lambeth 036D,E01003017,63,67,57,2,114,16,6,4,843,35,82,397
2021,Lambeth 020A,E01003018,88,109,83,5,58,6,2,4,1452,21,142,934
2021,Lambeth 015A,E01003019,82,73,62,4,66,18,3,4,1461,36,149,964
2021,Lambeth 016A,E01003020,75,86,63,4,57,10,4,1,1119,21,110,688
2021,Lambeth 021A,E01003021,45,116,133,4,52,11,6,6,826,37,74,342
2021,Lambeth 021B,E01003022,63,83,91,10,48,9,7,7,1047,16,85,628
2021,Lambeth 021C,E01003023,97,211,126,20,92,26,5,7,1668,48,220,816
2021,Lambeth 021D,E01003024,58,230,122,6,51,7,8,2,1022,43,122,373
2021,Lambeth 021E,E01003025,78,178,144,17,58,9,8,7,1194,29,131,535
2021,Lambeth 019A,E01003026,52,20,73,5,39,16,0,1,1041,16,111,708
2021,Lambeth 019B,E01003027,44,10,49,2,28,4,4,3,868,14,101,609
2021,Lambeth 019C,E01003028,38,54,67,6,33,13,3,7,911,15,87,588
2021,Lambeth 017A,E01003029,53,74,77,7,71,11,4,9,1248,21,159,762
2021,Lambeth 019D,E01003030,47,17,61,3,43,8,0,5,1263,23,180,876
2021,Lambeth 023A,E01003031,58,76,68,5,39,6,17,2,976,24,130,551
2021,Lambeth 017B,E01003032,29,94,77,1,52,9,3,7,1007,31,144,560
2021,Lambeth 019E,E01003033,45,42,68,7,42,5,3,8,933,20,91,602
2021,Lambeth 012A,E01003034,66,82,94,10,62,9,4,1,981,40,102,511
2021,Lambeth 012B,E01003035,61,72,38,6,45,11,1,8,1157,34,173,708
2021,Lambeth 012C,E01003036,64,88,88,2,59,7,5,11,1161,32,154,651
2021,Lambeth 013A,E01003037,35,134,67,11,47,12,4,0,772,40,54,368
2021,Lambeth 013B,E01003038,59,53,63,12,56,10,7,7,1159,15,140,737
2021,Lambeth 013C,E01003039,54,40,67,8,40,13,3,3,1406,21,171,986
2021,Lambeth 013D,E01003040,32,44,48,7,40,3,3,3,796,20,63,533
2021,Lambeth 017C,E01003041,35,113,63,5,45,3,2,3,835,36,162,368
2021,Lambeth 013E,E01003042,54,81,46,7,34,6,4,2,690,18,67,371
2021,Lambeth 018A,E01003043,56,53,88,3,38,8,2,2,1021,20,117,634
2021,Lambeth 018B,E01003044,25,106,74,3,54,5,5,7,648,29,77,263
2021,Lambeth 011A,E01003045,36,190,98,5,80,55,3,6,825,34,84,234
2021,Lambeth 009A,E01003046,50,198,104,5,80,11,5,8,843,39,81,262
2021,Lambeth 011B,E01003047,65,156,60,6,56,16,7,5,1059,28,169,491
2021,Lambeth 009B,E01003048,37,226,118,6,75,28,9,6,837,53,95,184
2021,Lambeth 011C,E01003049,65,169,79,10,63,9,3,0,946,29,135,384
2021,Lambeth 016B,E01003050,52,70,54,8,49,10,2,3,1086,18,160,660
2021,Lambeth 018C,E01003051,68,143,79,4,59,14,6,8,1312,71,214,646
2021,Lambeth 016C,E01003052,48,221,143,20,76,30,4,9,1054,38,157,308
2021,Lambeth 015B,E01003053,85,109,61,9,54,16,5,1,1292,41,172,739
2021,Lambeth 015C,E01003054,62,60,60,4,53,6,3,8,1727,38,252,1181
2021,Lambeth 016D,E01003055,62,88,59,4,38,5,5,5,1013,29,129,589
2021,Lambeth 015D,E01003056,55,76,72,10,37,8,4,6,1227,40,175,744
2021,Lambeth 017D,E01003057,61,85,81,5,65,8,3,4,946,22,146,466
2021,Lambeth 015E,E01003058,77,89,88,2,45,11,7,5,1418,23,212,859
2021,Lambeth 011D,E01003059,95,247,117,21,88,4,10,4,1263,62,158,457
2021,Lambeth 011E,E01003060,45,181,79,10,62,15,3,5,951,37,147,367
2021,Lambeth 011F,E01003061,58,142,44,5,37,14,3,3,846,31,117,392
2021,Lambeth 033A,E01003062,47,96,123,9,60,11,9,3,1165,102,51,654
2021,Lambeth 033B,E01003063,27,114,108,9,35,5,5,7,673,63,35,265
2021,Lambeth 028A,E01003064,42,49,91,4,42,7,7,5,851,40,57,507
2021,Lambeth 031A,E01003065,23,98,171,9,49,10,8,5,722,44,47,258
2021,Lambeth 028B,E01003066,54,118,120,10,58,15,11,5,895,85,47,372
2021,Lambeth 033C,E01003067,39,64,94,9,42,9,7,3,812,50,41,454
2021,Lambeth 031B,E01003068,35,74,121,12,41,11,7,3,778,66,31,377
2021,Lambeth 033D,E01003069,24,64,121,11,24,11,6,1,644,57,24,301
2021,Lambeth 033E,E01003070,22,76,124,4,25,8,9,2,714,126,36,282
2021,Lambeth 018D,E01003071,115,75,96,3,67,13,5,17,1522,67,111,953
2021,Lambeth 014A,E01003072,75,63,76,4,58,4,2,13,971,50,48,578
2021,Lambeth 014B,E01003073,54,94,74,5,59,4,5,7,822,58,46,416
2021,Lambeth 018E,E01003074,104,116,110,9,88,47,7,7,1567,83,119,877
2021,Lambeth 009C,E01003075,36,217,87,4,100,5,5,7,816,56,62,237
2021,Lambeth 014C,E01003076,99,266,143,8,190,13,7,6,1625,72,140,681
2021,Lambeth 014D,E01003077,100,149,65,7,133,9,6,4,1211,65,84,589
2021,Lambeth 014E,E01003078,65,56,76,1,58,5,7,7,935,36,50,574
2021,Lambeth 027A,E01003079,33,141,126,16,49,11,12,4,913,60,78,383
2021,Lambeth 027B,E01003080,39,99,132,2,35,5,6,4,926,60,55,489
2021,Lambeth 028C,E01003081,39,119,110,12,49,10,5,5,998,96,80,473
2021,Lambeth 031C,E01003082,21,92,111,5,29,7,3,1,684,70,39,306
2021,Lambeth 030A,E01003083,47,65,138,15,37,7,15,6,783,47,40,366
2021,Lambeth 030B,E01003084,49,86,88,2,38,4,3,5,864,64,33,492
2021,Lambeth 030C,E01003085,37,79,150,7,38,11,5,4,866,35,37,463
2021,Lambeth 031D,E01003086,27,152,163,8,50,8,9,3,777,33,48,276
2021,Lambeth 031E,E01003087,19,174,133,12,35,14,11,4,700,72,31,195
2021,Lambeth 010A,E01003088,55,99,73,8,45,11,10,3,972,35,143,490
2021,Lambeth 008A,E01003089,63,185,95,14,96,12,4,9,1075,51,157,389
2021,Lambeth 012D,E01003090,80,101,85,11,75,19,5,6,1691,44,256,1009
2021,Lambeth 008B,E01003091,78,145,87,10,86,3,10,4,1046,51,130,442
2021,Lambeth 008C,E01003092,65,186,119,13,86,11,14,3,1266,60,176,533
2021,Lambeth 010B,E01003093,51,187,101,7,91,16,8,3,1109,33,230,382
2021,Lambeth 010C,E01003094,57,73,57,9,40,6,2,5,938,23,108,558
2021,Lambeth 012E,E01003095,58,44,65,7,35,11,5,1,1073,33,121,693
2021,Lambeth 010D,E01003096,66,91,68,6,54,12,4,3,1461,44,216,897
2021,Lambeth 006A,E01003097,49,132,77,13,84,6,8,3,798,24,81,321
2021,Lambeth 005A,E01003098,60,72,62,3,72,8,1,0,855,37,93,447
2021,Lambeth 005B,E01003099,70,132,50,1,51,13,5,3,1002,43,120,514
2021,Lambeth 005C,E01003100,110,81,54,3,113,7,4,8,1551,48,153,970
2021,Lambeth 003A,E01003101,36,121,62,4,83,9,5,2,831,31,80,398
2021,Lambeth 004A,E01003102,58,69,50,9,77,12,1,7,1015,41,131,560
2021,Lambeth 004C,E01003104,59,129,53,11,72,14,2,6,1053,35,130,542
2021,Lambeth 003B,E01003105,45,123,72,8,109,15,4,5,886,42,92,371
2021,Lambeth 003C,E01003106,66,130,88,9,122,15,2,8,1178,35,116,587
2021,Lambeth 003D,E01003107,86,83,52,4,95,10,5,10,1228,22,130,731
2021,Lambeth 002B,E01003108,47,121,65,7,78,5,1,3,770,33,96,314
2021,Lambeth 002C,E01003110,79,96,57,4,123,10,3,8,1241,37,88,736
2021,Lambeth 002D,E01003111,51,185,93,16,74,8,6,6,834,50,86,259
2021,Lambeth 002E,E01003112,50,131,71,4,105,14,4,6,894,37,87,385
2021,Lambeth 032A,E01003113,39,142,123,14,53,7,5,4,1023,72,98,466
2021,Lambeth 032B,E01003114,91,144,128,17,53,16,8,5,1579,169,120,828
2021,Lambeth 034A,E01003115,44,115,118,7,47,3,5,3,926,109,59,416
2021,Lambeth 029A,E01003116,52,82,137,10,35,11,9,0,904,36,74,458
2021,Lambeth 029B,E01003117,58,174,99,4,56,14,8,3,1141,57,112,556
2021,Lambeth 029C,E01003118,35,124,115,10,56,5,4,1,954,34,76,494
2021,Lambeth 032C,E01003119,60,181,116,8,67,19,6,2,1211,70,119,563
2021,Lambeth 032D,E01003120,65,275,137,25,80,15,17,3,1461,102,178,564
2021,Lambeth 006B,E01003121,36,185,104,6,80,12,1,2,765,44,108,187
2021,Lambeth 004D,E01003122,56,129,80,9,71,10,3,11,1202,43,115,675
2021,Lambeth 006C,E01003123,80,79,69,8,62,29,8,5,1057,20,132,565
2021,Lambeth 006D,E01003124,44,112,74,9,64,6,5,4,760,28,128,286
2021,Lambeth 006E,E01003125,36,193,113,10,99,10,3,1,879,53,139,222
2021,Lambeth 008D,E01003126,57,129,73,13,79,11,2,0,963,54,188,357
2021,Lambeth 010E,E01003127,59,159,84,7,69,19,26,7,1297,58,200,609
2021,Lambeth 008E,E01003128,60,131,72,9,41,11,2,2,847,39,150,330
2021,Lambeth 004E,E01003129,77,169,76,7,85,11,7,6,1153,41,135,539
2021,Lambeth 026A,E01003130,50,163,96,13,44,5,3,3,1076,43,96,560
2021,Lambeth 026B,E01003131,73,133,111,11,42,10,10,3,1401,49,130,829
2021,Lambeth 024A,E01003132,31,107,93,10,39,10,4,3,671,35,68,271
2021,Lambeth 027C,E01003133,77,95,100,10,36,4,1,2,993,62,90,516
2021,Lambeth 027D,E01003134,41,87,111,11,38,6,5,4,880,45,74,458
2021,Lambeth 026C,E01003135,61,147,147,7,48,7,8,5,1092,66,82,514
2021,Lambeth 022A,E01003136,68,155,102,11,46,4,4,5,989,32,108,454
2021,Lambeth 022B,E01003137,51,212,90,8,30,7,16,1,833,19,94,305
2021,Lambeth 026D,E01003138,60,30,67,8,32,6,4,2,1007,34,59,705
2021,Lambeth 035A,E01003139,16,75,164,16,39,11,13,2,827,104,82,305
2021,Lambeth 035B,E01003140,20,83,167,10,26,16,6,4,741,105,49,255
2021,Lambeth 034B,E01003141,41,124,148,18,46,11,5,4,913,131,60,325
2021,Lambeth 035C,E01003142,24,64,149,13,32,13,12,2,710,83,61,257
2021,Lambeth 035D,E01003143,22,118,147,11,38,5,8,2,707,68,66,222
2021,Lambeth 034C,E01003144,30,54,132,5,27,9,7,5,836,75,55,437
2021,Lambeth 034D,E01003145,53,120,108,14,60,22,2,4,966,133,49,401
2021,Lambeth 035E,E01003146,33,130,149,9,33,18,6,3,900,115,73,331
2021,Lambeth 034E,E01003147,50,136,167,17,69,21,9,3,1156,140,83,461
2021,Lambeth 032E,E01003148,35,111,140,19,44,17,4,3,1091,75,62,581
2021,Lambeth 030D,E01003149,40,91,152,9,31,15,6,5,989,45,75,520
2021,Lambeth 032F,E01003150,44,173,164,9,56,15,4,4,1069,101,98,401
2021,Lambeth 026E,E01003151,49,196,120,13,72,8,3,1,985,48,80,395
2021,Lambeth 027E,E01003152,59,114,137,15,48,11,5,5,1160,57,89,620
2021,Lambeth 029D,E01003153,73,200,143,19,56,14,21,6,1554,83,156,783
2021,Lambeth 030E,E01003154,43,162,168,8,63,10,10,3,979,49,68,395
2021,Lambeth 029E,E01003155,51,139,129,19,63,16,6,4,1054,56,67,504
2021,Lambeth 023B,E01003156,36,53,102,4,53,4,8,8,988,25,110,585
2021,Lambeth 023C,E01003157,40,18,48,2,38,4,3,0,918,28,79,658
2021,Lambeth 023D,E01003158,49,17,69,4,43,9,5,1,1132,21,102,812
2021,Lambeth 022C,E01003159,56,150,119,7,55,10,9,5,1082,30,120,521
2021,Lambeth 022D,E01003160,43,179,108,2,42,5,4,4,832,26,136,283
2021,Lambeth 023E,E01003161,35,29,65,1,22,4,5,1,814,15,97,540
2021,Lambeth 022E,E01003162,40,282,138,13,63,13,9,6,969,34,121,250
2021,Lambeth 023F,E01003163,33,69,103,6,45,9,9,3,888,14,73,524
2021,Lambeth 025A,E01003164,53,195,137,16,48,10,7,5,1316,110,101,634
2021,Lambeth 025B,E01003165,36,63,108,4,43,2,6,2,854,50,38,502
2021,Lambeth 028D,E01003166,79,207,149,14,71,12,5,10,1485,116,116,706
2021,Lambeth 028E,E01003167,63,33,80,6,43,10,5,2,948,86,37,583
2021,Lambeth 025C,E01003168,32,140,134,3,50,8,6,1,766,84,30,278
2021,Lambeth 025D,E01003169,97,121,132,16,54,15,11,8,1410,76,81,799
2021,Lambeth 025E,E01003170,58,39,77,4,46,11,4,2,999,66,49,643
2021,Lambeth 020B,E01003171,76,105,84,5,39,12,2,2,1092,30,92,645
2021,Lambeth 024B,E01003172,54,134,122,5,47,13,8,4,968,39,93,449
2021,Lambeth 020C,E01003173,83,80,66,6,38,7,4,3,1011,27,111,586
2021,Lambeth 024C,E01003174,42,252,139,12,63,10,10,1,974,51,97,297
2021,Lambeth 024D,E01003175,38,165,111,9,42,9,5,16,767,28,77,267
2021,Lambeth 016E,E01003176,51,195,89,6,65,10,7,3,992,54,152,360
2021,Lambeth 020D,E01003177,79,102,55,8,37,8,3,4,1034,29,129,580
2021,Lambeth 020E,E01003178,57,69,73,5,44,4,1,2,1042,20,97,670
2021,Lambeth 024E,E01003179,35,193,99,9,35,9,5,2,776,40,142,207
2021,Lambeth 005D,E01003180,67,125,76,5,60,10,3,8,896,26,81,435
2021,Lambeth 007A,E01003181,48,125,81,7,66,12,3,5,835,24,94,370
2021,Lambeth 009D,E01003182,73,144,116,5,71,17,4,3,1012,39,71,469
2021,Lambeth 005E,E01003183,39,162,103,7,45,12,4,2,801,30,75,322
2021,Lambeth 007B,E01003184,53,163,87,8,43,10,6,5,715,26,86,228
2021,Lambeth 007C,E01003185,65,189,52,4,83,10,1,4,1184,31,140,605
2021,Lambeth 007D,E01003186,120,126,103,7,85,6,8,6,1597,35,144,957
2021,Lambeth 007E,E01003187,82,153,126,8,79,6,4,5,1357,40,121,733
2021,Lambeth 009E,E01003188,39,131,79,7,56,12,1,5,658,28,67,233
2021,Lewisham 034A,E01003189,18,103,246,12,61,3,24,4,754,62,28,193
2021,Lewisham 034B,E01003190,16,166,225,8,77,10,11,2,999,127,57,300
2021,Lewisham 034C,E01003191,19,102,198,11,61,15,13,7,807,107,23,251
2021,Lewisham 034D,E01003192,11,145,165,3,44,9,4,4,787,128,48,226
2021,Lewisham 029A,E01003193,19,88,180,6,47,7,12,2,815,104,29,321
2021,Lewisham 029B,E01003194,18,124,194,6,49,22,8,6,808,101,34,246
2021,Lewisham 029C,E01003195,20,81,202,7,33,8,6,7,820,81,28,347
2021,Lewisham 029D,E01003196,16,89,271,4,59,9,11,3,785,98,34,191
2021,Lewisham 029E,E01003197,16,98,212,5,48,13,16,2,707,83,23,191
2021,Lewisham 009A,E01003198,27,51,100,3,39,7,7,1,805,78,39,453
2021,Lewisham 007A,E01003199,38,59,99,5,42,4,8,2,1148,124,60,707
2021,Lewisham 009B,E01003200,35,35,87,3,42,2,2,2,872,93,30,541
2021,Lewisham 007B,E01003201,29,85,112,4,54,10,7,3,878,88,52,434
2021,Lewisham 009C,E01003202,31,23,105,9,47,7,3,0,875,111,32,507
2021,Lewisham 009D,E01003203,29,136,146,7,63,17,16,0,1013,113,54,432
2021,Lewisham 007C,E01003204,22,65,105,3,38,7,4,2,863,55,62,500
2021,Lewisham 007D,E01003205,16,88,66,1,42,10,4,2,695,63,45,358
2021,Lewisham 007E,E01003206,30,32,70,3,33,6,4,3,808,72,45,510
2021,Lewisham 005A,E01003207,51,141,106,8,58,8,9,3,1146,123,151,488
