date,geography,geography code,Schoolchild or full-time student indicator: Not a student,Schoolchild or full-time student indicator: Student,Schoolchild or full-time student indicator: Total
2021,Richmond upon Thames 009A,E01003892,1562,420,1982
2021,Richmond upon Thames 009B,E01003893,1295,275,1570
2021,Richmond upon Thames 009C,E01003894,1287,289,1576
2021,Richmond upon Thames 009D,E01003895,1276,406,1682
2021,Richmond upon Thames 014C,E01003896,1458,333,1791
2021,Richmond upon Thames 014D,E01003897,1438,405,1843
2021,Richmond upon Thames 015A,E01003898,1264,326,1590
2021,Richmond upon Thames 015B,E01003899,1072,327,1399
2021,Richmond upon Thames 015C,E01003900,1231,380,1611
2021,Richmond upon Thames 015D,E01003901,1220,430,1650
2021,Richmond upon Thames 015E,E01003902,971,336,1307
2021,Richmond upon Thames 015F,E01003903,1156,404,1560
2021,Richmond upon Thames 015G,E01003904,1139,375,1514
2021,Richmond upon Thames 010A,E01003905,973,234,1207
2021,Richmond upon Thames 010B,E01003906,1310,297,1607
2021,Richmond upon Thames 010C,E01003907,1227,360,1587
2021,Richmond upon Thames 010D,E01003908,1380,348,1728
2021,Richmond upon Thames 010E,E01003909,1225,331,1556
2021,Richmond upon Thames 011D,E01003910,1258,311,1569
2021,Southwark 020A,E01003911,1368,616,1984
2021,Southwark 019A,E01003912,1093,726,1819
2021,Southwark 024A,E01003913,1581,381,1962
2021,Southwark 024B,E01003914,1437,318,1755
2021,Southwark 024C,E01003915,1444,320,1764
2021,Southwark 020B,E01003916,1701,578,2279
2021,Southwark 020C,E01003917,1480,279,1759
2021,Southwark 020D,E01003918,1122,264,1386
2021,Southwark 021A,E01003919,1217,277,1494
2021,Southwark 021B,E01003920,1538,472,2010
2021,Southwark 021C,E01003921,1537,288,1825
2021,Southwark 021D,E01003922,1646,456,2102
2021,Southwark 017A,E01003923,1301,278,1579
2021,Southwark 021E,E01003924,1455,468,1923
2021,Southwark 020E,E01003925,1532,386,1918
2021,Southwark 021F,E01003926,1012,342,1354
2021,Southwark 002B,E01003929,1619,301,1920
2021,Southwark 034A,E01003930,1169,732,1901
2021,Southwark 034B,E01003932,1091,373,1464
2021,Southwark 034C,E01003933,1678,612,2290
2021,Southwark 002C,E01003934,1604,316,1920
2021,Southwark 002D,E01003935,721,517,1238
2021,Southwark 009A,E01003936,1034,546,1580
2021,Southwark 009B,E01003937,1154,343,1497
2021,Southwark 006A,E01003938,1193,557,1750
2021,Southwark 002E,E01003939,1288,627,1915
2021,Southwark 006B,E01003940,1093,431,1524
2021,Southwark 006C,E01003941,1579,321,1900
2021,Southwark 006D,E01003942,1099,701,1800
2021,Southwark 009C,E01003943,1051,394,1445
2021,Southwark 033A,E01003945,1290,316,1606
2021,Southwark 033B,E01003946,1351,433,1784
2021,Southwark 033C,E01003947,1017,483,1500
2021,Southwark 033D,E01003948,1341,291,1632
2021,Southwark 032A,E01003949,1455,308,1763
2021,Southwark 032B,E01003950,1386,485,1871
2021,Southwark 033E,E01003951,1038,395,1433
2021,Southwark 030A,E01003952,1270,278,1548
2021,Southwark 028A,E01003953,1665,229,1894
2021,Southwark 030B,E01003954,1203,247,1450
2021,Southwark 028B,E01003955,1484,265,1749
2021,Southwark 030C,E01003956,1393,279,1672
2021,Southwark 032C,E01003957,1350,298,1648
2021,Southwark 032D,E01003958,1443,373,1816
2021,Southwark 012A,E01003960,1292,420,1712
2021,Southwark 012B,E01003961,1472,499,1971
2021,Southwark 016A,E01003963,1188,445,1633
2021,Southwark 015B,E01003966,1580,460,2040
2021,Southwark 017B,E01003969,1930,441,2371
2021,Southwark 015D,E01003971,916,405,1321
2021,Southwark 016D,E01003972,1015,340,1355
2021,Southwark 016E,E01003973,1242,336,1578
2021,Southwark 004A,E01003975,1261,436,1697
2021,Southwark 036D,E01003976,1804,461,2265
2021,Southwark 010A,E01003977,1410,343,1753
2021,Southwark 006E,E01003979,1580,322,1902
2021,Southwark 013A,E01003980,1448,480,1928
2021,Southwark 006F,E01003981,1003,458,1461
2021,Southwark 018A,E01003983,1186,529,1715
2021,Southwark 023A,E01003984,1812,362,2174
2021,Southwark 011A,E01003986,1182,310,1492
2021,Southwark 011B,E01003987,1371,395,1766
2021,Southwark 018B,E01003988,1497,452,1949
2021,Southwark 018C,E01003989,1579,537,2116
2021,Southwark 018D,E01003990,1619,593,2212
2021,Southwark 017C,E01003991,945,261,1206
2021,Southwark 014A,E01003992,1077,440,1517
2021,Southwark 017D,E01003993,1366,563,1929
2021,Southwark 012E,E01003994,1499,260,1759
2021,Southwark 014B,E01003995,1086,212,1298
2021,Southwark 017E,E01003997,945,276,1221
2021,Southwark 014D,E01003998,1164,206,1370
2021,Southwark 014E,E01003999,1049,388,1437
2021,Southwark 026A,E01004000,1472,345,1817
2021,Southwark 026B,E01004001,1344,331,1675
2021,Southwark 029A,E01004002,1245,330,1575
2021,Southwark 023B,E01004003,1363,372,1735
2021,Southwark 023C,E01004004,1981,494,2475
2021,Southwark 023D,E01004005,1760,424,2184
2021,Southwark 023E,E01004006,1413,313,1726
2021,Southwark 018E,E01004007,988,378,1366
2021,Southwark 022B,E01004008,1484,510,1994
2021,Southwark 022D,E01004010,1087,317,1404
2021,Southwark 019B,E01004011,1501,522,2023
2021,Southwark 019C,E01004012,1756,483,2239
2021,Southwark 019D,E01004013,1347,275,1622
2021,Southwark 019E,E01004014,1409,556,1965
2021,Southwark 028C,E01004015,1177,500,1677
2021,Southwark 029B,E01004016,1850,503,2353
2021,Southwark 029C,E01004017,1225,306,1531
2021,Southwark 032E,E01004018,1427,335,1762
2021,Southwark 026C,E01004019,1587,376,1963
2021,Southwark 029D,E01004020,1189,436,1625
2021,Southwark 028D,E01004021,1696,281,1977
2021,Southwark 004D,E01004023,1298,265,1563
2021,Southwark 011C,E01004024,1467,409,1876
2021,Southwark 004E,E01004028,1818,480,2298
2021,Southwark 001A,E01004029,1604,281,1885
2021,Southwark 007A,E01004030,1203,221,1424
2021,Southwark 007B,E01004031,1989,522,2511
2021,Southwark 001B,E01004032,1229,195,1424
2021,Southwark 007C,E01004033,1835,456,2291
2021,Southwark 007D,E01004034,1113,416,1529
2021,Southwark 011D,E01004035,1069,269,1338
2021,Southwark 007E,E01004036,1450,536,1986
2021,Southwark 010B,E01004037,1444,435,1879
2021,Southwark 010C,E01004038,1746,527,2273
2021,Southwark 013B,E01004039,1133,328,1461
2021,Southwark 013C,E01004040,1280,471,1751
2021,Southwark 013D,E01004041,1165,346,1511
2021,Southwark 010D,E01004042,1471,386,1857
2021,Southwark 010E,E01004043,1089,201,1290
2021,Southwark 013E,E01004044,1009,352,1361
2021,Southwark 027A,E01004045,1085,411,1496
2021,Southwark 028E,E01004046,1190,273,1463
2021,Southwark 027B,E01004047,1171,391,1562
2021,Southwark 027C,E01004048,1176,342,1518
2021,Southwark 027D,E01004049,937,317,1254
2021,Southwark 024D,E01004050,1126,205,1331
2021,Southwark 027E,E01004051,1029,194,1223
2021,Southwark 024E,E01004052,1373,274,1647
2021,Southwark 001C,E01004053,1579,199,1778
2021,Southwark 001D,E01004054,1284,172,1456
2021,Southwark 001E,E01004055,1035,229,1264
2021,Southwark 008A,E01004056,1876,304,2180
2021,Southwark 008B,E01004057,1680,392,2072
2021,Southwark 008C,E01004058,1462,162,1624
2021,Southwark 008D,E01004059,1663,286,1949
2021,Southwark 008E,E01004060,1527,359,1886
2021,Southwark 025A,E01004061,1333,218,1551
2021,Southwark 025B,E01004062,1668,407,2075
2021,Southwark 025C,E01004063,1504,260,1764
2021,Southwark 026D,E01004064,1490,336,1826
2021,Southwark 025D,E01004065,1211,209,1420
2021,Southwark 025E,E01004066,1514,459,1973
2021,Southwark 022E,E01004067,1619,479,2098
2021,Southwark 026E,E01004068,1452,369,1821
2021,Southwark 031A,E01004069,935,294,1229
2021,Southwark 031B,E01004070,1399,443,1842
2021,Southwark 030D,E01004071,1154,273,1427
2021,Southwark 030E,E01004072,1232,333,1565
2021,Southwark 031C,E01004073,1327,436,1763
2021,Southwark 031D,E01004074,1229,393,1622
2021,Southwark 031E,E01004075,1202,421,1623
2021,Sutton 011A,E01004076,1192,330,1522
2021,Sutton 011B,E01004077,1237,297,1534
2021,Sutton 011C,E01004078,1266,375,1641
2021,Sutton 011D,E01004079,1075,253,1328
2021,Sutton 011E,E01004080,1083,250,1333
2021,Sutton 011F,E01004081,1178,356,1534
2021,Sutton 011G,E01004082,1038,293,1331
2021,Sutton 019A,E01004083,1083,332,1415
2021,Sutton 024A,E01004084,1143,268,1411
2021,Sutton 024B,E01004085,1251,292,1543
2021,Sutton 019B,E01004086,1424,456,1880
2021,Sutton 017A,E01004087,1198,319,1517
2021,Sutton 019C,E01004088,1328,500,1828
2021,Sutton 019D,E01004089,902,349,1251
2021,Sutton 021A,E01004090,940,300,1240
2021,Sutton 022A,E01004091,1007,244,1251
2021,Sutton 022B,E01004092,1188,249,1437
2021,Sutton 025A,E01004093,1214,391,1605
2021,Sutton 025B,E01004094,1360,384,1744
2021,Sutton 025C,E01004095,1216,268,1484
2021,Sutton 021B,E01004096,1210,251,1461
2021,Sutton 015A,E01004097,1220,331,1551
2021,Sutton 015B,E01004098,996,230,1226
2021,Sutton 015C,E01004099,1242,262,1504
2021,Sutton 015D,E01004100,1095,323,1418
2021,Sutton 013A,E01004101,1068,285,1353
2021,Sutton 015E,E01004102,1132,283,1415
2021,Sutton 013B,E01004103,1332,318,1650
2021,Sutton 020A,E01004104,1154,347,1501
2021,Sutton 022C,E01004105,1357,411,1768
2021,Sutton 022D,E01004106,1247,324,1571
2021,Sutton 020B,E01004107,1180,355,1535
2021,Sutton 024C,E01004108,1436,413,1849
2021,Sutton 024D,E01004109,1241,375,1616
2021,Sutton 016A,E01004110,1543,382,1925
2021,Sutton 016B,E01004111,1259,345,1604
2021,Sutton 016C,E01004112,1278,307,1585
2021,Sutton 025D,E01004114,1403,326,1729
2021,Sutton 009A,E01004115,1335,399,1734
2021,Sutton 008A,E01004116,1244,244,1488
2021,Sutton 006A,E01004117,1094,256,1350
2021,Sutton 009B,E01004118,1310,412,1722
2021,Sutton 009C,E01004119,1063,304,1367
2021,Sutton 016D,E01004120,1166,292,1458
2021,Sutton 006B,E01004121,1170,310,1480
2021,Sutton 008B,E01004122,1068,248,1316
2021,Sutton 002A,E01004123,1591,536,2127
2021,Sutton 002B,E01004124,1414,472,1886
2021,Sutton 001A,E01004125,1166,352,1518
2021,Sutton 002C,E01004126,1102,385,1487
2021,Sutton 005A,E01004127,1305,425,1730
2021,Sutton 002D,E01004128,1080,298,1378
2021,Sutton 002E,E01004129,1359,398,1757
2021,Sutton 003A,E01004130,1350,320,1670
2021,Sutton 003B,E01004131,1372,400,1772
2021,Sutton 009D,E01004132,1079,335,1414
2021,Sutton 009E,E01004133,1148,343,1491
2021,Sutton 003C,E01004134,1212,311,1523
2021,Sutton 003D,E01004135,1087,290,1377
2021,Sutton 003E,E01004136,1199,295,1494
2021,Sutton 012A,E01004137,1941,428,2369
2021,Sutton 013C,E01004138,1305,365,1670
2021,Sutton 013D,E01004139,1150,298,1448
2021,Sutton 012B,E01004140,1337,398,1735
2021,Sutton 012C,E01004141,1254,398,1652
2021,Sutton 014A,E01004143,1133,293,1426
2021,Sutton 007A,E01004144,1351,335,1686
2021,Sutton 007B,E01004145,1606,537,2143
2021,Sutton 007C,E01004146,1437,419,1856
2021,Sutton 007D,E01004147,1234,281,1515
2021,Sutton 014B,E01004148,1228,467,1695
2021,Sutton 012E,E01004149,1411,334,1745
2021,Sutton 021C,E01004150,1570,279,1849
2021,Sutton 021D,E01004151,1520,317,1837
2021,Sutton 018A,E01004152,1381,281,1662
2021,Sutton 021E,E01004153,1432,347,1779
2021,Sutton 022E,E01004154,1133,279,1412
2021,Sutton 018B,E01004155,1444,335,1779
2021,Sutton 018C,E01004156,1553,337,1890
2021,Sutton 016E,E01004157,970,257,1227
2021,Sutton 018D,E01004158,1278,244,1522
2021,Sutton 014C,E01004159,1225,324,1549
2021,Sutton 014D,E01004160,1211,341,1552
2021,Sutton 014E,E01004161,1114,303,1417
2021,Sutton 018E,E01004162,1263,320,1583
2021,Sutton 005B,E01004163,1302,329,1631
2021,Sutton 004A,E01004164,1139,218,1357
2021,Sutton 005C,E01004165,1312,367,1679
2021,Sutton 004B,E01004166,1214,232,1446
2021,Sutton 005D,E01004167,1102,428,1530
2021,Sutton 013E,E01004168,1211,304,1515
2021,Sutton 004C,E01004169,1200,423,1623
2021,Sutton 017B,E01004170,1619,417,2036
2021,Sutton 010A,E01004171,1186,334,1520
2021,Sutton 010B,E01004172,1353,413,1766
2021,Sutton 010C,E01004173,1040,273,1313
2021,Sutton 017C,E01004174,1169,322,1491
2021,Sutton 010D,E01004175,1319,298,1617
2021,Sutton 010E,E01004176,1132,289,1421
2021,Sutton 020C,E01004177,1387,314,1701
2021,Sutton 017D,E01004178,1716,462,2178
2021,Sutton 017E,E01004179,1227,325,1552
2021,Sutton 020D,E01004180,1369,336,1705
2021,Sutton 020E,E01004181,1323,316,1639
2021,Sutton 019E,E01004182,1214,420,1634
2021,Sutton 001B,E01004183,1270,394,1664
2021,Sutton 001C,E01004184,1139,453,1592
2021,Sutton 001D,E01004185,1443,476,1919
2021,Sutton 004D,E01004186,1279,302,1581
2021,Sutton 005E,E01004187,1241,329,1570
2021,Sutton 001E,E01004189,1521,464,1985
2021,Sutton 008C,E01004190,1080,241,1321
2021,Sutton 008D,E01004191,1379,373,1752
2021,Sutton 006C,E01004192,1369,375,1744
2021,Sutton 006D,E01004193,1958,663,2621
2021,Sutton 008E,E01004194,1201,293,1494
2021,Sutton 006E,E01004195,1273,306,1579
2021,Sutton 008F,E01004196,1191,295,1486
2021,Tower Hamlets 002B,E01004198,1104,299,1403
2021,Tower Hamlets 002C,E01004199,1172,406,1578
2021,Tower Hamlets 005A,E01004200,1068,379,1447
2021,Tower Hamlets 002D,E01004201,1271,334,1605
2021,Tower Hamlets 005B,E01004202,1506,370,1876
2021,Tower Hamlets 005C,E01004203,1378,364,1742
2021,Tower Hamlets 005D,E01004204,1397,372,1769
2021,Tower Hamlets 013A,E01004205,1488,545,2033
2021,Tower Hamlets 013B,E01004206,1046,342,1388
2021,Tower Hamlets 011A,E01004207,977,372,1349
2021,Tower Hamlets 013C,E01004208,1420,454,1874
2021,Tower Hamlets 011B,E01004209,875,417,1292
2021,Tower Hamlets 013D,E01004211,1275,267,1542
2021,Tower Hamlets 011D,E01004212,1432,685,2117
2021,Tower Hamlets 030A,E01004214,1115,379,1494
2021,Tower Hamlets 030B,E01004216,1308,372,1680
2021,Tower Hamlets 030C,E01004217,1511,428,1939
2021,Tower Hamlets 030D,E01004218,1475,336,1811
2021,Tower Hamlets 035B,E01004219,1837,685,2522
2021,Tower Hamlets 036A,E01004221,1442,403,1845
2021,Tower Hamlets 001A,E01004222,2007,569,2576
2021,Tower Hamlets 001B,E01004223,1611,453,2064
2021,Tower Hamlets 001D,E01004226,1617,612,2229
2021,Tower Hamlets 003A,E01004228,1511,344,1855
2021,Tower Hamlets 004C,E01004229,1046,283,1329
2021,Tower Hamlets 003B,E01004230,1567,465,2032
2021,Tower Hamlets 004D,E01004231,1126,427,1553
2021,Tower Hamlets 003C,E01004232,1343,332,1675
2021,Tower Hamlets 003D,E01004233,1641,471,2112
2021,Tower Hamlets 003E,E01004234,1949,345,2294
2021,Tower Hamlets 008A,E01004235,879,321,1200
2021,Tower Hamlets 008B,E01004236,1014,445,1459
2021,Tower Hamlets 008C,E01004237,1038,365,1403
2021,Tower Hamlets 008E,E01004239,1181,457,1638
2021,Tower Hamlets 012A,E01004240,1106,475,1581
2021,Tower Hamlets 012B,E01004241,1066,490,1556
2021,Tower Hamlets 020A,E01004243,935,530,1465
2021,Tower Hamlets 020B,E01004244,1405,537,1942
2021,Tower Hamlets 018A,E01004245,2011,730,2741
2021,Tower Hamlets 020C,E01004247,1765,681,2446
2021,Tower Hamlets 018C,E01004248,1159,577,1736
2021,Tower Hamlets 018D,E01004249,1629,602,2231
2021,Tower Hamlets 023A,E01004251,1717,652,2369
2021,Tower Hamlets 023C,E01004255,1163,318,1481
2021,Tower Hamlets 024C,E01004256,1148,429,1577
2021,Tower Hamlets 024D,E01004257,1434,644,2078
2021,Tower Hamlets 023D,E01004258,1172,217,1389
2021,Tower Hamlets 007A,E01004259,1341,318,1659
2021,Tower Hamlets 007B,E01004260,1168,495,1663
2021,Tower Hamlets 007C,E01004263,950,368,1318
2021,Tower Hamlets 010C,E01004264,894,458,1352
2021,Tower Hamlets 007D,E01004266,1103,273,1376
2021,Tower Hamlets 012D,E01004267,1645,424,2069
2021,Tower Hamlets 012E,E01004268,1274,393,1667
2021,Tower Hamlets 014B,E01004270,1689,599,2288
2021,Tower Hamlets 014C,E01004271,1646,643,2289
2021,Tower Hamlets 014D,E01004272,1836,633,2469
2021,Tower Hamlets 031A,E01004274,1404,414,1818
2021,Tower Hamlets 031B,E01004275,1637,687,2324
2021,Tower Hamlets 031C,E01004276,1638,281,1919
2021,Tower Hamlets 033A,E01004277,1349,162,1511
2021,Tower Hamlets 032A,E01004280,1389,424,1813
2021,Tower Hamlets 031D,E01004281,1517,343,1860
2021,Tower Hamlets 016A,E01004283,1487,558,2045
2021,Tower Hamlets 019C,E01004286,1740,573,2313
2021,Tower Hamlets 016B,E01004287,1531,560,2091
2021,Tower Hamlets 019D,E01004288,1207,480,1687
2021,Tower Hamlets 016C,E01004289,1336,504,1840
2021,Tower Hamlets 016D,E01004290,1385,471,1856
2021,Tower Hamlets 027A,E01004291,1538,290,1828
2021,Tower Hamlets 026A,E01004292,1367,215,1582
2021,Tower Hamlets 027B,E01004293,1714,194,1908
2021,Tower Hamlets 026C,E01004295,1267,592,1859
2021,Tower Hamlets 026D,E01004296,1858,444,2302
2021,Tower Hamlets 027C,E01004297,1588,186,1774
2021,Tower Hamlets 022A,E01004298,1121,372,1493
2021,Tower Hamlets 022B,E01004300,986,374,1360
2021,Tower Hamlets 025B,E01004301,991,337,1328
2021,Tower Hamlets 025C,E01004302,1081,444,1525
2021,Tower Hamlets 025D,E01004303,1911,787,2698
2021,Tower Hamlets 022C,E01004304,1421,566,1987
2021,Tower Hamlets 022D,E01004305,1266,482,1748
2021,Tower Hamlets 015A,E01004306,1354,369,1723
2021,Tower Hamlets 015B,E01004307,1527,774,2301
2021,Tower Hamlets 015C,E01004308,1060,308,1368
2021,Tower Hamlets 015D,E01004309,1848,778,2626
2021,Tower Hamlets 015E,E01004310,1484,452,1936
2021,Tower Hamlets 006A,E01004311,1340,413,1753
2021,Tower Hamlets 009A,E01004312,1068,365,1433
2021,Tower Hamlets 009B,E01004313,1457,555,2012
2021,Tower Hamlets 006C,E01004315,1199,303,1502
2021,Tower Hamlets 009C,E01004316,780,198,978
2021,Tower Hamlets 021A,E01004319,1699,626,2325
2021,Tower Hamlets 021C,E01004321,1474,522,1996
2021,Tower Hamlets 017A,E01004322,897,421,1318
2021,Tower Hamlets 017B,E01004323,1083,403,1486
2021,Tower Hamlets 017C,E01004324,1056,439,1495
2021,Tower Hamlets 017D,E01004326,1340,405,1745
2021,Waltham Forest 028A,E01004327,1025,423,1448
2021,Waltham Forest 028B,E01004328,1338,385,1723
2021,Waltham Forest 028C,E01004329,1308,367,1675
2021,Waltham Forest 028D,E01004330,1254,296,1550
2021,Waltham Forest 028E,E01004331,1177,364,1541
2021,Waltham Forest 028F,E01004332,1361,481,1842
2021,Waltham Forest 024A,E01004333,1146,392,1538
2021,Waltham Forest 024B,E01004334,1348,405,1753
2021,Waltham Forest 027A,E01004335,1223,407,1630
2021,Waltham Forest 026A,E01004336,1229,246,1475
2021,Waltham Forest 027B,E01004337,1237,408,1645
2021,Waltham Forest 027C,E01004338,1554,362,1916
2021,Waltham Forest 027D,E01004339,1380,291,1671
2021,Waltham Forest 027E,E01004340,1366,437,1803
2021,Waltham Forest 027F,E01004341,1450,406,1856
2021,Waltham Forest 011A,E01004342,1448,480,1928
2021,Waltham Forest 008A,E01004343,1365,357,1722
2021,Waltham Forest 008B,E01004344,1283,471,1754
2021,Waltham Forest 010A,E01004345,1291,389,1680
2021,Waltham Forest 011B,E01004346,1218,437,1655
2021,Waltham Forest 011C,E01004347,1549,423,1972
2021,Waltham Forest 010B,E01004348,2117,633,2750
2021,Waltham Forest 001A,E01004349,1112,336,1448
2021,Waltham Forest 001B,E01004350,1514,288,1802
2021,Waltham Forest 001C,E01004351,1269,289,1558
2021,Waltham Forest 002A,E01004352,1551,263,1814
2021,Waltham Forest 002B,E01004353,1452,263,1715
2021,Waltham Forest 002C,E01004354,1435,380,1815
2021,Waltham Forest 004A,E01004355,1212,360,1572
2021,Waltham Forest 001D,E01004356,1259,340,1599
2021,Waltham Forest 001E,E01004357,1179,333,1512
2021,Waltham Forest 002D,E01004358,1499,332,1831
2021,Waltham Forest 002E,E01004359,1278,325,1603
2021,Waltham Forest 004B,E01004360,1026,259,1285
2021,Waltham Forest 005A,E01004361,1054,260,1314
2021,Waltham Forest 021A,E01004362,1209,281,1490
2021,Waltham Forest 019A,E01004363,1177,367,1544
2021,Waltham Forest 019B,E01004364,1372,483,1855
2021,Waltham Forest 020A,E01004365,1811,497,2308
2021,Waltham Forest 019C,E01004366,1477,350,1827
2021,Waltham Forest 019D,E01004367,1165,302,1467
2021,Waltham Forest 019E,E01004368,1636,623,2259
2021,Waltham Forest 023A,E01004369,1306,311,1617
2021,Waltham Forest 023B,E01004370,1595,321,1916
2021,Waltham Forest 025A,E01004371,1237,268,1505
2021,Waltham Forest 023C,E01004372,1281,252,1533
2021,Waltham Forest 025B,E01004373,1329,330,1659
2021,Waltham Forest 025C,E01004374,1479,331,1810
2021,Waltham Forest 025D,E01004375,1489,286,1775
2021,Waltham Forest 025E,E01004376,1457,347,1804
2021,Waltham Forest 010C,E01004377,1333,384,1717
2021,Waltham Forest 010D,E01004378,1362,369,1731
2021,Waltham Forest 007A,E01004379,1473,318,1791
2021,Waltham Forest 007B,E01004380,1283,399,1682
2021,Waltham Forest 007C,E01004381,1473,372,1845
2021,Waltham Forest 008C,E01004382,1163,462,1625
2021,Waltham Forest 007D,E01004383,1225,346,1571
2021,Waltham Forest 003A,E01004384,1461,434,1895
2021,Waltham Forest 003B,E01004385,1131,317,1448
2021,Waltham Forest 003C,E01004386,1324,273,1597
2021,Waltham Forest 007E,E01004387,1112,247,1359
2021,Waltham Forest 007F,E01004388,1254,295,1549
2021,Waltham Forest 003D,E01004389,1302,332,1634
2021,Waltham Forest 003E,E01004390,1180,348,1528
2021,Waltham Forest 014A,E01004391,1667,501,2168
2021,Waltham Forest 017A,E01004392,1897,470,2367
2021,Waltham Forest 014B,E01004393,1243,346,1589
2021,Waltham Forest 017B,E01004394,1516,366,1882
2021,Waltham Forest 018A,E01004395,1255,309,1564
2021,Waltham Forest 012A,E01004396,1464,376,1840
2021,Waltham Forest 017C,E01004397,2211,524,2735
2021,Waltham Forest 009A,E01004398,1465,468,1933
2021,Waltham Forest 009B,E01004399,1246,540,1786
2021,Waltham Forest 009C,E01004400,1315,444,1759
2021,Waltham Forest 014C,E01004401,1709,489,2198
2021,Waltham Forest 009D,E01004402,1313,421,1734
2021,Waltham Forest 009E,E01004403,1792,581,2373
2021,Waltham Forest 014D,E01004404,1887,745,2632
2021,Waltham Forest 020B,E01004405,1240,359,1599
2021,Waltham Forest 016A,E01004406,1408,295,1703
2021,Waltham Forest 013A,E01004407,1122,397,1519
2021,Waltham Forest 016B,E01004408,1321,313,1634
2021,Waltham Forest 016C,E01004409,1336,291,1627
2021,Waltham Forest 013B,E01004410,1393,325,1718
2021,Waltham Forest 016D,E01004411,1490,345,1835
2021,Waltham Forest 015A,E01004412,1356,315,1671
2021,Waltham Forest 004C,E01004413,1208,267,1475
2021,Waltham Forest 005B,E01004414,1327,383,1710
2021,Waltham Forest 004D,E01004415,1222,304,1526
2021,Waltham Forest 004E,E01004416,1390,310,1700
2021,Waltham Forest 005C,E01004417,1422,333,1755
2021,Waltham Forest 008D,E01004418,1300,354,1654
2021,Waltham Forest 008E,E01004419,1830,585,2415
2021,Waltham Forest 020C,E01004420,1720,412,2132
2021,Waltham Forest 018B,E01004421,1588,421,2009
2021,Waltham Forest 022A,E01004422,1938,501,2439
2021,Waltham Forest 020D,E01004423,1504,447,1951
2021,Waltham Forest 022B,E01004424,1553,430,1983
2021,Waltham Forest 022C,E01004425,1448,389,1837
2021,Waltham Forest 022D,E01004426,1346,363,1709
2021,Waltham Forest 022E,E01004427,1440,389,1829
2021,Waltham Forest 026B,E01004428,1444,527,1971
2021,Waltham Forest 026C,E01004429,1307,401,1708
2021,Waltham Forest 026D,E01004430,2099,427,2526
2021,Waltham Forest 023D,E01004432,1393,391,1784
2021,Waltham Forest 026E,E01004434,1470,524,1994
2021,Waltham Forest 023E,E01004435,1542,418,1960
2021,Waltham Forest 021B,E01004436,1182,266,1448
2021,Waltham Forest 021C,E01004437,1358,300,1658
2021,Waltham Forest 024C,E01004438,1678,335,2013
2021,Waltham Forest 021D,E01004439,1269,265,1534
2021,Waltham Forest 024D,E01004440,1571,373,1944
2021,Waltham Forest 024E,E01004441,1181,255,1436
2021,Waltham Forest 021E,E01004442,1215,247,1462
2021,Waltham Forest 016E,E01004443,1677,422,2099
2021,Waltham Forest 017D,E01004444,2123,525,2648
2021,Waltham Forest 018C,E01004445,1527,352,1879
2021,Waltham Forest 017E,E01004446,1824,592,2416
2021,Waltham Forest 016F,E01004447,1393,342,1735
2021,Waltham Forest 018D,E01004448,1418,369,1787
2021,Waltham Forest 018E,E01004449,1308,486,1794
2021,Waltham Forest 006A,E01004450,1280,341,1621
2021,Waltham Forest 005D,E01004451,1362,394,1756
2021,Waltham Forest 005E,E01004452,1401,366,1767
2021,Waltham Forest 006B,E01004453,1304,382,1686
2021,Waltham Forest 006C,E01004454,1361,465,1826
2021,Waltham Forest 006D,E01004455,1279,383,1662
2021,Waltham Forest 006E,E01004456,1181,410,1591
2021,Waltham Forest 012B,E01004457,1458,329,1787
2021,Waltham Forest 012C,E01004458,1477,429,1906
2021,Waltham Forest 012D,E01004459,1068,511,1579
2021,Waltham Forest 011D,E01004460,1428,492,1920
2021,Waltham Forest 011E,E01004462,1672,381,2053
2021,Waltham Forest 012E,E01004463,1511,366,1877
2021,Waltham Forest 013C,E01004464,1154,438,1592
2021,Waltham Forest 015B,E01004465,1145,329,1474
2021,Waltham Forest 015C,E01004466,1304,291,1595
2021,Waltham Forest 015D,E01004467,1626,566,2192
2021,Waltham Forest 015E,E01004468,1309,342,1651
2021,Waltham Forest 013D,E01004469,1241,550,1791
2021,Waltham Forest 013E,E01004470,1166,368,1534
2021,Waltham Forest 013F,E01004471,1241,376,1617
2021,Wandsworth 021A,E01004472,1457,237,1694
2021,Wandsworth 026A,E01004473,1467,207,1674
2021,Wandsworth 021B,E01004474,1735,183,1918
2021,Wandsworth 026B,E01004475,1212,197,1409
2021,Wandsworth 021C,E01004476,1538,208,1746
2021,Wandsworth 017A,E01004477,1209,321,1530
2021,Wandsworth 017B,E01004478,1051,377,1428
2021,Wandsworth 017C,E01004479,1166,271,1437
2021,Wandsworth 026C,E01004480,1460,187,1647
2021,Wandsworth 029A,E01004481,1389,182,1571
2021,Wandsworth 030A,E01004482,1265,234,1499
2021,Wandsworth 026D,E01004483,1714,277,1991
2021,Wandsworth 026E,E01004484,1245,179,1424
2021,Wandsworth 030B,E01004485,1441,204,1645
2021,Wandsworth 026F,E01004486,1233,139,1372
2021,Wandsworth 030C,E01004487,1237,195,1432
2021,Wandsworth 029B,E01004488,1030,231,1261
2021,Wandsworth 030D,E01004489,1030,223,1253
2021,Wandsworth 031A,E01004490,1180,236,1416
2021,Wandsworth 031B,E01004491,1726,660,2386
