date,geography,geography code,Distance travelled to work: 10km to less than 20km,Distance travelled to work: 20km to less than 30km,Distance travelled to work: 2km to less than 5km,Distance travelled to work: 30km to less than 40km,Distance travelled to work: 40km to less than 60km,Distance travelled to work: 5km to less than 10km,Distance travelled to work: 60km and over,Distance travelled to work: Less than 2km,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",Distance travelled to work: Works mainly from home
2021,Brent 027F,E01033456,99,11,143,4,0,176,11,118,975,198,215
2021,Brent 035A,E01033457,183,13,171,4,2,121,11,112,1049,203,229
2021,Brent 003G,E01033463,220,40,229,11,13,171,27,94,1618,346,467
2021,Brent 031H,E01033485,40,7,122,0,2,159,5,56,782,149,242
2021,Islington 011E,E01033486,22,6,84,1,4,41,3,48,502,47,246
2021,Islington 011F,E01033487,28,5,124,2,0,78,0,35,896,41,583
2021,Islington 011G,E01033488,37,5,161,0,3,76,4,77,837,81,393
2021,Islington 022G,E01033489,13,5,71,3,2,23,1,105,867,42,602
2021,Islington 022H,E01033490,16,3,64,3,5,43,10,79,656,56,377
2021,Islington 011H,E01033491,35,4,191,0,0,107,7,85,1200,90,681
2021,Islington 006F,E01033493,30,5,87,3,5,71,2,21,1029,33,772
2021,Islington 006G,E01033494,14,5,107,0,0,83,0,39,893,62,583
2021,Kingston upon Thames 004G,E01033569,70,12,44,1,3,81,5,100,968,66,586
2021,Richmond upon Thames 004G,E01033570,62,5,66,5,6,84,6,27,1007,73,673
2021,Richmond upon Thames 004H,E01033571,51,4,55,0,1,73,2,48,702,54,414
2021,Newham 040C,E01033579,89,8,112,2,8,191,10,43,1318,114,741
2021,Newham 042A,E01033580,112,12,84,9,3,107,6,35,959,122,469
2021,Newham 041A,E01033581,156,26,95,7,2,127,7,54,886,192,220
2021,Newham 041B,E01033582,167,28,61,4,5,114,5,37,944,158,365
2021,Newham 034I,E01033584,81,12,99,11,3,128,6,63,721,141,177
2021,Newham 040D,E01033586,101,13,134,9,5,220,7,65,1211,154,503
2021,Barking and Dagenham 021E,E01033587,239,31,85,18,3,183,17,79,1246,211,380
2021,Redbridge 039B,E01033589,105,18,49,3,3,69,4,40,788,113,384
2021,Redbridge 037C,E01033590,80,31,52,6,2,76,6,35,531,79,164
2021,Redbridge 039A,E01033591,218,44,92,6,8,141,15,109,1268,295,340
2021,Redbridge 037D,E01033592,143,47,98,11,6,93,9,72,904,155,270
2021,Westminster 015F,E01033593,24,11,108,4,5,39,3,79,909,83,553
2021,Westminster 015G,E01033594,13,7,106,2,2,39,4,76,692,64,379
2021,Westminster 023F,E01033597,13,2,72,1,1,43,6,45,504,77,244
2021,Westminster 009F,E01033598,22,2,99,1,0,39,6,69,465,60,167
2021,Westminster 023G,E01033599,11,2,111,1,0,75,5,67,567,83,212
2021,Westminster 009G,E01033601,38,4,155,0,3,76,1,124,737,83,253
2021,Westminster 009H,E01033602,14,3,99,0,2,42,5,105,517,66,181
2021,Westminster 009I,E01033603,10,7,76,2,2,43,6,71,588,51,320
2021,Westminster 009J,E01033604,15,3,120,0,0,38,2,84,514,83,169
2021,Westminster 009K,E01033605,28,3,107,1,0,33,6,95,597,90,234
2021,Hackney 030A,E01033699,40,4,115,2,1,85,7,47,1005,83,621
2021,Hackney 030B,E01033700,37,4,175,1,1,152,4,78,1769,104,1213
2021,Hackney 028C,E01033702,37,4,78,1,2,102,5,67,658,78,284
2021,Hackney 010F,E01033703,29,7,100,0,4,100,3,51,779,74,411
2021,Hackney 023F,E01033704,37,6,201,1,4,160,6,122,1696,142,1017
2021,Hackney 028D,E01033705,26,3,98,3,4,145,2,39,673,74,279
2021,Hackney 033B,E01033706,17,2,87,0,0,41,2,112,1039,54,724
2021,Hackney 033C,E01033708,37,9,115,4,6,53,5,119,1263,84,831
2021,Hackney 032B,E01033709,31,5,165,3,1,68,6,131,1097,103,584
2021,Hackney 028E,E01033710,25,6,72,1,0,112,2,35,634,92,289
2021,Hackney 032C,E01033711,20,2,103,3,0,42,3,128,1152,52,799
2021,Hackney 023G,E01033712,34,7,116,5,2,87,1,65,902,88,497
2021,Hackney 010G,E01033713,34,3,76,1,2,99,4,69,844,70,486
2021,Greenwich 035B,E01033727,81,8,109,6,7,213,10,71,1321,112,704
2021,Greenwich 035C,E01033728,66,5,64,0,1,167,5,34,1248,83,823
2021,Greenwich 030E,E01033729,146,18,95,3,5,137,19,59,864,156,226
2021,Greenwich 041E,E01033732,54,3,43,3,2,83,0,30,673,38,417
2021,Greenwich 039B,E01033734,135,20,61,7,3,61,2,46,936,85,516
2021,Greenwich 042D,E01033735,158,18,48,4,5,84,5,49,709,102,236
2021,Greenwich 039A,E01033736,234,31,79,8,7,102,9,24,1709,96,1119
2021,Greenwich 042B,E01033737,181,24,80,6,5,109,7,85,1010,130,383
2021,Greenwich 037D,E01033738,123,11,90,9,6,94,5,59,1087,103,587
2021,Greenwich 002E,E01033739,164,18,68,10,3,105,21,39,834,158,248
2021,Greenwich 002F,E01033740,159,16,73,5,5,94,16,54,775,138,215
2021,Greenwich 002G,E01033741,151,26,90,7,3,120,14,52,1009,241,305
2021,Greenwich 007F,E01033742,157,18,47,5,4,99,12,32,822,121,327
2021,Greenwich 002H,E01033743,173,27,94,14,9,124,21,42,865,155,206
2021,Greenwich 007G,E01033744,146,25,80,3,2,147,11,67,842,114,247
2021,Greenwich 002I,E01033745,142,25,72,20,6,110,13,63,837,140,246
2021,Greenwich 038E,E01033746,35,4,46,5,4,85,3,27,766,63,494
2021,Havering 007F,E01033784,85,82,74,11,4,51,3,61,837,143,323
2021,Havering 007G,E01033785,72,116,64,17,5,35,3,31,874,92,439
2021,Havering 017G,E01033786,72,52,53,5,4,34,9,183,745,97,236
2021,Havering 017H,E01033787,77,66,80,7,7,43,8,229,831,106,208
2021,Havering 017I,E01033788,86,51,59,8,5,65,4,106,723,134,205
2021,Bexley 008H,E01033789,111,88,79,10,8,86,7,34,895,110,362
2021,Bexley 008I,E01033790,88,49,85,9,3,87,7,52,602,96,126
2021,Bexley 019G,E01033791,77,42,83,10,2,87,8,72,674,107,186
2021,Bexley 019H,E01033792,65,54,79,6,7,83,9,27,729,103,296
2021,Lambeth 003F,E01033862,13,2,111,3,1,61,4,65,834,53,521
2021,Lambeth 003G,E01033863,26,3,131,3,1,68,6,76,627,93,220
2021,Lambeth 004H,E01033864,28,3,114,0,2,53,5,34,495,81,175
2021,Lambeth 004I,E01033865,20,7,118,2,4,56,5,34,794,51,497
2021,Lambeth 004J,E01033866,18,6,94,1,1,41,2,19,739,40,517
2021,Southwark 002F,E01033867,18,3,99,3,1,58,8,86,759,61,422
2021,Southwark 002G,E01033868,13,2,73,2,4,44,3,56,739,38,504
2021,Southwark 004F,E01033869,37,4,102,0,4,88,4,83,731,91,318
2021,Southwark 004G,E01033870,36,4,166,2,3,81,3,84,1235,89,767
2021,Southwark 004H,E01033871,29,4,106,4,3,106,7,58,809,87,405
2021,Southwark 004I,E01033872,30,13,110,4,3,64,12,46,793,92,419
2021,Southwark 009G,E01033873,40,10,157,3,7,94,12,100,827,104,300
2021,Southwark 009H,E01033874,8,2,88,10,0,39,1,30,689,26,485
2021,Southwark 012G,E01033875,23,1,110,4,1,64,5,49,727,61,409
2021,Southwark 012H,E01033876,17,8,126,5,1,46,5,64,856,49,535
2021,Southwark 012I,E01033877,29,7,167,1,2,64,8,61,888,109,440
2021,Southwark 015F,E01033878,18,6,113,2,3,64,5,55,518,75,177
2021,Southwark 015G,E01033879,73,14,220,6,1,168,11,112,996,136,255
2021,Southwark 015H,E01033880,42,14,235,12,3,141,19,104,1285,360,355
2021,Southwark 016F,E01033881,42,4,193,5,1,103,7,103,829,121,250
2021,Southwark 022G,E01033882,26,9,116,3,2,127,6,53,751,94,315
2021,Southwark 022H,E01033883,66,8,128,3,3,122,4,55,854,111,354
2021,Southwark 035A,E01033884,17,2,86,3,3,38,4,66,715,41,455
2021,Southwark 036A,E01033885,32,2,122,2,7,72,8,67,744,57,375
2021,Barnet 017E,E01033911,112,10,79,9,3,72,8,18,908,111,486
2021,Barnet 017F,E01033912,123,8,65,3,1,55,4,28,860,95,478
2021,Barnet 024G,E01033913,83,10,54,2,1,93,3,47,582,151,138
2021,Barnet 024H,E01033914,142,10,71,6,7,138,7,89,774,180,124
2021,Barnet 042A,E01033915,75,3,49,1,0,66,1,40,549,84,230
2021,Barnet 042B,E01033916,143,8,79,5,2,127,3,48,831,191,225
2021,Barnet 042C,E01033917,138,15,64,4,8,96,7,49,860,96,383
2021,Barnet 042D,E01033918,134,6,49,2,5,87,5,43,820,77,412
2021,Barnet 042E,E01033919,138,9,32,4,2,73,4,25,806,95,424
2021,Barnet 042F,E01033920,166,6,35,3,1,89,5,42,904,113,444
2021,Barnet 043A,E01033921,162,10,60,5,4,99,9,44,924,123,408
2021,Barnet 043B,E01033922,152,4,63,2,2,122,3,45,997,176,428
2021,Barnet 043C,E01033923,119,10,72,5,0,80,0,54,720,135,245
2021,Barnet 043D,E01033924,114,8,62,4,5,69,5,58,655,144,186
2021,Barnet 043E,E01033925,121,17,79,1,3,128,7,59,873,163,295
2021,Enfield 014E,E01033926,181,17,146,8,3,116,7,102,1005,190,235
2021,Enfield 020F,E01033927,97,16,70,4,1,91,2,55,811,204,271
2021,Enfield 020G,E01033928,91,5,54,4,7,67,1,45,684,142,268
2021,Brent 002F,E01033929,135,6,40,3,3,92,5,27,732,71,350
2021,Brent 002G,E01033930,117,13,112,3,4,127,10,75,870,189,220
2021,Brent 009F,E01033931,76,8,91,2,0,84,6,53,576,112,144
2021,Brent 009G,E01033932,94,4,130,4,2,98,11,66,704,143,152
2021,Brent 010G,E01033933,41,6,84,5,6,85,3,51,486,118,87
2021,Brent 010H,E01033934,51,10,116,2,8,97,7,44,606,141,130
2021,Brent 020F,E01033935,187,14,291,2,15,143,5,106,1065,156,146
2021,Brent 020G,E01033936,127,4,203,2,4,109,1,76,877,95,256
2021,Brent 027G,E01033937,32,3,70,1,1,98,5,73,512,99,130
2021,Brent 027H,E01033938,51,14,60,0,3,93,10,69,488,71,117
2021,Brent 027I,E01033939,113,20,73,8,5,130,9,88,997,125,426
2021,Brent 035B,E01033940,154,8,64,12,4,94,15,42,1087,70,624
2021,Brent 035C,E01033941,129,6,75,4,0,68,5,33,822,94,408
2021,Brent 035D,E01033942,132,8,46,3,1,73,12,42,885,50,518
2021,Haringey 015E,E01033943,166,25,77,7,5,215,22,68,1400,293,522
2021,Haringey 015F,E01033944,134,11,123,7,5,196,17,50,1023,148,332
2021,Haringey 020G,E01033945,53,6,48,1,3,112,4,43,833,90,473
2021,Haringey 020H,E01033946,45,7,55,3,3,124,3,41,945,72,592
2021,Ealing 015F,E01034026,69,7,86,3,5,173,15,67,906,82,399
2021,Ealing 015G,E01034027,68,12,177,3,8,174,8,83,1065,174,358
2021,Ealing 019F,E01034028,88,12,51,1,1,87,4,62,730,120,304
2021,Ealing 019G,E01034029,72,5,59,1,3,87,6,57,859,79,490
2021,Ealing 042A,E01034030,110,6,94,3,5,132,3,62,1083,104,564
2021,Ealing 042B,E01034031,68,6,64,0,0,48,5,19,712,44,458
2021,Hounslow 006G,E01034032,106,9,97,5,1,104,5,88,908,134,359
2021,Hounslow 006H,E01034033,105,10,108,3,4,124,9,78,1150,113,596
2021,Hounslow 014F,E01034034,81,7,66,7,0,104,6,81,885,113,420
2021,Hounslow 014G,E01034035,80,13,90,6,1,78,8,67,876,95,438
2021,Hounslow 015F,E01034036,153,18,127,2,3,129,9,64,846,107,234
2021,Hounslow 015G,E01034037,134,15,127,6,1,142,5,53,896,120,293
2021,Hounslow 017F,E01034038,119,32,115,2,1,131,10,76,811,112,213
2021,Hounslow 017G,E01034039,66,19,121,6,1,146,1,75,696,110,151
2021,Hounslow 018H,E01034040,116,11,141,3,9,114,10,65,790,130,191
2021,Hounslow 018I,E01034041,96,19,96,5,3,122,9,74,728,140,164
2021,Hounslow 030A,E01034042,66,9,77,0,3,77,0,42,600,70,256
2021,Hounslow 030B,E01034043,70,13,74,6,0,77,7,45,732,99,341
2021,Hounslow 030C,E01034044,66,11,52,2,4,87,7,34,683,60,360
2021,Hounslow 031A,E01034045,137,16,125,6,6,149,10,75,1152,118,510
2021,Hounslow 031B,E01034046,65,13,118,4,5,132,4,80,770,164,185
2021,Croydon 015F,E01034139,111,15,79,4,2,101,8,162,841,165,194
2021,Croydon 015G,E01034140,98,13,50,4,8,69,7,103,639,97,190
2021,Croydon 020F,E01034141,114,17,40,2,2,71,3,89,801,97,366
2021,Croydon 020G,E01034142,92,25,72,4,2,51,4,71,700,99,280
2021,Croydon 020H,E01034143,143,21,52,2,5,66,3,79,839,97,371
2021,Croydon 024F,E01034144,117,13,46,2,2,86,0,91,765,99,309
2021,Croydon 024G,E01034145,113,12,63,3,4,73,4,87,610,90,161
2021,Croydon 024H,E01034146,146,18,67,3,0,77,2,88,781,77,303
2021,Croydon 046A,E01034147,112,17,25,2,4,49,2,57,852,45,539
2021,Croydon 046B,E01034148,168,23,31,4,4,79,7,66,1076,84,610
2021,Croydon 046C,E01034149,177,23,82,2,2,72,7,134,1213,143,571
2021,Croydon 046D,E01034150,137,13,56,4,4,62,3,67,809,118,345
2021,Croydon 046E,E01034151,127,15,31,0,2,57,4,67,772,81,388
2021,Croydon 047B,E01034152,122,16,86,4,1,83,7,116,814,110,269
2021,Sutton 004F,E01034153,86,6,118,3,1,97,2,63,762,128,258
2021,Sutton 004G,E01034154,141,13,109,3,4,91,7,33,990,100,489
2021,Sutton 012F,E01034155,98,14,100,4,2,160,5,144,1021,152,342
2021,Sutton 012G,E01034156,104,10,77,2,5,88,2,74,820,97,361
2021,Greenwich 005F,E01034173,135,11,84,7,12,98,5,92,741,115,182
2021,Greenwich 034F,E01034174,59,2,30,3,2,49,1,17,641,47,431
2021,Greenwich 034G,E01034175,111,6,38,3,2,69,2,11,948,59,647
2021,Greenwich 034H,E01034176,111,15,101,18,13,154,9,53,909,180,255
2021,Greenwich 034I,E01034177,127,9,52,6,0,89,7,36,836,97,413
2021,Greenwich 035E,E01034178,56,6,74,3,4,101,4,29,1053,49,727
2021,Greenwich 035F,E01034179,48,11,66,6,0,105,6,30,743,61,410
2021,Greenwich 035G,E01034180,51,2,58,2,2,108,3,50,573,77,220
2021,Greenwich 035H,E01034181,51,8,61,3,8,125,5,31,1113,38,783
2021,Greenwich 035I,E01034182,53,4,43,0,4,116,4,27,918,56,611
2021,Greenwich 037E,E01034183,62,1,59,4,5,118,6,35,928,54,584
2021,Greenwich 037F,E01034184,53,0,43,6,2,68,6,14,771,42,537
2021,Greenwich 037G,E01034185,46,9,47,2,0,76,3,38,773,55,497
2021,Greenwich 039C,E01034186,119,14,43,3,3,67,6,16,1036,56,709
2021,Greenwich 039D,E01034187,116,9,51,4,4,72,3,22,746,59,406
2021,Greenwich 040A,E01034188,61,8,52,3,11,100,1,32,902,59,575
2021,Greenwich 040B,E01034189,62,10,47,2,4,72,5,9,845,31,603
2021,Greenwich 040C,E01034190,91,10,85,5,1,133,5,62,825,111,322
2021,Greenwich 040D,E01034191,58,6,55,3,3,101,2,29,1035,48,730
