date,geography,geography code,Distance travelled to work: 10km to less than 20km,Distance travelled to work: 20km to less than 30km,Distance travelled to work: 2km to less than 5km,Distance travelled to work: 30km to less than 40km,Distance travelled to work: 40km to less than 60km,Distance travelled to work: 5km to less than 10km,Distance travelled to work: 60km and over,Distance travelled to work: Less than 2km,Distance travelled to work: Total: All usual residents aged 16 years and over in employment the week before the census,"Distance travelled to work: Works mainly at an offshore installation, in no fixed place, or outside the UK",Distance travelled to work: Works mainly from home
2021,Bromley 028E,E01000814,51,26,46,2,0,34,6,41,691,70,415
2021,Bromley 025E,E01000815,83,24,45,5,1,38,1,27,685,52,409
2021,Bromley 040A,E01000816,87,7,82,5,3,84,2,30,782,124,358
2021,Bromley 040B,E01000818,131,8,109,7,2,97,10,35,857,120,338
2021,Bromley 040C,E01000819,118,11,68,8,3,125,8,59,888,129,359
2021,Bromley 008C,E01000820,85,13,46,2,2,72,2,52,757,69,414
2021,Bromley 008D,E01000822,113,9,76,4,1,85,3,55,816,108,362
2021,Bromley 008E,E01000823,106,7,53,4,5,79,5,73,902,103,467
2021,Bromley 008F,E01000824,96,8,58,5,0,83,4,64,784,95,371
2021,Bromley 008G,E01000825,117,11,45,4,2,101,4,67,863,95,417
2021,Bromley 021A,E01000826,67,2,65,3,0,66,3,44,745,65,430
2021,Bromley 021B,E01000827,99,11,67,7,2,50,5,50,810,94,425
2021,Bromley 011E,E01000828,100,17,55,4,2,71,2,46,823,84,442
2021,Bromley 018E,E01000829,129,12,69,4,1,68,6,57,954,101,507
2021,Bromley 021C,E01000830,82,4,50,6,2,76,3,34,730,66,407
2021,Bromley 021D,E01000831,91,9,48,2,1,70,4,51,777,85,416
2021,Bromley 030A,E01000832,71,8,51,4,3,74,2,36,743,109,385
2021,Bromley 021E,E01000833,74,9,72,5,0,72,2,38,709,90,347
2021,Bromley 027E,E01000834,75,8,78,1,3,73,5,38,705,89,335
2021,Bromley 030B,E01000835,93,15,71,2,2,89,5,62,858,137,382
2021,Bromley 030C,E01000836,80,7,71,3,0,65,3,46,717,73,369
2021,Bromley 030D,E01000837,77,10,80,1,2,66,3,44,720,108,329
2021,Bromley 030E,E01000838,80,13,58,2,3,65,4,35,661,81,320
2021,Bromley 030F,E01000839,87,7,44,3,6,71,2,35,663,67,341
2021,Bromley 030G,E01000840,67,7,49,1,2,66,1,24,584,83,284
2021,Bromley 030H,E01000841,84,8,87,4,1,93,3,39,840,112,409
2021,Camden 011A,E01000842,31,5,66,1,2,63,3,50,820,46,553
2021,Camden 014A,E01000843,14,2,81,0,5,56,6,27,722,43,488
2021,Camden 011B,E01000844,20,6,95,4,1,65,8,47,946,46,654
2021,Camden 014B,E01000845,22,1,65,1,0,62,2,50,824,52,569
2021,Camden 014C,E01000846,14,6,70,3,0,63,7,72,619,82,302
2021,Camden 014D,E01000847,15,5,92,1,0,64,5,64,685,76,363
2021,Camden 011C,E01000848,18,2,54,1,2,73,3,34,873,33,653
2021,Camden 011D,E01000849,23,3,65,0,4,65,0,64,828,54,550
2021,Camden 026A,E01000850,13,0,46,1,2,36,2,237,745,45,363
2021,Camden 026B,E01000851,14,4,51,0,0,24,8,92,628,69,366
2021,Camden 029H,E01000853,13,6,59,0,2,37,2,109,511,71,212
2021,Camden 028A,E01000855,15,3,58,1,1,27,3,164,684,50,362
2021,Camden 019A,E01000856,20,6,114,0,3,74,4,74,750,74,381
2021,Camden 018A,E01000857,13,3,50,0,3,45,7,54,704,56,473
2021,Camden 018B,E01000858,37,7,139,7,4,77,14,108,884,95,396
2021,Camden 018C,E01000859,15,6,87,1,0,56,6,47,810,45,547
2021,Camden 018D,E01000860,7,6,55,0,0,33,0,43,507,40,323
2021,Camden 019B,E01000861,21,8,92,1,2,64,5,67,762,96,406
2021,Camden 018E,E01000862,20,3,100,2,2,49,4,48,943,56,659
2021,Camden 021A,E01000863,18,2,74,3,3,29,2,53,756,61,511
2021,Camden 009A,E01000866,23,3,145,2,1,74,4,101,965,88,524
2021,Camden 015C,E01000867,37,4,150,1,1,77,3,88,830,81,388
2021,Camden 015D,E01000868,25,2,140,6,4,63,8,110,778,106,314
2021,Camden 015E,E01000869,28,7,126,2,11,82,11,72,1038,85,614
2021,Camden 009B,E01000870,21,7,109,0,1,79,5,75,839,67,475
2021,Camden 005A,E01000871,28,7,71,3,1,112,4,29,837,84,498
2021,Camden 005B,E01000872,63,8,104,5,0,190,4,46,990,127,443
2021,Camden 005C,E01000873,22,7,60,2,0,108,3,49,941,47,643
2021,Camden 005D,E01000874,30,2,46,5,1,87,5,22,823,51,574
2021,Camden 013A,E01000875,45,3,86,0,3,180,3,37,938,99,482
2021,Camden 013B,E01000876,41,5,108,3,0,142,6,42,1002,98,557
2021,Camden 005E,E01000877,32,2,39,1,2,101,4,41,859,58,579
2021,Camden 004A,E01000878,21,4,56,1,2,103,5,17,792,49,534
2021,Camden 004B,E01000879,26,4,47,0,1,77,6,27,706,43,475
2021,Camden 004C,E01000880,16,3,39,1,2,70,1,25,754,40,557
2021,Camden 008A,E01000881,17,1,63,0,0,78,2,30,723,44,488
2021,Camden 008B,E01000882,20,2,47,2,3,59,2,32,809,50,592
2021,Camden 008C,E01000883,25,1,91,3,1,77,3,40,917,64,612
2021,Camden 004D,E01000884,19,2,44,0,0,113,6,18,710,34,474
2021,Camden 004E,E01000885,14,3,26,1,1,69,3,19,613,45,432
2021,Camden 006A,E01000886,16,6,64,0,3,58,3,68,750,63,469
2021,Camden 006B,E01000887,21,4,65,1,2,96,4,76,815,48,498
2021,Camden 006C,E01000888,23,7,71,1,0,68,6,48,722,69,429
2021,Camden 007A,E01000889,25,4,112,4,1,82,5,104,725,102,286
2021,Camden 007B,E01000890,27,1,100,0,1,74,7,94,488,58,126
2021,Camden 007C,E01000891,20,7,90,0,1,72,0,99,610,73,248
2021,Camden 006D,E01000892,30,6,95,3,3,72,3,67,932,87,566
2021,Camden 002A,E01000893,17,3,41,0,2,65,5,37,788,49,569
2021,Camden 002B,E01000894,13,4,33,3,1,67,3,29,639,30,456
2021,Camden 002C,E01000895,26,6,57,0,1,93,3,50,800,51,513
2021,Camden 002D,E01000896,17,4,40,0,0,87,3,34,799,44,570
2021,Camden 008D,E01000897,12,4,47,0,5,76,4,24,813,44,597
2021,Camden 008E,E01000898,32,5,61,0,3,57,2,298,857,55,344
2021,Camden 002E,E01000899,9,4,34,0,0,83,3,62,806,36,575
2021,Camden 012A,E01000900,23,2,115,0,2,63,7,103,881,95,471
2021,Camden 007D,E01000901,26,5,145,1,9,97,0,126,801,101,291
2021,Camden 012B,E01000902,11,3,95,1,1,72,3,84,571,73,228
2021,Camden 006E,E01000903,10,6,80,0,2,48,2,52,741,86,455
2021,Camden 012C,E01000904,21,1,121,6,3,81,7,107,961,114,500
2021,Camden 012D,E01000905,23,1,131,0,1,79,4,101,743,124,279
2021,Camden 012E,E01000906,19,3,112,4,1,40,4,55,887,49,600
2021,Camden 001A,E01000907,13,3,66,2,2,93,8,56,648,65,340
2021,Camden 001B,E01000908,22,7,78,2,2,79,2,52,686,79,363
2021,Camden 001C,E01000909,16,0,54,0,6,72,1,45,781,41,546
2021,Camden 003A,E01000910,12,4,60,0,2,76,3,38,750,60,495
2021,Camden 003B,E01000911,12,4,81,1,0,74,3,45,678,58,400
2021,Camden 001D,E01000912,35,8,96,3,2,87,3,62,754,91,367
2021,Camden 001E,E01000913,13,2,48,3,3,73,2,31,798,48,575
2021,Camden 028B,E01000914,13,0,68,2,2,36,1,111,713,55,425
2021,Camden 027A,E01000915,20,6,81,1,0,34,4,119,641,100,276
2021,Camden 027B,E01000916,17,1,98,0,5,58,2,152,995,98,564
2021,Camden 027C,E01000917,19,9,89,1,0,51,3,118,655,87,278
2021,Camden 028C,E01000918,15,5,82,5,3,37,5,131,774,85,406
2021,Camden 028D,E01000919,11,0,70,2,0,50,3,111,654,60,347
2021,Camden 027D,E01000920,12,2,87,1,3,46,5,129,856,81,490
2021,Camden 003C,E01000921,28,6,145,0,0,88,6,86,1180,105,716
2021,Camden 007E,E01000922,22,8,117,2,2,62,7,92,861,91,458
2021,Camden 003D,E01000923,16,1,108,0,1,64,4,66,795,49,486
2021,Camden 009C,E01000924,20,5,113,0,0,54,4,56,911,64,595
2021,Camden 009D,E01000925,10,3,110,0,0,73,5,68,594,81,244
2021,Camden 009E,E01000926,19,5,105,1,2,73,8,70,763,74,406
2021,Camden 007F,E01000927,14,4,94,0,4,71,4,58,827,57,521
2021,Camden 003E,E01000928,34,5,90,0,2,93,7,85,937,80,541
2021,Camden 020A,E01000929,32,3,133,0,0,99,2,54,743,133,287
2021,Camden 020B,E01000930,38,5,166,4,2,89,7,66,859,126,356
2021,Camden 013C,E01000931,55,8,149,3,1,166,3,74,952,122,371
2021,Camden 013D,E01000932,38,5,107,1,2,115,6,49,1081,88,670
2021,Camden 020C,E01000933,33,4,109,2,1,100,4,50,949,99,547
2021,Camden 020D,E01000934,25,5,100,3,1,77,9,59,646,90,277
2021,Camden 020E,E01000935,34,6,133,0,0,61,4,68,708,140,262
2021,Camden 029G,E01000937,10,3,47,0,4,16,1,65,363,29,188
2021,Camden 029A,E01000938,22,6,87,1,3,36,9,84,606,75,283
2021,Camden 029B,E01000939,19,5,74,1,3,34,7,100,507,94,170
2021,Camden 029D,E01000941,17,4,65,3,0,37,3,86,446,74,157
2021,Camden 029C,E01000942,6,5,54,0,1,29,6,62,437,44,230
2021,Camden 029F,E01000943,10,5,51,1,1,23,1,65,456,56,243
2021,Camden 023A,E01000944,21,4,98,3,1,35,4,83,543,81,213
2021,Camden 021B,E01000946,14,2,133,1,1,34,8,112,762,74,383
2021,Camden 021C,E01000947,26,7,118,0,2,50,5,97,834,81,448
2021,Camden 021D,E01000948,15,6,98,0,1,38,7,75,752,82,430
2021,Camden 023C,E01000949,30,5,158,3,5,76,4,147,762,72,262
2021,Camden 023E,E01000951,22,4,81,2,0,45,2,120,541,102,163
2021,Camden 022A,E01000952,22,6,111,2,3,47,8,124,676,100,253
2021,Camden 022C,E01000954,21,6,107,2,3,42,2,115,549,91,160
2021,Camden 022D,E01000955,11,4,78,4,2,30,3,91,474,106,145
2021,Camden 022E,E01000956,11,2,93,2,2,38,1,115,573,71,238
2021,Camden 019C,E01000957,21,2,104,2,1,59,3,64,714,71,387
2021,Camden 019D,E01000958,23,7,174,1,11,85,15,131,1104,116,541
2021,Camden 019E,E01000959,21,5,105,0,4,52,8,106,623,94,228
2021,Camden 017A,E01000960,42,5,102,0,2,82,6,53,1032,53,687
2021,Camden 017B,E01000961,23,7,115,3,4,88,7,60,792,87,398
2021,Camden 016A,E01000962,38,3,105,0,0,69,5,32,1008,37,719
2021,Camden 017C,E01000963,20,0,88,2,1,60,6,45,860,49,589
2021,Camden 016B,E01000964,35,6,71,1,2,118,2,51,927,70,571
2021,Camden 016C,E01000965,29,4,90,0,4,98,1,40,977,75,636
2021,Camden 016D,E01000966,31,5,82,0,1,81,2,31,998,37,728
2021,Camden 017D,E01000967,16,5,87,1,2,55,1,50,708,48,443
2021,Camden 016E,E01000968,25,2,95,0,4,91,1,25,931,54,634
2021,Camden 010A,E01000969,37,8,51,4,3,131,5,52,1183,54,838
2021,Camden 010B,E01000970,25,6,63,5,6,121,3,22,972,41,680
2021,Camden 010C,E01000971,30,2,49,2,0,89,2,28,744,34,508
2021,Camden 010D,E01000972,45,8,106,3,2,131,7,79,969,116,472
2021,Camden 010E,E01000973,53,9,115,5,3,180,8,69,1462,97,923
2021,Camden 013E,E01000974,26,8,96,3,0,148,1,45,853,73,453
2021,Croydon 022A,E01000975,195,18,101,11,6,108,9,129,1362,162,623
2021,Croydon 022B,E01000976,170,19,89,4,5,118,9,104,1128,189,421
2021,Croydon 022C,E01000977,138,22,92,11,3,82,6,74,931,167,336
2021,Croydon 022D,E01000978,152,36,90,3,4,73,2,64,938,121,393
2021,Croydon 022E,E01000979,132,9,89,1,10,76,6,80,1021,145,473
2021,Croydon 017A,E01000980,81,10,88,3,3,78,3,69,710,99,276
2021,Croydon 017B,E01000981,105,21,127,7,1,90,6,62,924,146,359
2021,Croydon 017C,E01000982,89,14,77,2,4,102,5,72,899,147,387
2021,Croydon 017D,E01000983,125,14,99,6,7,92,3,87,1056,171,452
2021,Croydon 022F,E01000984,113,11,92,5,12,109,7,81,884,109,345
2021,Croydon 021A,E01000985,76,14,93,5,2,51,5,38,691,95,312
2021,Croydon 021B,E01000986,105,8,103,3,7,77,2,42,851,98,406
2021,Croydon 021C,E01000987,86,13,93,8,3,69,5,35,731,87,332
2021,Croydon 018A,E01000989,93,6,133,5,7,93,7,72,898,154,328
2021,Croydon 045A,E01000990,66,8,108,6,0,90,6,42,576,100,150
2021,Croydon 018B,E01000991,99,12,112,9,0,93,6,38,824,122,333
2021,Croydon 014A,E01000992,120,18,142,3,3,105,10,50,903,152,300
2021,Croydon 021D,E01000993,87,15,120,5,4,88,6,51,818,105,337
2021,Croydon 009A,E01000994,89,13,88,2,3,112,6,64,758,140,241
2021,Croydon 009B,E01000995,114,8,100,5,4,99,2,69,787,159,227
2021,Croydon 009C,E01000996,60,11,93,4,3,88,1,46,639,125,208
2021,Croydon 009D,E01000997,92,12,95,4,2,109,7,35,654,136,162
2021,Croydon 010A,E01000998,101,9,84,3,2,98,7,53,717,163,197
2021,Croydon 009E,E01000999,82,11,96,3,1,85,4,60,599,83,174
2021,Croydon 010B,E01001000,82,10,96,1,0,94,6,63,654,145,157
2021,Croydon 013A,E01001001,89,10,72,4,4,110,5,65,655,141,155
2021,Croydon 009F,E01001002,106,9,66,1,2,107,4,84,682,130,173
2021,Croydon 010C,E01001003,119,19,92,2,0,111,3,94,754,142,172
2021,Croydon 015A,E01001004,144,22,134,3,3,159,5,133,1050,163,284
2021,Croydon 019A,E01001005,101,23,84,5,2,110,11,192,831,142,161
2021,Croydon 016A,E01001006,115,12,115,0,3,128,6,89,850,124,258
2021,Croydon 016B,E01001007,103,22,158,6,3,168,15,96,942,158,213
2021,Croydon 019B,E01001008,80,14,98,3,2,107,3,154,699,125,113
2021,Croydon 019C,E01001009,121,19,86,6,3,141,7,205,961,136,237
2021,Croydon 019D,E01001010,95,21,78,4,2,107,4,119,747,140,177
2021,Croydon 019E,E01001011,124,16,96,7,11,151,10,181,985,195,194
2021,Croydon 020A,E01001012,128,25,80,3,5,121,8,168,967,210,219
2021,Croydon 020B,E01001013,107,14,73,2,6,101,7,165,784,139,170
2021,Croydon 041A,E01001015,66,29,42,5,3,112,5,39,656,86,269
2021,Croydon 041B,E01001016,66,39,43,5,6,121,1,44,816,119,372
2021,Croydon 043A,E01001017,71,45,33,6,3,116,4,31,833,96,428
2021,Croydon 044A,E01001018,76,62,74,6,7,130,7,25,827,132,308
2021,Croydon 044B,E01001019,48,39,32,6,5,82,1,35,676,73,355
2021,Croydon 044C,E01001020,57,45,47,8,6,115,2,37,780,128,335
2021,Croydon 044D,E01001021,78,28,60,2,1,127,3,26,551,109,117
2021,Croydon 044E,E01001022,75,34,53,6,1,81,5,27,679,121,276
2021,Croydon 041C,E01001023,136,62,60,14,7,154,8,72,1348,178,657
2021,Croydon 043B,E01001024,61,38,33,4,4,80,4,38,670,93,315
2021,Croydon 043C,E01001025,61,48,53,6,7,93,3,32,706,117,286
2021,Croydon 043D,E01001026,98,49,63,5,4,128,1,57,920,168,347
2021,Croydon 043E,E01001027,135,100,52,7,8,199,12,48,1543,151,831
2021,Croydon 038A,E01001028,81,35,48,5,3,87,5,31,786,73,418
2021,Croydon 038B,E01001029,94,46,56,4,1,77,4,32,791,82,395
2021,Croydon 038C,E01001030,67,39,42,5,4,75,6,26,731,73,394
2021,Croydon 038D,E01001031,58,48,48,8,1,84,6,40,762,90,379
2021,Croydon 035A,E01001032,70,10,76,5,5,49,3,30,726,65,413
2021,Croydon 031A,E01001033,137,30,114,5,4,79,6,49,951,134,393
2021,Croydon 031B,E01001034,126,28,113,2,1,63,5,44,907,104,421
2021,Croydon 047C,E01001035,143,28,89,4,3,73,2,78,1021,141,460
2021,Croydon 029A,E01001036,78,9,81,7,3,57,4,31,777,58,449
2021,Croydon 029B,E01001037,128,18,96,2,4,64,5,69,852,95,371
2021,Croydon 029C,E01001038,155,20,139,6,3,75,6,79,1115,141,491
2021,Croydon 029D,E01001039,76,5,107,2,4,52,3,37,797,72,439
2021,Croydon 029E,E01001040,108,18,98,3,5,74,6,64,955,144,435
2021,Croydon 031C,E01001041,144,20,126,6,2,85,1,63,910,120,343
2021,Croydon 024B,E01001042,178,22,89,6,2,100,8,167,1156,173,411
2021,Croydon 023A,E01001044,131,10,88,7,2,54,6,59,984,88,539
2021,Croydon 023B,E01001046,139,18,69,4,2,54,6,55,969,114,508
2021,Croydon 047A,E01001047,148,13,82,1,4,55,3,86,963,150,421
2021,Croydon 023C,E01001049,91,8,89,6,4,64,6,33,709,66,342
2021,Croydon 023D,E01001050,108,12,79,1,4,47,4,73,806,97,381
2021,Croydon 030A,E01001051,97,26,51,1,2,183,2,36,604,119,87
2021,Croydon 030B,E01001052,78,18,52,4,3,175,2,25,547,96,94
2021,Croydon 032A,E01001053,100,20,54,1,3,168,15,46,699,149,143
2021,Croydon 030C,E01001054,122,29,42,3,4,189,9,58,748,168,124
2021,Croydon 032B,E01001055,115,32,44,8,7,166,5,54,662,156,75
2021,Croydon 030D,E01001056,100,15,60,5,3,165,6,45,676,152,125
2021,Croydon 030E,E01001057,108,34,49,4,5,218,5,42,627,84,78
2021,Croydon 034A,E01001058,91,18,71,8,4,130,4,36,686,89,235
2021,Croydon 034B,E01001059,94,20,90,6,0,126,4,36,715,110,229
2021,Croydon 034C,E01001060,118,25,75,4,2,147,5,30,799,153,240
2021,Croydon 034D,E01001061,120,24,118,4,7,122,3,38,849,170,243
2021,Croydon 026A,E01001062,79,8,105,7,0,60,2,42,660,77,280
2021,Croydon 026B,E01001063,90,9,119,10,4,66,2,31,798,118,349
2021,Croydon 026C,E01001064,113,19,70,6,2,82,2,23,782,102,363
2021,Croydon 034E,E01001065,106,19,45,6,1,134,2,29,697,106,249
2021,Croydon 034F,E01001066,85,13,81,5,4,115,2,23,594,132,134
2021,Croydon 041D,E01001067,69,45,42,6,1,88,4,23,789,82,429
2021,Croydon 042A,E01001068,86,58,70,8,6,111,0,33,942,119,451
2021,Croydon 040A,E01001069,62,32,51,2,4,83,2,42,720,77,365
2021,Croydon 040B,E01001070,89,47,61,11,3,111,7,36,802,101,336
2021,Croydon 042B,E01001071,92,54,100,5,3,90,2,58,1016,151,461
2021,Croydon 042C,E01001072,50,36,39,6,7,60,4,9,670,79,380
2021,Croydon 037A,E01001073,90,30,43,2,5,72,2,33,711,85,349
2021,Croydon 041E,E01001074,88,49,76,6,6,108,4,63,957,122,435
2021,Croydon 040C,E01001075,103,39,76,13,2,95,3,40,878,99,408
2021,Croydon 036A,E01001076,86,43,46,7,5,146,4,39,672,141,155
2021,Croydon 032C,E01001077,94,15,36,4,2,160,2,27,658,145,173
2021,Croydon 032D,E01001078,104,30,44,4,0,145,1,36,630,129,137
2021,Croydon 036B,E01001079,105,37,45,4,2,151,14,56,718,158,146
2021,Croydon 036C,E01001080,82,22,43,8,4,139,6,35,518,98,81
2021,Croydon 036D,E01001081,92,35,43,3,3,122,1,49,635,138,149
2021,Croydon 032E,E01001082,108,23,38,9,3,150,13,68,734,160,162
2021,Croydon 003A,E01001083,65,12,90,2,5,121,3,50,752,102,302
2021,Croydon 002A,E01001084,91,14,120,4,3,109,5,36,910,120,408
2021,Croydon 004A,E01001085,99,14,109,9,18,117,0,36,870,198,270
2021,Croydon 003B,E01001086,98,14,100,2,2,108,7,57,865,170,307
2021,Croydon 003C,E01001087,182,17,188,5,5,192,6,69,1364,299,401
2021,Croydon 004B,E01001088,121,6,117,3,3,113,9,37,836,153,274
2021,Croydon 004C,E01001089,102,11,106,4,6,136,11,40,850,197,237
2021,Croydon 004D,E01001090,143,9,171,6,3,154,7,46,1138,249,350
2021,Croydon 004E,E01001091,88,13,96,5,4,87,7,53,765,110,302
2021,Croydon 037B,E01001092,102,28,65,4,3,76,4,34,840,62,462
2021,Croydon 037C,E01001093,103,26,114,3,5,89,7,49,910,119,395
2021,Croydon 038E,E01001094,80,23,77,4,3,78,10,33,789,69,412
2021,Croydon 031D,E01001095,100,23,105,4,6,70,3,48,765,96,310
2021,Croydon 037D,E01001096,92,16,41,6,3,49,6,19,709,58,419
2021,Croydon 037E,E01001097,159,51,96,4,2,119,9,63,1180,139,538
2021,Croydon 037F,E01001098,72,26,49,5,2,53,3,27,731,73,421
2021,Croydon 040D,E01001099,84,40,65,6,7,77,5,32,779,105,358
2021,Croydon 031E,E01001100,91,26,83,4,1,56,8,43,821,117,392
2021,Croydon 035B,E01001101,74,23,70,5,4,57,3,27,726,86,377
2021,Croydon 035C,E01001102,56,21,66,6,2,55,2,26,628,75,319
2021,Croydon 039A,E01001103,59,38,69,5,0,78,2,32,697,89,325
2021,Croydon 042D,E01001104,74,39,67,4,6,78,4,34,825,96,423
2021,Croydon 039B,E01001105,93,41,97,7,4,118,2,38,860,159,301
2021,Croydon 039C,E01001106,87,43,71,3,3,104,3,46,746,128,258
2021,Croydon 035D,E01001107,82,13,61,3,4,55,8,25,740,56,433
2021,Croydon 035E,E01001108,77,19,74,4,2,69,4,41,844,85,469
2021,Croydon 013B,E01001109,162,15,111,15,0,135,5,129,1048,154,322
2021,Croydon 020D,E01001110,143,26,105,8,8,133,8,112,1000,138,319
2021,Croydon 010D,E01001111,116,14,123,3,3,156,3,47,915,159,291
2021,Croydon 013C,E01001112,139,15,111,3,2,127,5,52,972,158,360
2021,Croydon 013D,E01001113,176,14,94,4,4,116,4,90,1049,181,366
2021,Croydon 013E,E01001114,104,17,114,6,1,106,4,65,692,124,151
2021,Croydon 015B,E01001115,95,11,73,1,1,115,5,105,721,122,193
2021,Croydon 013F,E01001116,95,12,61,7,6,81,6,67,693,136,222
2021,Croydon 020E,E01001118,111,26,83,9,4,113,12,129,908,198,223
2021,Croydon 034G,E01001119,83,19,72,4,1,107,3,32,676,100,255
2021,Croydon 033A,E01001120,71,14,89,2,4,86,4,39,646,113,224
2021,Croydon 039D,E01001121,73,15,47,4,4,88,1,27,596,80,257
2021,Croydon 033B,E01001122,79,17,92,2,4,60,0,19,669,75,321
2021,Croydon 033C,E01001123,102,17,93,12,5,78,0,23,805,128,347
2021,Croydon 033D,E01001124,66,25,68,8,0,57,2,33,687,100,328
2021,Croydon 033E,E01001125,82,30,86,3,2,90,3,45,748,91,316
2021,Croydon 034H,E01001126,84,18,100,5,1,105,2,35,704,89,265
2021,Croydon 025A,E01001127,100,17,98,4,4,89,5,38,768,108,305
2021,Croydon 025B,E01001128,109,5,68,5,1,126,5,26,630,131,154
2021,Croydon 026D,E01001129,97,17,74,3,2,81,5,40,694,89,286
2021,Croydon 025C,E01001130,95,18,84,0,2,137,9,29,609,106,129
2021,Croydon 018C,E01001131,88,11,119,4,3,98,4,52,775,121,275
2021,Croydon 018D,E01001132,111,6,111,4,2,73,6,33,760,101,313
2021,Croydon 026E,E01001133,100,12,91,3,3,68,3,39,716,120,277
2021,Croydon 018E,E01001134,106,20,119,2,0,84,8,34,817,120,324
2021,Croydon 025D,E01001135,101,14,80,7,0,98,9,39,786,118,320
2021,Croydon 007A,E01001136,169,20,104,4,3,131,3,56,1103,185,428
2021,Croydon 001A,E01001137,125,8,84,6,0,121,5,32,1134,117,636
2021,Croydon 001B,E01001138,102,5,67,3,1,86,4,27,810,77,438
2021,Croydon 007B,E01001139,110,9,102,2,4,115,3,31,855,113,366
2021,Croydon 007C,E01001140,142,9,85,6,2,95,3,40,927,125,420
2021,Croydon 008A,E01001141,86,8,64,3,4,89,2,31,658,118,253
2021,Croydon 007D,E01001142,127,12,104,8,3,108,3,45,940,121,409
2021,Croydon 008B,E01001143,133,14,119,6,5,122,6,48,946,162,331
2021,Croydon 007E,E01001144,125,19,114,2,0,92,4,30,911,150,375
2021,Croydon 008C,E01001145,143,11,112,2,5,106,5,35,766,126,221
2021,Croydon 006A,E01001146,100,10,96,5,3,102,3,56,745,127,243
2021,Croydon 005A,E01001147,120,11,106,4,5,112,7,53,825,170,237
2021,Croydon 005B,E01001148,127,17,104,3,4,135,7,39,857,144,277
2021,Croydon 006B,E01001149,122,15,77,2,1,110,4,31,784,129,293
2021,Croydon 006C,E01001150,101,11,108,4,3,123,8,40,920,129,393
2021,Croydon 005C,E01001151,101,15,99,2,6,140,4,74,772,147,184
2021,Croydon 005D,E01001152,158,13,103,4,0,195,8,98,1029,226,224
2021,Croydon 006D,E01001153,113,13,105,5,1,115,8,61,822,124,277
2021,Croydon 006E,E01001154,149,26,118,1,2,141,5,80,977,211,244
2021,Croydon 010E,E01001155,80,6,85,2,1,127,6,60,677,125,185
2021,Croydon 001C,E01001156,100,16,80,0,5,145,1,37,903,116,403
2021,Croydon 002B,E01001157,89,19,124,4,2,106,7,37,821,146,287
2021,Croydon 005E,E01001158,92,11,88,2,4,124,2,33,785,130,299
2021,Croydon 002C,E01001159,110,11,114,2,4,120,4,57,938,120,396
2021,Croydon 002D,E01001160,83,15,131,5,4,160,4,57,894,135,300
2021,Croydon 003D,E01001161,89,13,149,0,3,109,10,56,773,159,185
2021,Croydon 001D,E01001162,118,7,113,4,2,137,4,51,946,130,380
2021,Croydon 002E,E01001163,107,12,97,1,2,147,16,49,1022,117,474
2021,Croydon 001E,E01001164,126,14,69,4,2,157,10,47,1217,130,658
2021,Croydon 024C,E01001165,127,15,87,2,5,106,14,122,1030,183,369
2021,Croydon 024D,E01001166,128,17,63,5,2,97,6,124,857,172,243
2021,Croydon 028A,E01001167,160,21,126,4,6,128,7,136,1156,195,373
2021,Croydon 024E,E01001168,134,22,95,6,3,121,6,104,1001,186,324
2021,Croydon 028B,E01001169,93,15,96,4,4,93,3,146,802,108,240
2021,Croydon 047D,E01001170,123,14,93,0,2,77,4,116,917,135,353
2021,Croydon 028C,E01001171,101,18,64,7,6,72,7,78,744,112,279
2021,Croydon 028D,E01001172,118,15,146,6,4,108,8,117,887,165,200
2021,Croydon 028E,E01001173,200,34,202,5,4,121,9,142,1406,199,490
2021,Croydon 011A,E01001174,82,14,123,3,7,105,4,78,733,122,195
2021,Croydon 011B,E01001175,94,7,91,3,3,96,3,114,712,122,179
2021,Croydon 011C,E01001176,110,16,98,1,11,127,4,104,798,137,190
2021,Croydon 016C,E01001177,99,11,139,6,9,148,7,78,790,134,159
2021,Croydon 015D,E01001178,105,3,76,1,2,95,3,100,635,116,134
2021,Croydon 016D,E01001179,93,14,106,4,4,104,2,111,739,125,176
2021,Croydon 016E,E01001180,114,15,91,3,8,162,5,154,906,171,183
2021,Croydon 015E,E01001181,104,13,79,3,5,121,4,140,820,171,180
2021,Croydon 011D,E01001182,97,7,101,4,3,109,9,43,650,111,166
2021,Croydon 011E,E01001183,109,25,103,0,7,125,5,96,793,143,180
2021,Croydon 011F,E01001184,77,13,100,2,3,85,6,62,659,112,199
2021,Croydon 014B,E01001185,113,15,106,7,6,91,5,40,907,139,385
2021,Croydon 014C,E01001186,119,8,117,4,2,114,5,43,819,137,270
2021,Croydon 017E,E01001187,136,16,142,2,2,92,8,84,986,179,325
2021,Croydon 014D,E01001188,125,23,117,4,3,84,4,51,927,148,368
2021,Croydon 045B,E01001189,81,9,80,3,0,80,6,24,631,91,257
2021,Croydon 045C,E01001190,91,14,90,4,1,101,3,28,823,132,359
2021,Croydon 008D,E01001191,141,12,121,12,5,126,13,37,987,184,336
2021,Croydon 008E,E01001192,121,9,93,4,2,117,3,33,838,140,316
2021,Croydon 014E,E01001193,114,8,159,3,2,86,9,49,801,130,241
2021,Croydon 045D,E01001194,104,12,105,6,3,91,4,32,881,137,387
