date,geography,geography code,Type of central heating in household: District or communal heat networks only,Type of central heating in household: Electric only,Type of central heating in household: Mains gas only,Type of central heating in household: No central heating,Type of central heating in household: Oil only,Type of central heating in household: Other central heating only,Type of central heating in household: Renewable energy only,Type of central heating in household: Solid fuel only,Type of central heating in household: Tank or bottled gas only,Type of central heating in household: Total: All households,Type of central heating in household: Two or more types of central heating (including renewable energy),Type of central heating in household: Two or more types of central heating (not including renewable energy),Type of central heating in household: Wood only
2021,Hackney 030A,E01033699,43,164,404,26,1,18,2,0,3,715,3,51,0
2021,Hackney 030B,E01033700,206,349,416,21,0,23,18,0,8,1133,9,79,4
2021,Hackney 028C,E01033702,5,169,302,26,1,13,1,0,3,560,3,36,1
2021,Hackney 010F,E01033703,4,54,420,17,0,5,0,0,1,557,0,56,0
2021,Hackney 023F,E01033704,80,280,562,41,1,21,6,0,4,1103,11,95,2
2021,Hackney 028D,E01033705,29,75,370,13,0,9,3,0,2,553,2,50,0
2021,Hackney 033B,E01033706,24,180,406,29,1,14,2,0,6,734,4,68,0
2021,Hackney 033C,E01033708,55,238,487,28,2,19,9,0,1,938,14,85,0
2021,Hackney 032B,E01033709,60,268,400,31,1,19,6,0,13,872,6,68,0
2021,Hackney 028E,E01033710,4,366,89,31,0,1,0,0,4,516,0,21,0
2021,Hackney 032C,E01033711,106,316,305,24,2,28,16,0,4,885,11,73,0
2021,Hackney 023G,E01033712,3,79,492,26,1,7,1,3,4,695,3,76,0
2021,Hackney 010G,E01033713,31,52,443,12,0,7,2,0,8,607,1,51,0
2021,Greenwich 035B,E01033727,120,277,407,19,4,18,8,0,15,970,4,97,1
2021,Greenwich 035C,E01033728,143,472,172,27,0,10,0,0,0,868,0,44,0
2021,Greenwich 030E,E01033729,32,46,578,17,0,14,1,0,8,763,0,67,0
2021,Greenwich 041E,E01033732,172,135,80,11,0,15,5,0,0,449,3,28,0
2021,Greenwich 039B,E01033734,163,177,196,9,0,16,2,0,6,632,1,62,0
2021,Greenwich 042D,E01033735,49,325,126,44,1,12,1,0,3,592,1,30,0
2021,Greenwich 039A,E01033736,286,351,395,14,3,26,6,0,4,1168,8,75,0
2021,Greenwich 042B,E01033737,77,183,386,20,0,29,3,0,12,814,7,97,0
2021,Greenwich 037D,E01033738,8,54,563,14,0,19,4,0,4,741,6,69,0
2021,Greenwich 002E,E01033739,9,80,436,26,1,14,2,0,14,649,2,65,0
2021,Greenwich 002F,E01033740,2,73,369,12,0,10,0,0,8,546,4,68,0
2021,Greenwich 002G,E01033741,25,183,342,7,0,14,1,0,5,640,1,62,0
2021,Greenwich 007F,E01033742,11,116,363,8,1,5,2,0,4,567,3,54,0
2021,Greenwich 002H,E01033743,21,101,393,15,2,27,1,0,16,663,3,84,0
2021,Greenwich 007G,E01033744,6,90,454,22,0,20,0,0,6,663,2,61,2
2021,Greenwich 002I,E01033745,1,66,419,8,0,17,5,0,9,589,1,63,0
2021,Greenwich 038E,E01033746,52,53,516,16,1,8,0,0,3,703,0,54,0
2021,Havering 007F,E01033784,1,98,495,14,1,12,3,0,3,681,6,48,0
2021,Havering 007G,E01033785,0,100,446,16,0,8,0,0,3,635,5,57,0
2021,Havering 017G,E01033786,109,164,204,11,3,15,1,0,6,559,1,45,0
2021,Havering 017H,E01033787,111,160,217,5,0,15,2,0,6,562,2,44,0
2021,Havering 017I,E01033788,2,24,427,11,0,5,0,0,0,516,3,44,0
2021,Bexley 008H,E01033789,2,78,422,4,0,7,5,0,7,603,18,60,0
2021,Bexley 008I,E01033790,1,18,398,16,0,6,0,0,1,488,2,46,0
2021,Bexley 019G,E01033791,63,157,327,17,0,11,2,0,4,629,2,46,0
2021,Bexley 019H,E01033792,1,137,390,11,0,3,0,0,2,573,0,29,0
2021,Lambeth 003F,E01033862,77,386,170,31,2,23,4,0,4,748,12,35,4
2021,Lambeth 003G,E01033863,9,38,445,14,0,15,1,0,12,605,2,69,0
2021,Lambeth 004H,E01033864,96,66,242,19,0,24,0,0,4,492,1,40,0
2021,Lambeth 004I,E01033865,68,149,257,15,0,33,18,0,2,597,8,47,0
2021,Lambeth 004J,E01033866,115,269,116,14,0,29,6,0,5,624,13,57,0
2021,Southwark 002F,E01033867,111,129,276,17,2,11,0,0,4,603,4,49,0
2021,Southwark 002G,E01033868,82,285,136,28,2,12,7,0,1,601,4,44,0
2021,Southwark 004F,E01033869,104,101,323,18,0,15,4,0,7,645,3,70,0
2021,Southwark 004G,E01033870,109,305,304,24,0,23,16,0,10,864,12,61,0
2021,Southwark 004H,E01033871,189,153,260,15,0,15,4,0,4,687,2,45,0
2021,Southwark 004I,E01033872,55,264,233,29,0,17,2,0,5,659,3,51,0
2021,Southwark 009G,E01033873,72,137,340,27,1,28,2,0,7,672,7,51,0
2021,Southwark 009H,E01033874,132,277,97,9,0,18,14,0,4,625,14,60,0
2021,Southwark 012G,E01033875,125,157,243,20,0,20,12,0,3,637,7,50,0
2021,Southwark 012H,E01033876,130,211,224,3,0,13,8,0,0,651,21,41,0
2021,Southwark 012I,E01033877,66,112,406,14,0,20,0,0,7,680,1,54,0
2021,Southwark 015F,E01033878,7,37,294,21,1,17,0,0,4,418,0,37,0
2021,Southwark 015G,E01033879,326,96,255,42,2,45,1,0,13,843,0,63,0
2021,Southwark 015H,E01033880,43,115,285,18,1,16,2,0,3,531,1,47,0
2021,Southwark 016F,E01033881,148,89,341,27,0,24,1,0,10,715,1,74,0
2021,Southwark 022G,E01033882,14,32,441,18,0,12,0,0,6,583,4,56,0
2021,Southwark 022H,E01033883,259,97,193,7,0,12,7,0,5,648,6,62,0
2021,Southwark 035A,E01033884,59,229,201,23,0,17,9,0,2,593,7,46,0
2021,Southwark 036A,E01033885,8,64,429,20,1,19,1,0,11,625,2,70,0
2021,Barnet 017E,E01033911,16,37,515,9,0,7,1,0,2,650,13,50,0
2021,Barnet 017F,E01033912,44,57,438,12,0,6,2,0,5,638,12,62,0
2021,Barnet 024G,E01033913,25,56,377,8,1,7,1,0,3,539,0,61,0
2021,Barnet 024H,E01033914,1,104,404,15,0,8,1,0,6,598,0,59,0
2021,Barnet 042A,E01033915,10,461,57,34,0,2,2,0,4,583,2,11,0
2021,Barnet 042B,E01033916,2,375,170,50,0,13,1,0,1,652,3,36,1
2021,Barnet 042C,E01033917,5,599,28,52,0,6,0,0,0,707,1,16,0
2021,Barnet 042D,E01033918,109,370,80,22,0,16,2,0,0,630,2,28,1
2021,Barnet 042E,E01033919,44,484,32,47,1,15,5,0,2,648,7,11,0
2021,Barnet 042F,E01033920,169,216,170,18,0,17,4,0,4,639,5,36,0
2021,Barnet 043A,E01033921,143,294,145,11,2,26,9,0,5,692,1,56,0
2021,Barnet 043B,E01033922,146,275,174,18,1,22,3,0,4,687,0,44,0
2021,Barnet 043C,E01033923,81,170,248,8,0,23,3,0,2,586,10,41,0
2021,Barnet 043D,E01033924,40,121,304,11,0,29,0,0,4,579,2,68,0
2021,Barnet 043E,E01033925,60,171,305,13,0,15,4,0,4,618,4,42,0
2021,Enfield 014E,E01033926,97,226,455,16,4,36,10,1,11,976,9,111,0
2021,Enfield 020F,E01033927,3,181,401,19,0,17,0,0,3,681,0,57,0
2021,Enfield 020G,E01033928,3,266,255,16,0,2,3,0,4,578,2,27,0
2021,Brent 002F,E01033929,162,187,129,11,1,19,5,0,1,551,3,33,0
2021,Brent 002G,E01033930,0,28,494,3,0,10,0,1,6,590,0,48,0
2021,Brent 009F,E01033931,3,98,314,11,0,14,0,0,0,499,3,56,0
2021,Brent 009G,E01033932,4,56,380,6,0,17,0,0,8,525,1,53,0
2021,Brent 010G,E01033933,1,39,311,16,0,11,1,0,2,416,0,35,0
2021,Brent 010H,E01033934,0,38,339,11,0,18,0,0,0,442,0,36,0
2021,Brent 020F,E01033935,1,99,376,19,2,20,0,0,5,569,3,44,0
2021,Brent 020G,E01033936,47,200,206,10,1,24,9,0,3,545,10,35,0
2021,Brent 027G,E01033937,26,119,258,14,0,13,1,0,4,482,3,44,0
2021,Brent 027H,E01033938,40,116,197,9,0,18,3,0,1,449,0,65,0
2021,Brent 027I,E01033939,149,397,117,16,1,46,8,0,3,797,7,52,1
2021,Brent 035B,E01033940,153,312,137,11,1,30,7,0,4,709,3,51,0
2021,Brent 035C,E01033941,102,335,156,16,0,49,11,0,0,735,8,57,1
2021,Brent 035D,E01033942,131,288,163,12,5,26,3,0,3,688,7,50,0
2021,Haringey 015E,E01033943,122,119,393,13,1,8,2,0,6,725,4,57,0
2021,Haringey 015F,E01033944,98,288,187,13,0,24,6,1,5,695,6,61,6
2021,Haringey 020G,E01033945,17,438,148,38,0,1,0,0,4,669,0,23,0
2021,Haringey 020H,E01033946,153,250,192,12,0,15,5,0,2,673,1,43,0
2021,Ealing 015F,E01034026,46,411,97,37,0,7,4,0,1,629,2,24,0
2021,Ealing 015G,E01034027,7,318,451,31,0,14,2,0,3,896,1,69,0
2021,Ealing 019F,E01034028,22,152,362,19,0,24,3,0,2,647,0,63,0
2021,Ealing 019G,E01034029,62,186,326,53,1,21,0,0,2,698,1,46,0
2021,Ealing 042A,E01034030,28,162,581,37,3,11,1,0,4,878,2,49,0
2021,Ealing 042B,E01034031,101,311,108,35,0,21,12,0,2,634,6,38,0
2021,Hounslow 006G,E01034032,6,152,503,13,0,9,0,0,5,756,3,65,0
2021,Hounslow 006H,E01034033,176,287,254,18,3,19,2,1,7,839,14,58,0
2021,Hounslow 014F,E01034034,46,268,208,35,0,21,1,0,5,619,3,32,0
2021,Hounslow 014G,E01034035,11,29,553,14,0,2,0,0,1,656,1,45,0
2021,Hounslow 015F,E01034036,35,339,198,23,1,27,2,0,1,678,5,45,2
2021,Hounslow 015G,E01034037,27,130,402,27,0,14,0,0,5,655,3,47,0
2021,Hounslow 017F,E01034038,7,157,303,12,0,9,7,0,2,546,7,42,0
2021,Hounslow 017G,E01034039,18,115,313,16,0,17,5,0,5,535,0,46,0
2021,Hounslow 018H,E01034040,2,135,328,19,1,20,0,0,6,556,4,41,0
2021,Hounslow 018I,E01034041,4,43,319,10,0,7,0,0,4,443,2,54,0
2021,Hounslow 030A,E01034042,114,234,154,15,1,24,2,0,2,594,3,44,1
2021,Hounslow 030B,E01034043,98,338,113,30,1,19,0,0,6,640,2,33,0
2021,Hounslow 030C,E01034044,49,338,114,11,3,17,3,0,2,575,6,32,0
2021,Hounslow 031A,E01034045,174,390,132,14,3,44,6,0,8,839,5,62,1
2021,Hounslow 031B,E01034046,80,107,433,10,1,17,2,0,13,730,0,67,0
2021,Croydon 015F,E01034139,18,119,391,22,1,29,1,0,8,658,1,68,0
2021,Croydon 015G,E01034140,66,175,200,18,1,21,0,0,2,520,2,35,0
2021,Croydon 020F,E01034141,28,241,231,30,1,22,1,0,2,594,2,36,0
2021,Croydon 020G,E01034142,19,135,407,5,0,12,1,0,2,644,4,59,0
2021,Croydon 020H,E01034143,93,269,169,20,2,44,5,0,1,666,3,60,0
2021,Croydon 024F,E01034144,138,92,267,12,0,14,5,0,0,589,1,60,0
2021,Croydon 024G,E01034145,18,126,328,10,0,18,1,0,2,561,3,55,0
2021,Croydon 024H,E01034146,207,177,108,9,0,18,12,0,2,597,6,58,0
2021,Croydon 046A,E01034147,90,277,133,17,0,55,11,0,1,641,5,52,0
2021,Croydon 046B,E01034148,135,317,228,11,6,47,1,0,7,837,7,78,0
2021,Croydon 046C,E01034149,60,273,579,33,1,51,0,0,3,1089,3,86,0
2021,Croydon 046D,E01034150,84,261,248,20,0,12,5,0,4,670,2,34,0
2021,Croydon 046E,E01034151,35,290,231,13,1,10,0,0,3,644,3,58,0
2021,Croydon 047B,E01034152,30,124,445,16,3,19,0,0,7,724,3,77,0
2021,Sutton 004F,E01034153,11,227,267,23,0,7,9,0,0,587,4,39,0
2021,Sutton 004G,E01034154,275,99,189,3,0,7,11,0,1,637,18,34,0
2021,Sutton 012F,E01034155,96,168,487,15,1,15,2,0,6,864,6,68,0
2021,Sutton 012G,E01034156,62,254,274,11,0,19,0,0,5,682,4,53,0
2021,Greenwich 005F,E01034173,6,45,466,16,0,26,1,0,4,642,4,74,0
2021,Greenwich 034F,E01034174,152,165,206,5,2,15,8,0,1,603,13,36,0
2021,Greenwich 034G,E01034175,256,206,106,12,3,13,6,0,1,659,11,45,0
2021,Greenwich 034H,E01034176,15,38,465,8,0,12,1,0,2,605,10,54,0
2021,Greenwich 034I,E01034177,161,179,189,11,3,24,16,0,10,654,15,46,0
2021,Greenwich 035E,E01034178,290,304,168,16,1,13,10,0,11,864,2,49,0
2021,Greenwich 035F,E01034179,64,134,266,15,1,17,3,0,4,553,4,45,0
2021,Greenwich 035G,E01034180,8,39,418,8,0,13,0,0,2,539,0,51,0
2021,Greenwich 035H,E01034181,84,240,313,18,1,28,12,0,0,752,7,49,0
2021,Greenwich 035I,E01034182,130,179,328,14,1,14,6,0,3,729,2,52,0
2021,Greenwich 037E,E01034183,109,168,337,9,1,10,5,0,3,693,6,45,0
2021,Greenwich 037F,E01034184,162,213,115,11,0,21,10,0,2,576,10,32,0
2021,Greenwich 037G,E01034185,24,53,399,10,0,13,4,0,4,562,1,54,0
2021,Greenwich 039C,E01034186,264,280,97,15,3,13,7,0,2,739,7,51,0
2021,Greenwich 039D,E01034187,215,276,132,11,0,12,2,0,3,698,4,43,0
2021,Greenwich 040A,E01034188,175,257,97,18,0,37,13,0,2,668,11,58,0
2021,Greenwich 040B,E01034189,231,154,114,7,0,8,5,0,2,563,5,37,0
2021,Greenwich 040C,E01034190,88,80,433,16,1,25,3,0,3,720,1,70,0
2021,Greenwich 040D,E01034191,250,277,93,15,0,37,16,0,3,761,14,56,0
2021,Greenwich 040E,E01034192,141,217,583,14,0,21,11,0,1,1060,2,70,0
2021,Greenwich 041A,E01034193,204,292,105,21,0,36,14,0,0,738,6,60,0
2021,Greenwich 041B,E01034194,200,208,105,15,1,23,5,0,8,606,6,34,1
2021,Greenwich 041C,E01034195,178,168,72,9,0,31,11,0,1,512,7,35,0
2021,Greenwich 041D,E01034196,212,211,75,7,1,12,8,0,0,576,6,44,0
2021,Greenwich 042C,E01034198,65,315,445,38,2,18,0,0,9,965,3,70,0
2021,Newham 012E,E01034199,35,225,323,25,0,24,2,0,10,701,1,56,0
2021,Newham 012F,E01034200,97,340,176,34,0,19,4,0,6,722,1,45,0
2021,Newham 022E,E01034201,12,30,322,6,1,12,0,0,1,425,3,38,0
2021,Newham 022F,E01034202,5,54,351,29,0,15,0,0,1,500,4,41,0
2021,Newham 025E,E01034203,103,105,162,11,0,15,6,0,4,480,3,71,0
2021,Newham 025F,E01034204,2,34,433,11,0,14,0,0,2,554,0,58,0
2021,Newham 033E,E01034205,7,234,241,15,0,8,0,0,9,562,0,48,0
2021,Newham 033F,E01034206,129,275,153,16,0,33,5,0,2,679,3,63,0
2021,Newham 033G,E01034207,160,416,72,22,0,9,3,0,4,715,1,28,0
2021,Newham 034J,E01034208,5,52,503,19,1,15,0,0,8,665,1,61,0
2021,Newham 034K,E01034209,143,322,125,28,2,8,4,1,1,687,8,45,0
2021,Newham 034L,E01034210,122,234,242,24,1,31,1,1,5,707,5,41,0
2021,Newham 034M,E01034211,247,269,115,10,1,29,4,0,8,745,4,57,1
2021,Newham 034N,E01034212,85,693,112,56,1,27,4,0,5,1008,2,23,0
2021,Newham 038A,E01034213,301,171,89,9,1,25,10,0,3,649,11,29,0
2021,Newham 038B,E01034214,208,237,90,4,0,25,18,0,3,647,9,53,0
2021,Newham 038C,E01034215,216,260,51,11,0,29,15,0,1,639,15,41,0
2021,Newham 038D,E01034216,215,248,63,12,0,36,9,0,6,636,14,33,0
2021,Newham 038E,E01034217,228,230,91,14,0,30,15,0,3,667,11,45,0
2021,Newham 039B,E01034218,95,100,316,10,0,20,4,0,9,616,7,55,0
2021,Newham 039C,E01034219,252,226,84,12,1,25,10,0,2,668,11,45,0
2021,Newham 039D,E01034220,157,259,86,18,0,29,11,0,2,619,14,43,0
2021,Newham 039E,E01034221,64,262,219,20,0,16,0,0,3,636,3,49,0
2021,Newham 040A,E01034222,129,386,113,21,0,18,4,0,2,717,7,37,0
2021,Newham 040B,E01034223,150,258,196,11,1,26,12,0,3,712,8,47,0
2021,Newham 041D,E01034224,48,144,313,18,1,18,1,0,3,611,2,63,0
2021,Newham 042B,E01034225,60,121,369,8,1,18,2,0,3,645,7,56,0
2021,Newham 042C,E01034226,112,269,142,14,0,7,2,0,7,610,6,51,0
2021,Newham 042D,E01034227,168,276,117,9,0,9,3,0,1,633,1,49,0
2021,Newham 042E,E01034228,158,181,198,9,0,13,2,0,7,631,3,60,0
2021,Newham 042F,E01034229,88,144,291,9,0,16,2,0,5,615,6,54,0
2021,Newham 042G,E01034230,168,263,151,13,2,14,4,0,1,677,5,55,1
2021,Newham 042H,E01034231,203,195,174,14,3,10,5,1,1,655,5,44,0
2021,Bromley 005F,E01034383,2,160,382,27,1,7,0,0,5,629,1,44,0
2021,Bromley 005G,E01034384,82,136,339,8,0,8,1,0,4,622,0,44,0
2021,Bromley 018F,E01034385,1,57,465,12,1,2,0,0,2,578,0,38,0
2021,Bromley 018G,E01034386,108,245,213,15,0,12,5,0,3,650,5,44,0
2021,Lewisham 001F,E01034387,250,331,150,9,0,20,6,1,5,846,5,69,0
2021,Lewisham 001G,E01034388,145,180,205,12,2,13,7,0,1,620,8,47,0
2021,Lewisham 001H,E01034389,94,143,345,28,0,26,4,0,4,730,1,85,0
2021,Lewisham 020F,E01034390,211,172,201,6,2,7,2,0,8,690,3,78,0
2021,Lewisham 020G,E01034391,43,61,453,16,0,16,0,0,2,640,2,47,0
2021,Lewisham 040A,E01034392,57,221,306,31,0,11,3,0,4,678,7,38,0
2021,Lewisham 040B,E01034393,156,239,139,8,1,18,3,0,2,611,14,31,0
2021,Lewisham 040C,E01034394,194,263,112,17,0,10,5,0,7,669,2,59,0
2021,Lewisham 040D,E01034395,120,250,196,17,0,46,4,0,6,700,2,59,0
2021,Barking and Dagenham 004F,E01034469,1,28,431,7,0,8,1,0,3,540,20,41,0
2021,Barking and Dagenham 004G,E01034470,1,21,376,11,0,10,0,0,3,468,1,45,0
2021,Barking and Dagenham 008G,E01034471,161,170,318,19,0,26,7,0,5,773,1,63,3
2021,Barking and Dagenham 008H,E01034472,126,316,124,14,0,38,12,1,2,667,3,27,4
2021,Barking and Dagenham 015E,E01034473,39,91,219,8,2,19,2,0,2,427,3,42,0
2021,Barking and Dagenham 015F,E01034474,35,348,320,35,0,35,2,1,6,863,9,65,7
2021,Barking and Dagenham 019F,E01034475,8,37,453,10,2,9,2,1,5,590,0,63,0
2021,Barking and Dagenham 019G,E01034476,20,76,303,16,0,11,13,0,9,512,23,41,0
2021,Barking and Dagenham 019H,E01034477,63,139,244,18,0,12,14,0,4,550,1,55,0
2021,Barking and Dagenham 019I,E01034478,66,67,240,10,0,8,10,0,7,471,9,54,0
2021,Barking and Dagenham 021G,E01034479,18,141,464,18,0,18,0,0,8,750,1,82,0
2021,Redbridge 023E,E01034480,3,32,317,9,1,14,0,0,7,409,1,25,0
2021,Redbridge 023F,E01034481,2,27,375,7,0,10,1,0,2,465,2,39,0
2021,Redbridge 032F,E01034482,49,209,87,17,0,26,3,1,1,430,1,36,0
2021,Redbridge 032G,E01034483,54,249,166,16,1,16,3,0,0,543,0,38,0
2021,Redbridge 032H,E01034484,5,66,390,18,0,13,2,0,2,535,0,39,0
2021,Waltham Forest 014F,E01034485,1,39,623,23,0,16,0,0,4,769,2,61,0
2021,Waltham Forest 014G,E01034486,282,194,175,7,0,8,9,0,1,735,11,48,0
2021,Waltham Forest 020H,E01034487,3,97,240,8,0,18,19,0,2,453,12,54,0
2021,Waltham Forest 020I,E01034488,3,55,490,21,1,19,1,0,6,665,0,69,0
2021,Kingston upon Thames 004H,E01034576,59,246,180,26,0,13,22,0,5,587,8,28,0
2021,Kingston upon Thames 004I,E01034577,31,351,174,27,1,5,3,0,4,633,4,33,0
2021,Merton 001F,E01034578,6,68,298,15,0,13,3,3,4,446,4,32,0
2021,Merton 001G,E01034579,16,558,254,21,0,6,0,0,2,890,0,33,0
2021,Merton 005F,E01034580,33,161,305,21,1,23,5,0,3,599,5,42,0
2021,Merton 005G,E01034581,21,286,309,25,1,1,1,0,1,682,2,34,1
2021,Harrow 002F,E01034589,13,28,501,6,0,8,0,0,6,619,2,55,0
2021,Harrow 002G,E01034590,136,214,185,8,0,19,4,0,2,618,2,48,0
2021,Harrow 013F,E01034591,3,30,418,6,0,12,0,0,8,518,1,40,0
2021,Harrow 013G,E01034592,2,65,280,8,0,12,0,0,5,400,0,28,0
2021,Harrow 015E,E01034593,0,68,415,5,0,6,0,0,7,528,2,25,0
2021,Harrow 015F,E01034594,9,19,388,4,1,7,0,0,4,474,11,31,0
2021,Harrow 023E,E01034595,8,125,319,18,0,7,0,0,2,514,1,34,0
2021,Harrow 023F,E01034596,97,267,132,28,0,20,2,0,0,581,6,29,0
2021,Harrow 023G,E01034597,54,210,265,9,0,23,1,0,3,606,1,40,0
2021,Harrow 023H,E01034598,109,225,160,15,0,24,4,0,2,601,3,59,0
2021,Harrow 027E,E01034599,2,36,448,11,0,11,0,0,4,572,9,51,0
2021,Harrow 027F,E01034600,71,219,402,13,1,26,1,0,3,817,1,79,1
2021,Hillingdon 015G,E01034601,15,47,452,7,0,13,4,0,2,597,2,55,0
2021,Hillingdon 015H,E01034602,50,169,312,21,0,24,4,0,3,627,5,39,0
2021,Hillingdon 015I,E01034603,46,49,349,3,0,9,7,0,1,515,15,36,0
2021,Hillingdon 015J,E01034604,19,166,354,10,0,11,2,0,2,610,3,43,0
2021,Hillingdon 015K,E01034605,3,30,460,12,0,5,2,0,4,577,4,57,0
2021,Hillingdon 016G,E01034606,3,41,383,14,0,4,1,0,4,485,1,34,0
2021,Hillingdon 016H,E01034607,0,42,457,9,0,12,0,0,6,573,1,46,0
2021,Hillingdon 022G,E01034608,50,272,458,25,4,23,7,4,9,941,7,81,1
2021,Hillingdon 022H,E01034609,22,327,363,31,1,35,1,1,2,853,4,66,0
2021,Hillingdon 027G,E01034610,1,71,385,13,0,8,6,0,1,567,16,66,0
2021,Hillingdon 027H,E01034611,0,121,243,13,2,12,0,0,1,431,10,29,0
2021,Hillingdon 027I,E01034612,3,55,479,6,1,11,0,0,3,619,3,58,0
2021,Hillingdon 027J,E01034613,69,218,90,10,0,19,9,0,4,449,5,25,0
2021,Hillingdon 028F,E01034614,30,475,186,20,0,12,3,0,2,758,3,27,0
2021,Hillingdon 028G,E01034615,134,119,351,4,2,21,2,0,1,698,7,57,0
2021,Hillingdon 030F,E01034616,72,303,218,33,2,27,3,0,3,701,3,37,0
2021,Hillingdon 030G,E01034617,69,126,420,11,0,31,2,0,5,735,1,70,0
2021,Hammersmith and Fulham 001F,E01035484,54,95,376,11,1,17,0,0,6,628,2,66,0
2021,Hammersmith and Fulham 001G,E01035485,33,171,257,19,1,21,6,0,3,581,10,57,3
2021,Hammersmith and Fulham 023G,E01035486,85,481,182,35,0,21,3,0,3,880,6,64,0
2021,Hammersmith and Fulham 023H,E01035487,37,100,484,19,0,13,4,0,3,746,16,70,0
2021,Wandsworth 004H,E01035488,42,325,270,19,4,14,5,0,4,745,7,54,1
2021,Wandsworth 004I,E01035489,118,363,94,16,1,35,8,0,1,690,5,49,0
2021,Wandsworth 010H,E01035490,80,283,300,15,4,27,7,0,10,778,6,46,0
2021,Wandsworth 010I,E01035491,4,416,148,17,0,4,1,0,11,621,0,20,0
2021,Wandsworth 010J,E01035492,143,401,173,25,1,26,6,0,1,848,11,61,0
2021,Wandsworth 010K,E01035493,95,206,411,11,1,30,2,0,6,830,6,62,0
2021,Wandsworth 018E,E01035494,155,434,239,23,1,42,7,0,2,961,6,52,0
2021,Wandsworth 018F,E01035495,210,90,105,20,1,31,0,0,10,510,1,42,0
2021,Wandsworth 038A,E01035496,128,290,166,16,7,25,16,0,0,707,10,49,0
2021,Wandsworth 038B,E01035497,142,281,126,17,0,18,12,0,1,656,5,54,0
2021,Wandsworth 038E,E01035498,155,256,113,12,0,24,18,0,1,651,19,53,0
2021,Wandsworth 039C,E01035499,14,64,413,17,0,29,2,0,9,610,4,58,0
2021,Hackney 002G,E01035638,170,259,251,33,0,42,8,0,5,850,12,70,0
2021,Hackney 002H,E01035639,194,262,239,16,0,27,7,0,6,805,6,48,0
2021,Hackney 020F,E01035640,2,41,493,13,2,14,0,0,5,634,2,62,0
2021,Hackney 020G,E01035641,66,211,220,22,0,31,3,0,2,613,10,47,1
2021,Hackney 025G,E01035642,80,301,322,29,2,19,3,1,3,850,23,67,0
2021,Hackney 025H,E01035643,51,298,285,36,0,13,3,0,6,742,8,41,1
2021,Hackney 025I,E01035644,77,312,115,31,1,13,5,1,1,606,0,50,0
2021,Hackney 025J,E01035645,16,74,410,24,1,22,0,0,11,617,3,56,0
2021,Hackney 026E,E01035646,35,135,389,21,1,13,4,0,6,663,1,58,0
2021,Hackney 026F,E01035647,84,301,120,32,0,15,12,2,1,597,3,27,0
2021,Hackney 026G,E01035648,30,102,463,25,0,20,0,0,2,705,2,61,0
2021,Hackney 026H,E01035649,63,188,311,19,1,18,3,0,1,669,3,62,0
2021,Hackney 031C,E01035650,15,165,580,30,0,24,1,0,6,914,2,91,0
2021,Islington 007E,E01035651,12,285,304,24,0,16,1,0,1,694,1,50,0
2021,Islington 007F,E01035652,4,218,306,32,0,5,0,0,2,610,3,40,0
2021,Islington 011J,E01035653,65,530,91,30,0,6,3,0,3,758,3,27,0
2021,Islington 011K,E01035654,86,169,176,15,0,7,4,0,1,503,2,43,0
2021,Islington 020F,E01035655,16,73,550,16,1,8,0,0,9,748,3,72,0
2021,Islington 020G,E01035656,133,300,176,16,0,21,10,0,3,717,10,47,1
2021,Tower Hamlets 001E,E01035657,94,280,64,16,0,16,6,1,3,510,5,25,0
2021,Tower Hamlets 001F,E01035658,224,204,70,10,1,27,8,0,2,591,17,28,0
2021,Tower Hamlets 001G,E01035659,9,44,455,10,0,11,0,0,4,593,0,60,0
2021,Tower Hamlets 002E,E01035660,4,108,355,23,2,13,0,1,5,582,5,66,0
2021,Tower Hamlets 002F,E01035661,31,137,247,17,2,12,1,0,0,498,5,46,0
2021,Tower Hamlets 004H,E01035662,15,499,49,52,0,5,2,0,1,643,6,14,0
2021,Tower Hamlets 004I,E01035663,5,264,222,32,0,4,1,0,0,561,2,31,0
2021,Tower Hamlets 006E,E01035664,33,92,823,26,2,28,1,0,7,1109,3,94,0
2021,Tower Hamlets 008F,E01035665,197,280,107,12,3,11,4,0,4,671,3,49,1
2021,Tower Hamlets 008G,E01035666,79,315,210,20,0,23,6,0,4,733,3,71,2
2021,Tower Hamlets 008H,E01035667,78,246,232,13,3,20,5,0,9,684,2,76,0
2021,Tower Hamlets 009E,E01035668,49,272,391,29,1,14,1,0,3,824,4,60,0
2021,Tower Hamlets 009F,E01035669,67,256,220,32,0,12,1,0,7,640,3,42,0
2021,Tower Hamlets 010G,E01035670,37,91,563,20,0,27,2,0,4,836,2,90,0
2021,Tower Hamlets 012F,E01035671,268,347,152,15,2,36,7,0,5,892,4,56,0
2021,Tower Hamlets 012G,E01035672,76,200,558,28,0,37,8,0,5,1013,4,97,0
2021,Tower Hamlets 012H,E01035673,59,155,164,10,0,13,1,0,1,454,5,46,0
2021,Tower Hamlets 014F,E01035674,145,98,217,14,1,19,7,0,2,571,4,57,7
2021,Tower Hamlets 014G,E01035675,9,146,378,12,3,17,0,0,12,654,0,77,0
2021,Tower Hamlets 014H,E01035676,23,38,343,10,1,13,2,0,4,480,3,43,0
2021,Tower Hamlets 014I,E01035677,96,262,155,6,0,16,5,0,1,596,2,50,3
2021,Tower Hamlets 018E,E01035678,100,163,369,16,3,19,6,0,3,755,15,61,0
