date,geography,geography code,Second address indicator: No second address,Second address indicator: Second address is in the UK,Second address indicator: Second address is outside the UK,Second address indicator: Total: All usual residents
2021,Hammersmith and Fulham 024B,E01001916,985,161,78,1224
2021,Hammersmith and Fulham 018C,E01001917,1296,128,71,1495
2021,Hammersmith and Fulham 018D,E01001918,1387,78,45,1510
2021,Hammersmith and Fulham 018E,E01001919,1379,92,75,1546
2021,Hammersmith and Fulham 020A,E01001920,1319,60,70,1449
2021,Hammersmith and Fulham 020B,E01001921,1238,118,95,1451
2021,Hammersmith and Fulham 020C,E01001922,1366,146,115,1627
2021,Hammersmith and Fulham 020D,E01001923,1326,106,85,1517
2021,Hammersmith and Fulham 020E,E01001924,1278,132,135,1545
2021,Hammersmith and Fulham 025A,E01001925,1307,137,128,1572
2021,Hammersmith and Fulham 024C,E01001926,1158,126,72,1356
2021,Hammersmith and Fulham 008C,E01001927,1217,98,50,1365
2021,Hammersmith and Fulham 011A,E01001928,1537,165,104,1806
2021,Hammersmith and Fulham 009D,E01001929,1210,103,34,1347
2021,Hammersmith and Fulham 008D,E01001930,1563,87,86,1736
2021,Hammersmith and Fulham 011B,E01001931,1173,58,65,1296
2021,Hammersmith and Fulham 011C,E01001932,1395,123,73,1591
2021,Hammersmith and Fulham 011D,E01001933,1301,124,71,1496
2021,Hammersmith and Fulham 025B,E01001934,1788,82,90,1960
2021,Hammersmith and Fulham 023A,E01001935,1821,139,78,2038
2021,Hammersmith and Fulham 025C,E01001937,1561,112,117,1790
2021,Hammersmith and Fulham 025D,E01001938,1471,65,40,1576
2021,Hammersmith and Fulham 005B,E01001940,1427,69,42,1538
2021,Hammersmith and Fulham 005C,E01001941,1418,81,67,1566
2021,Hammersmith and Fulham 005D,E01001942,1691,84,63,1838
2021,Hammersmith and Fulham 004A,E01001943,2030,129,103,2262
2021,Hammersmith and Fulham 004B,E01001944,1578,45,57,1680
2021,Hammersmith and Fulham 004C,E01001945,1527,86,52,1665
2021,Hammersmith and Fulham 004D,E01001946,1673,120,86,1879
2021,Hammersmith and Fulham 021A,E01001947,1337,53,27,1417
2021,Hammersmith and Fulham 021B,E01001948,1658,135,80,1873
2021,Hammersmith and Fulham 021C,E01001949,1251,136,88,1475
2021,Hammersmith and Fulham 021D,E01001950,1261,98,127,1486
2021,Hammersmith and Fulham 021E,E01001951,1293,132,90,1515
2021,Hammersmith and Fulham 024D,E01001952,1401,149,95,1645
2021,Hammersmith and Fulham 021F,E01001953,1312,87,60,1459
2021,Hammersmith and Fulham 003A,E01001954,1406,77,43,1526
2021,Hammersmith and Fulham 002A,E01001955,1999,55,54,2108
2021,Hammersmith and Fulham 003B,E01001956,1464,68,43,1575
2021,Hammersmith and Fulham 002B,E01001957,1565,37,24,1626
2021,Hammersmith and Fulham 002C,E01001958,1631,54,40,1725
2021,Hammersmith and Fulham 003C,E01001959,1797,122,102,2021
2021,Hammersmith and Fulham 003D,E01001960,1626,117,52,1795
2021,Hammersmith and Fulham 002D,E01001961,1516,23,36,1575
2021,Haringey 004A,E01001962,1742,47,34,1823
2021,Haringey 009A,E01001963,1686,73,41,1800
2021,Haringey 009B,E01001964,1542,51,35,1628
2021,Haringey 009C,E01001965,1549,60,27,1636
2021,Haringey 009D,E01001966,1297,70,43,1410
2021,Haringey 014A,E01001967,1371,83,39,1493
2021,Haringey 014B,E01001968,1528,72,49,1649
2021,Haringey 001A,E01001969,1862,47,57,1966
2021,Haringey 004B,E01001970,1807,55,42,1904
2021,Haringey 001B,E01001971,1824,35,47,1906
2021,Haringey 004C,E01001972,1634,59,19,1712
2021,Haringey 004D,E01001973,2420,61,67,2548
2021,Haringey 001C,E01001974,2089,65,59,2213
2021,Haringey 001D,E01001975,1746,36,37,1819
2021,Haringey 011A,E01001976,1792,39,36,1867
2021,Haringey 011B,E01001977,1462,28,29,1519
2021,Haringey 011C,E01001978,1845,45,39,1929
2021,Haringey 011D,E01001979,2213,37,42,2292
2021,Haringey 018A,E01001980,1729,45,42,1816
2021,Haringey 018B,E01001981,1737,34,32,1803
2021,Haringey 018C,E01001982,1730,48,23,1801
2021,Haringey 018D,E01001983,1573,48,40,1661
2021,Haringey 033A,E01001984,1605,80,63,1748
2021,Haringey 033B,E01001985,1481,77,62,1620
2021,Haringey 034A,E01001986,1438,86,41,1565
2021,Haringey 033C,E01001987,1536,114,55,1705
2021,Haringey 034B,E01001988,1535,76,56,1667
2021,Haringey 033D,E01001989,1608,61,50,1719
2021,Haringey 034C,E01001990,1780,120,50,1950
2021,Haringey 017A,E01001991,1533,97,30,1660
2021,Haringey 017B,E01001992,1586,93,72,1751
2021,Haringey 017C,E01001993,1538,91,38,1667
2021,Haringey 030A,E01001994,1676,73,62,1811
2021,Haringey 017D,E01001995,2572,61,51,2684
2021,Haringey 014C,E01001996,1402,44,47,1493
2021,Haringey 014D,E01001997,1536,183,63,1782
2021,Haringey 023A,E01001998,1832,57,44,1933
2021,Haringey 023B,E01001999,2294,89,55,2438
2021,Haringey 031A,E01002000,1645,68,48,1761
2021,Haringey 031B,E01002001,1478,73,48,1599
2021,Haringey 031C,E01002002,1548,83,59,1690
2021,Haringey 023C,E01002003,2362,115,79,2556
2021,Haringey 023D,E01002004,1700,65,42,1807
2021,Haringey 035A,E01002005,1322,69,67,1458
2021,Haringey 035B,E01002006,1397,70,70,1537
2021,Haringey 035C,E01002007,1273,97,68,1438
2021,Haringey 030B,E01002008,1136,97,107,1340
2021,Haringey 035D,E01002009,1225,110,79,1414
2021,Haringey 030C,E01002010,1487,64,43,1594
2021,Haringey 030D,E01002011,1599,89,59,1747
2021,Haringey 022A,E01002013,1283,50,28,1361
2021,Haringey 020B,E01002014,1624,72,38,1734
2021,Haringey 020C,E01002015,1370,38,17,1425
2021,Haringey 028A,E01002016,1810,67,36,1913
2021,Haringey 028B,E01002017,1473,59,40,1572
2021,Haringey 020D,E01002018,1315,40,20,1375
2021,Haringey 022B,E01002019,1259,81,29,1369
2021,Haringey 021A,E01002020,1447,52,48,1547
2021,Haringey 022C,E01002021,1302,98,29,1429
2021,Haringey 021B,E01002022,1944,142,80,2166
2021,Haringey 021C,E01002023,1259,61,48,1368
2021,Haringey 022D,E01002024,1191,61,17,1269
2021,Haringey 021D,E01002025,1312,100,64,1476
2021,Haringey 016A,E01002026,1691,62,27,1780
2021,Haringey 010A,E01002027,1356,31,41,1428
2021,Haringey 010B,E01002028,1578,46,36,1660
2021,Haringey 016B,E01002029,1924,141,44,2109
2021,Haringey 016C,E01002030,1466,47,51,1564
2021,Haringey 016D,E01002031,1755,73,41,1869
2021,Haringey 010C,E01002032,1775,31,38,1844
2021,Haringey 010D,E01002033,1725,43,34,1802
2021,Haringey 037A,E01002034,2426,39,24,2489
2021,Haringey 002A,E01002036,1788,39,37,1864
2021,Haringey 002B,E01002037,1637,41,39,1717
2021,Haringey 037B,E01002038,1712,29,53,1794
2021,Haringey 002C,E01002039,1616,39,17,1672
2021,Haringey 002D,E01002040,2179,40,48,2267
2021,Haringey 037C,E01002041,1806,34,28,1868
2021,Haringey 027A,E01002042,1454,76,39,1569
2021,Haringey 026A,E01002043,1746,45,21,1812
2021,Haringey 027B,E01002044,1669,64,47,1780
2021,Haringey 026B,E01002045,2056,35,40,2131
2021,Haringey 026C,E01002046,1550,37,31,1618
2021,Haringey 027C,E01002047,1546,60,49,1655
2021,Haringey 027D,E01002048,1824,29,52,1905
2021,Haringey 026D,E01002049,1792,54,51,1897
2021,Haringey 029A,E01002050,1963,22,5,1990
2021,Haringey 029B,E01002051,1810,28,33,1871
2021,Haringey 029C,E01002052,2176,19,11,2206
2021,Haringey 032A,E01002053,1959,46,20,2025
2021,Haringey 032B,E01002054,1636,26,31,1693
2021,Haringey 029D,E01002055,2056,24,23,2103
2021,Haringey 032C,E01002056,2771,85,65,2921
2021,Haringey 032D,E01002057,1682,63,50,1795
2021,Haringey 031D,E01002058,1472,54,46,1572
2021,Haringey 028C,E01002059,1459,68,35,1562
2021,Haringey 028D,E01002060,1591,71,48,1710
2021,Haringey 036A,E01002061,1417,78,46,1541
2021,Haringey 034D,E01002062,1627,76,36,1739
2021,Haringey 036B,E01002063,1398,72,32,1502
2021,Haringey 036C,E01002064,1393,44,40,1477
2021,Haringey 036D,E01002065,1495,68,32,1595
2021,Haringey 025A,E01002066,2498,54,59,2611
2021,Haringey 024A,E01002067,1653,44,46,1743
2021,Haringey 025B,E01002068,2108,85,52,2245
2021,Haringey 024B,E01002069,1949,50,51,2050
2021,Haringey 024C,E01002070,2410,81,59,2550
2021,Haringey 025C,E01002071,1718,39,23,1780
2021,Haringey 025D,E01002072,1718,93,64,1875
2021,Haringey 024D,E01002073,1572,36,40,1648
2021,Haringey 012A,E01002074,2166,47,33,2246
2021,Haringey 015A,E01002075,1883,40,49,1972
2021,Haringey 015B,E01002076,1778,26,51,1855
2021,Haringey 012B,E01002077,2149,30,89,2268
2021,Haringey 015C,E01002078,2430,76,46,2552
2021,Haringey 012C,E01002079,1752,18,39,1809
2021,Haringey 012D,E01002081,1847,32,50,1929
2021,Haringey 013A,E01002082,1370,31,17,1418
2021,Haringey 019A,E01002083,1288,55,52,1395
2021,Haringey 019B,E01002084,1649,57,57,1763
2021,Haringey 019C,E01002085,2072,44,57,2173
2021,Haringey 013B,E01002086,1406,58,33,1497
2021,Haringey 019D,E01002087,1810,58,45,1913
2021,Haringey 013C,E01002088,1695,40,65,1800
2021,Haringey 013D,E01002089,1311,21,14,1346
2021,Haringey 005A,E01002090,1694,23,19,1736
2021,Haringey 006A,E01002091,1766,31,45,1842
2021,Haringey 006B,E01002092,1546,18,33,1597
2021,Haringey 005B,E01002093,1784,28,27,1839
2021,Haringey 006C,E01002094,1395,26,21,1442
2021,Haringey 006D,E01002095,1540,23,26,1589
2021,Haringey 005C,E01002096,1634,30,25,1689
2021,Haringey 005D,E01002097,1546,29,24,1599
2021,Haringey 007A,E01002098,1429,69,32,1530
2021,Haringey 008A,E01002099,1966,28,26,2020
2021,Haringey 008B,E01002100,1723,29,31,1783
2021,Haringey 007B,E01002101,1887,32,59,1978
2021,Haringey 007C,E01002102,1857,29,40,1926
2021,Haringey 008C,E01002103,1759,38,55,1852
2021,Haringey 008D,E01002104,1380,31,43,1454
2021,Haringey 007D,E01002105,1959,54,63,2076
2021,Harrow 008A,E01002106,1966,26,39,2031
2021,Harrow 012A,E01002107,1768,28,24,1820
2021,Harrow 008B,E01002108,1777,27,31,1835
2021,Harrow 008C,E01002109,1797,38,33,1868
2021,Harrow 008D,E01002110,1607,22,35,1664
2021,Harrow 008E,E01002111,2123,29,48,2200
2021,Harrow 001A,E01002112,1885,39,69,1993
2021,Harrow 002A,E01002113,1475,45,40,1560
2021,Harrow 001B,E01002114,2132,49,49,2230
2021,Harrow 002B,E01002115,1395,31,38,1464
2021,Harrow 002C,E01002116,1488,59,44,1591
2021,Harrow 002E,E01002118,1769,56,55,1880
2021,Harrow 007A,E01002119,2378,62,68,2508
2021,Harrow 007B,E01002120,1318,22,22,1362
2021,Harrow 007C,E01002121,1735,28,59,1822
2021,Harrow 007D,E01002122,1743,45,72,1860
2021,Harrow 007E,E01002123,1640,35,38,1713
2021,Harrow 010A,E01002124,1734,24,35,1793
2021,Harrow 010B,E01002125,1836,39,95,1970
2021,Harrow 023B,E01002127,1742,53,44,1839
2021,Harrow 020A,E01002128,2020,43,53,2116
2021,Harrow 023C,E01002129,2541,100,90,2731
2021,Harrow 020B,E01002130,2735,92,82,2909
2021,Harrow 023D,E01002131,1634,31,46,1711
2021,Harrow 029A,E01002132,1910,61,66,2037
2021,Harrow 027A,E01002133,1977,44,21,2042
2021,Harrow 029B,E01002134,1362,66,63,1491
2021,Harrow 029C,E01002135,1933,33,49,2015
2021,Harrow 027B,E01002136,1962,39,32,2033
2021,Harrow 029D,E01002137,946,667,133,1746
2021,Harrow 027C,E01002138,1555,18,37,1610
2021,Harrow 006A,E01002139,1465,22,16,1503
2021,Harrow 005A,E01002140,1739,28,28,1795
2021,Harrow 005B,E01002141,1714,25,53,1792
2021,Harrow 005C,E01002142,1790,30,36,1856
2021,Harrow 005D,E01002143,1588,26,16,1630
2021,Harrow 004A,E01002144,1531,27,64,1622
2021,Harrow 005E,E01002145,1610,32,42,1684
2021,Harrow 004B,E01002146,1410,22,30,1462
2021,Harrow 004C,E01002147,1268,38,49,1355
2021,Harrow 006B,E01002148,1421,21,20,1462
2021,Harrow 004D,E01002149,1269,26,25,1320
2021,Harrow 006C,E01002150,2292,46,62,2400
2021,Harrow 006D,E01002151,1521,26,19,1566
2021,Harrow 006E,E01002152,1545,32,38,1615
2021,Harrow 019A,E01002153,1830,29,21,1880
2021,Harrow 019B,E01002155,1658,40,29,1727
2021,Harrow 015B,E01002156,1526,22,20,1568
2021,Harrow 019C,E01002157,1636,27,36,1699
2021,Harrow 019D,E01002158,1345,33,29,1407
2021,Harrow 021A,E01002159,1867,32,32,1931
2021,Harrow 021B,E01002160,2334,61,80,2475
2021,Harrow 021C,E01002161,2001,38,19,2058
2021,Harrow 015C,E01002162,1855,45,26,1926
2021,Harrow 015D,E01002163,1589,35,29,1653
2021,Harrow 021D,E01002164,1852,34,38,1924
2021,Harrow 017A,E01002165,1696,33,34,1763
2021,Harrow 017B,E01002166,1655,18,35,1708
2021,Harrow 017C,E01002167,1563,24,22,1609
2021,Harrow 017D,E01002168,1519,15,14,1548
2021,Harrow 017E,E01002169,1622,17,29,1668
2021,Harrow 033A,E01002170,1334,13,22,1369
2021,Harrow 033B,E01002171,1633,30,42,1705
2021,Harrow 033C,E01002172,1547,31,35,1613
2021,Harrow 033D,E01002173,1835,23,50,1908
2021,Harrow 033E,E01002174,1528,22,18,1568
2021,Harrow 033F,E01002175,1362,28,30,1420
2021,Harrow 033G,E01002176,1619,33,43,1695
2021,Harrow 033H,E01002177,1442,13,24,1479
2021,Harrow 033I,E01002178,1587,26,25,1638
2021,Harrow 013A,E01002179,2531,48,53,2632
2021,Harrow 020C,E01002181,2235,54,48,2337
2021,Harrow 020D,E01002182,2055,42,45,2142
2021,Harrow 013C,E01002183,2051,26,30,2107
2021,Harrow 013D,E01002184,1873,32,21,1926
2021,Harrow 009A,E01002185,1787,29,39,1855
2021,Harrow 009B,E01002186,1841,60,34,1935
2021,Harrow 009C,E01002187,1887,63,34,1984
2021,Harrow 016A,E01002188,1488,74,46,1608
2021,Harrow 016B,E01002189,1633,63,40,1736
2021,Harrow 009D,E01002190,1637,29,42,1708
2021,Harrow 022A,E01002191,1936,32,53,2021
2021,Harrow 016C,E01002192,1611,40,32,1683
2021,Harrow 016D,E01002193,1947,52,46,2045
2021,Harrow 022B,E01002194,1728,75,36,1839
2021,Harrow 022C,E01002195,1611,18,29,1658
2021,Harrow 022D,E01002196,1762,31,29,1822
2021,Harrow 012B,E01002197,1396,10,11,1417
2021,Harrow 010C,E01002198,1713,33,66,1812
2021,Harrow 012C,E01002199,1503,29,38,1570
2021,Harrow 010D,E01002200,2113,25,58,2196
2021,Harrow 012D,E01002201,1640,26,47,1713
2021,Harrow 012E,E01002202,2126,28,44,2198
2021,Harrow 010E,E01002203,1744,35,35,1814
2021,Harrow 032A,E01002204,1790,41,50,1881
2021,Harrow 032B,E01002206,1339,20,29,1388
2021,Harrow 032C,E01002207,1719,22,30,1771
2021,Harrow 025A,E01002208,1311,22,27,1360
2021,Harrow 025B,E01002209,1793,47,21,1861
2021,Harrow 032D,E01002210,1509,22,19,1550
2021,Harrow 028A,E01002211,1425,41,20,1486
2021,Harrow 028B,E01002212,1822,38,28,1888
2021,Harrow 031A,E01002214,1854,30,25,1909
2021,Harrow 031B,E01002215,1684,16,36,1736
2021,Harrow 028C,E01002216,1685,36,11,1732
2021,Harrow 028D,E01002217,2137,37,32,2206
2021,Harrow 030A,E01002218,1739,29,49,1817
2021,Harrow 030B,E01002219,1861,33,35,1929
2021,Harrow 031C,E01002220,1590,29,24,1643
2021,Harrow 030C,E01002221,1582,23,25,1630
2021,Harrow 030D,E01002222,1553,32,20,1605
2021,Harrow 031D,E01002223,1728,32,34,1794
2021,Harrow 031E,E01002224,1577,22,25,1624
2021,Harrow 001C,E01002225,1617,37,99,1753
2021,Harrow 001D,E01002226,2476,81,66,2623
2021,Harrow 003A,E01002227,2218,33,24,2275
2021,Harrow 003B,E01002228,2130,68,53,2251
2021,Harrow 003C,E01002229,1756,23,49,1828
2021,Harrow 003D,E01002230,1747,40,50,1837
2021,Harrow 013E,E01002231,2011,26,19,2056
2021,Harrow 011A,E01002232,2071,29,53,2153
2021,Harrow 011B,E01002233,2344,46,31,2421
2021,Harrow 011C,E01002234,1912,31,19,1962
2021,Harrow 011D,E01002235,1813,42,25,1880
2021,Harrow 011E,E01002236,2248,35,43,2326
2021,Harrow 024A,E01002237,2023,49,42,2114
2021,Harrow 024B,E01002238,1831,40,16,1887
2021,Harrow 025C,E01002239,1848,38,50,1936
2021,Harrow 024C,E01002240,1889,26,42,1957
2021,Harrow 025D,E01002241,1839,34,29,1902
2021,Harrow 024D,E01002242,1806,36,24,1866
2021,Havering 013A,E01002243,1901,41,30,1972
2021,Havering 011A,E01002244,1759,40,16,1815
2021,Havering 011B,E01002245,1596,33,18,1647
2021,Havering 017A,E01002246,1788,43,11,1842
2021,Havering 017B,E01002247,2415,49,25,2489
2021,Havering 017C,E01002248,1712,28,16,1756
2021,Havering 017E,E01002250,1780,31,22,1833
