date,geography,geography code,Second address indicator: No second address,Second address indicator: Second address is in the UK,Second address indicator: Second address is outside the UK,Second address indicator: Total: All usual residents
2021,Ealing 013A,E01001209,1565,86,33,1684
2021,Ealing 016A,E01001210,1850,19,19,1888
2021,Ealing 013B,E01001211,1627,49,61,1737
2021,Ealing 018F,E01001212,1655,66,46,1767
2021,Ealing 023A,E01001213,1971,14,25,2010
2021,Ealing 023B,E01001214,1698,18,30,1746
2021,Ealing 023C,E01001215,1985,39,33,2057
2021,Ealing 023D,E01001216,1707,25,18,1750
2021,Ealing 014A,E01001217,1412,20,19,1451
2021,Ealing 012A,E01001218,2011,26,20,2057
2021,Ealing 029A,E01001219,2138,35,22,2195
2021,Ealing 029B,E01001220,1466,30,18,1514
2021,Ealing 041B,E01001223,1336,71,47,1454
2021,Ealing 019B,E01001224,1441,80,41,1562
2021,Ealing 041A,E01001225,1663,86,62,1811
2021,Ealing 019C,E01001226,1408,51,54,1513
2021,Ealing 019D,E01001227,1414,61,46,1521
2021,Ealing 019E,E01001228,1678,67,90,1835
2021,Ealing 031A,E01001229,1453,42,23,1518
2021,Ealing 031B,E01001230,1217,78,74,1369
2021,Ealing 027A,E01001231,1812,166,67,2045
2021,Ealing 031C,E01001232,1462,34,63,1559
2021,Ealing 031D,E01001233,1343,54,47,1444
2021,Ealing 027B,E01001234,1242,72,56,1370
2021,Ealing 042D,E01001235,1599,92,84,1775
2021,Ealing 042C,E01001236,1356,69,51,1476
2021,Ealing 031E,E01001237,1440,64,59,1563
2021,Ealing 015C,E01001239,1411,26,44,1481
2021,Ealing 024A,E01001240,1675,49,102,1826
2021,Ealing 024B,E01001241,1709,52,95,1856
2021,Ealing 024C,E01001242,1504,65,52,1621
2021,Ealing 024D,E01001243,2195,67,125,2387
2021,Ealing 024E,E01001244,2631,73,88,2792
2021,Ealing 024F,E01001245,2043,52,75,2170
2021,Ealing 015D,E01001246,1722,62,43,1827
2021,Ealing 015E,E01001247,2165,61,43,2269
2021,Ealing 035A,E01001248,1507,46,40,1593
2021,Ealing 028A,E01001249,2330,64,42,2436
2021,Ealing 028B,E01001250,2099,45,35,2179
2021,Ealing 030A,E01001251,1738,53,19,1810
2021,Ealing 030B,E01001252,2360,62,44,2466
2021,Ealing 030C,E01001253,2027,66,35,2128
2021,Ealing 030D,E01001254,1657,55,35,1747
2021,Ealing 028C,E01001255,1535,34,20,1589
2021,Ealing 008A,E01001257,2179,40,14,2233
2021,Ealing 010B,E01001258,1827,23,24,1874
2021,Ealing 014B,E01001259,1541,32,26,1599
2021,Ealing 012B,E01001260,1963,42,33,2038
2021,Ealing 012C,E01001261,2232,35,52,2319
2021,Ealing 010C,E01001262,1578,18,24,1620
2021,Ealing 010D,E01001263,1887,44,16,1947
2021,Ealing 010E,E01001264,1763,35,21,1819
2021,Ealing 006A,E01001265,1657,27,39,1723
2021,Ealing 006B,E01001266,1746,25,62,1833
2021,Ealing 006C,E01001267,1964,31,41,2036
2021,Ealing 012D,E01001268,1902,34,28,1964
2021,Ealing 001A,E01001269,2184,40,48,2272
2021,Ealing 004A,E01001270,1700,33,28,1761
2021,Ealing 001B,E01001271,1855,40,25,1920
2021,Ealing 006D,E01001272,1642,24,53,1719
2021,Ealing 041C,E01001273,1544,36,95,1675
2021,Ealing 041E,E01001274,1511,51,49,1611
2021,Ealing 041D,E01001275,1652,78,69,1799
2021,Ealing 011A,E01001276,1700,25,53,1778
2021,Ealing 011B,E01001277,1943,46,52,2041
2021,Ealing 011C,E01001278,1959,41,82,2082
2021,Ealing 013C,E01001279,1391,59,42,1492
2021,Ealing 011D,E01001280,1694,51,72,1817
2021,Ealing 013D,E01001281,1462,48,62,1572
2021,Ealing 016B,E01001282,1580,26,13,1619
2021,Ealing 016C,E01001283,1702,37,42,1781
2021,Ealing 022A,E01001284,1611,73,37,1721
2021,Ealing 016D,E01001285,1704,42,25,1771
2021,Ealing 016E,E01001286,1575,55,39,1669
2021,Ealing 016F,E01001287,1584,19,14,1617
2021,Ealing 022B,E01001288,1403,48,27,1478
2021,Ealing 022C,E01001289,1275,32,32,1339
2021,Ealing 022D,E01001290,1948,62,41,2051
2021,Ealing 014C,E01001291,1712,23,27,1762
2021,Ealing 014D,E01001292,1633,15,26,1674
2021,Ealing 014E,E01001293,1787,24,17,1828
2021,Ealing 017A,E01001294,1957,32,40,2029
2021,Ealing 017B,E01001295,1736,27,30,1793
2021,Ealing 017C,E01001296,1408,23,8,1439
2021,Ealing 017D,E01001297,1782,42,12,1836
2021,Ealing 017E,E01001298,2051,36,23,2110
2021,Ealing 035B,E01001299,1652,69,34,1755
2021,Ealing 039A,E01001300,1534,44,37,1615
2021,Ealing 039B,E01001301,1726,103,57,1886
2021,Ealing 039C,E01001302,1513,51,40,1604
2021,Ealing 032A,E01001303,1578,93,54,1725
2021,Ealing 039D,E01001304,1580,47,31,1658
2021,Ealing 035C,E01001305,1660,38,30,1728
2021,Ealing 035D,E01001306,1547,55,35,1637
2021,Ealing 002A,E01001307,1839,22,23,1884
2021,Ealing 002B,E01001308,1864,33,44,1941
2021,Ealing 001C,E01001309,1764,33,59,1856
2021,Ealing 001D,E01001310,2077,30,35,2142
2021,Ealing 001E,E01001311,2419,48,51,2518
2021,Ealing 002C,E01001312,1875,37,57,1969
2021,Ealing 002D,E01001313,1673,20,32,1725
2021,Ealing 002E,E01001314,1483,21,21,1525
2021,Ealing 003A,E01001315,1430,15,22,1467
2021,Ealing 003B,E01001316,1665,30,30,1725
2021,Ealing 003C,E01001317,2103,38,41,2182
2021,Ealing 003D,E01001318,1894,27,29,1950
2021,Ealing 004B,E01001319,1493,28,26,1547
2021,Ealing 003E,E01001320,1580,26,17,1623
2021,Ealing 003F,E01001321,2163,50,50,2263
2021,Ealing 004C,E01001322,1960,47,64,2071
2021,Ealing 004D,E01001323,1942,46,27,2015
2021,Ealing 008B,E01001324,1590,40,33,1663
2021,Ealing 009A,E01001325,1920,37,26,1983
2021,Ealing 008C,E01001326,1902,25,33,1960
2021,Ealing 009B,E01001327,1840,23,34,1897
2021,Ealing 009C,E01001328,1762,27,34,1823
2021,Ealing 009D,E01001329,1896,35,31,1962
2021,Ealing 008D,E01001330,1806,35,17,1858
2021,Ealing 009E,E01001331,1757,23,16,1796
2021,Ealing 008E,E01001332,1557,19,18,1594
2021,Ealing 038A,E01001333,2366,31,68,2465
2021,Ealing 029C,E01001334,1620,33,14,1667
2021,Ealing 038B,E01001335,1766,23,13,1802
2021,Ealing 038C,E01001336,1791,31,19,1841
2021,Ealing 029D,E01001337,2046,39,38,2123
2021,Ealing 029E,E01001338,1797,22,48,1867
2021,Ealing 029F,E01001339,2132,25,27,2184
2021,Ealing 029G,E01001340,1499,43,24,1566
2021,Ealing 005A,E01001341,1725,22,45,1792
2021,Ealing 005B,E01001342,1840,26,30,1896
2021,Ealing 005C,E01001343,1371,26,41,1438
2021,Ealing 007A,E01001344,2188,38,63,2289
2021,Ealing 005D,E01001345,1700,28,30,1758
2021,Ealing 007B,E01001346,1892,25,39,1956
2021,Ealing 007C,E01001347,1879,34,59,1972
2021,Ealing 007D,E01001348,1612,24,36,1672
2021,Ealing 006E,E01001349,1366,25,20,1411
2021,Ealing 027C,E01001350,1316,73,50,1439
2021,Ealing 025E,E01001351,1873,55,43,1971
2021,Ealing 027D,E01001352,1447,64,73,1584
2021,Ealing 033A,E01001353,1307,50,58,1415
2021,Ealing 027E,E01001354,1882,87,87,2056
2021,Ealing 033B,E01001355,1837,60,60,1957
2021,Ealing 033C,E01001356,1444,27,24,1495
2021,Ealing 033D,E01001357,2597,82,71,2750
2021,Ealing 033E,E01001358,1882,50,58,1990
2021,Ealing 026A,E01001359,2412,29,23,2464
2021,Ealing 026B,E01001360,2134,46,33,2213
2021,Ealing 023E,E01001361,2197,36,43,2276
2021,Ealing 026C,E01001362,2511,39,74,2624
2021,Ealing 026D,E01001363,1932,35,27,1994
2021,Ealing 026E,E01001364,1783,20,31,1834
2021,Ealing 026F,E01001365,2509,48,20,2577
2021,Ealing 044C,E01001366,2004,29,17,2050
2021,Ealing 043B,E01001367,2621,53,36,2710
2021,Ealing 044D,E01001368,1685,36,43,1764
2021,Ealing 038D,E01001369,1979,31,54,2064
2021,Ealing 044A,E01001370,2106,26,40,2172
2021,Ealing 044B,E01001371,2230,44,36,2310
2021,Ealing 043C,E01001372,2482,36,37,2555
2021,Ealing 043A,E01001373,2011,41,26,2078
2021,Ealing 040A,E01001374,1794,94,57,1945
2021,Ealing 034A,E01001375,1533,91,74,1698
2021,Ealing 040B,E01001376,1604,66,37,1707
2021,Ealing 034B,E01001377,1396,133,108,1637
2021,Ealing 034C,E01001379,1573,90,73,1736
2021,Ealing 040C,E01001380,2111,114,83,2308
2021,Ealing 034D,E01001381,1740,87,50,1877
2021,Ealing 032B,E01001382,1392,52,36,1480
2021,Ealing 028D,E01001383,1655,67,33,1755
2021,Ealing 032C,E01001384,1664,55,29,1748
2021,Ealing 032D,E01001385,1591,57,30,1678
2021,Ealing 031F,E01001386,1623,115,60,1798
2021,Ealing 032E,E01001387,1421,65,49,1535
2021,Ealing 028E,E01001388,1355,49,40,1444
2021,Ealing 028F,E01001389,1733,46,48,1827
2021,Enfield 036A,E01001390,1716,59,44,1819
2021,Enfield 036B,E01001391,1690,37,54,1781
2021,Enfield 032A,E01001392,1770,53,44,1867
2021,Enfield 036C,E01001393,1885,59,26,1970
2021,Enfield 035A,E01001394,1919,35,43,1997
2021,Enfield 035B,E01001395,1593,15,25,1633
2021,Enfield 036D,E01001396,1390,16,54,1460
2021,Enfield 035C,E01001397,2086,46,32,2164
2021,Enfield 021A,E01001398,1297,31,13,1341
2021,Enfield 021B,E01001399,1449,20,12,1481
2021,Enfield 021C,E01001400,1515,23,24,1562
2021,Enfield 016A,E01001401,1367,15,7,1389
2021,Enfield 021D,E01001402,1764,29,59,1852
2021,Enfield 021E,E01001403,1660,29,16,1705
2021,Enfield 026A,E01001404,1430,24,26,1480
2021,Enfield 015A,E01001405,1704,49,49,1802
2021,Enfield 015B,E01001406,1600,45,13,1658
2021,Enfield 005A,E01001407,1544,39,10,1593
2021,Enfield 004A,E01001408,1607,50,13,1670
2021,Enfield 005B,E01001409,1980,39,15,2034
2021,Enfield 005C,E01001410,2134,36,16,2186
2021,Enfield 004B,E01001411,1853,36,13,1902
2021,Enfield 004C,E01001412,1688,47,20,1755
2021,Enfield 004D,E01001413,1565,51,19,1635
2021,Enfield 004E,E01001414,1610,58,3,1671
2021,Enfield 011A,E01001415,1957,50,45,2052
2021,Enfield 013A,E01001416,1658,42,26,1726
2021,Enfield 011B,E01001417,1762,64,61,1887
2021,Enfield 011C,E01001418,1666,41,33,1740
2021,Enfield 020A,E01001419,1859,70,42,1971
2021,Enfield 020B,E01001420,1734,32,17,1783
2021,Enfield 020C,E01001421,1597,25,50,1672
2021,Enfield 011D,E01001422,1535,64,78,1677
2021,Enfield 027A,E01001423,1690,28,13,1731
2021,Enfield 030A,E01001424,1193,19,15,1227
2021,Enfield 027B,E01001425,1945,49,28,2022
2021,Enfield 030B,E01001426,1777,23,23,1823
2021,Enfield 030C,E01001427,1684,30,30,1744
2021,Enfield 027C,E01001428,1655,42,26,1723
2021,Enfield 030D,E01001429,2263,44,21,2328
2021,Enfield 030E,E01001430,1971,34,8,2013
2021,Enfield 033A,E01001431,1740,26,20,1786
2021,Enfield 033B,E01001432,1816,24,27,1867
2021,Enfield 007A,E01001433,1792,19,11,1822
2021,Enfield 007B,E01001434,1542,27,23,1592
2021,Enfield 007C,E01001435,1481,22,14,1517
2021,Enfield 007D,E01001436,1877,28,28,1933
2021,Enfield 014A,E01001437,2230,29,16,2275
2021,Enfield 007E,E01001438,1626,25,24,1675
2021,Enfield 006A,E01001439,2069,28,33,2130
2021,Enfield 012A,E01001440,1652,20,5,1677
2021,Enfield 006B,E01001441,1609,27,10,1646
2021,Enfield 002A,E01001442,1694,26,12,1732
2021,Enfield 001A,E01001444,1851,36,21,1908
2021,Enfield 003B,E01001445,2721,45,35,2801
2021,Enfield 001B,E01001446,1806,29,24,1859
2021,Enfield 003C,E01001447,1936,37,16,1989
2021,Enfield 003D,E01001448,1937,28,15,1980
2021,Enfield 003E,E01001449,1611,21,11,1643
2021,Enfield 015C,E01001450,2254,57,65,2376
2021,Enfield 017A,E01001451,1586,42,36,1664
2021,Enfield 017B,E01001452,1312,26,34,1372
2021,Enfield 017C,E01001453,1592,35,32,1659
2021,Enfield 017D,E01001454,1631,44,26,1701
2021,Enfield 021F,E01001455,1393,40,23,1456
2021,Enfield 022A,E01001456,1352,27,17,1396
2021,Enfield 010A,E01001457,1721,66,26,1813
2021,Enfield 037A,E01001458,1730,30,28,1788
2021,Enfield 024A,E01001459,1660,16,44,1720
2021,Enfield 024B,E01001460,2053,41,19,2113
2021,Enfield 027D,E01001461,1529,22,25,1576
2021,Enfield 024C,E01001462,1417,22,16,1455
2021,Enfield 031A,E01001463,1522,16,22,1560
2021,Enfield 027E,E01001464,1284,16,15,1315
2021,Enfield 031B,E01001465,1499,24,38,1561
2021,Enfield 031C,E01001466,1918,41,37,1996
2021,Enfield 031D,E01001467,1934,24,41,1999
2021,Enfield 010B,E01001468,1368,35,13,1416
2021,Enfield 008A,E01001469,1710,35,22,1767
2021,Enfield 013B,E01001470,1590,43,16,1649
2021,Enfield 010C,E01001471,1843,42,23,1908
2021,Enfield 010D,E01001472,1583,47,23,1653
2021,Enfield 013C,E01001473,1537,36,23,1596
2021,Enfield 010E,E01001474,1806,54,38,1898
2021,Enfield 013D,E01001475,1731,42,30,1803
2021,Enfield 018A,E01001476,1702,18,32,1752
2021,Enfield 018B,E01001477,1931,30,19,1980
2021,Enfield 016B,E01001478,1625,16,16,1657
2021,Enfield 023A,E01001479,1758,19,16,1793
2021,Enfield 024D,E01001480,1554,17,17,1588
2021,Enfield 018C,E01001481,1751,30,15,1796
2021,Enfield 023B,E01001482,1866,25,32,1923
2021,Enfield 025A,E01001483,1156,24,7,1187
2021,Enfield 016C,E01001484,1380,23,11,1414
2021,Enfield 025B,E01001485,1811,28,19,1858
2021,Enfield 025C,E01001486,2086,25,37,2148
2021,Enfield 023C,E01001487,1872,39,30,1941
2021,Enfield 024E,E01001488,1928,31,19,1978
2021,Enfield 023D,E01001489,1838,31,20,1889
2021,Enfield 023E,E01001491,1909,25,16,1950
2021,Enfield 025E,E01001492,1985,32,24,2041
2021,Enfield 026B,E01001493,1851,37,26,1914
2021,Enfield 026C,E01001494,1439,24,14,1477
2021,Enfield 029A,E01001495,1755,64,27,1846
2021,Enfield 026D,E01001496,1792,56,53,1901
2021,Enfield 031E,E01001497,1428,15,13,1456
2021,Enfield 029B,E01001498,1753,38,46,1837
2021,Enfield 031F,E01001499,1483,24,33,1540
2021,Enfield 035D,E01001500,1509,39,39,1587
2021,Enfield 036E,E01001501,2147,42,31,2220
2021,Enfield 018D,E01001502,1910,28,15,1953
2021,Enfield 018E,E01001503,1836,24,28,1888
2021,Enfield 012B,E01001504,2074,37,29,2140
2021,Enfield 012C,E01001505,1914,29,16,1959
2021,Enfield 012D,E01001507,2538,19,24,2581
2021,Enfield 012E,E01001508,2366,42,36,2444
2021,Enfield 014C,E01001509,1725,25,23,1773
2021,Enfield 016D,E01001511,1853,47,23,1923
2021,Enfield 015D,E01001512,2194,46,37,2277
2021,Enfield 012F,E01001513,1915,49,18,1982
2021,Enfield 016E,E01001514,1711,38,15,1764
2021,Enfield 015E,E01001515,1992,27,28,2047
2021,Enfield 005D,E01001516,2064,35,22,2121
2021,Enfield 006C,E01001517,2004,20,21,2045
2021,Enfield 016F,E01001518,1639,33,17,1689
2021,Enfield 019A,E01001520,1762,48,47,1857
2021,Enfield 028A,E01001521,1786,38,51,1875
2021,Enfield 019B,E01001522,1753,38,26,1817
2021,Enfield 019C,E01001523,1779,37,31,1847
2021,Enfield 019D,E01001524,1509,34,18,1561
2021,Enfield 020E,E01001525,1871,38,55,1964
2021,Enfield 019E,E01001526,1532,40,36,1608
2021,Enfield 036F,E01001527,1980,43,31,2054
2021,Enfield 032B,E01001528,1616,36,36,1688
2021,Enfield 032C,E01001529,1676,54,58,1788
2021,Enfield 032D,E01001530,1662,36,29,1727
2021,Enfield 028B,E01001531,1365,28,44,1437
2021,Enfield 028C,E01001532,1575,46,42,1663
2021,Enfield 028D,E01001533,1557,42,63,1662
2021,Enfield 032E,E01001534,1598,44,47,1689
2021,Enfield 028E,E01001535,1343,29,30,1402
2021,Enfield 008B,E01001536,1883,51,39,1973
2021,Enfield 005E,E01001537,1649,56,10,1715
2021,Enfield 009A,E01001538,1624,38,12,1674
2021,Enfield 009B,E01001539,1570,47,35,1652
2021,Enfield 008C,E01001540,1820,64,22,1906
2021,Enfield 008D,E01001541,1505,18,9,1532
2021,Enfield 008E,E01001542,1514,39,13,1566
2021,Enfield 009C,E01001543,1563,27,26,1616
2021,Enfield 009D,E01001544,1639,39,17,1695
2021,Enfield 002B,E01001545,1845,24,14,1883
2021,Enfield 001C,E01001546,1769,30,14,1813
2021,Enfield 002C,E01001547,2028,40,24,2092
2021,Enfield 002D,E01001548,1881,33,13,1927
2021,Enfield 006D,E01001549,2315,32,12,2359
2021,Enfield 006E,E01001550,1730,30,10,1770
2021,Enfield 002E,E01001551,1749,33,12,1794
2021,Enfield 001D,E01001552,1905,25,15,1945
2021,Enfield 037B,E01001553,1718,17,18,1753
2021,Enfield 037C,E01001554,1740,38,20,1798
2021,Enfield 033C,E01001555,2169,36,29,2234
2021,Enfield 035E,E01001556,1528,29,33,1590
2021,Enfield 033D,E01001557,1670,31,14,1715
2021,Enfield 033E,E01001558,1989,49,25,2063
2021,Enfield 033F,E01001559,2062,34,33,2129
2021,Enfield 035F,E01001560,1536,20,16,1572
2021,Enfield 037D,E01001562,2180,34,20,2234
2021,Enfield 029C,E01001563,1679,41,16,1736
2021,Enfield 022B,E01001564,1590,48,27,1665
2021,Enfield 029D,E01001565,1616,38,24,1678
2021,Enfield 029E,E01001566,1697,45,37,1779
2021,Enfield 022C,E01001567,1472,42,27,1541
2021,Enfield 022D,E01001568,1742,54,90,1886
2021,Enfield 022E,E01001569,1682,37,50,1769
2021,Enfield 026E,E01001570,1828,33,38,1899
2021,Greenwich 008A,E01001571,1750,37,22,1809
2021,Greenwich 008B,E01001572,1679,33,20,1732
2021,Greenwich 008C,E01001573,1505,32,38,1575
2021,Greenwich 008D,E01001574,1874,34,15,1923
2021,Greenwich 003A,E01001575,1763,40,13,1816
2021,Greenwich 003B,E01001576,1935,41,23,1999
2021,Greenwich 003C,E01001577,1958,35,27,2020
2021,Greenwich 003D,E01001578,2231,48,28,2307
2021,Greenwich 003E,E01001579,1667,43,24,1734
2021,Greenwich 021A,E01001580,1499,84,56,1639
2021,Greenwich 016A,E01001581,1492,67,20,1579
2021,Greenwich 021B,E01001582,1446,51,36,1533
2021,Greenwich 021C,E01001583,1436,92,40,1568
2021,Greenwich 021D,E01001584,1370,92,41,1503
2021,Greenwich 016B,E01001585,1439,59,31,1529
2021,Greenwich 016C,E01001586,1326,65,33,1424
2021,Greenwich 016D,E01001587,1835,86,60,1981
2021,Greenwich 012A,E01001588,1616,38,38,1692
2021,Greenwich 012B,E01001589,1788,35,30,1853
2021,Greenwich 014A,E01001590,1618,64,21,1703
2021,Greenwich 012C,E01001591,2029,38,33,2100
2021,Greenwich 014B,E01001592,1829,60,44,1933
2021,Greenwich 014C,E01001593,1695,68,30,1793
2021,Greenwich 014D,E01001594,2285,59,25,2369
2021,Greenwich 012D,E01001595,2148,40,35,2223
2021,Greenwich 032A,E01001596,1697,22,18,1737
2021,Greenwich 031A,E01001597,1481,46,29,1556
2021,Greenwich 031B,E01001598,1545,30,34,1609
2021,Greenwich 032B,E01001599,1626,31,20,1677
2021,Greenwich 032C,E01001600,1481,21,7,1509
2021,Greenwich 032D,E01001601,1436,49,22,1507
2021,Greenwich 031C,E01001602,2063,42,21,2126
2021,Greenwich 031D,E01001603,1699,40,17,1756
2021,Greenwich 027A,E01001604,1492,33,26,1551
2021,Greenwich 023A,E01001605,1464,43,13,1520
2021,Greenwich 023B,E01001606,1566,39,21,1626
2021,Greenwich 027B,E01001607,1547,45,18,1610
2021,Greenwich 027C,E01001608,1372,62,10,1444
2021,Greenwich 027D,E01001609,1622,36,30,1688
2021,Greenwich 023C,E01001610,1713,37,12,1762
2021,Greenwich 023D,E01001611,1700,47,20,1767
2021,Greenwich 028A,E01001613,1684,46,23,1753
2021,Greenwich 028B,E01001614,1424,52,16,1492
2021,Greenwich 028C,E01001615,1909,49,33,1991
2021,Greenwich 028D,E01001617,1569,34,25,1628
2021,Greenwich 030C,E01001618,1836,56,14,1906
2021,Greenwich 030D,E01001619,1891,53,20,1964
2021,Greenwich 025A,E01001620,1547,21,14,1582
2021,Greenwich 025B,E01001621,1630,30,14,1674
2021,Greenwich 025C,E01001623,1747,34,25,1806
2021,Greenwich 025D,E01001624,1571,43,14,1628
2021,Greenwich 025E,E01001625,1732,33,16,1781
2021,Greenwich 009A,E01001629,2065,50,26,2141
2021,Greenwich 007B,E01001631,2032,46,30,2108
2021,Greenwich 007C,E01001632,1976,36,26,2038
2021,Greenwich 009B,E01001633,1973,40,30,2043
2021,Greenwich 009C,E01001634,1690,28,18,1736
2021,Greenwich 007D,E01001635,1577,44,24,1645
2021,Greenwich 007E,E01001636,1627,43,15,1685
2021,Greenwich 009D,E01001637,1714,52,34,1800
2021,Greenwich 038A,E01001638,1682,62,19,1763
2021,Greenwich 038B,E01001641,1677,117,72,1866
2021,Greenwich 038C,E01001642,1526,129,78,1733
2021,Greenwich 038D,E01001644,2431,102,96,2629
2021,Greenwich 022A,E01001645,1781,51,20,1852
2021,Greenwich 019A,E01001646,2669,116,33,2818
2021,Greenwich 022B,E01001647,1426,34,26,1486
2021,Greenwich 022C,E01001648,1636,50,36,1722
2021,Greenwich 022D,E01001649,1527,32,15,1574
2021,Greenwich 019B,E01001650,1766,33,35,1834
2021,Greenwich 019C,E01001651,1823,31,21,1875
2021,Greenwich 019D,E01001652,1622,48,36,1706
2021,Greenwich 029A,E01001653,1544,27,17,1588
2021,Greenwich 029B,E01001654,1541,40,25,1606
2021,Greenwich 029C,E01001655,1535,33,7,1575
2021,Greenwich 034A,E01001656,1242,66,32,1340
2021,Greenwich 034B,E01001657,1428,104,38,1570
2021,Greenwich 034C,E01001658,1589,39,27,1655
2021,Greenwich 034D,E01001659,1551,42,25,1618
2021,Greenwich 029D,E01001660,1489,47,23,1559
2021,Greenwich 029E,E01001661,1607,32,26,1665
2021,Greenwich 037B,E01001664,1941,81,54,2076
2021,Greenwich 037C,E01001665,1757,86,47,1890
2021,Greenwich 041G,E01001666,1902,47,35,1984
2021,Greenwich 033A,E01001669,2424,42,29,2495
2021,Greenwich 033B,E01001671,1607,44,18,1669
2021,Greenwich 006A,E01001672,1837,39,57,1933
2021,Greenwich 006B,E01001673,2333,44,28,2405
2021,Greenwich 006C,E01001674,2111,46,37,2194
2021,Greenwich 006D,E01001675,2283,73,16,2372
2021,Greenwich 033C,E01001676,1715,48,39,1802
2021,Greenwich 006E,E01001677,2115,32,17,2164
2021,Greenwich 017A,E01001678,1715,47,12,1774
2021,Greenwich 020A,E01001679,1292,40,19,1351
2021,Greenwich 020B,E01001680,1447,41,30,1518
2021,Greenwich 020C,E01001681,1347,40,16,1403
2021,Greenwich 020D,E01001682,1316,39,22,1377
2021,Greenwich 017B,E01001683,1483,42,26,1551
2021,Greenwich 017C,E01001684,1402,32,12,1446
2021,Greenwich 017D,E01001685,1502,39,20,1561
2021,Greenwich 020E,E01001686,1678,65,57,1800
2021,Greenwich 002A,E01001687,1580,64,11,1655
2021,Greenwich 002B,E01001688,2595,55,20,2670
2021,Greenwich 001A,E01001690,1651,48,15,1714
2021,Greenwich 001B,E01001692,1422,31,17,1470
2021,Greenwich 001C,E01001693,1505,39,15,1559
2021,Greenwich 001D,E01001694,1672,40,32,1744
2021,Greenwich 011A,E01001695,1490,29,30,1549
2021,Greenwich 011B,E01001696,2446,67,60,2573
2021,Greenwich 011C,E01001697,2530,71,43,2644
2021,Greenwich 015A,E01001698,1845,45,21,1911
2021,Greenwich 015B,E01001699,1369,69,27,1465
2021,Greenwich 011D,E01001700,2263,63,43,2369
2021,Greenwich 015C,E01001701,1688,49,25,1762
2021,Greenwich 015D,E01001702,1429,29,27,1485
2021,Greenwich 011E,E01001703,2019,33,27,2079
2021,Greenwich 011F,E01001704,1554,61,34,1649
2021,Greenwich 005A,E01001705,2160,49,41,2250
2021,Greenwich 005C,E01001708,1624,46,27,1697
2021,Greenwich 005D,E01001710,1686,59,15,1760
2021,Greenwich 042A,E01001712,2048,46,27,2121
2021,Hackney 002A,E01001714,1928,70,53,2051
2021,Hackney 007A,E01001715,1179,64,43,1286
2021,Hackney 007B,E01001716,1668,78,40,1786
2021,Hackney 007C,E01001717,1054,39,33,1126
2021,Hackney 007D,E01001718,1578,121,41,1740
2021,Hackney 007E,E01001719,1562,51,26,1639
2021,Hackney 007F,E01001720,1500,154,53,1707
2021,Hackney 029A,E01001722,2198,62,43,2303
2021,Hackney 006A,E01001723,1890,40,40,1970
2021,Hackney 006B,E01001724,2698,98,98,2894
2021,Hackney 004A,E01001725,1780,28,24,1832
2021,Hackney 004B,E01001726,1266,48,9,1323
2021,Hackney 006C,E01001727,1950,25,12,1987
2021,Hackney 029B,E01001728,1934,27,18,1979
2021,Hackney 019A,E01001729,1869,78,38,1985
2021,Hackney 019B,E01001730,2674,59,34,2767
2021,Hackney 017A,E01001731,2527,86,53,2666
2021,Hackney 019C,E01001732,1824,49,27,1900
2021,Hackney 015A,E01001733,1764,77,30,1871
2021,Hackney 017B,E01001734,1709,71,55,1835
2021,Hackney 019D,E01001735,1489,66,15,1570
2021,Hackney 012A,E01001736,1434,69,46,1549
2021,Hackney 012B,E01001737,1614,108,46,1768
2021,Hackney 012C,E01001738,1613,88,42,1743
2021,Hackney 012D,E01001739,1876,57,44,1977
2021,Hackney 014A,E01001740,1477,36,33,1546
2021,Hackney 009A,E01001741,1349,67,22,1438
2021,Hackney 008A,E01001742,1641,79,33,1753
2021,Hackney 031A,E01001744,1885,73,45,2003
2021,Hackney 016A,E01001745,2062,60,39,2161
2021,Hackney 016B,E01001746,1631,43,14,1688
2021,Hackney 014B,E01001747,2134,112,83,2329
2021,Hackney 020B,E01001749,1367,83,39,1489
2021,Hackney 031D,E01001750,1988,80,54,2122
2021,Hackney 031B,E01001751,1354,81,43,1478
2021,Hackney 025B,E01001753,1465,39,35,1539
2021,Hackney 025D,E01001755,1596,43,39,1678
2021,Hackney 030C,E01001756,1898,84,53,2035
2021,Hackney 016C,E01001757,1540,31,14,1585
2021,Hackney 016D,E01001758,2492,66,57,2615
2021,Hackney 016E,E01001759,1565,50,32,1647
2021,Hackney 017C,E01001760,1775,66,44,1885
2021,Hackney 016F,E01001761,1734,49,35,1818
2021,Hackney 017D,E01001762,1554,76,43,1673
2021,Hackney 020C,E01001763,1673,63,33,1769
2021,Hackney 010A,E01001764,1656,65,27,1748
2021,Hackney 010B,E01001765,1743,31,27,1801
2021,Hackney 010D,E01001767,1549,43,15,1607
2021,Hackney 006D,E01001768,1759,74,33,1866
2021,Hackney 006E,E01001769,1433,58,30,1521
2021,Hackney 010E,E01001770,1644,50,20,1714
2021,Hackney 024A,E01001772,1718,36,35,1789
2021,Hackney 025E,E01001773,2355,87,39,2481
2021,Hackney 024B,E01001774,1855,74,56,1985
2021,Hackney 024C,E01001775,1550,44,40,1634
2021,Hackney 025F,E01001776,1622,50,37,1709
2021,Hackney 033A,E01001777,2392,111,130,2633
2021,Hackney 032D,E01001780,1695,68,53,1816
2021,Hackney 026B,E01001781,1489,60,53,1602
