date,geography,geography code,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK,Migrant indicator: Address one year ago is the same as the address of enumeration,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK,Migrant indicator: Total: All usual residents
2021,Hackney 003B,E01001802,1,1251,10,92,1354
2021,Hackney 008C,E01001803,3,1502,29,254,1788
2021,Hackney 003C,E01001804,1,1454,6,164,1625
2021,Hackney 009B,E01001805,8,1039,5,154,1206
2021,Hackney 008D,E01001806,2,1273,18,158,1451
2021,Hackney 003D,E01001807,2,1598,16,157,1773
2021,Hackney 001A,E01001808,0,1411,3,164,1578
2021,Hackney 001B,E01001809,2,1679,25,134,1840
2021,Hackney 002D,E01001811,5,1473,29,259,1766
2021,Hackney 003E,E01001812,2,1574,29,140,1745
2021,Hackney 002E,E01001813,6,1580,11,299,1896
2021,Hackney 001C,E01001814,3,1488,9,157,1657
2021,Hackney 024D,E01001815,2,1574,28,145,1749
2021,Hackney 020D,E01001816,3,1356,20,153,1532
2021,Hackney 020E,E01001819,4,1379,16,167,1566
2021,Hackney 024E,E01001820,3,1231,22,123,1379
2021,Hackney 024F,E01001821,2,1197,9,131,1339
2021,Hackney 029C,E01001822,4,1777,4,151,1936
2021,Hackney 001D,E01001823,1,1486,10,105,1602
2021,Hackney 004D,E01001824,4,1460,17,106,1587
2021,Hackney 001E,E01001825,0,1236,4,76,1316
2021,Hackney 004E,E01001826,3,1439,9,78,1529
2021,Hackney 029D,E01001827,4,1507,13,97,1621
2021,Hackney 028B,E01001828,4,1867,14,136,2021
2021,Hackney 009C,E01001829,14,1507,15,201,1737
2021,Hackney 014C,E01001830,6,1587,29,237,1859
2021,Hackney 009D,E01001831,9,1282,17,362,1670
2021,Hackney 009E,E01001832,8,1380,20,242,1650
2021,Hackney 014D,E01001833,7,1823,22,246,2098
2021,Hackney 014E,E01001834,6,1656,38,270,1970
2021,Hackney 014F,E01001835,4,1026,17,169,1216
2021,Hackney 022A,E01001836,4,1599,23,212,1838
2021,Hackney 023B,E01001837,4,1237,24,174,1439
2021,Hackney 019E,E01001838,5,1639,13,139,1796
2021,Hackney 023C,E01001839,9,1664,66,589,2328
2021,Hackney 022B,E01001840,1,1406,15,168,1590
2021,Hackney 022C,E01001841,4,1204,21,121,1350
2021,Hackney 023D,E01001842,11,1321,36,145,1513
2021,Hackney 023E,E01001843,8,1083,10,91,1192
2021,Hackney 022D,E01001844,13,1596,30,257,1896
2021,Hackney 022E,E01001845,6,1414,16,139,1575
2021,Hackney 018A,E01001846,3,1111,9,79,1202
2021,Hackney 018B,E01001847,4,1073,14,227,1318
2021,Hackney 018C,E01001848,10,1711,21,205,1947
2021,Hackney 018D,E01001849,6,1911,40,472,2429
2021,Hackney 019F,E01001850,5,1646,11,163,1825
2021,Hammersmith and Fulham 010A,E01001851,14,1223,37,173,1447
2021,Hammersmith and Fulham 007A,E01001852,17,1175,63,363,1618
2021,Hammersmith and Fulham 007B,E01001853,9,1229,36,208,1482
2021,Hammersmith and Fulham 007C,E01001854,25,1377,39,307,1748
2021,Hammersmith and Fulham 010B,E01001855,11,1253,63,318,1645
2021,Hammersmith and Fulham 010C,E01001856,8,1370,36,222,1636
2021,Hammersmith and Fulham 007D,E01001857,9,1251,43,223,1526
2021,Hammersmith and Fulham 006A,E01001858,26,1346,70,291,1733
2021,Hammersmith and Fulham 008A,E01001859,25,2314,46,283,2668
2021,Hammersmith and Fulham 006B,E01001860,10,1402,18,261,1691
2021,Hammersmith and Fulham 006C,E01001861,14,1155,20,197,1386
2021,Hammersmith and Fulham 005A,E01001862,9,1428,17,279,1733
2021,Hammersmith and Fulham 006D,E01001863,9,1119,23,239,1390
2021,Hammersmith and Fulham 006E,E01001864,9,1246,28,207,1490
2021,Hammersmith and Fulham 008B,E01001865,12,1326,20,207,1565
2021,Hammersmith and Fulham 012A,E01001866,43,1147,55,254,1499
2021,Hammersmith and Fulham 012B,E01001867,31,870,45,181,1127
2021,Hammersmith and Fulham 012C,E01001868,7,1068,34,146,1255
2021,Hammersmith and Fulham 010D,E01001869,11,1146,22,164,1343
2021,Hammersmith and Fulham 012D,E01001870,39,1207,77,355,1678
2021,Hammersmith and Fulham 012E,E01001871,23,1168,72,241,1504
2021,Hammersmith and Fulham 012F,E01001872,17,1028,39,263,1347
2021,Hammersmith and Fulham 010E,E01001873,19,1258,27,183,1487
2021,Hammersmith and Fulham 001B,E01001875,7,1574,37,196,1814
2021,Hammersmith and Fulham 001C,E01001876,16,1743,54,535,2348
2021,Hammersmith and Fulham 001D,E01001877,4,1150,22,167,1343
2021,Hammersmith and Fulham 001E,E01001878,3,1449,20,135,1607
2021,Hammersmith and Fulham 019A,E01001879,27,1150,34,229,1440
2021,Hammersmith and Fulham 017A,E01001880,11,1186,28,222,1447
2021,Hammersmith and Fulham 017B,E01001881,20,1331,81,421,1853
2021,Hammersmith and Fulham 017C,E01001882,29,1185,50,364,1628
2021,Hammersmith and Fulham 017D,E01001883,40,1324,81,403,1848
2021,Hammersmith and Fulham 017E,E01001884,38,1427,37,281,1783
2021,Hammersmith and Fulham 015A,E01001885,4,1131,17,114,1266
2021,Hammersmith and Fulham 016A,E01001886,42,1170,39,257,1508
2021,Hammersmith and Fulham 016B,E01001887,39,1184,37,191,1451
2021,Hammersmith and Fulham 018A,E01001888,49,1214,35,238,1536
2021,Hammersmith and Fulham 014A,E01001889,45,1017,32,285,1379
2021,Hammersmith and Fulham 016C,E01001890,64,1189,120,336,1709
2021,Hammersmith and Fulham 018B,E01001891,64,1690,115,647,2516
2021,Hammersmith and Fulham 016D,E01001892,21,1072,35,185,1313
2021,Hammersmith and Fulham 013A,E01001893,14,1236,25,200,1475
2021,Hammersmith and Fulham 013B,E01001894,30,1042,35,256,1363
2021,Hammersmith and Fulham 009A,E01001895,14,1209,33,187,1443
2021,Hammersmith and Fulham 009B,E01001896,7,1134,28,217,1386
2021,Hammersmith and Fulham 009C,E01001897,8,1112,30,144,1294
2021,Hammersmith and Fulham 013C,E01001898,58,1447,123,449,2077
2021,Hammersmith and Fulham 013D,E01001899,13,1311,24,238,1586
2021,Hammersmith and Fulham 013E,E01001900,46,1377,28,254,1705
2021,Hammersmith and Fulham 019B,E01001901,16,1307,38,262,1623
2021,Hammersmith and Fulham 019C,E01001902,16,1196,47,369,1628
2021,Hammersmith and Fulham 019D,E01001903,32,1097,26,267,1422
2021,Hammersmith and Fulham 022A,E01001904,21,1198,47,333,1599
2021,Hammersmith and Fulham 022B,E01001905,22,1277,51,287,1637
2021,Hammersmith and Fulham 022C,E01001906,7,1096,35,292,1430
2021,Hammersmith and Fulham 022D,E01001907,5,965,37,222,1229
2021,Hammersmith and Fulham 015B,E01001908,22,939,55,348,1364
2021,Hammersmith and Fulham 015C,E01001909,40,1388,34,287,1749
2021,Hammersmith and Fulham 014B,E01001910,22,983,37,284,1326
2021,Hammersmith and Fulham 015D,E01001911,14,1447,21,208,1690
2021,Hammersmith and Fulham 015E,E01001912,16,1241,13,174,1444
2021,Hammersmith and Fulham 014C,E01001913,40,929,54,347,1370
2021,Hammersmith and Fulham 014D,E01001914,42,1033,71,342,1488
2021,Hammersmith and Fulham 024A,E01001915,13,1182,36,207,1438
2021,Hammersmith and Fulham 024B,E01001916,10,1015,29,162,1216
2021,Hammersmith and Fulham 018C,E01001917,22,1220,30,206,1478
2021,Hammersmith and Fulham 018D,E01001918,9,1221,32,225,1487
2021,Hammersmith and Fulham 018E,E01001919,7,1306,37,185,1535
2021,Hammersmith and Fulham 020A,E01001920,8,1163,48,214,1433
2021,Hammersmith and Fulham 020B,E01001921,12,1139,48,234,1433
2021,Hammersmith and Fulham 020C,E01001922,14,1265,56,270,1605
2021,Hammersmith and Fulham 020D,E01001923,7,1180,47,265,1499
2021,Hammersmith and Fulham 020E,E01001924,18,1206,39,267,1530
2021,Hammersmith and Fulham 025A,E01001925,16,1302,47,184,1549
2021,Hammersmith and Fulham 024C,E01001926,13,1087,40,199,1339
2021,Hammersmith and Fulham 008C,E01001927,12,1225,14,104,1355
2021,Hammersmith and Fulham 011A,E01001928,34,1409,84,262,1789
2021,Hammersmith and Fulham 009D,E01001929,5,1109,22,189,1325
2021,Hammersmith and Fulham 008D,E01001930,10,1464,45,200,1719
2021,Hammersmith and Fulham 011B,E01001931,14,1048,40,182,1284
2021,Hammersmith and Fulham 011C,E01001932,10,1247,33,276,1566
2021,Hammersmith and Fulham 011D,E01001933,12,1242,41,187,1482
2021,Hammersmith and Fulham 025B,E01001934,10,1624,62,244,1940
2021,Hammersmith and Fulham 023A,E01001935,23,1574,50,365,2012
2021,Hammersmith and Fulham 025C,E01001937,14,1431,30,290,1765
2021,Hammersmith and Fulham 025D,E01001938,14,1344,30,179,1567
2021,Hammersmith and Fulham 005B,E01001940,5,1199,29,285,1518
2021,Hammersmith and Fulham 005C,E01001941,21,1151,50,337,1559
2021,Hammersmith and Fulham 005D,E01001942,29,1425,42,321,1817
2021,Hammersmith and Fulham 004A,E01001943,26,1761,61,390,2238
2021,Hammersmith and Fulham 004B,E01001944,13,1477,41,126,1657
2021,Hammersmith and Fulham 004C,E01001945,17,1331,35,269,1652
2021,Hammersmith and Fulham 004D,E01001946,14,1425,62,359,1860
2021,Hammersmith and Fulham 021A,E01001947,14,1236,17,139,1406
2021,Hammersmith and Fulham 021B,E01001948,15,1466,39,330,1850
2021,Hammersmith and Fulham 021C,E01001949,25,1088,54,285,1452
2021,Hammersmith and Fulham 021D,E01001950,22,1122,67,259,1470
2021,Hammersmith and Fulham 021E,E01001951,16,1193,27,267,1503
2021,Hammersmith and Fulham 024D,E01001952,20,1132,41,438,1631
2021,Hammersmith and Fulham 021F,E01001953,19,1057,47,327,1450
2021,Hammersmith and Fulham 003A,E01001954,18,1266,17,208,1509
2021,Hammersmith and Fulham 002A,E01001955,14,1858,20,194,2086
2021,Hammersmith and Fulham 003B,E01001956,6,1395,27,133,1561
2021,Hammersmith and Fulham 002B,E01001957,1,1471,15,123,1610
2021,Hammersmith and Fulham 002C,E01001958,12,1535,15,145,1707
2021,Hammersmith and Fulham 003C,E01001959,38,1649,101,220,2008
2021,Hammersmith and Fulham 003D,E01001960,12,1329,46,378,1765
2021,Hammersmith and Fulham 002D,E01001961,6,1429,20,105,1560
2021,Haringey 004A,E01001962,9,1633,13,150,1805
2021,Haringey 009A,E01001963,7,1562,16,204,1789
2021,Haringey 009B,E01001964,2,1413,15,182,1612
2021,Haringey 009C,E01001965,3,1455,5,154,1617
2021,Haringey 009D,E01001966,8,1281,12,101,1402
2021,Haringey 014A,E01001967,7,1314,22,137,1480
2021,Haringey 014B,E01001968,4,1393,12,224,1633
2021,Haringey 001A,E01001969,1,1683,18,234,1936
2021,Haringey 004B,E01001970,8,1678,24,182,1892
2021,Haringey 001B,E01001971,9,1704,22,159,1894
2021,Haringey 004C,E01001972,3,1488,29,181,1701
2021,Haringey 004D,E01001973,10,2276,29,211,2526
2021,Haringey 001C,E01001974,5,1828,36,322,2191
2021,Haringey 001D,E01001975,4,1523,26,248,1801
2021,Haringey 011A,E01001976,2,1585,43,217,1847
2021,Haringey 011B,E01001977,4,1325,19,160,1508
2021,Haringey 011C,E01001978,4,1702,29,173,1908
2021,Haringey 011D,E01001979,0,2001,35,234,2270
2021,Haringey 018A,E01001980,11,1580,20,189,1800
2021,Haringey 018B,E01001981,5,1549,32,202,1788
2021,Haringey 018C,E01001982,5,1519,24,226,1774
2021,Haringey 018D,E01001983,2,1418,23,201,1644
2021,Haringey 033A,E01001984,11,1440,23,256,1730
2021,Haringey 033B,E01001985,5,1412,14,168,1599
2021,Haringey 034A,E01001986,10,1314,12,214,1550
2021,Haringey 033C,E01001987,4,1470,22,191,1687
2021,Haringey 034B,E01001988,7,1407,26,201,1641
2021,Haringey 033D,E01001989,8,1499,22,170,1699
2021,Haringey 034C,E01001990,7,1571,11,333,1922
2021,Haringey 017A,E01001991,5,1322,46,266,1639
2021,Haringey 017B,E01001992,8,1525,18,184,1735
2021,Haringey 017C,E01001993,11,1524,13,105,1653
2021,Haringey 030A,E01001994,3,1524,30,230,1787
2021,Haringey 017D,E01001995,7,2483,21,147,2658
2021,Haringey 014C,E01001996,8,1296,14,166,1484
2021,Haringey 014D,E01001997,11,1380,55,318,1764
2021,Haringey 023A,E01001998,6,1573,32,288,1899
2021,Haringey 023B,E01001999,4,1888,65,447,2404
2021,Haringey 031A,E01002000,12,1371,36,314,1733
2021,Haringey 031B,E01002001,12,1313,26,229,1580
2021,Haringey 031C,E01002002,4,1303,45,313,1665
2021,Haringey 023C,E01002003,13,1916,63,535,2527
2021,Haringey 023D,E01002004,13,1462,33,281,1789
2021,Haringey 035A,E01002005,9,1132,17,280,1438
2021,Haringey 035B,E01002006,6,1258,8,248,1520
2021,Haringey 035C,E01002007,5,1228,24,172,1429
2021,Haringey 030B,E01002008,3,1189,16,123,1331
2021,Haringey 035D,E01002009,5,1181,19,199,1404
2021,Haringey 030C,E01002010,5,1400,12,158,1575
2021,Haringey 030D,E01002011,9,1444,15,248,1716
2021,Haringey 022A,E01002013,3,1204,7,141,1355
2021,Haringey 020B,E01002014,4,1390,22,303,1719
2021,Haringey 020C,E01002015,2,1271,9,127,1409
2021,Haringey 028A,E01002016,2,1686,17,195,1900
2021,Haringey 028B,E01002017,3,1323,18,212,1556
2021,Haringey 020D,E01002018,4,1247,10,96,1357
2021,Haringey 022B,E01002019,4,1272,5,82,1363
2021,Haringey 021A,E01002020,6,1329,14,184,1533
2021,Haringey 022C,E01002021,9,1321,20,72,1422
2021,Haringey 021B,E01002022,4,1746,27,367,2144
2021,Haringey 021C,E01002023,5,1209,17,126,1357
2021,Haringey 022D,E01002024,6,1116,12,128,1262
2021,Haringey 021D,E01002025,7,1330,15,111,1463
2021,Haringey 016A,E01002026,7,1612,13,138,1770
2021,Haringey 010A,E01002027,4,1228,27,156,1415
2021,Haringey 010B,E01002028,6,1417,29,194,1646
2021,Haringey 016B,E01002029,3,1776,41,275,2095
2021,Haringey 016C,E01002030,8,1217,40,288,1553
2021,Haringey 016D,E01002031,13,1452,40,348,1853
2021,Haringey 010C,E01002032,5,1587,17,213,1822
2021,Haringey 010D,E01002033,2,1522,27,235,1786
2021,Haringey 037A,E01002034,1,2248,34,162,2445
2021,Haringey 002A,E01002036,6,1645,18,174,1843
2021,Haringey 002B,E01002037,1,1563,9,118,1691
2021,Haringey 037B,E01002038,1,1607,24,139,1771
2021,Haringey 002C,E01002039,2,1533,8,110,1653
2021,Haringey 002D,E01002040,2,2009,36,192,2239
2021,Haringey 037C,E01002041,1,1672,29,148,1850
2021,Haringey 027A,E01002042,4,1237,26,279,1546
2021,Haringey 026A,E01002043,5,1526,18,239,1788
2021,Haringey 027B,E01002044,12,1331,53,373,1769
2021,Haringey 026B,E01002045,2,1843,44,210,2099
2021,Haringey 026C,E01002046,1,1425,16,156,1598
2021,Haringey 027C,E01002047,5,1227,33,372,1637
2021,Haringey 027D,E01002048,2,1659,33,196,1890
2021,Haringey 026D,E01002049,3,1714,27,142,1886
2021,Haringey 029A,E01002050,3,1772,13,156,1944
2021,Haringey 029B,E01002051,3,1594,36,212,1845
2021,Haringey 029C,E01002052,1,2065,9,92,2167
2021,Haringey 032A,E01002053,7,1780,28,189,2004
2021,Haringey 032B,E01002054,4,1534,27,112,1677
2021,Haringey 029D,E01002055,1,1783,13,223,2020
2021,Haringey 032C,E01002056,5,2408,66,391,2870
2021,Haringey 032D,E01002057,7,1408,41,325,1781
2021,Haringey 031D,E01002058,7,1222,34,298,1561
2021,Haringey 028C,E01002059,3,1333,5,196,1537
2021,Haringey 028D,E01002060,6,1442,22,211,1681
2021,Haringey 036A,E01002061,2,1240,19,272,1533
2021,Haringey 034D,E01002062,6,1445,19,251,1721
2021,Haringey 036B,E01002063,5,1242,12,223,1482
2021,Haringey 036C,E01002064,0,1263,12,192,1467
2021,Haringey 036D,E01002065,8,1220,21,311,1560
2021,Haringey 025A,E01002066,5,2191,101,269,2566
2021,Haringey 024A,E01002067,2,1543,22,162,1729
2021,Haringey 025B,E01002068,19,1833,47,321,2220
2021,Haringey 024B,E01002069,9,1717,33,269,2028
2021,Haringey 024C,E01002070,11,2118,43,344,2516
2021,Haringey 025C,E01002071,5,1550,30,161,1746
2021,Haringey 025D,E01002072,24,1558,62,218,1862
2021,Haringey 024D,E01002073,1,1453,28,146,1628
2021,Haringey 012A,E01002074,5,1993,21,183,2202
2021,Haringey 015A,E01002075,2,1752,18,154,1926
2021,Haringey 015B,E01002076,4,1601,29,199,1833
2021,Haringey 012B,E01002077,3,1996,34,220,2253
2021,Haringey 015C,E01002078,4,2255,30,229,2518
2021,Haringey 012C,E01002079,2,1616,21,156,1795
2021,Haringey 012D,E01002081,3,1725,58,125,1911
2021,Haringey 013A,E01002082,0,1334,10,59,1403
2021,Haringey 019A,E01002083,5,1153,23,196,1377
2021,Haringey 019B,E01002084,3,1447,30,252,1732
2021,Haringey 019C,E01002085,7,1818,40,283,2148
2021,Haringey 013B,E01002086,3,1222,12,248,1485
2021,Haringey 019D,E01002087,6,1569,27,289,1891
2021,Haringey 013C,E01002088,7,1488,34,250,1779
2021,Haringey 013D,E01002089,3,1254,14,64,1335
2021,Haringey 005A,E01002090,2,1449,16,254,1721
2021,Haringey 006A,E01002091,3,1730,15,88,1836
2021,Haringey 006B,E01002092,5,1354,26,179,1564
2021,Haringey 005B,E01002093,1,1670,44,115,1830
2021,Haringey 006C,E01002094,1,1321,17,94,1433
2021,Haringey 006D,E01002095,4,1450,13,108,1575
2021,Haringey 005C,E01002096,1,1579,7,94,1681
2021,Haringey 005D,E01002097,2,1458,15,105,1580
2021,Haringey 007A,E01002098,4,1241,17,252,1514
2021,Haringey 008A,E01002099,4,1835,31,138,2008
2021,Haringey 008B,E01002100,4,1565,29,174,1772
2021,Haringey 007B,E01002101,7,1655,40,213,1915
2021,Haringey 007C,E01002102,5,1631,27,209,1872
2021,Haringey 008C,E01002103,3,1541,46,246,1836
2021,Haringey 008D,E01002104,2,1263,32,145,1442
2021,Haringey 007D,E01002105,11,1726,27,293,2057
2021,Harrow 008A,E01002106,4,1824,24,158,2010
2021,Harrow 012A,E01002107,4,1679,9,115,1807
2021,Harrow 008B,E01002108,3,1748,11,63,1825
2021,Harrow 008C,E01002109,4,1742,11,100,1857
2021,Harrow 008D,E01002110,4,1576,15,62,1657
2021,Harrow 008E,E01002111,7,2016,20,136,2179
2021,Harrow 001A,E01002112,8,1757,37,167,1969
2021,Harrow 002A,E01002113,3,1454,14,82,1553
2021,Harrow 001B,E01002114,7,1957,47,198,2209
2021,Harrow 002B,E01002115,5,1334,17,100,1456
2021,Harrow 002C,E01002116,8,1442,14,105,1569
2021,Harrow 002E,E01002118,1,1611,41,201,1854
2021,Harrow 007A,E01002119,9,2176,53,236,2474
2021,Harrow 007B,E01002120,6,1224,11,101,1342
2021,Harrow 007C,E01002121,4,1654,20,119,1797
2021,Harrow 007D,E01002122,5,1651,25,160,1841
2021,Harrow 007E,E01002123,2,1504,36,146,1688
2021,Harrow 010A,E01002124,4,1624,22,125,1775
2021,Harrow 010B,E01002125,4,1696,34,210,1944
2021,Harrow 023B,E01002127,10,1592,51,165,1818
2021,Harrow 020A,E01002128,10,1689,40,352,2091
2021,Harrow 023C,E01002129,12,2093,90,480,2675
2021,Harrow 020B,E01002130,6,2360,71,427,2864
2021,Harrow 023D,E01002131,6,1492,39,152,1689
2021,Harrow 029A,E01002132,9,1672,29,296,2006
2021,Harrow 027A,E01002133,4,1805,16,197,2022
2021,Harrow 029B,E01002134,5,1273,21,179,1478
2021,Harrow 029C,E01002135,4,1809,24,152,1989
2021,Harrow 027B,E01002136,4,1753,27,227,2011
2021,Harrow 029D,E01002137,88,1294,50,300,1732
2021,Harrow 027C,E01002138,3,1463,13,117,1596
2021,Harrow 006A,E01002139,2,1388,25,80,1495
2021,Harrow 005A,E01002140,7,1624,12,131,1774
2021,Harrow 005B,E01002141,1,1608,24,145,1778
2021,Harrow 005C,E01002142,3,1675,22,126,1826
2021,Harrow 005D,E01002143,7,1479,17,109,1612
2021,Harrow 004A,E01002144,6,1474,32,93,1605
2021,Harrow 005E,E01002145,4,1502,15,146,1667
2021,Harrow 004B,E01002146,10,1354,4,80,1448
2021,Harrow 004C,E01002147,3,1237,15,88,1343
2021,Harrow 006B,E01002148,11,1332,8,101,1452
2021,Harrow 004D,E01002149,7,1243,10,45,1305
2021,Harrow 006C,E01002150,5,2041,24,256,2326
2021,Harrow 006D,E01002151,4,1467,11,68,1550
2021,Harrow 006E,E01002152,4,1472,9,122,1607
2021,Harrow 019A,E01002153,4,1715,17,129,1865
2021,Harrow 019B,E01002155,5,1528,24,158,1715
2021,Harrow 015B,E01002156,1,1460,13,86,1560
2021,Harrow 019C,E01002157,2,1490,33,163,1688
2021,Harrow 019D,E01002158,4,1289,15,91,1399
2021,Harrow 021A,E01002159,4,1733,15,156,1908
2021,Harrow 021B,E01002160,12,1999,78,351,2440
2021,Harrow 021C,E01002161,5,1854,12,172,2043
2021,Harrow 015C,E01002162,7,1705,29,163,1904
2021,Harrow 015D,E01002163,9,1495,32,96,1632
2021,Harrow 021D,E01002164,7,1711,22,159,1899
2021,Harrow 017A,E01002165,2,1574,24,140,1740
2021,Harrow 017B,E01002166,3,1549,21,121,1694
2021,Harrow 017C,E01002167,6,1465,14,113,1598
2021,Harrow 017D,E01002168,2,1426,22,85,1535
2021,Harrow 017E,E01002169,4,1504,23,113,1644
2021,Harrow 033A,E01002170,2,1264,18,68,1352
2021,Harrow 033B,E01002171,1,1543,28,106,1678
2021,Harrow 033C,E01002172,7,1484,16,79,1586
2021,Harrow 033D,E01002173,4,1725,13,146,1888
2021,Harrow 033E,E01002174,4,1445,16,85,1550
2021,Harrow 033F,E01002175,2,1308,19,73,1402
2021,Harrow 033G,E01002176,9,1532,26,110,1677
2021,Harrow 033H,E01002177,2,1371,17,77,1467
2021,Harrow 033I,E01002178,10,1540,7,67,1624
2021,Harrow 013A,E01002179,9,2236,27,310,2582
2021,Harrow 020C,E01002181,7,1846,44,404,2301
2021,Harrow 020D,E01002182,4,1805,46,259,2114
2021,Harrow 013C,E01002183,3,1904,37,146,2090
2021,Harrow 013D,E01002184,1,1688,29,176,1894
2021,Harrow 009A,E01002185,6,1667,21,136,1830
2021,Harrow 009B,E01002186,6,1693,45,163,1907
2021,Harrow 009C,E01002187,3,1789,35,132,1959
2021,Harrow 016A,E01002188,8,1451,21,118,1598
2021,Harrow 016B,E01002189,10,1526,23,160,1719
2021,Harrow 009D,E01002190,7,1550,10,126,1693
2021,Harrow 022A,E01002191,6,1809,36,158,2009
2021,Harrow 016C,E01002192,5,1475,28,164,1672
2021,Harrow 016D,E01002193,5,1854,39,122,2020
2021,Harrow 022B,E01002194,5,1667,23,131,1826
2021,Harrow 022C,E01002195,11,1524,19,97,1651
2021,Harrow 022D,E01002196,5,1684,9,114,1812
2021,Harrow 012B,E01002197,2,1306,20,79,1407
2021,Harrow 010C,E01002198,2,1584,31,176,1793
2021,Harrow 012C,E01002199,5,1433,20,97,1555
2021,Harrow 010D,E01002200,1,1894,28,184,2107
2021,Harrow 012D,E01002201,4,1587,13,87,1691
2021,Harrow 012E,E01002202,4,1895,28,238,2165
2021,Harrow 010E,E01002203,9,1630,15,135,1789
2021,Harrow 032A,E01002204,2,1579,46,228,1855
2021,Harrow 032B,E01002206,8,1249,13,110,1380
2021,Harrow 032C,E01002207,9,1648,15,91,1763
2021,Harrow 025A,E01002208,3,1260,19,63,1345
2021,Harrow 025B,E01002209,7,1660,34,138,1839
2021,Harrow 032D,E01002210,3,1386,18,126,1533
2021,Harrow 028A,E01002211,4,1360,10,103,1477
2021,Harrow 028B,E01002212,5,1607,21,225,1858
2021,Harrow 031A,E01002214,3,1762,16,109,1890
2021,Harrow 031B,E01002215,3,1592,12,117,1724
2021,Harrow 028C,E01002216,10,1580,13,114,1717
2021,Harrow 028D,E01002217,4,1946,26,195,2171
2021,Harrow 030A,E01002218,5,1621,30,134,1790
2021,Harrow 030B,E01002219,7,1696,18,179,1900
2021,Harrow 031C,E01002220,1,1529,17,78,1625
2021,Harrow 030C,E01002221,3,1428,39,146,1616
2021,Harrow 030D,E01002222,4,1488,11,80,1583
2021,Harrow 031D,E01002223,3,1682,10,82,1777
2021,Harrow 031E,E01002224,5,1493,9,105,1612
2021,Harrow 001C,E01002225,8,1598,25,118,1749
2021,Harrow 001D,E01002226,1,2316,25,260,2602
2021,Harrow 003A,E01002227,2,2058,47,156,2263
2021,Harrow 003B,E01002228,10,1994,31,188,2223
2021,Harrow 003C,E01002229,1,1598,21,187,1807
2021,Harrow 003D,E01002230,2,1680,14,124,1820
2021,Harrow 013E,E01002231,4,1860,16,151,2031
2021,Harrow 011A,E01002232,6,1813,45,279,2143
2021,Harrow 011B,E01002233,5,2099,11,273,2388
2021,Harrow 011C,E01002234,1,1708,20,204,1933
2021,Harrow 011D,E01002235,3,1720,26,120,1869
2021,Harrow 011E,E01002236,4,2005,42,243,2294
2021,Harrow 024A,E01002237,11,1823,29,213,2076
2021,Harrow 024B,E01002238,5,1671,31,147,1854
2021,Harrow 025C,E01002239,12,1692,44,166,1914
2021,Harrow 024C,E01002240,11,1752,23,150,1936
2021,Harrow 025D,E01002241,8,1741,14,124,1887
2021,Harrow 024D,E01002242,10,1716,25,100,1851
2021,Havering 013A,E01002243,3,1795,15,127,1940
2021,Havering 011A,E01002244,0,1666,10,117,1793
2021,Havering 011B,E01002245,2,1490,12,123,1627
2021,Havering 017A,E01002246,4,1672,12,138,1826
2021,Havering 017B,E01002247,5,2015,32,382,2434
2021,Havering 017C,E01002248,2,1472,20,223,1717
2021,Havering 017E,E01002250,3,1689,8,103,1803
2021,Havering 017F,E01002251,1,1439,14,117,1571
2021,Havering 018A,E01002252,1,1468,6,102,1577
2021,Havering 019A,E01002253,2,1442,3,119,1566
2021,Havering 019B,E01002254,3,1547,4,71,1625
2021,Havering 022A,E01002255,2,1369,7,150,1528
2021,Havering 018B,E01002256,4,1420,3,75,1502
2021,Havering 019C,E01002257,5,1618,5,93,1721
2021,Havering 018C,E01002258,3,1643,8,161,1815
2021,Havering 018D,E01002259,3,1426,4,100,1533
2021,Havering 026A,E01002260,5,1644,17,125,1791
2021,Havering 026B,E01002261,4,1623,11,128,1766
2021,Havering 026C,E01002262,8,1648,3,88,1747
2021,Havering 026D,E01002263,4,1495,7,83,1589
2021,Havering 026E,E01002264,3,1515,9,121,1648
2021,Havering 025A,E01002265,2,1380,6,90,1478
2021,Havering 027A,E01002266,2,1394,13,120,1529
2021,Havering 027B,E01002267,1,1632,6,132,1771
2021,Havering 010A,E01002268,2,1346,8,119,1475
2021,Havering 010B,E01002269,2,1698,17,122,1839
2021,Havering 015A,E01002270,5,1601,10,108,1724
2021,Havering 015B,E01002271,7,1479,2,96,1584
2021,Havering 014A,E01002272,1,1247,5,97,1350
2021,Havering 015C,E01002273,1,1261,0,70,1332
2021,Havering 014B,E01002274,3,1523,7,120,1653
2021,Havering 015D,E01002275,1,1223,2,81,1307
2021,Havering 001A,E01002276,2,1883,6,168,2059
2021,Havering 002A,E01002277,8,1479,3,119,1609
2021,Havering 001B,E01002278,3,1597,3,104,1707
2021,Havering 002B,E01002279,1,1624,4,103,1732
2021,Havering 004A,E01002280,1,1718,2,111,1832
2021,Havering 002C,E01002281,0,2178,14,205,2397
2021,Havering 004B,E01002282,0,1753,5,164,1922
2021,Havering 002D,E01002283,3,1575,11,94,1683
2021,Havering 004C,E01002284,8,1831,21,188,2048
2021,Havering 025B,E01002285,2,1235,1,116,1354
2021,Havering 025C,E01002286,4,1501,3,95,1603
