date,geography,geography code,Migrant indicator: Address one year ago is student term-time or boarding school address in the UK,Migrant indicator: Address one year ago is the same as the address of enumeration,Migrant indicator: Migrant from outside the UK: Address one year ago was outside the UK,Migrant indicator: Migrant from within the UK: Address one year ago was in the UK,Migrant indicator: Total: All usual residents
2021,Havering 023A,E01002287,1,1478,7,95,1581
2021,Havering 025D,E01002288,2,1378,4,205,1589
2021,Havering 022B,E01002289,3,1544,1,105,1653
2021,Havering 025E,E01002290,1,1385,2,96,1484
2021,Havering 023B,E01002291,2,1343,7,140,1492
2021,Havering 022C,E01002292,4,1552,7,125,1688
2021,Havering 007B,E01002294,2,1452,2,66,1522
2021,Havering 010C,E01002295,3,1790,12,167,1972
2021,Havering 007C,E01002296,1,1538,15,122,1676
2021,Havering 004D,E01002297,5,1493,7,121,1626
2021,Havering 007D,E01002298,3,1471,12,101,1587
2021,Havering 002E,E01002299,4,1690,2,105,1801
2021,Havering 007E,E01002300,5,1797,13,166,1981
2021,Havering 003A,E01002301,3,1541,2,77,1623
2021,Havering 005A,E01002302,0,1581,5,118,1704
2021,Havering 003B,E01002303,3,1956,4,161,2124
2021,Havering 003C,E01002304,2,1376,6,148,1532
2021,Havering 005B,E01002305,1,1557,5,128,1691
2021,Havering 003D,E01002306,3,1673,8,118,1802
2021,Havering 003E,E01002307,3,1798,5,64,1870
2021,Havering 005C,E01002308,1,1723,6,103,1833
2021,Havering 006A,E01002309,0,1611,1,150,1762
2021,Havering 006B,E01002310,1,1663,12,169,1845
2021,Havering 006C,E01002311,6,1739,4,111,1860
2021,Havering 001C,E01002312,1,1586,7,76,1670
2021,Havering 001D,E01002313,3,2062,13,160,2238
2021,Havering 004E,E01002314,3,1737,5,94,1839
2021,Havering 006D,E01002315,2,1530,12,162,1706
2021,Havering 004F,E01002316,6,1895,14,123,2038
2021,Havering 014C,E01002317,2,1438,2,94,1536
2021,Havering 014D,E01002318,4,1541,3,95,1643
2021,Havering 016A,E01002319,6,1642,16,169,1833
2021,Havering 021A,E01002320,2,1403,6,69,1480
2021,Havering 021B,E01002321,1,1625,5,148,1779
2021,Havering 021C,E01002322,2,1764,2,137,1905
2021,Havering 021D,E01002323,0,1564,12,126,1702
2021,Havering 021E,E01002324,3,1429,8,88,1528
2021,Havering 011C,E01002325,7,1881,11,214,2113
2021,Havering 005D,E01002326,6,1533,2,130,1671
2021,Havering 009A,E01002327,0,1413,4,125,1542
2021,Havering 009B,E01002328,1,1653,9,115,1778
2021,Havering 011D,E01002329,2,1574,24,115,1715
2021,Havering 011E,E01002330,5,1659,12,140,1816
2021,Havering 005E,E01002331,1,1546,5,102,1654
2021,Havering 009C,E01002332,1,1587,7,143,1738
2021,Havering 008A,E01002333,2,1241,4,76,1323
2021,Havering 008B,E01002334,3,1588,11,116,1718
2021,Havering 009D,E01002335,1,1338,7,118,1464
2021,Havering 008C,E01002336,1,1446,13,162,1622
2021,Havering 012A,E01002337,2,1220,18,76,1316
2021,Havering 009E,E01002338,0,1283,16,97,1396
2021,Havering 008D,E01002339,3,1529,4,104,1640
2021,Havering 009F,E01002340,5,1365,0,93,1463
2021,Havering 008E,E01002341,3,1365,1,94,1463
2021,Havering 030A,E01002342,2,1541,9,147,1699
2021,Havering 029A,E01002343,4,1629,9,100,1742
2021,Havering 029B,E01002344,3,1816,3,131,1953
2021,Havering 030B,E01002345,4,1743,17,161,1925
2021,Havering 030C,E01002346,1,1396,6,122,1525
2021,Havering 030D,E01002347,2,1427,5,60,1494
2021,Havering 029C,E01002348,2,1445,8,89,1544
2021,Havering 029D,E01002349,5,1405,8,109,1527
2021,Havering 016B,E01002350,3,1405,19,274,1701
2021,Havering 016C,E01002351,1,1567,19,155,1742
2021,Havering 016D,E01002352,2,1731,18,210,1961
2021,Havering 013B,E01002353,6,1781,23,210,2020
2021,Havering 012B,E01002354,1,1270,4,98,1373
2021,Havering 014E,E01002355,4,1351,4,115,1474
2021,Havering 013C,E01002356,5,1648,34,366,2053
2021,Havering 016E,E01002358,4,1869,14,194,2081
2021,Havering 020A,E01002359,2,1192,9,99,1302
