date,geography,geography code,Household deprivation: Household is deprived in four dimensions,Household deprivation: Household is deprived in one dimension,Household deprivation: Household is deprived in three dimensions,Household deprivation: Household is deprived in two dimensions,Household deprivation: Household is not deprived in any dimension,Household deprivation: Total: All households
2021,Greenwich 011C,E01001697,4,329,51,151,400,935
2021,Greenwich 015A,E01001698,9,279,55,160,252,755
2021,Greenwich 015B,E01001699,2,172,43,126,322,665
2021,Greenwich 011D,E01001700,7,334,39,118,300,798
2021,Greenwich 015C,E01001701,2,244,25,116,386,773
2021,Greenwich 015D,E01001702,2,156,36,98,149,441
2021,Greenwich 011E,E01001703,11,289,65,154,246,765
2021,Greenwich 011F,E01001704,1,207,27,92,291,618
2021,Greenwich 005A,E01001705,8,333,58,141,308,848
2021,Greenwich 005C,E01001708,2,209,32,96,346,685
2021,Greenwich 005D,E01001710,4,237,61,164,185,651
2021,Greenwich 042A,E01001712,7,350,57,163,337,914
2021,Hackney 002A,E01001714,1,264,38,101,451,855
2021,Hackney 007A,E01001715,6,227,27,81,316,657
2021,Hackney 007B,E01001716,4,309,58,152,314,837
2021,Hackney 007C,E01001717,3,147,30,59,187,426
2021,Hackney 007D,E01001718,3,249,20,90,462,824
2021,Hackney 007E,E01001719,0,228,33,105,332,698
2021,Hackney 007F,E01001720,1,234,17,84,453,789
2021,Hackney 029A,E01001722,3,328,85,168,338,922
2021,Hackney 006A,E01001723,8,244,40,99,289,680
2021,Hackney 006B,E01001724,6,371,81,142,470,1070
2021,Hackney 004A,E01001725,6,217,29,109,207,568
2021,Hackney 004B,E01001726,3,168,45,90,160,466
2021,Hackney 006C,E01001727,5,212,30,87,227,561
2021,Hackney 029B,E01001728,2,235,33,106,211,587
2021,Hackney 019A,E01001729,2,172,37,106,182,499
2021,Hackney 019B,E01001730,9,402,93,197,430,1131
2021,Hackney 017A,E01001731,4,365,73,205,509,1156
2021,Hackney 019C,E01001732,3,296,53,134,271,757
2021,Hackney 015A,E01001733,7,249,42,105,331,734
2021,Hackney 017B,E01001734,7,304,44,139,358,852
2021,Hackney 019D,E01001735,0,203,50,112,287,652
2021,Hackney 012A,E01001736,3,193,26,74,382,678
2021,Hackney 012B,E01001737,9,226,18,69,384,706
2021,Hackney 012C,E01001738,6,230,31,99,427,793
2021,Hackney 012D,E01001739,2,216,29,95,544,886
2021,Hackney 014A,E01001740,5,206,51,137,227,626
2021,Hackney 009A,E01001741,2,160,19,57,337,575
2021,Hackney 008A,E01001742,4,246,41,125,365,781
2021,Hackney 031A,E01001744,5,245,60,116,389,815
2021,Hackney 016A,E01001745,8,320,72,170,343,913
2021,Hackney 016B,E01001746,1,205,39,118,235,598
2021,Hackney 014B,E01001747,5,331,63,153,526,1078
2021,Hackney 020B,E01001749,0,200,26,71,373,670
2021,Hackney 031D,E01001750,10,252,56,142,466,926
2021,Hackney 031B,E01001751,1,182,11,43,410,647
2021,Hackney 025B,E01001753,4,245,50,117,210,626
2021,Hackney 025D,E01001755,3,228,54,111,294,690
2021,Hackney 030C,E01001756,5,306,28,106,511,956
2021,Hackney 016C,E01001757,2,236,40,115,215,608
2021,Hackney 016D,E01001758,4,342,94,192,449,1081
2021,Hackney 016E,E01001759,4,212,38,128,344,726
2021,Hackney 017C,E01001760,3,273,43,151,401,871
2021,Hackney 016F,E01001761,12,285,104,179,344,924
2021,Hackney 017D,E01001762,6,247,57,89,400,799
2021,Hackney 020C,E01001763,2,259,43,118,393,815
2021,Hackney 010A,E01001764,7,226,36,122,279,670
2021,Hackney 010B,E01001765,10,262,89,182,207,750
2021,Hackney 010D,E01001767,6,197,45,103,277,628
2021,Hackney 006D,E01001768,2,249,32,98,369,750
2021,Hackney 006E,E01001769,2,205,24,89,311,631
2021,Hackney 010E,E01001770,5,284,43,161,278,771
2021,Hackney 024A,E01001772,6,234,59,144,323,766
2021,Hackney 025E,E01001773,3,296,60,174,509,1042
2021,Hackney 024B,E01001774,4,262,44,137,407,854
2021,Hackney 024C,E01001775,6,254,52,136,256,704
2021,Hackney 025F,E01001776,5,239,47,135,324,750
2021,Hackney 033A,E01001777,5,356,43,140,603,1147
2021,Hackney 032D,E01001780,9,261,71,170,343,854
2021,Hackney 026B,E01001781,5,257,59,138,225,684
2021,Hackney 026D,E01001783,3,254,61,136,215,669
2021,Hackney 032A,E01001784,7,233,54,130,334,758
2021,Hackney 015B,E01001785,1,169,52,98,266,586
2021,Hackney 013A,E01001786,4,281,54,147,354,840
2021,Hackney 013B,E01001787,6,260,51,160,171,648
2021,Hackney 013C,E01001788,6,225,47,153,215,646
2021,Hackney 015C,E01001789,5,195,42,74,309,625
2021,Hackney 013D,E01001790,2,226,44,122,190,584
2021,Hackney 015D,E01001791,0,134,40,110,208,492
2021,Hackney 011A,E01001792,4,231,49,147,284,715
2021,Hackney 011B,E01001793,5,221,36,80,267,609
2021,Hackney 011C,E01001794,0,186,24,94,337,641
2021,Hackney 011D,E01001795,1,156,28,60,267,512
2021,Hackney 011E,E01001796,5,197,28,101,303,634
2021,Hackney 028A,E01001798,7,285,66,176,193,727
2021,Hackney 003A,E01001799,0,186,16,67,180,449
2021,Hackney 004C,E01001800,12,229,56,140,224,661
2021,Hackney 008B,E01001801,3,187,49,95,212,546
2021,Hackney 003B,E01001802,6,180,29,69,172,456
2021,Hackney 008C,E01001803,1,198,15,62,407,683
2021,Hackney 003C,E01001804,1,169,22,76,194,462
2021,Hackney 009B,E01001805,3,179,34,69,225,510
2021,Hackney 008D,E01001806,1,207,37,105,322,672
2021,Hackney 003D,E01001807,1,264,38,105,243,651
2021,Hackney 001A,E01001808,19,206,41,103,174,543
2021,Hackney 001B,E01001809,3,231,33,118,185,570
2021,Hackney 002D,E01001811,4,218,44,143,260,669
2021,Hackney 003E,E01001812,5,226,34,108,192,565
2021,Hackney 002E,E01001813,3,289,93,197,210,792
2021,Hackney 001C,E01001814,2,227,20,100,205,554
2021,Hackney 024D,E01001815,4,189,63,159,250,665
2021,Hackney 020D,E01001816,3,178,29,98,310,618
2021,Hackney 020E,E01001819,1,245,59,141,298,744
2021,Hackney 024E,E01001820,7,194,48,119,207,575
2021,Hackney 024F,E01001821,4,203,48,141,190,586
2021,Hackney 029C,E01001822,6,299,61,134,176,676
2021,Hackney 001D,E01001823,6,189,29,83,213,520
2021,Hackney 004D,E01001824,8,199,45,102,151,505
2021,Hackney 001E,E01001825,4,155,21,72,150,402
2021,Hackney 004E,E01001826,6,195,57,118,150,526
2021,Hackney 029D,E01001827,5,233,55,132,171,596
2021,Hackney 028B,E01001828,2,302,56,145,311,816
2021,Hackney 009C,E01001829,1,182,20,48,411,662
2021,Hackney 014C,E01001830,3,261,37,206,389,896
2021,Hackney 009D,E01001831,5,257,43,100,380,785
2021,Hackney 009E,E01001832,0,183,37,94,309,623
2021,Hackney 014D,E01001833,9,274,56,157,425,921
2021,Hackney 014E,E01001834,6,245,35,132,388,806
2021,Hackney 014F,E01001835,1,153,13,53,272,492
2021,Hackney 022A,E01001836,4,287,43,115,364,813
2021,Hackney 023B,E01001837,1,187,22,62,366,638
2021,Hackney 019E,E01001838,4,275,69,140,208,696
2021,Hackney 023C,E01001839,5,300,39,149,546,1039
2021,Hackney 022B,E01001840,0,229,65,134,232,660
2021,Hackney 022C,E01001841,4,201,81,117,228,631
2021,Hackney 023D,E01001842,2,214,51,104,273,644
2021,Hackney 023E,E01001843,3,148,27,90,210,478
2021,Hackney 022D,E01001844,6,197,50,121,336,710
2021,Hackney 022E,E01001845,8,248,64,158,246,724
2021,Hackney 018A,E01001846,8,164,46,141,180,539
2021,Hackney 018B,E01001847,3,178,34,102,239,556
2021,Hackney 018C,E01001848,5,241,55,137,258,696
2021,Hackney 018D,E01001849,2,332,54,150,478,1016
2021,Hackney 019F,E01001850,6,277,56,141,227,707
2021,Hammersmith and Fulham 010A,E01001851,2,175,17,69,385,648
2021,Hammersmith and Fulham 007A,E01001852,3,310,27,93,489,922
2021,Hammersmith and Fulham 007B,E01001853,1,173,27,76,387,664
2021,Hammersmith and Fulham 007C,E01001854,1,310,25,108,439,883
2021,Hammersmith and Fulham 010B,E01001855,2,297,24,83,478,884
2021,Hammersmith and Fulham 010C,E01001856,14,227,47,102,333,723
2021,Hammersmith and Fulham 007D,E01001857,2,293,55,149,278,777
2021,Hammersmith and Fulham 006A,E01001858,5,233,38,130,320,726
2021,Hammersmith and Fulham 008A,E01001859,7,363,49,128,602,1149
2021,Hammersmith and Fulham 006B,E01001860,11,255,42,157,309,774
2021,Hammersmith and Fulham 006C,E01001861,9,207,43,97,272,628
2021,Hammersmith and Fulham 005A,E01001862,9,273,42,121,392,837
2021,Hammersmith and Fulham 006D,E01001863,1,179,26,73,350,629
2021,Hammersmith and Fulham 006E,E01001864,5,219,35,91,343,693
2021,Hammersmith and Fulham 008B,E01001865,4,181,16,66,401,668
2021,Hammersmith and Fulham 012A,E01001866,2,224,11,68,349,654
2021,Hammersmith and Fulham 012B,E01001867,1,159,13,56,306,535
2021,Hammersmith and Fulham 012C,E01001868,6,209,43,138,197,593
2021,Hammersmith and Fulham 010D,E01001869,1,173,18,53,349,594
2021,Hammersmith and Fulham 012D,E01001870,4,299,27,121,457,908
2021,Hammersmith and Fulham 012E,E01001871,1,222,9,66,406,704
2021,Hammersmith and Fulham 012F,E01001872,5,233,30,73,372,713
2021,Hammersmith and Fulham 010E,E01001873,3,236,40,106,322,707
2021,Hammersmith and Fulham 001B,E01001875,4,231,51,165,205,656
2021,Hammersmith and Fulham 001C,E01001876,3,368,42,150,247,810
2021,Hammersmith and Fulham 001D,E01001877,2,209,29,109,262,611
2021,Hammersmith and Fulham 001E,E01001878,3,202,49,131,205,590
2021,Hammersmith and Fulham 019A,E01001879,7,217,30,85,296,635
2021,Hammersmith and Fulham 017A,E01001880,3,211,30,92,409,745
2021,Hammersmith and Fulham 017B,E01001881,1,227,16,50,527,821
2021,Hammersmith and Fulham 017C,E01001882,2,187,20,70,431,710
2021,Hammersmith and Fulham 017D,E01001883,2,272,35,96,538,943
2021,Hammersmith and Fulham 017E,E01001884,7,306,50,162,392,917
2021,Hammersmith and Fulham 015A,E01001885,1,205,43,115,153,517
2021,Hammersmith and Fulham 016A,E01001886,0,209,27,119,274,629
2021,Hammersmith and Fulham 016B,E01001887,3,206,43,115,269,636
2021,Hammersmith and Fulham 018A,E01001888,1,176,17,61,359,614
2021,Hammersmith and Fulham 014A,E01001889,0,165,13,61,337,576
2021,Hammersmith and Fulham 016C,E01001890,3,249,19,68,402,741
2021,Hammersmith and Fulham 018B,E01001891,1,380,9,84,680,1154
2021,Hammersmith and Fulham 016D,E01001892,5,200,32,96,249,582
2021,Hammersmith and Fulham 013A,E01001893,3,208,34,110,286,641
2021,Hammersmith and Fulham 013B,E01001894,6,216,44,98,341,705
2021,Hammersmith and Fulham 009A,E01001895,4,197,23,64,356,644
2021,Hammersmith and Fulham 009B,E01001896,4,217,25,102,358,706
2021,Hammersmith and Fulham 009C,E01001897,1,186,22,60,289,558
2021,Hammersmith and Fulham 013C,E01001898,2,259,34,94,562,951
2021,Hammersmith and Fulham 013D,E01001899,4,273,40,146,329,792
2021,Hammersmith and Fulham 013E,E01001900,6,245,58,124,283,716
2021,Hammersmith and Fulham 019B,E01001901,5,160,18,48,452,683
2021,Hammersmith and Fulham 019C,E01001902,2,234,34,95,442,807
2021,Hammersmith and Fulham 019D,E01001903,3,175,31,94,292,595
2021,Hammersmith and Fulham 022A,E01001904,1,153,12,41,504,711
2021,Hammersmith and Fulham 022B,E01001905,1,178,19,60,450,708
2021,Hammersmith and Fulham 022C,E01001906,0,167,7,43,405,622
2021,Hammersmith and Fulham 022D,E01001907,6,135,6,41,356,544
2021,Hammersmith and Fulham 015B,E01001908,0,253,11,87,409,760
2021,Hammersmith and Fulham 015C,E01001909,3,265,43,132,416,859
2021,Hammersmith and Fulham 014B,E01001910,3,233,27,75,397,735
2021,Hammersmith and Fulham 015D,E01001911,2,267,57,149,234,709
2021,Hammersmith and Fulham 015E,E01001912,5,206,34,128,149,522
2021,Hammersmith and Fulham 014C,E01001913,1,164,9,37,501,712
2021,Hammersmith and Fulham 014D,E01001914,9,289,28,97,403,826
2021,Hammersmith and Fulham 024A,E01001915,1,167,12,50,398,628
2021,Hammersmith and Fulham 024B,E01001916,1,183,5,42,375,606
2021,Hammersmith and Fulham 018C,E01001917,2,201,28,89,379,699
2021,Hammersmith and Fulham 018D,E01001918,2,196,14,56,346,614
2021,Hammersmith and Fulham 018E,E01001919,0,151,12,53,383,599
2021,Hammersmith and Fulham 020A,E01001920,5,265,50,142,316,778
2021,Hammersmith and Fulham 020B,E01001921,0,131,17,52,403,603
2021,Hammersmith and Fulham 020C,E01001922,1,148,17,45,431,642
2021,Hammersmith and Fulham 020D,E01001923,0,189,14,66,380,649
2021,Hammersmith and Fulham 020E,E01001924,1,142,7,31,429,610
2021,Hammersmith and Fulham 025A,E01001925,0,129,15,41,431,616
2021,Hammersmith and Fulham 024C,E01001926,1,139,6,22,413,581
2021,Hammersmith and Fulham 008C,E01001927,1,150,12,35,318,516
2021,Hammersmith and Fulham 011A,E01001928,4,203,33,73,367,680
2021,Hammersmith and Fulham 009D,E01001929,3,165,8,37,380,593
2021,Hammersmith and Fulham 008D,E01001930,1,229,37,120,381,768
2021,Hammersmith and Fulham 011B,E01001931,2,189,21,63,380,655
2021,Hammersmith and Fulham 011C,E01001932,7,254,34,70,381,746
2021,Hammersmith and Fulham 011D,E01001933,5,178,29,87,389,688
2021,Hammersmith and Fulham 025B,E01001934,9,254,37,129,365,794
2021,Hammersmith and Fulham 023A,E01001935,1,246,34,113,527,921
2021,Hammersmith and Fulham 025C,E01001937,1,173,16,60,471,721
2021,Hammersmith and Fulham 025D,E01001938,3,225,23,97,284,632
2021,Hammersmith and Fulham 005B,E01001940,4,243,43,144,276,710
2021,Hammersmith and Fulham 005C,E01001941,3,264,34,95,374,770
2021,Hammersmith and Fulham 005D,E01001942,9,301,45,122,392,869
2021,Hammersmith and Fulham 004A,E01001943,8,358,52,182,501,1101
2021,Hammersmith and Fulham 004B,E01001944,15,311,61,211,202,800
2021,Hammersmith and Fulham 004C,E01001945,3,247,37,89,370,746
2021,Hammersmith and Fulham 004D,E01001946,3,301,32,85,428,849
2021,Hammersmith and Fulham 021A,E01001947,5,208,49,130,195,587
2021,Hammersmith and Fulham 021B,E01001948,0,212,34,64,530,840
2021,Hammersmith and Fulham 021C,E01001949,1,166,6,43,428,644
2021,Hammersmith and Fulham 021D,E01001950,0,119,7,33,432,591
2021,Hammersmith and Fulham 021E,E01001951,4,190,18,75,407,694
2021,Hammersmith and Fulham 024D,E01001952,1,234,17,80,495,827
2021,Hammersmith and Fulham 021F,E01001953,5,215,22,93,348,683
2021,Hammersmith and Fulham 003A,E01001954,4,207,32,111,311,665
2021,Hammersmith and Fulham 002A,E01001955,11,272,44,157,340,824
2021,Hammersmith and Fulham 003B,E01001956,2,199,40,100,257,598
2021,Hammersmith and Fulham 002B,E01001957,3,213,54,128,185,583
2021,Hammersmith and Fulham 002C,E01001958,4,227,38,160,170,599
2021,Hammersmith and Fulham 003C,E01001959,0,183,50,131,216,580
2021,Hammersmith and Fulham 003D,E01001960,3,249,21,100,398,771
2021,Hammersmith and Fulham 002D,E01001961,3,215,41,107,165,531
2021,Haringey 004A,E01001962,1,210,19,74,333,637
2021,Haringey 009A,E01001963,1,196,6,52,422,677
2021,Haringey 009B,E01001964,1,205,21,70,344,641
2021,Haringey 009C,E01001965,2,184,20,47,376,629
2021,Haringey 009D,E01001966,2,144,4,37,330,517
2021,Haringey 014A,E01001967,0,174,3,38,388,603
2021,Haringey 014B,E01001968,5,233,6,57,393,694
2021,Haringey 001A,E01001969,8,310,60,179,311,868
2021,Haringey 004B,E01001970,4,254,45,153,295,751
2021,Haringey 001B,E01001971,15,267,88,209,236,815
2021,Haringey 004C,E01001972,5,249,52,150,273,729
2021,Haringey 004D,E01001973,2,339,35,156,468,1000
2021,Haringey 001C,E01001974,6,331,44,132,460,973
2021,Haringey 001D,E01001975,5,302,43,136,327,813
2021,Haringey 011A,E01001976,8,262,45,137,235,687
2021,Haringey 011B,E01001977,7,202,43,142,212,606
2021,Haringey 011C,E01001978,8,255,70,209,245,787
2021,Haringey 011D,E01001979,12,359,82,170,303,926
2021,Haringey 018A,E01001980,4,251,39,132,275,701
2021,Haringey 018B,E01001981,2,275,21,116,232,646
2021,Haringey 018C,E01001982,7,260,43,112,296,718
2021,Haringey 018D,E01001983,2,206,33,116,294,651
2021,Haringey 033A,E01001984,3,329,36,125,464,957
2021,Haringey 033B,E01001985,0,203,13,46,464,726
2021,Haringey 034A,E01001986,9,186,30,72,400,697
2021,Haringey 033C,E01001987,1,210,9,35,505,760
2021,Haringey 034B,E01001988,2,214,20,82,473,791
2021,Haringey 033D,E01001989,2,216,11,63,466,758
2021,Haringey 034C,E01001990,0,331,22,74,510,937
2021,Haringey 017A,E01001991,2,274,12,74,377,739
2021,Haringey 017B,E01001992,0,186,6,55,432,679
2021,Haringey 017C,E01001993,0,154,4,47,399,604
2021,Haringey 030A,E01001994,2,223,19,64,433,741
2021,Haringey 017D,E01001995,1,290,49,135,463,938
2021,Haringey 014C,E01001996,1,187,13,58,356,615
2021,Haringey 014D,E01001997,2,220,10,47,424,703
2021,Haringey 023A,E01001998,2,281,34,104,404,825
2021,Haringey 023B,E01001999,17,325,62,189,371,964
