date,geography,geography code,Age of arrival in the UK: Arrived in the UK,Age of arrival in the UK: Arrived in the UK: Aged 0 to 4 years,Age of arrival in the UK: Arrived in the UK: Aged 10 to 14 years,Age of arrival in the UK: Arrived in the UK: Aged 15 years,Age of arrival in the UK: Arrived in the UK: Aged 16 to 17 years,Age of arrival in the UK: Arrived in the UK: Aged 18 to 19 years,Age of arrival in the UK: Arrived in the UK: Aged 20 to 24 years,Age of arrival in the UK: Arrived in the UK: Aged 25 to 29 years,Age of arrival in the UK: Arrived in the UK: Aged 30 to 44 years,Age of arrival in the UK: Arrived in the UK: Aged 45 to 59 years,Age of arrival in the UK: Arrived in the UK: Aged 5 to 7 years,Age of arrival in the UK: Arrived in the UK: Aged 60 to 64 years,Age of arrival in the UK: Arrived in the UK: Aged 65 to 74 years,Age of arrival in the UK: Arrived in the UK: Aged 75 to 84 years,Age of arrival in the UK: Arrived in the UK: Aged 8 to 9 years,Age of arrival in the UK: Arrived in the UK: Aged 85 to 89 years,Age of arrival in the UK: Arrived in the UK: Aged 90 years and over,Age of arrival in the UK: Born in the UK,Age of arrival in the UK: Total: All usual residents
2021,Lambeth 003C,E01003106,749,50,38,17,53,44,190,147,145,23,17,3,1,1,20,0,0,1386,2135
2021,Lambeth 003D,E01003107,644,42,26,5,32,50,143,142,140,25,20,3,2,0,14,0,0,1208,1852
2021,Lambeth 002B,E01003108,677,38,42,15,24,37,132,158,154,28,26,3,3,3,14,0,0,878,1555
2021,Lambeth 002C,E01003110,700,47,30,8,35,57,168,155,128,33,21,1,4,1,12,0,0,1350,2050
2021,Lambeth 002D,E01003111,898,60,57,21,34,54,170,171,199,58,35,3,12,1,23,0,0,1082,1980
2021,Lambeth 002E,E01003112,767,61,33,12,30,52,187,138,175,34,15,5,3,2,20,0,0,1029,1796
2021,Lambeth 032A,E01003113,720,53,39,17,30,49,125,126,187,44,26,3,7,2,12,0,0,1076,1796
2021,Lambeth 032B,E01003114,925,75,50,24,28,53,182,171,240,29,33,9,2,2,27,0,0,1498,2423
2021,Lambeth 034A,E01003115,628,45,51,10,25,44,124,113,141,37,21,0,0,0,17,0,0,990,1618
2021,Lambeth 029A,E01003116,523,45,37,8,27,41,106,92,100,20,25,1,5,1,15,0,0,1262,1785
2021,Lambeth 029B,E01003117,704,40,27,5,36,48,154,141,175,31,22,6,2,2,15,0,0,1147,1851
2021,Lambeth 029C,E01003118,700,69,42,4,30,40,168,98,143,34,43,3,7,0,19,0,0,1162,1862
2021,Lambeth 032C,E01003119,909,52,37,8,26,54,201,159,230,76,26,7,6,4,19,3,1,1157,2066
2021,Lambeth 032D,E01003120,1229,60,53,7,45,75,281,210,321,92,49,8,3,0,25,0,0,1176,2405
2021,Lambeth 006B,E01003121,691,38,54,12,30,55,169,121,136,34,15,4,2,0,21,0,0,877,1568
2021,Lambeth 004D,E01003122,850,56,44,8,40,62,197,177,194,25,24,2,2,0,19,0,0,1053,1903
2021,Lambeth 006C,E01003123,626,51,22,13,23,40,120,126,147,38,17,2,7,0,19,1,0,970,1596
2021,Lambeth 006D,E01003124,643,39,28,17,27,34,141,123,143,38,24,5,5,4,15,0,0,711,1354
2021,Lambeth 006E,E01003125,890,54,65,7,38,62,160,165,249,35,16,7,1,0,31,0,0,890,1780
2021,Lambeth 008D,E01003126,824,58,45,7,53,53,176,164,188,39,18,3,6,0,14,0,0,839,1663
2021,Lambeth 010E,E01003127,903,63,51,31,24,28,194,188,182,74,41,10,3,0,14,0,0,1192,2095
2021,Lambeth 008E,E01003128,757,52,52,13,29,41,152,145,171,39,35,5,4,3,16,0,0,885,1642
2021,Lambeth 004E,E01003129,814,48,45,15,34,60,173,151,192,39,28,3,3,2,21,0,0,983,1797
2021,Lambeth 026A,E01003130,790,50,42,8,39,47,176,153,166,48,31,3,6,2,18,1,0,1075,1865
2021,Lambeth 026B,E01003131,796,54,51,9,31,52,163,184,165,40,20,2,3,2,20,0,0,1357,2153
2021,Lambeth 024A,E01003132,587,39,33,16,21,29,118,102,140,33,22,5,5,3,20,1,0,863,1450
2021,Lambeth 027C,E01003133,610,49,33,8,25,39,108,104,147,52,24,2,4,0,14,1,0,1046,1656
2021,Lambeth 027D,E01003134,511,44,34,9,19,23,128,100,108,13,13,0,1,0,13,6,0,1088,1599
2021,Lambeth 026C,E01003135,687,53,63,10,39,42,134,153,126,22,19,2,4,3,17,0,0,1244,1931
2021,Lambeth 022A,E01003136,687,48,33,15,30,35,158,139,141,41,20,3,7,1,16,0,0,972,1659
2021,Lambeth 022B,E01003137,737,39,48,16,34,39,164,135,173,44,23,4,3,0,15,0,0,844,1581
2021,Lambeth 026D,E01003138,441,46,14,3,7,25,103,110,101,13,13,0,1,0,5,0,0,1036,1477
2021,Lambeth 035A,E01003139,777,51,56,15,34,52,167,143,163,46,26,3,7,1,13,0,0,755,1532
2021,Lambeth 035B,E01003140,713,65,54,16,24,61,152,115,147,27,24,5,2,2,19,0,0,791,1504
2021,Lambeth 034B,E01003141,789,88,54,8,32,56,157,111,195,42,22,2,2,4,16,0,0,1054,1843
2021,Lambeth 035C,E01003142,677,54,42,12,30,39,156,104,147,37,23,6,3,0,24,0,0,697,1374
2021,Lambeth 035D,E01003143,674,45,40,13,19,29,133,120,156,40,25,29,3,3,19,0,0,822,1496
2021,Lambeth 034C,E01003144,434,43,23,8,23,30,88,75,81,18,27,5,1,0,12,0,0,1111,1545
2021,Lambeth 034D,E01003145,741,41,51,5,31,53,145,127,188,42,30,5,0,1,22,0,0,912,1653
2021,Lambeth 035E,E01003146,699,44,26,15,23,67,197,104,152,30,20,1,3,0,15,2,0,947,1646
2021,Lambeth 034E,E01003147,900,51,64,14,32,48,175,192,209,60,19,8,4,5,19,0,0,1173,2073
2021,Lambeth 032E,E01003148,599,52,39,4,14,42,117,127,134,22,33,2,2,0,11,0,0,1238,1837
2021,Lambeth 030D,E01003149,670,53,40,8,28,40,153,130,120,32,30,5,5,7,18,1,0,1085,1755
2021,Lambeth 032F,E01003150,856,46,49,11,22,41,162,154,205,99,43,4,3,0,17,0,0,1088,1944
2021,Lambeth 026E,E01003151,794,48,63,16,35,45,157,158,162,43,25,8,4,0,29,1,0,1163,1957
2021,Lambeth 027E,E01003152,687,47,29,12,32,51,140,138,177,19,18,4,5,0,13,0,2,1221,1908
2021,Lambeth 029D,E01003153,966,60,37,9,37,71,232,209,228,45,20,4,3,0,11,0,0,1203,2169
2021,Lambeth 030E,E01003154,701,88,48,10,35,49,121,120,154,25,26,2,1,3,19,0,0,1295,1996
2021,Lambeth 029E,E01003155,676,53,28,10,22,50,152,124,154,22,40,5,2,0,14,0,0,1151,1827
2021,Lambeth 023B,E01003156,432,33,17,7,17,29,90,109,88,12,15,1,1,1,12,0,0,1164,1596
2021,Lambeth 023C,E01003157,366,43,18,2,12,16,82,93,77,3,11,1,3,1,4,0,0,1218,1584
2021,Lambeth 023D,E01003158,385,59,16,1,16,23,68,77,98,11,6,1,1,0,8,0,0,1237,1622
2021,Lambeth 022C,E01003159,777,51,53,13,19,41,193,179,141,36,25,5,1,4,16,0,0,997,1774
2021,Lambeth 022D,E01003160,787,23,50,7,34,47,155,167,214,47,22,6,2,2,11,0,0,661,1448
2021,Lambeth 023E,E01003161,415,35,20,2,12,30,103,89,85,8,19,3,2,3,4,0,0,900,1315
2021,Lambeth 022E,E01003162,933,62,60,12,47,52,189,162,226,59,28,9,6,2,19,0,0,924,1857
2021,Lambeth 023F,E01003163,535,47,45,6,20,48,135,93,84,17,24,1,0,0,15,0,0,1065,1600
2021,Lambeth 025A,E01003164,859,69,64,12,24,36,177,143,223,51,22,9,2,3,24,0,0,1387,2246
2021,Lambeth 025B,E01003165,475,44,22,9,14,32,79,96,127,20,18,3,0,0,11,0,0,1170,1645
2021,Lambeth 028D,E01003166,984,78,50,19,39,62,183,194,233,57,34,6,5,2,22,0,0,1589,2573
2021,Lambeth 028E,E01003167,424,55,22,3,18,28,73,93,80,11,16,3,6,1,15,0,0,1335,1759
2021,Lambeth 025C,E01003168,452,42,25,13,16,32,59,73,96,47,23,4,5,2,15,0,0,1208,1660
2021,Lambeth 025D,E01003169,776,50,62,12,32,50,150,173,172,28,29,4,1,0,13,0,0,1578,2354
2021,Lambeth 025E,E01003170,464,50,29,6,8,21,83,109,81,35,18,4,4,4,10,0,2,1439,1903
2021,Lambeth 020B,E01003171,540,48,32,7,20,32,104,119,123,12,17,1,2,0,22,1,0,1110,1650
2021,Lambeth 024B,E01003172,704,56,61,12,22,53,121,149,169,15,30,1,0,0,14,1,0,1238,1942
2021,Lambeth 020C,E01003173,591,49,42,7,46,41,115,96,120,44,14,3,2,3,9,0,0,1041,1632
2021,Lambeth 024C,E01003174,901,62,57,23,31,57,161,191,204,40,41,3,1,0,30,0,0,1139,2040
2021,Lambeth 024D,E01003175,527,43,61,8,29,30,95,91,104,20,28,2,0,0,16,0,0,1051,1578
2021,Lambeth 016E,E01003176,853,71,49,20,35,41,147,138,218,49,40,6,5,1,33,0,0,1075,1928
2021,Lambeth 020D,E01003177,596,47,42,10,20,36,124,124,114,35,25,1,3,0,15,0,0,1007,1603
2021,Lambeth 020E,E01003178,414,39,27,4,13,23,102,103,62,16,14,3,0,0,8,0,0,1086,1500
2021,Lambeth 024E,E01003179,830,64,77,10,39,42,118,139,211,53,35,3,1,1,37,0,0,792,1622
2021,Lambeth 005D,E01003180,601,37,46,7,32,47,120,123,113,33,21,3,4,2,13,0,0,997,1598
2021,Lambeth 007A,E01003181,612,46,39,10,27,40,140,125,123,27,20,2,1,3,9,0,0,910,1522
2021,Lambeth 009D,E01003182,656,50,49,10,30,44,123,138,136,25,29,2,7,0,13,0,0,1131,1787
2021,Lambeth 005E,E01003183,642,30,62,17,30,33,112,133,130,43,23,6,3,2,18,0,0,962,1604
2021,Lambeth 007B,E01003184,637,34,48,9,26,39,139,126,150,24,14,3,3,0,22,0,0,786,1423
2021,Lambeth 007C,E01003185,849,64,41,7,29,59,164,185,193,69,19,1,5,3,10,0,0,1078,1927
2021,Lambeth 007D,E01003186,842,63,49,11,32,58,192,193,158,31,24,6,4,1,20,0,0,1597,2439
2021,Lambeth 007E,E01003187,849,68,56,12,45,51,160,176,169,43,33,4,6,1,25,0,0,1468,2317
2021,Lambeth 009E,E01003188,521,29,48,5,22,29,94,92,133,24,19,3,6,0,17,0,0,744,1265
2021,Lewisham 034A,E01003189,550,45,37,7,24,34,82,107,148,21,22,0,2,0,21,0,0,1219,1769
2021,Lewisham 034B,E01003190,937,78,75,16,35,68,143,182,232,38,35,5,4,2,24,0,0,1383,2320
2021,Lewisham 034C,E01003191,598,62,44,10,28,33,100,98,143,30,25,3,2,1,19,0,0,1066,1664
2021,Lewisham 034D,E01003192,681,44,64,10,31,31,134,105,169,40,32,0,3,0,18,0,0,1112,1793
2021,Lewisham 029A,E01003193,512,60,49,4,23,33,87,84,100,23,20,4,5,2,18,0,0,1292,1804
2021,Lewisham 029B,E01003194,657,49,53,14,22,36,117,118,153,32,23,11,5,1,23,0,0,1111,1768
2021,Lewisham 029C,E01003195,453,53,33,6,9,22,92,79,100,15,24,2,3,0,15,0,0,1032,1485
2021,Lewisham 029D,E01003196,630,59,54,8,17,34,112,111,152,27,27,5,2,1,21,0,0,1135,1765
2021,Lewisham 029E,E01003197,524,47,45,11,21,24,105,89,120,29,15,4,1,0,13,0,0,1131,1655
2021,Lewisham 009A,E01003198,438,38,16,9,22,24,102,86,86,27,12,3,2,0,11,0,0,1058,1496
2021,Lewisham 007A,E01003199,657,66,23,9,14,35,119,151,146,43,16,3,5,1,26,0,0,1318,1975
2021,Lewisham 009B,E01003200,360,51,14,3,15,13,61,88,92,9,6,1,2,2,3,0,0,1115,1475
2021,Lewisham 007B,E01003201,522,40,31,10,26,28,107,115,106,20,25,1,2,2,9,0,0,1158,1680
2021,Lewisham 009C,E01003202,403,41,18,4,10,18,63,103,106,13,14,1,0,2,10,0,0,1156,1559
2021,Lewisham 009D,E01003203,771,54,44,12,26,50,131,166,189,49,23,0,5,1,21,0,0,1194,1965
2021,Lewisham 007C,E01003204,585,60,28,6,19,31,131,106,128,23,36,1,3,1,12,0,0,1028,1613
2021,Lewisham 007D,E01003205,558,36,35,7,28,29,115,128,115,26,20,7,3,0,9,0,0,835,1393
2021,Lewisham 007E,E01003206,376,39,15,2,12,20,74,79,97,15,16,0,1,0,6,0,0,1032,1408
2021,Lewisham 005A,E01003207,1083,69,83,11,36,61,222,218,227,48,42,12,8,28,18,0,0,1249,2332
2021,Lewisham 005B,E01003209,684,49,46,10,31,72,120,99,166,42,23,4,4,1,17,0,0,1208,1892
2021,Lewisham 005C,E01003210,624,58,28,5,23,33,116,133,152,31,21,4,3,1,16,0,0,1149,1773
2021,Lewisham 008B,E01003211,496,43,31,9,18,34,106,104,110,4,16,1,1,1,18,0,0,1058,1554
2021,Lewisham 005D,E01003212,632,51,33,12,25,45,159,111,129,23,24,3,4,2,11,0,0,1381,2013
2021,Lewisham 008C,E01003213,617,43,46,12,23,43,141,124,128,14,23,1,2,1,16,0,0,1348,1965
2021,Lewisham 008D,E01003214,582,38,33,12,27,53,123,111,116,24,23,2,4,0,16,0,0,1198,1780
2021,Lewisham 005E,E01003215,774,52,54,14,36,75,185,135,139,33,21,3,3,1,23,0,0,1117,1891
2021,Lewisham 025A,E01003216,572,47,37,6,21,40,102,113,113,37,25,5,7,3,16,0,0,1099,1671
2021,Lewisham 022A,E01003217,747,90,63,17,37,52,134,102,140,45,34,2,3,0,27,1,0,1183,1930
2021,Lewisham 022B,E01003218,426,45,32,6,20,26,74,74,87,8,27,0,3,1,21,2,0,1124,1550
2021,Lewisham 025B,E01003219,597,53,59,12,42,48,119,91,92,20,35,1,1,1,23,0,0,1129,1726
2021,Lewisham 022C,E01003220,586,50,42,6,39,43,106,96,127,16,26,2,2,0,28,3,0,1081,1667
2021,Lewisham 025C,E01003221,767,44,50,16,36,48,160,140,152,33,41,3,10,2,32,0,0,1395,2162
2021,Lewisham 022D,E01003222,524,51,40,8,27,51,92,84,98,32,21,2,1,2,15,0,0,1047,1571
2021,Lewisham 025D,E01003223,590,29,58,16,30,47,129,85,102,34,27,4,3,4,20,0,2,1063,1653
2021,Lewisham 022E,E01003224,573,49,57,6,23,30,111,105,126,20,22,3,4,1,16,0,0,1156,1729
2021,Lewisham 015A,E01003225,372,41,27,7,7,31,85,67,59,13,18,2,2,0,13,0,0,1223,1595
2021,Lewisham 019A,E01003226,537,51,40,11,20,40,115,101,109,16,19,2,0,0,13,0,0,1300,1837
2021,Lewisham 019B,E01003227,378,44,28,8,12,24,76,72,66,12,21,1,3,1,10,0,0,1260,1638
2021,Lewisham 019C,E01003228,329,25,21,2,12,22,65,76,75,6,10,1,4,1,8,0,1,1250,1579
2021,Lewisham 019D,E01003229,557,58,29,8,11,29,118,117,103,30,27,9,2,0,16,0,0,1132,1689
2021,Lewisham 019E,E01003230,602,49,42,5,21,47,132,116,122,22,24,1,2,0,19,0,0,1394,1996
2021,Lewisham 015B,E01003231,478,37,32,9,20,27,111,94,94,16,15,1,3,0,19,0,0,1070,1548
2021,Lewisham 015C,E01003232,447,43,24,10,27,38,92,94,73,6,20,3,2,2,13,0,0,1255,1702
2021,Lewisham 015D,E01003233,518,54,53,8,13,37,114,90,95,22,20,1,2,0,9,0,0,1321,1839
2021,Lewisham 038A,E01003235,416,51,26,9,15,23,76,74,81,15,21,3,2,2,18,0,0,1006,1422
2021,Lewisham 037A,E01003236,640,41,37,13,23,18,120,126,163,26,28,6,17,1,21,0,0,1049,1689
2021,Lewisham 037B,E01003237,547,37,35,10,14,40,116,96,133,22,20,4,0,0,20,0,0,1144,1691
2021,Lewisham 037C,E01003238,449,37,19,8,13,37,88,92,103,24,17,1,0,0,10,0,0,1028,1477
2021,Lewisham 037D,E01003239,510,43,28,8,19,28,87,101,122,15,30,4,1,1,23,0,0,1103,1613
2021,Lewisham 038B,E01003240,667,43,31,10,34,42,142,119,129,39,34,28,3,0,13,0,0,1326,1993
2021,Lewisham 038C,E01003241,593,34,56,13,29,35,117,101,119,40,26,1,4,1,16,0,1,998,1591
2021,Lewisham 038D,E01003243,540,56,43,12,22,25,92,91,140,25,17,1,1,0,14,1,0,965,1505
2021,Lewisham 001A,E01003244,876,69,44,12,39,61,186,194,194,26,28,4,6,2,11,0,0,1024,1900
2021,Lewisham 001B,E01003245,749,59,52,22,54,54,132,127,155,46,21,2,2,2,21,0,0,1243,1992
2021,Lewisham 002A,E01003246,918,57,46,18,34,64,211,204,162,32,46,2,2,1,39,0,0,1493,2411
2021,Lewisham 001C,E01003247,1052,42,57,12,30,101,265,245,214,34,27,2,3,1,19,0,0,1051,2103
2021,Lewisham 002B,E01003248,790,51,38,15,37,50,154,185,169,34,25,5,4,0,23,0,0,849,1639
2021,Lewisham 001D,E01003249,919,57,57,15,37,47,170,182,234,25,41,3,4,1,45,1,0,1136,2055
2021,Lewisham 002C,E01003251,807,53,48,17,37,60,152,184,162,37,33,2,3,0,19,0,0,926,1733
2021,Lewisham 002D,E01003252,708,55,62,8,45,31,142,120,169,21,31,2,2,2,18,0,0,875,1583
2021,Lewisham 002E,E01003253,623,44,43,11,31,38,116,128,133,26,25,3,0,3,21,1,0,800,1423
2021,Lewisham 021A,E01003254,371,43,20,6,14,26,64,81,76,14,13,3,2,0,9,0,0,1067,1438
2021,Lewisham 021B,E01003255,631,46,29,10,20,38,134,143,146,13,22,5,5,0,20,0,0,1359,1990
2021,Lewisham 028A,E01003256,675,66,47,13,31,35,118,123,143,22,43,6,3,1,24,0,0,1458,2133
2021,Lewisham 028B,E01003257,484,47,40,6,19,42,93,83,111,10,15,1,3,0,14,0,0,1116,1600
2021,Lewisham 028C,E01003258,587,49,46,12,23,30,93,95,140,36,35,2,4,0,22,0,0,958,1545
2021,Lewisham 028D,E01003259,594,49,33,6,29,43,108,142,117,19,21,2,4,0,21,0,0,1159,1753
2021,Lewisham 021C,E01003260,460,43,25,6,12,46,77,92,99,19,18,4,1,0,18,0,0,1198,1658
2021,Lewisham 021D,E01003261,350,46,24,6,24,31,80,57,50,10,9,1,2,0,10,0,0,1176,1526
2021,Lewisham 021E,E01003262,414,38,27,4,11,16,77,97,99,10,23,3,1,1,7,0,0,1106,1520
2021,Lewisham 023A,E01003263,601,47,39,11,31,25,105,103,155,28,30,4,4,0,19,0,0,1200,1801
2021,Lewisham 031A,E01003264,586,39,45,12,18,36,138,94,131,28,20,6,5,2,10,2,0,1056,1642
2021,Lewisham 031B,E01003265,624,49,37,12,23,37,103,124,142,39,30,1,4,3,19,0,1,1022,1646
2021,Lewisham 031C,E01003266,598,62,50,6,28,28,104,99,143,28,27,3,3,2,15,0,0,1125,1723
2021,Lewisham 031D,E01003267,475,46,25,11,16,34,104,76,100,23,21,0,2,0,17,0,0,1286,1761
2021,Lewisham 023B,E01003268,572,45,39,8,17,42,118,128,111,29,18,3,3,0,11,0,0,1280,1852
2021,Lewisham 023C,E01003269,490,42,35,11,13,35,96,92,106,23,17,3,1,3,13,0,0,1115,1605
2021,Lewisham 023D,E01003270,524,49,33,7,21,35,127,97,94,21,17,3,4,0,16,0,0,1121,1645
2021,Lewisham 023E,E01003271,429,30,40,7,21,37,90,90,70,7,18,2,2,0,14,1,0,1193,1622
2021,Lewisham 014A,E01003272,571,48,35,14,52,42,104,103,107,23,19,1,7,2,13,1,0,1423,1994
2021,Lewisham 011A,E01003273,466,40,35,5,18,24,91,93,96,19,23,2,1,3,16,0,0,1045,1511
2021,Lewisham 014B,E01003274,515,49,25,9,18,30,115,107,106,16,23,2,1,0,14,0,0,1074,1589
2021,Lewisham 014C,E01003275,564,39,47,11,23,31,108,98,139,27,16,1,4,2,17,1,0,1133,1697
2021,Lewisham 014D,E01003276,496,48,48,7,30,28,93,97,96,10,20,0,3,1,15,0,0,1409,1905
2021,Lewisham 011B,E01003277,531,40,27,5,17,34,104,134,96,19,21,3,2,4,24,1,0,1145,1676
2021,Lewisham 011C,E01003278,880,76,62,13,34,74,186,145,181,40,41,3,2,1,22,0,0,1206,2086
2021,Lewisham 011D,E01003279,429,34,30,7,18,26,112,71,78,18,20,1,3,0,11,0,0,1102,1531
2021,Lewisham 016A,E01003280,579,55,41,5,21,27,116,105,129,24,23,5,3,3,22,0,0,1066,1645
2021,Lewisham 016B,E01003281,352,37,18,1,13,26,62,74,74,10,15,0,7,0,14,1,0,1146,1498
2021,Lewisham 013A,E01003282,996,62,55,10,42,87,203,205,222,22,36,3,11,1,37,0,0,1418,2414
2021,Lewisham 013B,E01003283,531,45,23,7,17,33,113,112,126,19,21,1,1,3,10,0,0,1593,2124
2021,Lewisham 013C,E01003284,536,45,26,10,21,30,121,108,116,14,26,4,3,0,12,0,0,1341,1877
2021,Lewisham 016C,E01003285,609,56,22,5,25,36,127,125,147,26,24,4,2,0,10,0,0,1138,1747
2021,Lewisham 013D,E01003286,579,43,26,9,17,29,138,103,143,32,17,3,2,1,16,0,0,1153,1732
2021,Lewisham 016D,E01003287,462,45,31,1,16,33,91,112,91,13,18,1,1,1,8,0,0,1508,1970
2021,Lewisham 041A,E01003288,948,70,40,31,40,55,203,186,200,65,28,3,6,0,21,0,0,1210,2158
2021,Lewisham 041E,E01003290,738,48,48,15,19,44,127,141,211,30,27,2,5,0,21,0,0,1173,1911
2021,Lewisham 041D,E01003291,548,29,45,9,33,35,96,121,102,26,27,3,4,3,15,0,0,995,1543
2021,Lewisham 017A,E01003292,664,59,23,11,22,32,118,116,188,46,26,3,5,1,14,0,0,1125,1789
2021,Lewisham 017B,E01003293,646,68,37,8,28,30,137,117,132,43,28,2,2,1,13,0,0,921,1567
2021,Lewisham 017D,E01003295,614,38,39,7,25,35,147,124,135,23,23,3,1,1,12,1,0,1174,1788
2021,Lewisham 003A,E01003297,1003,43,51,12,33,61,227,219,258,40,36,3,1,0,19,0,0,699,1702
2021,Lewisham 039A,E01003298,553,21,40,15,31,41,117,113,109,22,23,6,4,1,10,0,0,729,1282
2021,Lewisham 003B,E01003299,618,50,50,9,31,59,99,91,150,31,26,2,3,0,17,0,0,1170,1788
2021,Lewisham 039B,E01003300,677,52,35,11,35,40,127,130,165,22,24,2,8,0,25,0,1,808,1485
2021,Lewisham 003C,E01003301,1244,78,69,18,43,88,303,265,245,46,56,6,7,1,19,0,0,1388,2632
2021,Lewisham 003D,E01003302,868,49,64,27,42,45,167,142,219,57,26,2,4,3,21,0,0,997,1865
2021,Lewisham 039C,E01003303,864,47,37,11,50,75,191,154,203,45,29,7,2,2,11,0,0,855,1719
2021,Lewisham 039D,E01003304,1016,60,48,14,34,73,232,211,237,51,26,4,0,1,25,0,0,1231,2247
2021,Lewisham 003E,E01003305,816,76,67,12,37,64,158,169,138,30,38,3,0,2,22,0,0,1477,2293
2021,Lewisham 024A,E01003307,403,27,25,5,7,23,112,79,84,14,14,0,0,0,13,0,0,1194,1597
2021,Lewisham 024B,E01003308,512,53,37,7,21,25,97,111,96,26,24,4,4,1,6,0,0,1277,1789
2021,Lewisham 027A,E01003309,537,42,38,5,27,30,116,104,113,29,15,2,2,1,13,0,0,1084,1621
2021,Lewisham 027B,E01003310,484,39,35,6,22,36,89,105,112,14,8,3,1,0,14,0,0,1104,1588
2021,Lewisham 027C,E01003311,393,45,33,5,17,24,97,64,73,7,16,1,0,0,11,0,0,1202,1595
2021,Lewisham 027D,E01003312,472,47,35,10,24,37,76,77,118,16,16,0,4,0,12,0,0,1292,1764
2021,Lewisham 027E,E01003313,517,58,23,8,17,32,74,108,136,27,19,2,1,0,12,0,0,1049,1566
2021,Lewisham 024C,E01003314,411,49,33,4,16,27,83,73,88,17,8,1,1,1,10,0,0,1236,1647
2021,Lewisham 024D,E01003315,393,38,23,8,17,34,79,72,81,8,11,3,2,3,14,0,0,912,1305
2021,Lewisham 024E,E01003316,395,42,28,6,19,23,72,77,78,10,20,1,3,0,16,0,0,1082,1477
2021,Lewisham 020B,E01003318,910,93,65,16,18,56,148,149,236,53,31,3,4,3,35,0,0,1167,2077
2021,Lewisham 018A,E01003319,841,52,56,8,42,63,188,133,186,36,29,4,7,1,36,0,0,956,1797
2021,Lewisham 018B,E01003320,673,69,63,13,20,35,104,108,142,53,29,4,1,2,30,0,0,911,1584
2021,Lewisham 020C,E01003321,556,36,44,13,20,31,106,85,150,28,24,2,4,1,12,0,0,1193,1749
2021,Lewisham 020D,E01003322,703,32,40,4,39,31,150,141,167,58,18,4,4,2,13,0,0,929,1632
2021,Lewisham 018C,E01003323,585,46,28,5,24,38,134,112,137,19,20,2,4,0,16,0,0,927,1512
2021,Lewisham 020E,E01003324,880,70,67,12,57,41,134,146,242,46,38,4,3,0,20,0,0,804,1684
2021,Lewisham 018D,E01003325,763,45,64,12,54,41,158,146,146,32,37,5,3,2,18,0,0,1054,1817
2021,Lewisham 035A,E01003326,576,65,33,25,15,34,68,129,143,26,23,4,2,0,9,0,0,1238,1814
2021,Lewisham 035B,E01003327,479,45,41,6,17,27,95,78,111,20,21,0,1,1,16,0,0,1151,1630
2021,Lewisham 035C,E01003328,584,51,31,8,22,33,101,118,134,31,16,8,9,3,19,0,0,1192,1776
2021,Lewisham 033A,E01003329,437,37,38,5,14,27,99,86,95,14,11,1,2,0,8,0,0,1206,1643
2021,Lewisham 033B,E01003330,460,33,39,4,18,25,82,90,109,17,24,2,2,1,14,0,0,1131,1591
2021,Lewisham 033C,E01003331,468,49,37,6,23,37,93,67,102,19,17,0,6,1,11,0,0,1052,1520
2021,Lewisham 033D,E01003332,508,48,43,6,15,21,88,92,126,21,24,5,4,0,15,0,0,1084,1592
2021,Lewisham 035D,E01003333,414,37,36,6,13,23,63,95,94,20,12,1,1,0,13,0,0,1119,1533
2021,Lewisham 033E,E01003334,657,50,41,11,18,45,115,136,146,37,24,13,3,0,18,0,0,1128,1785
2021,Lewisham 035E,E01003335,397,34,26,4,25,28,66,81,88,9,18,1,0,1,16,0,0,1113,1510
2021,Lewisham 010A,E01003336,613,37,45,12,18,29,107,89,170,53,25,1,6,2,19,0,0,919,1532
2021,Lewisham 010B,E01003337,540,45,68,16,11,29,77,106,110,25,21,5,2,1,24,0,0,897,1437
2021,Lewisham 006A,E01003338,916,62,73,21,38,53,177,145,227,54,35,11,5,0,15,0,0,1114,2030
2021,Lewisham 006B,E01003339,643,42,41,8,26,30,114,106,188,33,26,5,5,0,19,0,0,1046,1689
2021,Lewisham 006C,E01003340,790,55,38,9,27,57,180,147,195,38,25,1,5,0,12,1,0,1275,2065
2021,Lewisham 006D,E01003341,351,30,16,3,24,20,65,75,88,7,9,2,1,0,11,0,0,1033,1384
2021,Lewisham 010C,E01003342,578,48,28,9,17,44,138,134,112,13,22,0,4,1,7,1,0,1120,1698
2021,Lewisham 006E,E01003343,418,34,32,6,13,24,86,99,86,11,15,0,3,1,8,0,0,1033,1451
2021,Lewisham 010D,E01003344,508,42,36,3,10,35,120,111,98,18,21,0,2,1,11,0,0,1166,1674
2021,Lewisham 010E,E01003345,657,63,31,5,20,56,140,153,133,17,16,2,0,0,21,0,0,1302,1959
2021,Lewisham 026A,E01003346,510,36,59,7,22,18,85,95,115,28,29,0,2,0,14,0,0,1159,1669
2021,Lewisham 030A,E01003347,601,52,29,11,46,51,102,91,126,28,32,2,2,2,27,0,0,1145,1746
2021,Lewisham 030B,E01003348,695,85,47,13,40,47,117,101,150,28,29,3,4,1,27,3,0,1093,1788
2021,Lewisham 026B,E01003349,527,56,34,8,32,21,89,102,124,14,21,3,6,1,16,0,0,1017,1544
2021,Lewisham 030C,E01003350,499,51,38,4,22,31,74,76,120,31,21,5,2,1,23,0,0,822,1321
2021,Lewisham 026C,E01003351,563,39,36,7,15,24,117,112,134,32,21,3,6,0,17,0,0,1127,1690
