indicator_id,title,topic,source_key,source_name,source_file_or_api,source_geography,geography_version,source_period,time_coverage,latest_period_available,history_available,unit,value_field,numerator_field,denominator_field,aggregation_method,benchmark_method,polarity,caveats,last_refresh_date,review_required,qof_group_code,qof_group_description,qof_indicator_code,qof_metric_kind,qof_domain,qof_sub_domain,qof_patient_list_type
qof_achievement_mh012,Mental health: BMI recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,MH012,achievement,Clinical,Clinical,TOTAL
qof_achievement_mh021,Mental health: cervical screening up to date (female patients age 25 to 64),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,MH,Mental health,MH021,achievement,Clinical,Clinical,TOTAL
qof_achievement_ndh001,Pre-diabetes: structured lifestyle programme offered,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,NDH,Non-diabetic hyperglycaemia,NDH001,achievement,Clinical,,18OV
qof_achievement_ndh002,Pre-diabetes: HbA1c or fasting glucose re-tested in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,NDH,Non-diabetic hyperglycaemia,NDH002,achievement,Clinical,Clinical,18OV
qof_achievement_qipddmi001,Prescription dependency: opioid long-term prescriptions reviewed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI001,achievement,Quality improvement,,18OV
qof_achievement_qipddmi002,Prescription dependency: benzodiazepine long-term prescriptions reviewed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI002,achievement,Quality improvement,,18OV
qof_achievement_qipddmi003,Prescription dependency: gabapentinoid long-term prescriptions reviewed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI003,achievement,Quality improvement,,18OV
qof_achievement_qipddmi004,Prescription dependency: Z-drug long-term prescriptions reviewed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,QIPDD_MI,Prescription Drug Dependency (management information),QIPDDMI004,achievement,Quality improvement,,18OV
qof_achievement_ra002,Rheumatoid arthritis: disease activity score reviewed in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,RA,Rheumatoid arthritis,RA002,achievement,Clinical,,16OV
qof_achievement_smok002,Smoking: cessation advice offered (patients with high-risk conditions),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,SMOK,Smoking,SMOK002,achievement,Public Health,Public Health,15OV
qof_achievement_smok004,Smoking: cessation referral offered to all current smokers,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,SMOK,Smoking,SMOK004,achievement,Public Health,Public Health,15OV
qof_achievement_smok005,"Smoking: cessation support offered (CVD, respiratory or cancer conditions)",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,SMOK,Smoking,SMOK005,achievement,Public Health,Public Health,15OV
qof_achievement_stia007,Stroke and TIA: antiplatelet or anticoagulant therapy prescribed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA007,achievement,Clinical,Clinical,TOTAL
qof_achievement_stia010,Stroke and TIA: blood pressure recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA010,achievement,Clinical,,79UN
qof_achievement_stia011,Stroke and TIA: total cholesterol recorded in last 12 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA011,achievement,Clinical,,80OV
qof_achievement_stia014,Stroke and TIA: blood pressure target achieved (age 79 and under),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA014,achievement,Clinical,Clinical,79UN
qof_achievement_stia015,Stroke and TIA: blood pressure target achieved (age 80 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA015,achievement,Clinical,Clinical,80OV
qof_achievement_vi001,Vaccination: DTaP/IPV/Hib/HepB immunisation completed by age 8 months,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,VI,Vaccination and immunisation,VI001,achievement,Public Health,Public Health Vaccination and Immunisation,UN01
qof_achievement_vi002,"Vaccination: MenB, PCV, Hib/MenC and MMR completed by 18 months",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,VI,Vaccination and immunisation,VI002,achievement,Public Health,Public Health Vaccination and Immunisation,1_2
qof_achievement_vi003,Vaccination: all scheduled childhood vaccinations completed by age 5,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,VI,Vaccination and immunisation,VI003,achievement,Public Health,Public Health Vaccination and Immunisation,4_5
qof_achievement_vi004,Vaccination: influenza vaccination received (age 80 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Neighbourhood estimate allocated from GP-practice QOF achievement data using practice-to-LSOA GP registrations and Census 2021 age structure.,2026-03-23,False,VI,Vaccination and immunisation,VI004,achievement,Public Health,Public Health Vaccination and Immunisation,79_80
qof_newly_diagnosed_dep004,"Depression: response to treatment recorded (new diagnosis, age 18 and over) — newly diagnosed",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of newly diagnosed cases derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,DEP,Depression,DEP004,newly_diagnosed,Clinical,Clinical,18OV
qof_pcas_af006,Atrial fibrillation: stroke risk assessed using CHA2DS2-VASc score (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,AF,Atrial fibrillation,AF006,pcas,Clinical,Clinical,TOTAL
qof_pcas_af007,Atrial fibrillation: high-risk patients on anticoagulation (retired 2022/23) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,AF,Atrial fibrillation,AF007,pcas,Clinical,,TOTAL
qof_pcas_af008,Atrial fibrillation: high-risk patients treated with anticoagulation (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,AF,Atrial fibrillation,AF008,pcas,Clinical,Clinical,TOTAL
qof_pcas_ast006,Asthma: annual asthma review completed (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,AST,Asthma,AST006,pcas,Clinical,,06OV
qof_pcas_ast007,Asthma: review including inhaler technique and written action plan (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,AST,Asthma,AST007,pcas,Clinical,Clinical,06OV
qof_pcas_ast008,Asthma: personal asthma action plan recorded (age 19 and under) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,AST,Asthma,AST008,pcas,Clinical,Clinical,06_19
qof_pcas_ast011,Asthma: new diagnosis confirmed with spirometry or PCAM record (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,AST,Asthma,AST011,pcas,Clinical,Clinical,06OV
qof_pcas_bp002,Blood pressure: measurement recorded in last 5 years (age 45 and over) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,BP,Blood pressure,BP002,pcas,Public Health,Public Health,45OV
qof_pcas_can004,Cancer: care plan reviewed within 24 months of diagnosis (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CAN,Cancer,CAN004,pcas,Clinical,Clinical,TOTAL
qof_pcas_can005,Cancer: holistic needs assessment offered within 12 months of diagnosis (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CAN,Cancer,CAN005,pcas,Clinical,Clinical,TOTAL
qof_pcas_chd005,Coronary heart disease: cholesterol checked in last 12 months (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD005,pcas,Clinical,Clinical,TOTAL
qof_pcas_chd008,Coronary heart disease: blood pressure recorded in last 12 months (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD008,pcas,Clinical,,79UN
qof_pcas_chd009,Coronary heart disease: flu vaccination received (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD009,pcas,Clinical,,80OV
qof_pcas_chd015,Coronary heart disease: blood pressure target achieved (age 79 and under) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD015,pcas,Clinical,Clinical,79UN
qof_pcas_chd016,Coronary heart disease: blood pressure target achieved (age 80 and over) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHD,Secondary prevention of coronary heart disease,CHD016,pcas,Clinical,Clinical,80OV
qof_pcas_chol001,Lipid management: total cholesterol target achieved (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2023/24,2023/24,2023/24,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL001,pcas,Clinical,,TOTAL
qof_pcas_chol002,Lipid management: statin or ezetimibe prescribed (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2023/24,2023/24,2023/24,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL002,pcas,Clinical,,TOTAL
qof_pcas_chol003,Lipid management: non-HDL cholesterol target achieved (high CVD risk) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL003,pcas,Clinical,Clinical,TOTAL
qof_pcas_chol004,Lipid management: high-intensity statin prescribed (high CVD risk) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2024/25,2024/25,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CHOL,Cholesterol control and lipid management,CHOL004,pcas,Clinical,Clinical,TOTAL
qof_pcas_copd008,COPD: annual review completed in last 12 months (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD008,pcas,Clinical,,TOTAL
qof_pcas_copd010,"COPD: review including breathlessness scale, inhaler technique and BMI (personalised care adjustments)",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD010,pcas,Clinical,Clinical,TOTAL
qof_pcas_copd014,COPD: pulmonary rehabilitation offered (breathlessness MRC scale 3 or above) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,COPD,Chronic obstructive pulmonary disease,COPD014,pcas,Clinical,Clinical,TOTAL
qof_pcas_cs005,Cervical screening: up to date (age 25 to 49) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2022/23 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CS,Cervical screening,CS005,pcas,Public Health,Public Health Additional Services,25_49_F
qof_pcas_cs006,Cervical screening: up to date (age 50 to 64) (personalised care adjustments),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2022/23 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,Indicative neighbourhood estimate of personalised care adjustment activity derived from GP-practice data rather than a directly observed resident measure.,2026-03-23,False,CS,Cervical screening,CS006,pcas,Public Health,Public Health Additional Services,50_64_F
