indicator_id,title,topic,source_key,source_name,source_file_or_api,source_geography,geography_version,source_period,time_coverage,latest_period_available,history_available,unit,value_field,numerator_field,denominator_field,aggregation_method,benchmark_method,polarity,caveats,last_refresh_date,review_required,qof_group_code,qof_group_description,qof_indicator_code,qof_metric_kind,qof_domain,qof_sub_domain,qof_patient_list_type
qof_points_hf001,Heart failure: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HF,Heart failure,HF001,points,Clinical,Clinical,TOTAL
qof_points_hf003,Heart failure: ACE inhibitor or ARB prescribed (left ventricular systolic dysfunction) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HF,Heart failure,HF003,points,Clinical,Clinical,TOTAL
qof_points_hf005,Heart failure: echocardiogram recorded or specialist referral made — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HF,Heart failure,HF005,points,Clinical,,TOTAL
qof_points_hf006,Heart failure: beta-blocker prescribed (left ventricular systolic dysfunction) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HF,Heart failure,HF006,points,Clinical,Clinical,TOTAL
qof_points_hf007,Heart failure: annual care review completed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HF,Heart failure,HF007,points,Clinical,Clinical,TOTAL
qof_points_hf008,Heart failure: SGLT2 inhibitor prescribed (new diagnosis from April 2023) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HF,Heart failure,HF008,points,Clinical,Clinical,TOTAL
qof_points_hyp001,Hypertension: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HYP,Hypertension,HYP001,points,Clinical,Clinical,TOTAL
qof_points_hyp003,Hypertension: blood pressure recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HYP,Hypertension,HYP003,points,Clinical,,79UN
qof_points_hyp007,Hypertension: blood pressure target achieved — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HYP,Hypertension,HYP007,points,Clinical,,80OV
qof_points_hyp008,Hypertension: blood pressure 140/90 or below achieved (age 79 and under) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HYP,Hypertension,HYP008,points,Clinical,Clinical,79UN
qof_points_hyp009,Hypertension: blood pressure 150/90 or below achieved (age 80 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,HYP,Hypertension,HYP009,points,Clinical,Clinical,80OV
qof_points_ld004,Learning disability: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,LD,Learning disability,LD004,points,Clinical,Clinical,TOTAL
qof_points_mh001,"Mental health: size of QOF register (schizophrenia, bipolar, psychosis) — QOF points proportion",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH001,points,Clinical,Clinical,TOTAL
qof_points_mh002,Mental health: comprehensive care plan reviewed in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH002,points,Clinical,Clinical,TOTAL
qof_points_mh003,Mental health: blood pressure recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH003,points,Clinical,Clinical,TOTAL
qof_points_mh006,Mental health: blood glucose or HbA1c recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH006,points,Clinical,Clinical,TOTAL
qof_points_mh007,Mental health: total cholesterol recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH007,points,Clinical,Clinical,TOTAL
qof_points_mh011,Mental health: blood pressure 150/90 or below achieved — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH011,points,Clinical,Clinical,TOTAL
qof_points_mh012,Mental health: BMI recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH012,points,Clinical,Clinical,TOTAL
qof_points_mh021,Mental health: cervical screening up to date (female patients age 25 to 64) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,MH,Mental health,MH021,points,Clinical,Clinical,TOTAL
qof_points_ndh001,Pre-diabetes: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,NDH,Non-diabetic hyperglycaemia,NDH001,points,Clinical,,18OV
qof_points_ndh002,Pre-diabetes: newly added to register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,NDH,Non-diabetic hyperglycaemia,NDH002,points,Clinical,Clinical,18OV
qof_points_ob002,Obesity: size of QOF register (BMI 30 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,OB,Obesity,OB002,points,Public Health,,18OV
qof_points_ob003,Obesity: patients with weight management intervention on register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,OB,Obesity,OB003,points,Public Health,Public Health,18OV
qof_points_ost004,Osteoporosis: size of QOF register (fragility fracture prevention) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,OST,Osteoporosis secondary prevention of fragility fractures,OST004,points,Clinical,Clinical,50OV
qof_points_pad001,Peripheral arterial disease: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,PAD,Peripheral arterial disease,PAD001,points,Clinical,Clinical,TOTAL
qof_points_pc001,Palliative care: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,PC,Palliative care,PC001,points,Clinical,Clinical,TOTAL
qof_points_qiecd005,Early cancer diagnosis: QOF points — NHS Cancer Screening Programme uptake,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2021/22,2021/22,2021/22,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIECD,Early cancer diagnosis,QIECD005,points,Quality improvement,,TOTAL
qof_points_qiecd006,Early cancer diagnosis: QOF points — cancer diagnosed at stage 1 or 2,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2021/22,2021/22,2021/22,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIECD,Early cancer diagnosis,QIECD006,points,Quality improvement,,TOTAL
qof_points_qild007,Learning disability: QOF points — annual health check (age 14 and over),Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2021/22,2021/22,2021/22,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QILD,Care of people with learning disabilities,QILD007,points,Quality improvement,,TOTAL
qof_points_qild008,Learning disability: QOF points — health action plan offered,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2021/22,2021/22,2021/22,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QILD,Care of people with learning disabilities,QILD008,points,Quality improvement,,TOTAL
qof_points_qioa011,Optimising access: QOF points — online appointment booking available,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIOA,Optimising Access,QIOA011,points,Quality improvement,,TOTAL
qof_points_qioa012,Optimising access: QOF points — online prescription requests available,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIOA,Optimising Access,QIOA012,points,Quality improvement,,TOTAL
qof_points_qi016,Practice capacity: QOF points — staff capacity review in place,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIOSC,Optimise use of staff capacity,QI016,points,Quality improvement,Quality improvement,TOTAL
qof_points_qi017,Practice capacity: QOF points — demand and capacity data used,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIOSC,Optimise use of staff capacity,QI017,points,Quality improvement,Quality improvement,TOTAL
qof_points_qi018,Practice capacity: QOF points — smart working network participation,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIOSC,Optimise use of staff capacity,QI018,points,Quality improvement,Quality improvement,TOTAL
qof_points_qipdd009,Prescription dependency: QOF points — structured medication reviews,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIPDD,Prescription Drug Dependency,QIPDD009,points,Quality improvement,,TOTAL
qof_points_qipdd010,Prescription dependency: QOF points — dependency assessments completed,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2022/23,2022/23,False,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIPDD,Prescription Drug Dependency,QIPDD010,points,Quality improvement,,TOTAL
qof_points_qi019,Practice performance: QOF points — avoidable appointments reduced,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIRAA,Reducing avoidable appointments,QI019,points,Quality improvement,Quality improvement,TOTAL
qof_points_qi013,Practice workforce: QOF points — quality improvement programme active,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIWW,Workforce and wellbeing,QI013,points,Quality improvement,Quality improvement,TOTAL
qof_points_qi014,Practice workforce: QOF points — workforce wellbeing network participation,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2023/24 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,QIWW,Workforce and wellbeing,QI014,points,Quality improvement,Quality improvement,TOTAL
qof_points_ra001,Rheumatoid arthritis: size of QOF register (age 16 and over) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,RA,Rheumatoid arthritis,RA001,points,Clinical,Clinical,16OV
qof_points_ra002,Rheumatoid arthritis: disease activity score reviewed in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,RA,Rheumatoid arthritis,RA002,points,Clinical,,16OV
qof_points_smok002,Smoking: cessation advice offered (patients with high-risk conditions) — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,SMOK,Smoking,SMOK002,points,Public Health,Public Health,15OV
qof_points_smok004,Smoking: cessation referral offered to all current smokers — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,SMOK,Smoking,SMOK004,points,Public Health,Public Health,15OV
qof_points_smok005,"Smoking: cessation support offered (CVD, respiratory or cancer conditions) — QOF points proportion",Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,SMOK,Smoking,SMOK005,points,Public Health,Public Health,15OV
qof_points_stia001,Stroke and TIA: size of QOF register — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA001,points,Clinical,Clinical,TOTAL
qof_points_stia007,Stroke and TIA: antiplatelet or anticoagulant therapy prescribed — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2024/25,2021/22 to 2024/25,2024/25,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA007,points,Clinical,Clinical,TOTAL
qof_points_stia010,Stroke and TIA: blood pressure recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA010,points,Clinical,,79UN
qof_points_stia011,Stroke and TIA: total cholesterol recorded in last 12 months — QOF points proportion,Health & Wider Determinants,qof_lsoa_2425,NHS England Quality and Outcomes Framework,london_maps/data_for_app/QOF/qof_lsoa_long.csv,LSOA,2021,2022/23,2021/22 to 2022/23,2022/23,True,share,value,numerator,denominator,recompute_rate_from_numerator_denominator,direct_aggregate,neutral,"Indicative neighbourhood estimate of the share of maximum QOF points achieved, derived from GP-practice data rather than directly observed resident performance.",2026-03-23,False,STIA,Stroke and transient ischaemic attack,STIA011,points,Clinical,,80OV
